"Status","Year","Disability","Function_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Project Delivery","Female","1345","1275","38510","34870"
"In post","2021","Declared disabled","Project Delivery","Male","1295","1255","40020","38500"
"In post","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Female","360","330","33730","31810"
"In post","2021","Declared disabled","Property","Male","375","365","35460","33250"
"In post","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Female","190","180","31260","28080"
"In post","2021","Declared disabled","Security","Male","465","455","32280","29540"
"In post","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Female","13635","11800","28280","27570"
"In post","2021","Declared disabled","Unknown","Male","7875","7445","29360","27570"
"In post","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Female","2050","1915","43290","38630"
"In post","2021","Declared non-disabled","Analysis","Male","2490","2445","45520","40960"
"In post","2021","Declared non-disabled","Analysis","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Female","2040","1940","40230","35760"
"In post","2021","Declared non-disabled","Commercial","Male","1940","1920","46580","40580"
"In post","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Female","2545","2395","36340","31810"
"In post","2021","Declared non-disabled","Communications","Male","2180","2150","34940","31810"
"In post","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Female","2840","2595","32980","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Male","3085","2995","35930","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Female","1360","1160","24150","21440"
"In post","2021","Declared non-disabled","Debt","Male","950","905","24170","21440"
"In post","2021","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Female","3215","3040","40720","38450"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Male","5305","5215","43250","39650"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Female","3595","3320","37330","33300"
"In post","2021","Declared non-disabled","Finance","Male","2735","2690","43640","39450"
"In post","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Female","975","845","24980","21050"
"In post","2021","Declared non-disabled","Grants Management","Male","715","695","26010","24920"
"In post","2021","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Female","4430","4140","37650","33300"
"In post","2021","Declared non-disabled","Human Resources","Male","1900","1860","39470","34810"
"In post","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Female","295","275","43910","41690"
"In post","2021","Declared non-disabled","Internal Audit","Male","275","270","48790","47180"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Female","5945","5345","45700","48080"
"In post","2021","Declared non-disabled","Legal","Male","3215","3120","49730","51250"
"In post","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","No function","Female","62295","56445","32210","27730"
"In post","2021","Declared non-disabled","No function","Male","51080","49335","35370","31650"
"In post","2021","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","Female","8690","8235","40130","36800"
"In post","2021","Declared non-disabled","Project Delivery","Male","11020","10840","42540","39860"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Property","Female","2640","2435","33130","30670"
"In post","2021","Declared non-disabled","Property","Male","3700","3605","36980","33300"
"In post","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Security","Female","1320","1270","32380","30120"
"In post","2021","Declared non-disabled","Security","Male","4020","3955","31190","26670"
"In post","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Female","73500","64840","29630","27570"
"In post","2021","Declared non-disabled","Unknown","Male","48560","46865","31950","27570"
"In post","2021","Declared non-disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Analysis","Female","140","135","41680","40470"
"In post","2021","Undeclared","Analysis","Male","230","225","44100","42020"
"In post","2021","Undeclared","Commercial","Female","175","170","38620","34800"
"In post","2021","Undeclared","Commercial","Male","210","205","45460","41500"
"In post","2021","Undeclared","Communications","Female","170","160","37490","31970"
"In post","2021","Undeclared","Communications","Male","190","185","34550","31590"
"In post","2021","Undeclared","Counter Fraud","Female","230","205","33910","31810"
"In post","2021","Undeclared","Counter Fraud","Male","415","400","36800","32100"
"In post","2021","Undeclared","Debt","Female","100","80","23820","21440"
"In post","2021","Undeclared","Debt","Male","105","100","24830","21440"
"In post","2021","Undeclared","Digital, Data & Technology","Female","215","205","40350","38070"
"In post","2021","Undeclared","Digital, Data & Technology","Male","460","455","41000","38450"
"In post","2021","Undeclared","Finance","Female","265","245","37250","33300"
"In post","2021","Undeclared","Finance","Male","245","240","41100","37370"
"In post","2021","Undeclared","Grants Management","Female","15","10","[c]","[c]"
"In post","2021","Undeclared","Grants Management","Male","25","25","[c]","[c]"
"In post","2021","Undeclared","Human Resources","Female","340","320","37160","33270"
"In post","2021","Undeclared","Human Resources","Male","165","165","37680","33300"
"In post","2021","Undeclared","Internal Audit","Female","25","25","[c]","[c]"
"In post","2021","Undeclared","Internal Audit","Male","30","30","51940","50060"
"In post","2021","Undeclared","Legal","Female","220","200","49870","50940"
"In post","2021","Undeclared","Legal","Male","150","145","51740","50750"
"In post","2021","Undeclared","No function","Female","6230","5600","31220","28130"
"In post","2021","Undeclared","No function","Male","7630","7195","33950","31650"
"In post","2021","Undeclared","Project Delivery","Female","630","600","39260","36870"
"In post","2021","Undeclared","Project Delivery","Male","1170","1135","40550","38400"
"In post","2021","Undeclared","Property","Female","250","225","32870","31050"
"In post","2021","Undeclared","Property","Male","375","365","37910","33880"
"In post","2021","Undeclared","Security","Female","120","115","36190","33300"
"In post","2021","Undeclared","Security","Male","570","565","34450","36550"
"In post","2021","Undeclared","Unknown","Female","3980","3600","29100","27570"
"In post","2021","Undeclared","Unknown","Male","3655","3545","31150","27570"
"In post","2021","Unknown","Analysis","Female","775","735","39710","36390"
"In post","2021","Unknown","Analysis","Male","915","905","41280","36370"
"In post","2021","Unknown","Analysis","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Commercial","Female","980","940","51700","49700"
"In post","2021","Unknown","Commercial","Male","1065","1050","56280","52540"
"In post","2021","Unknown","Communications","Female","1290","1230","34280","29220"
"In post","2021","Unknown","Communications","Male","1285","1270","32560","25560"
"In post","2021","Unknown","Counter Fraud","Female","995","915","30390","28130"
"In post","2021","Unknown","Counter Fraud","Male","1225","1185","32700","31810"
"In post","2021","Unknown","Debt","Female","945","850","22090","20140"
"In post","2021","Unknown","Debt","Male","830","805","22070","20140"
"In post","2021","Unknown","Digital, Data & Technology","Female","1100","1060","40230","36740"
"In post","2021","Unknown","Digital, Data & Technology","Male","2215","2190","40720","37720"
"In post","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Female","935","865","35370","31810"
"In post","2021","Unknown","Finance","Male","805","785","38190","33000"
"In post","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Grants Management","Female","5","5","[c]","[c]"
"In post","2021","Unknown","Grants Management","Male","5","5","[c]","[c]"
"In post","2021","Unknown","Human Resources","Female","1045","980","34370","30360"
"In post","2021","Unknown","Human Resources","Male","480","470","33980","31700"
"In post","2021","Unknown","Internal Audit","Female","25","20","[c]","[c]"
"In post","2021","Unknown","Internal Audit","Male","25","25","[c]","[c]"
"In post","2021","Unknown","Legal","Female","2735","2490","35450","29350"
"In post","2021","Unknown","Legal","Male","1335","1285","38430","31180"
"In post","2021","Unknown","No function","Female","20645","18995","30420","25870"
"In post","2021","Unknown","No function","Male","19540","18890","32580","28970"
"In post","2021","Unknown","No function","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","Project Delivery","Female","1950","1840","41150","38600"
"In post","2021","Unknown","Project Delivery","Male","2290","2250","42700","39860"
"In post","2021","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Female","630","590","28220","25300"
"In post","2021","Unknown","Property","Male","985","965","31430","28790"
"In post","2021","Unknown","Security","Female","430","415","30190","26670"
"In post","2021","Unknown","Security","Male","1640","1620","30900","28600"
"In post","2021","Unknown","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Female","7255","6815","34640","29160"
"In post","2021","Unknown","Unknown","Male","8255","8130","35900","31060"
"Leaver CS","2021","Declared disabled","Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Female","35","[c]","44570","43460"
"Leaver CS","2021","Declared disabled","Legal","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","No function","Female","490","[c]","25330","21580"
"Leaver CS","2021","Declared disabled","No function","Male","400","[c]","30310","26600"
"Leaver CS","2021","Declared disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Project Delivery","Female","35","[c]","29970","27190"
"Leaver CS","2021","Declared disabled","Project Delivery","Male","55","[c]","39360","35790"
"Leaver CS","2021","Declared disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Security","Male","40","[c]","32150","33850"
"Leaver CS","2021","Declared disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared disabled","Unknown","Female","1000","[c]","27890","26890"
"Leaver CS","2021","Declared disabled","Unknown","Male","700","[c]","29290","26890"
"Leaver CS","2021","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Analysis","Female","55","[c]","34870","29540"
"Leaver CS","2021","Declared non-disabled","Analysis","Male","75","[c]","43750","35010"
"Leaver CS","2021","Declared non-disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Commercial","Female","60","[c]","45200","38000"
"Leaver CS","2021","Declared non-disabled","Commercial","Male","80","[c]","49520","41680"
"Leaver CS","2021","Declared non-disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Communications","Female","65","[c]","37450","35590"
"Leaver CS","2021","Declared non-disabled","Communications","Male","70","[c]","39610","31420"
"Leaver CS","2021","Declared non-disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Female","70","[c]","39980","35590"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Male","135","[c]","44860","40150"
"Leaver CS","2021","Declared non-disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Finance","Female","75","[c]","41280","36540"
"Leaver CS","2021","Declared non-disabled","Finance","Male","75","[c]","45420","44790"
"Leaver CS","2021","Declared non-disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Grants Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Human Resources","Female","120","[c]","37290","32310"
"Leaver CS","2021","Declared non-disabled","Human Resources","Male","70","[c]","40270","36800"
"Leaver CS","2021","Declared non-disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Legal","Female","220","[c]","45450","45220"
"Leaver CS","2021","Declared non-disabled","Legal","Male","155","[c]","51160","51820"
"Leaver CS","2021","Declared non-disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","No function","Female","2510","[c]","30630","23530"
"Leaver CS","2021","Declared non-disabled","No function","Male","2395","[c]","36260","27750"
"Leaver CS","2021","Declared non-disabled","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Female","185","[c]","36630","32430"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Male","350","[c]","40850","37390"
"Leaver CS","2021","Declared non-disabled","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Property","Female","100","[c]","29590","26000"
"Leaver CS","2021","Declared non-disabled","Property","Male","215","[c]","33940","31060"
"Leaver CS","2021","Declared non-disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Security","Female","35","[c]","31200","26670"
"Leaver CS","2021","Declared non-disabled","Security","Male","170","[c]","30550","27050"
"Leaver CS","2021","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Declared non-disabled","Unknown","Female","4785","[c]","28310","25490"
"Leaver CS","2021","Declared non-disabled","Unknown","Male","3390","[c]","31620","27570"
"Leaver CS","2021","Declared non-disabled","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Analysis","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Commercial","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Digital, Data & Technology","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Finance","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Grants Management","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Grants Management","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Human Resources","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Legal","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","No function","Female","345","[c]","30130","22680"
"Leaver CS","2021","Undeclared","No function","Male","455","[c]","34700","31650"
"Leaver CS","2021","Undeclared","Project Delivery","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Project Delivery","Male","40","[c]","38000","37700"
"Leaver CS","2021","Undeclared","Property","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Property","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Security","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Undeclared","Unknown","Female","375","[c]","29850","26890"
"Leaver CS","2021","Undeclared","Unknown","Male","340","[c]","31150","27570"
"Leaver CS","2021","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Analysis","Female","45","[c]","30640","24970"
"Leaver CS","2021","Unknown","Analysis","Male","65","[c]","28570","24300"
"Leaver CS","2021","Unknown","Commercial","Female","45","[c]","50360","43380"
"Leaver CS","2021","Unknown","Commercial","Male","50","[c]","60780","51560"
"Leaver CS","2021","Unknown","Communications","Female","50","[c]","35760","35300"
"Leaver CS","2021","Unknown","Communications","Male","35","[c]","37300","33150"
"Leaver CS","2021","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Counter Fraud","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Female","50","[c]","40930","36520"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Male","120","[c]","41340","38570"
"Leaver CS","2021","Unknown","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Grants Management","Female","45","[c]","24460","22800"
"Leaver CS","2021","Unknown","Grants Management","Male","45","[c]","25490","21050"
"Leaver CS","2021","Unknown","Human Resources","Female","45","[c]","42020","35970"
"Leaver CS","2021","Unknown","Human Resources","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Internal Audit","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","Female","130","[c]","36840","27130"
"Leaver CS","2021","Unknown","Legal","Male","100","[c]","35810","29350"
"Leaver CS","2021","Unknown","No function","Female","1285","[c]","29480","22680"
"Leaver CS","2021","Unknown","No function","Male","1270","[c]","33240","26990"
"Leaver CS","2021","Unknown","No function","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","Female","65","[c]","34930","30850"
"Leaver CS","2021","Unknown","Project Delivery","Male","100","[c]","35700","32370"
"Leaver CS","2021","Unknown","Property","Female","60","[c]","25450","21070"
"Leaver CS","2021","Unknown","Property","Male","100","[c]","26810","24500"
"Leaver CS","2021","Unknown","Security","Female","35","[c]","25990","21630"
"Leaver CS","2021","Unknown","Security","Male","115","[c]","28230","25680"
"Leaver CS","2021","Unknown","Unknown","Female","1960","[c]","30470","27570"
"Leaver CS","2021","Unknown","Unknown","Male","1605","[c]","32970","28680"
"Leaver CS","2021","Unknown","Unknown","Unknown","85","[c]","45590","40010"
"Leaver Dept.","2021","Declared disabled","Analysis","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Debt","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Female","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Grants Management","Female","[c]","[c]","[c]","[c]"
