"Status","Year","Age","Region_ITL3","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Liverpool","Outside London","AO","15","15","20800","20780"
"In post","2021","16-19","Liverpool","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Manchester","Outside London","AO","10","10","[c]","[c]"
"In post","2021","16-19","Manchester","Outside London","EO","10","10","25060","25000"
"In post","2021","16-19","Medway","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Kent","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mid Lancashire","Outside London","AO","10","10","20700","20140"
"In post","2021","16-19","Mid Lancashire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","AO","5","5","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Milton Keynes","Outside London","Unknown","15","15","20920","21600"
"In post","2021","16-19","Monmouthshire and Newport","Outside London","AO","10","5","[c]","[c]"
"In post","2021","16-19","Monmouthshire and Newport","Outside London","EO","10","10","[c]","[c]"
"In post","2021","16-19","Na h-Eileanan Siar","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North and North East Lincolnshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Hampshire","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Lanarkshire","Outside London","AO","15","10","20180","20140"
"In post","2021","16-19","North Nottinghamshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","North Nottinghamshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Norwich and East Norfolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Nottingham","Outside London","AO","20","20","21000","20880"
"In post","2021","16-19","Nottingham","Outside London","EO","5","5","[c]","[c]"
"In post","2021","16-19","Orkney Islands","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Oxfordshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Perth and Kinross and Stirling","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Peterborough","Outside London","AO","5","5","[c]","[c]"
"In post","2021","16-19","Peterborough","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","AA","5","5","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Plymouth","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Portsmouth","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Portsmouth","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Redbridge and Waltham Forest","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Borders","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sefton","Outside London","AO","25","25","20330","20140"
"In post","2021","16-19","Sheffield","Outside London","AO","15","15","20830","21010"
"In post","2021","16-19","Sheffield","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sheffield","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Shropshire CC","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Solihull","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Somerset","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South and West Derbyshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Outside London","AA","5","5","[c]","[c]"
"In post","2021","16-19","South Hampshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Hampshire","Outside London","EO","5","5","[c]","[c]"
"In post","2021","16-19","South Lanarkshire","Outside London","AO","5","5","[c]","[c]"
"In post","2021","16-19","South Nottinghamshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South Teesside","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","South West Wales","Outside London","AO","5","5","[c]","[c]"
"In post","2021","16-19","Southampton","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southampton","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Southend-on-Sea","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Staffordshire CC","Outside London","AO","10","10","22700","22850"
"In post","2021","16-19","Staffordshire CC","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Stoke-on-Trent","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Suffolk","Outside London","AO","10","10","[c]","[c]"
"In post","2021","16-19","Suffolk","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Sunderland","Outside London","AO","15","15","20190","20140"
"In post","2021","16-19","Swansea","Outside London","AA","25","20","18160","18060"
"In post","2021","16-19","Swansea","Outside London","AO","20","20","21440","21590"
"In post","2021","16-19","Swansea","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Thurrock","Outside London","AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","London","AO","5","5","[c]","[c]"
"In post","2021","16-19","Tower Hamlets","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tyneside","Outside London","AO","55","55","20570","20140"
"In post","2021","16-19","Tyneside","Outside London","EO","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","35","35","18640","15940"
"In post","2021","16-19","Wakefield","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wakefield","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Warwickshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Cumbria","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Lothian","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Northamptonshire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Surrey","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","West Sussex (South West)","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Westminster","London","AO","25","25","23730","23500"
"In post","2021","16-19","Westminster","London","EO","65","65","25790","25170"
"In post","2021","16-19","Westminster","London","HEO","5","5","[c]","[c]"
"In post","2021","16-19","Wiltshire","Outside London","AA","10","10","[c]","[c]"
"In post","2021","16-19","Wiltshire","Outside London","AO","20","20","19810","19750"
"In post","2021","16-19","Wiltshire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Wirral","Outside London","AO","5","5","[c]","[c]"
"In post","2021","16-19","Wolverhampton","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","Outside London","AO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Worcestershire","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","York","Outside London","AO","5","5","[c]","[c]"
"In post","2021","16-19","York","Outside London","EO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","AA","20","15","20380","20280"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","AO","95","95","24470","22820"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","EO","75","75","28500","27840"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","HEO","30","30","32990","31990"
"In post","2021","20-29","Aberdeen City and Aberdeenshire","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Angus and Dundee City","Outside London","AA","35","35","21250","21150"
"In post","2021","20-29","Angus and Dundee City","Outside London","AO","125","120","21110","21010"
"In post","2021","20-29","Angus and Dundee City","Outside London","EO","40","40","26750","27360"
"In post","2021","20-29","Angus and Dundee City","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Angus and Dundee City","Outside London","HEO","10","10","31030","30650"
"In post","2021","20-29","Angus and Dundee City","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Antrim and Newtownabbey","Outside London","AA","10","10","19970","20310"
"In post","2021","20-29","Antrim and Newtownabbey","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Ards and North Down","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","London","AO","15","15","24180","25110"
"In post","2021","20-29","Barking & Dagenham and Havering","London","EO","60","60","30950","31060"
"In post","2021","20-29","Barking & Dagenham and Havering","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barking & Dagenham and Havering","London","Unknown","10","10","30160","26810"
"In post","2021","20-29","Barnet","London","AA","10","10","22100","22100"
"In post","2021","20-29","Barnet","London","AO","65","60","24340","23530"
"In post","2021","20-29","Barnet","London","EO","115","115","28920","27720"
"In post","2021","20-29","Barnet","London","G7","10","10","[c]","[c]"
"In post","2021","20-29","Barnet","London","HEO","85","85","33170","32330"
"In post","2021","20-29","Barnet","London","SEO","30","30","40580","40070"
"In post","2021","20-29","Barnet","London","Unknown","15","15","27880","26810"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","AA","60","60","20780","20600"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","AO","240","235","24170","24440"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","EO","70","70","28080","27570"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","HEO","10","10","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Barnsley, Doncaster and Rotherham","Outside London","Unknown","30","30","25730","22920"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AA","30","30","19870","19560"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","AO","155","145","22090","21010"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","EO","1130","1115","23810","25310"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G6","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","G7","15","15","49690","47600"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","HEO","870","860","29840","30420"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","SEO","275","275","38780","39110"
"In post","2021","20-29","Bath and North East Somerset, North Somerset and South Gloucestershire","Outside London","Unknown","340","340","28720","27540"
"In post","2021","20-29","Bedford","Outside London","AA","15","15","22440","21500"
"In post","2021","20-29","Bedford","Outside London","AO","90","90","28580","30400"
"In post","2021","20-29","Bedford","Outside London","EO","35","35","27180","27570"
"In post","2021","20-29","Bedford","Outside London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bedford","Outside London","Unknown","15","15","23270","22920"
"In post","2021","20-29","Belfast","Outside London","AO","240","225","20360","20140"
"In post","2021","20-29","Belfast","Outside London","EO","100","100","25450","25560"
"In post","2021","20-29","Belfast","Outside London","G7","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Belfast","Outside London","HEO","40","40","31560","31810"
"In post","2021","20-29","Belfast","Outside London","SEO","10","10","[c]","[c]"
"In post","2021","20-29","Berkshire","Outside London","AA","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Berkshire","Outside London","AO","205","205","26800","26610"
"In post","2021","20-29","Berkshire","Outside London","EO","105","100","29080","29290"
"In post","2021","20-29","Berkshire","Outside London","G7","15","15","51470","51970"
"In post","2021","20-29","Berkshire","Outside London","HEO","40","40","32110","31800"
"In post","2021","20-29","Berkshire","Outside London","SEO","15","15","38080","38540"
"In post","2021","20-29","Berkshire","Outside London","Unknown","40","40","24770","24020"
"In post","2021","20-29","Bexley and Greenwich","London","AA","40","40","23280","23790"
"In post","2021","20-29","Bexley and Greenwich","London","AO","170","165","30000","31050"
"In post","2021","20-29","Bexley and Greenwich","London","EO","85","85","31660","31060"
"In post","2021","20-29","Bexley and Greenwich","London","HEO","5","5","[c]","[c]"
"In post","2021","20-29","Bexley and Greenwich","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Bexley and Greenwich","London","Unknown","30","30","28700","26810"
"In post","2021","20-29","Birmingham","Outside London","AA","60","55","18960","18900"
"In post","2021","20-29","Birmingham","Outside London","AO","735","715","20740","20140"
"In post","2021","20-29","Birmingham","Outside London","EO","570","565","25860","25560"
