"Status","Year","Organisation","Region_london","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Institute for Apprenticeships and Technical Education","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","G7","Unknown","15","15","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","London","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","G6","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","G7","Heterosexual / straight","35","35","50880","50470"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","SEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Institute for Apprenticeships and Technical Education","Outside London","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Legal Aid Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","G7","Heterosexual / straight","35","35","60120","55510"
"In post","2021","Legal Aid Agency","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Legal Aid Agency","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","SEO","Heterosexual / straight","45","40","42210","41300"
"In post","2021","Legal Aid Agency","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","AA","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","AO","Heterosexual / straight","285","260","19770","19930"
"In post","2021","Legal Aid Agency","Outside London","AO","LGBO","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","AO","Undeclared","50","45","19820","19930"
"In post","2021","Legal Aid Agency","Outside London","AO","Unknown","60","55","19420","18890"
"In post","2021","Legal Aid Agency","Outside London","EO","Heterosexual / straight","245","230","23380","22570"
"In post","2021","Legal Aid Agency","Outside London","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","EO","Undeclared","30","30","22950","22570"
"In post","2021","Legal Aid Agency","Outside London","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","G7","Heterosexual / straight","45","45","56420","53020"
"In post","2021","Legal Aid Agency","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","HEO","Heterosexual / straight","100","95","28790","29620"
"In post","2021","Legal Aid Agency","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","SEO","Heterosexual / straight","100","95","38130","39780"
"In post","2021","Legal Aid Agency","Outside London","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Legal Aid Agency","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","AO","Heterosexual / straight","180","170","24140","25590"
"In post","2021","Maritime and Coastguard Agency","Outside London","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","AO","Undeclared","35","35","24500","26590"
"In post","2021","Maritime and Coastguard Agency","Outside London","AO","Unknown","65","60","24550","26590"
"In post","2021","Maritime and Coastguard Agency","Outside London","EO","Heterosexual / straight","180","175","28720","26780"
"In post","2021","Maritime and Coastguard Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","EO","Undeclared","35","30","29580","31470"
"In post","2021","Maritime and Coastguard Agency","Outside London","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","G7","Heterosexual / straight","105","100","58720","55580"
"In post","2021","Maritime and Coastguard Agency","Outside London","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","HEO","Heterosexual / straight","195","190","34270","34830"
"In post","2021","Maritime and Coastguard Agency","Outside London","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","HEO","Undeclared","30","30","35690","36110"
"In post","2021","Maritime and Coastguard Agency","Outside London","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","SEO","Heterosexual / straight","205","200","46090","43040"
"In post","2021","Maritime and Coastguard Agency","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Outside London","SEO","Undeclared","40","40","45590","44060"
"In post","2021","Maritime and Coastguard Agency","Outside London","SEO","Unknown","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","AO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","EO","Heterosexual / straight","120","115","27630","27400"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","EO","Unknown","35","35","28330","27840"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G6","Heterosexual / straight","70","65","67250","66850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G6","Undeclared","20","20","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G6","Unknown","40","35","68470","66850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G7","Heterosexual / straight","125","125","53620","53620"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","G7","Unknown","45","40","53590","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","HEO","Heterosexual / straight","85","80","33110","32960"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","HEO","Unknown","40","35","33720","33100"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SCS level","Heterosexual / straight","65","60","86970","83480"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SCS level","Undeclared","15","15","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SCS level","Unknown","45","45","89150","86050"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SEO","Heterosexual / straight","120","120","41120","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","London","SEO","Unknown","55","55","41480","41040"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","EO","Unknown","15","15","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","Undeclared","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G6","Unknown","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","Heterosexual / straight","35","35","54330","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","G7","Unknown","25","25","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","Heterosexual / straight","50","50","33540","33090"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","Heterosexual / straight","45","45","41530","40940"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Outside London","SEO","Unknown","25","25","[c]","[c]"
"In post","2021","Met Office","London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","G7","Unknown","5","5","[c]","[c]"
"In post","2021","Met Office","London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Met Office","London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","London","SEO","Unknown","20","15","[c]","[c]"
"In post","2021","Met Office","Outside London","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","AA","Unknown","20","20","[c]","[c]"
"In post","2021","Met Office","Outside London","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","AO","Unknown","75","75","23850","21630"
"In post","2021","Met Office","Outside London","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","EO","Unknown","190","180","26170","25780"
"In post","2021","Met Office","Outside London","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","G6","Unknown","150","140","61720","60490"
"In post","2021","Met Office","Outside London","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","G7","Unknown","395","375","48610","47960"
"In post","2021","Met Office","Outside London","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","HEO","Unknown","540","525","33870","33840"
"In post","2021","Met Office","Outside London","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Met Office","Outside London","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Outside London","SEO","Unknown","645","610","40580","39750"
"In post","2021","Met Office","Overseas","AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Met Office","Overseas","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Overseas","SEO","Unknown","15","15","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","AA","Heterosexual / straight","180","180","21680","22650"
"In post","2021","Ministry of Defence (excl. agencies)","London","AA","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","AA","Undeclared","15","15","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","AA","Unknown","45","45","21560","21760"
"In post","2021","Ministry of Defence (excl. agencies)","London","AO","Heterosexual / straight","410","400","26160","25390"
"In post","2021","Ministry of Defence (excl. agencies)","London","AO","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","AO","Undeclared","70","65","25810","24590"
"In post","2021","Ministry of Defence (excl. agencies)","London","AO","Unknown","55","55","28670","26090"
"In post","2021","Ministry of Defence (excl. agencies)","London","EO","Heterosexual / straight","390","380","30620","30370"
"In post","2021","Ministry of Defence (excl. agencies)","London","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","EO","Undeclared","75","75","30770","30560"
"In post","2021","Ministry of Defence (excl. agencies)","London","EO","Unknown","55","55","30890","30600"
"In post","2021","Ministry of Defence (excl. agencies)","London","G6","Heterosexual / straight","140","135","70210","69800"
"In post","2021","Ministry of Defence (excl. agencies)","London","G6","LGBO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","G6","Undeclared","35","35","70230","69610"
"In post","2021","Ministry of Defence (excl. agencies)","London","G6","Unknown","25","20","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","G7","Heterosexual / straight","295","290","59920","59730"
"In post","2021","Ministry of Defence (excl. agencies)","London","G7","LGBO","15","15","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","G7","Undeclared","50","50","60250","59730"
"In post","2021","Ministry of Defence (excl. agencies)","London","G7","Unknown","55","55","60730","59730"
"In post","2021","Ministry of Defence (excl. agencies)","London","HEO","Heterosexual / straight","530","525","37520","37640"
"In post","2021","Ministry of Defence (excl. agencies)","London","HEO","LGBO","35","35","37540","37640"
"In post","2021","Ministry of Defence (excl. agencies)","London","HEO","Undeclared","90","85","38210","37640"
"In post","2021","Ministry of Defence (excl. agencies)","London","HEO","Unknown","70","70","37990","37640"
"In post","2021","Ministry of Defence (excl. agencies)","London","SCS level","Heterosexual / straight","120","120","90390","79560"
"In post","2021","Ministry of Defence (excl. agencies)","London","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","SCS level","Undeclared","25","25","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","SEO","Heterosexual / straight","590","580","45540","45200"
"In post","2021","Ministry of Defence (excl. agencies)","London","SEO","LGBO","30","30","44610","45200"
"In post","2021","Ministry of Defence (excl. agencies)","London","SEO","Undeclared","105","100","45450","45200"
"In post","2021","Ministry of Defence (excl. agencies)","London","SEO","Unknown","95","95","45060","45200"
"In post","2021","Ministry of Defence (excl. agencies)","London","Unknown","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","London","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AA","Heterosexual / straight","3675","3550","19340","19560"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AA","LGBO","110","110","19260","19560"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AA","Undeclared","425","410","19270","19560"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AA","Unknown","555","535","19010","19560"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AO","Heterosexual / straight","7510","7175","23910","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AO","LGBO","230","225","24840","21580"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AO","Undeclared","1140","1090","25580","21580"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","AO","Unknown","1105","1065","26660","22640"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","EO","Heterosexual / straight","5150","4995","28300","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","EO","LGBO","155","150","28470","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","EO","Undeclared","755","730","29370","26930"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","EO","Unknown","510","495","28330","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","G6","Heterosexual / straight","315","300","69360","64550"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","G6","LGBO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","G6","Undeclared","55","55","69750","64220"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","G6","Unknown","20","15","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","G7","Heterosexual / straight","1150","1090","60600","54540"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","G7","LGBO","20","20","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Outside London","G7","Undeclared","180","175","59890","54540"
