"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Communications","SEO/HEO","Male","60","55","37500","36900"
"In post","2021","Declared disabled","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO/HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6/G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO/HEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA/AO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Female","105","100","27230","26670"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Male","140","135","27360","26700"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G6/G7","Female","75","70","58110","57430"
"In post","2021","Declared disabled","Digital, Data and Technology","G6/G7","Male","140","140","58760","57620"
"In post","2021","Declared disabled","Digital, Data and Technology","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","Female","205","190","36170","35900"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","Male","315","305","37950","38000"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6/G7","Male","30","30","57560","55250"
"In post","2021","Declared disabled","Economics","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO/HEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO/HEO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA/AO","Female","85","65","21310","21440"
"In post","2021","Declared disabled","Finance","AA/AO","Male","40","35","21260","21130"
"In post","2021","Declared disabled","Finance","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Female","95","90","26450","26670"
"In post","2021","Declared disabled","Finance","EO","Male","50","45","26570","26820"
"In post","2021","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6/G7","Female","75","70","57130","54470"
"In post","2021","Declared disabled","Finance","G6/G7","Male","75","75","58380","58130"
"In post","2021","Declared disabled","Finance","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO/HEO","Female","175","165","36710","35500"
"In post","2021","Declared disabled","Finance","SEO/HEO","Male","140","135","38170","37950"
"In post","2021","Declared disabled","Finance","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA/AO","Female","100","90","21810","21390"
"In post","2021","Declared disabled","Human Resources","AA/AO","Male","35","35","22010","21510"
"In post","2021","Declared disabled","Human Resources","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Female","120","110","27100","26730"
"In post","2021","Declared disabled","Human Resources","EO","Male","40","40","28200","27850"
"In post","2021","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6/G7","Female","145","140","57770","56110"
"In post","2021","Declared disabled","Human Resources","G6/G7","Male","70","70","59680","58380"
"In post","2021","Declared disabled","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Female","305","290","37210","36720"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Male","130","125","37410","36540"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6/G7","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO/HEO","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO/HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA/AO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","EO","Female","85","80","27840","27370"
"In post","2021","Declared disabled","Intelligence Analysis","EO","Male","75","70","28950","28600"
"In post","2021","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G6/G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SEO/HEO","Female","50","45","36460","35700"
"In post","2021","Declared disabled","Intelligence Analysis","SEO/HEO","Male","65","65","37130","36140"
"In post","2021","Declared disabled","Intelligence Analysis","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Female","30","30","38860","39200"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Male","35","35","40190","39180"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","EO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","EO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G6/G7","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SEO/HEO","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SEO/HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AA/AO","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AA/AO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","EO","Female","35","30","27300","26670"
"In post","2021","Declared disabled","Knowledge and Information Management","EO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G6/G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G6/G7","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SEO/HEO","Female","60","55","36230","35330"
"In post","2021","Declared disabled","Knowledge and Information Management","SEO/HEO","Male","55","55","37440","36980"
"In post","2021","Declared disabled","Knowledge and Information Management","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","EO","Female","75","65","27470","27130"
"In post","2021","Declared disabled","Legal","EO","Male","55","50","27680","27230"
"In post","2021","Declared disabled","Legal","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","G6/G7","Female","300","265","59470","58040"
"In post","2021","Declared disabled","Legal","G6/G7","Male","185","175","59680","58040"
"In post","2021","Declared disabled","Legal","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO/HEO","Female","175","160","38700","38080"
"In post","2021","Declared disabled","Legal","SEO/HEO","Male","120","110","39630","38630"
"In post","2021","Declared disabled","Legal","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SEO/HEO","Female","30","30","39190","37890"
"In post","2021","Declared disabled","Medicine","SEO/HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","Female","4595","3875","21690","21430"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","Male","3305","3075","23400","21440"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","EO","Female","2180","1960","26970","26700"
"In post","2021","Declared disabled","Operational Delivery","EO","Male","1830","1715","28410","27370"
"In post","2021","Declared disabled","Operational Delivery","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","Female","255","245","56680","53780"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","Male","195","190","60850","59080"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SCS level","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SCS level","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","Female","1480","1390","36080","35000"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","Male","1215","1160","37720","36480"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Female","1775","1630","30080","28200"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Male","470","450","32080","31420"
"In post","2021","Declared disabled","Operational Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","AA/AO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","G6/G7","Female","25","20","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","G6/G7","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","Female","30","30","35310","37320"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","Male","40","40","36800","37320"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","AA/AO","Female","475","435","21460","21130"
"In post","2021","Declared disabled","Other","AA/AO","Male","340","330","20870","20920"
"In post","2021","Declared disabled","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","EO","Female","240","215","25720","26670"
"In post","2021","Declared disabled","Other","EO","Male","270","260","26640","26670"
"In post","2021","Declared disabled","Other","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","G6/G7","Female","50","45","60880","60830"
"In post","2021","Declared disabled","Other","G6/G7","Male","45","45","59560","58770"
"In post","2021","Declared disabled","Other","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","SCS level","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","SEO/HEO","Female","230","220","34760","34580"
"In post","2021","Declared disabled","Other","SEO/HEO","Male","220","215","35810","35360"
"In post","2021","Declared disabled","Other","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","EO","Male","[c]","[c]","[c]","[c]"
