"Status","Year","Profession_of_post","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","Northern Ireland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northern Ireland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","SEO/HEO","Heterosexual / straight","35","30","34820","32420"
"In post","2021","Communications","Northumberland and Tyne and Wear","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Northumberland and Tyne and Wear","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - East and North East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Outer London - South","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - South","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Outer London - West and North West","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Overseas","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Shropshire and Staffordshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","South Yorkshire","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","South Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","South Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South Yorkshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Southern Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Southern Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Surrey, East and West Sussex","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tees Valley and Durham","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","West Central Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Central Scotland","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","West Midlands","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","West Midlands","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Communications","West Midlands","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","SEO/HEO","Heterosexual / straight","35","35","37920","36830"
"In post","2021","Communications","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Midlands","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","EO","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Communications","West Wales and The Valleys","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Communications","West Yorkshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Communications","West Yorkshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Communications","West Yorkshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","West Yorkshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Anglia","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Wales","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","East Wales","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Corporate Finance","Hampshire and Isle of Wight","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","SEO/HEO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - East","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Inner London - West","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Kent","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Kent","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","Merseyside","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Central Scotland","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Corporate Finance","West Midlands","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Bedfordshire and Hertfordshire","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
