"Status","Year","Ethnicity","Function_of_post","Parent_department","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Mixed","No function","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","The National Archives","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","The National Archives","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","United Kingdom Statistics Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","United Kingdom Statistics Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Wales Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Wales Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Water Services Regulation Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Water Services Regulation Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","No function","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Digital, Culture, Media and Sport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","HM Land Registry","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","United Kingdom Statistics Authority","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Project Delivery","Water Services Regulation Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Environment, Food and Rural Affairs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department for Transport","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","HM Revenue and Customs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","HM Revenue and Customs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","HM Revenue and Customs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Justice","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Office for Standards in Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Property","United Kingdom Statistics Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Cabinet Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Cabinet Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Cabinet Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Cabinet Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Justice","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Justice","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","Ministry of Justice","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Security","United Kingdom Statistics Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Attorney General's Departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Attorney General's Departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Attorney General's Departments","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Cabinet Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Charity Commission","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Charity Commission","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Education","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Education","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Education","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Transport","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Transport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Transport","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Transport","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Work and Pensions","AA/AO","35","[c]","21830","21010"
"Leaver CS","2021","Mixed","Unknown","Department for Work and Pensions","EO","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Work and Pensions","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department for Work and Pensions","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department of Health and Social Care","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department of Health and Social Care","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department of Health and Social Care","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department of Health and Social Care","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Foreign, Commonwealth and Development Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","HM Revenue and Customs","AA/AO","25","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","HM Revenue and Customs","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","HM Revenue and Customs","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","HM Revenue and Customs","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Home Office","AA/AO","15","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Home Office","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Home Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Home Office","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Defence","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Defence","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Defence","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Defence","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Housing, Communities and Local Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Housing, Communities and Local Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Ministry of Housing, Communities and Local Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Other Cabinet Office Agencies","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Other Cabinet Office Agencies","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Other Cabinet Office Agencies","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scotland Office","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scotland Office","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scotland Office","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scotland Office","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scottish Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scottish Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scottish Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Scottish Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Welsh Government","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Welsh Government","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Welsh Government","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Welsh Government","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Unknown","Welsh Government","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Chancellor's other departments","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Chancellor's other departments","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Chancellor's other departments","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Chancellor's other departments","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Competition and Markets Authority","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Business, Energy and Industrial Strategy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for Environment, Food and Rural Affairs","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other ethnicity","Analysis","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
