"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Operational Delivery","G6","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G7","45","45","50660","49100"
"In post","2021","Analysis","Operational Delivery","HEO","190","180","30840","30130"
"In post","2021","Analysis","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SEO","135","130","37410","36760"
"In post","2021","Analysis","Operational Research","AO","25","25","23110","21590"
"In post","2021","Analysis","Operational Research","EO","20","20","26630","26460"
"In post","2021","Analysis","Operational Research","G6","30","30","69940","71000"
"In post","2021","Analysis","Operational Research","G7","245","235","53320","52580"
"In post","2021","Analysis","Operational Research","HEO","165","160","32680","32040"
"In post","2021","Analysis","Operational Research","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","SEO","165","160","40820","38630"
"In post","2021","Analysis","Other","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Other","EO","25","25","28430","28230"
"In post","2021","Analysis","Other","G6","95","85","91250","88150"
"In post","2021","Analysis","Other","G7","25","25","55540","57250"
"In post","2021","Analysis","Other","HEO","35","35","35760","35890"
"In post","2021","Analysis","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SEO","25","25","46730","48300"
"In post","2021","Analysis","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","EO","20","15","29540","29500"
"In post","2021","Analysis","Policy","G6","30","30","68100","65730"
"In post","2021","Analysis","Policy","G7","100","90","54190","53760"
"In post","2021","Analysis","Policy","HEO","80","80","35580","36370"
"In post","2021","Analysis","Policy","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","SEO","105","95","43810","44050"
"In post","2021","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Psychology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AA","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AO","35","35","21170","21050"
"In post","2021","Analysis","Science and Engineering","EO","95","90","25200","24920"
"In post","2021","Analysis","Science and Engineering","G6","25","25","63040","61850"
"In post","2021","Analysis","Science and Engineering","G7","125","115","50820","48080"
"In post","2021","Analysis","Science and Engineering","HEO","210","205","29630","29270"
"In post","2021","Analysis","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SEO","170","160","37580","37320"
"In post","2021","Analysis","Social Research","AO","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","EO","15","15","24170","23050"
"In post","2021","Analysis","Social Research","G6","35","35","64830","64670"
"In post","2021","Analysis","Social Research","G7","220","205","54000","53130"
"In post","2021","Analysis","Social Research","HEO","310","300","31760","30130"
"In post","2021","Analysis","Social Research","SCS level","10","10","[c]","[c]"
"In post","2021","Analysis","Social Research","SEO","275","260","38890","37520"
"In post","2021","Analysis","Statistics","AA","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","AO","30","30","22090","21380"
"In post","2021","Analysis","Statistics","EO","200","195","27320","27200"
"In post","2021","Analysis","Statistics","G6","120","120","65420","65440"
"In post","2021","Analysis","Statistics","G7","450","430","54490","53990"
"In post","2021","Analysis","Statistics","HEO","485","470","33230","32540"
"In post","2021","Analysis","Statistics","SCS level","50","50","85140","78340"
"In post","2021","Analysis","Statistics","SEO","445","430","40130","39850"
"In post","2021","Analysis","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","HEO","10","10","[c]","[c]"
"In post","2021","Analysis","Tax","SEO","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","20","20","27440","27500"
"In post","2021","Analysis","Unknown","G6","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","G7","30","30","57550","58130"
"In post","2021","Analysis","Unknown","HEO","20","20","34940","35070"
"In post","2021","Analysis","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","SEO","25","25","42020","41760"
"In post","2021","Commercial","Commercial","AA","30","25","21950","20810"
"In post","2021","Commercial","Commercial","AO","235","220","22580","21710"
"In post","2021","Commercial","Commercial","EO","540","515","26660","26670"
"In post","2021","Commercial","Commercial","G6","210","205","70550","67250"
"In post","2021","Commercial","Commercial","G7","510","495","54700","53360"
"In post","2021","Commercial","Commercial","HEO","885","855","32560","33000"
"In post","2021","Commercial","Commercial","SCS level","85","80","88720","78560"
"In post","2021","Commercial","Commercial","SEO","1380","1340","41990","40780"
"In post","2021","Commercial","Commercial","Unknown","220","215","38620","37230"
"In post","2021","Commercial","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","AO","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","EO","20","20","25710","26690"
"In post","2021","Commercial","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","HEO","15","15","27710","26550"
"In post","2021","Commercial","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","SEO","20","20","40030","40480"
"In post","2021","Commercial","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","AO","175","165","21760","21130"
"In post","2021","Commercial","Knowledge and Information Management","EO","175","170","27770","26670"
"In post","2021","Commercial","Knowledge and Information Management","G6","15","15","70030","69800"
"In post","2021","Commercial","Knowledge and Information Management","G7","35","35","57760","56730"
"In post","2021","Commercial","Knowledge and Information Management","HEO","170","165","34770","33300"
"In post","2021","Commercial","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","SEO","90","90","43080","42170"
"In post","2021","Commercial","Knowledge and Information Management","Unknown","20","20","65720","74000"
"In post","2021","Commercial","Operational Delivery","AA","5","5","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","AO","60","60","21400","20280"
"In post","2021","Commercial","Operational Delivery","EO","65","60","26710","26410"
"In post","2021","Commercial","Operational Delivery","G6","20","20","74990","77840"
"In post","2021","Commercial","Operational Delivery","G7","65","65","60830","59900"
"In post","2021","Commercial","Operational Delivery","HEO","55","55","33070","33000"
"In post","2021","Commercial","Operational Delivery","SCS level","15","15","120560","108970"
"In post","2021","Commercial","Operational Delivery","SEO","120","115","43600","42750"
"In post","2021","Commercial","Other","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other","EO","10","10","23190","22640"
"In post","2021","Commercial","Other","G6","10","10","[c]","[c]"
"In post","2021","Commercial","Other","G7","15","15","50090","48740"
"In post","2021","Commercial","Other","HEO","15","15","30150","30000"
"In post","2021","Commercial","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Other","SEO","10","10","39810","40840"
"In post","2021","Commercial","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Policy","G7","10","10","56410","56850"
"In post","2021","Commercial","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Policy","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","G6","10","10","67520","69730"
"In post","2021","Commercial","Project Delivery","G7","20","20","53290","53690"
"In post","2021","Commercial","Project Delivery","HEO","10","10","[c]","[c]"
"In post","2021","Commercial","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Project Delivery","SEO","35","35","40240","39860"
"In post","2021","Commercial","Property","EO","10","10","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","EO","5","5","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","G6","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","G7","15","15","54400","54400"
"In post","2021","Commercial","Science and Engineering","HEO","30","30","32530","32080"
"In post","2021","Commercial","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Science and Engineering","SEO","45","45","41570","42020"
"In post","2021","Commercial","Tax","EO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tax","HEO","5","5","[c]","[c]"
"In post","2021","Commercial","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","EO","30","30","27000","27500"
"In post","2021","Commercial","Unknown","G6","320","315","76990","73310"
"In post","2021","Commercial","Unknown","G7","470","465","54080","54150"
"In post","2021","Commercial","Unknown","HEO","45","45","33860","34550"
"In post","2021","Commercial","Unknown","SCS level","480","470","93150","74000"
"In post","2021","Commercial","Unknown","SEO","90","85","39720","40440"
"In post","2021","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Veterinarian","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Commercial","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Communications","AA","15","15","19740","19560"
"In post","2021","Communications","Communications","AO","200","190","22240","21590"
"In post","2021","Communications","Communications","EO","560","540","27400","26970"
"In post","2021","Communications","Communications","G6","210","205","67680","67030"
"In post","2021","Communications","Communications","G7","595","570","54680","54160"
"In post","2021","Communications","Communications","HEO","885","860","34190","33300"
"In post","2021","Communications","Communications","SCS level","100","100","87070","81760"
"In post","2021","Communications","Communications","SEO","855","830","41370","40730"
"In post","2021","Communications","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Digital, Data and Technology","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Economics","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Human Resources","HEO","5","5","[c]","[c]"
"In post","2021","Communications","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","International Trade","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Knowledge and Information Management","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Operational Delivery","AA","15","15","20070","20070"
"In post","2021","Communications","Operational Delivery","AO","215","180","20850","21050"
"In post","2021","Communications","Operational Delivery","EO","595","560","25880","25560"
"In post","2021","Communications","Operational Delivery","G6","15","15","65670","65240"
"In post","2021","Communications","Operational Delivery","G7","50","45","52210","52580"
"In post","2021","Communications","Operational Delivery","HEO","465","455","31620","31810"
"In post","2021","Communications","Operational Delivery","SCS level","10","5","[c]","[c]"
"In post","2021","Communications","Operational Delivery","SEO","165","160","38340","38630"
"In post","2021","Communications","Other","EO","165","160","20650","19600"
"In post","2021","Communications","Other","G6","5","5","[c]","[c]"
"In post","2021","Communications","Other","G7","10","10","[c]","[c]"
"In post","2021","Communications","Other","HEO","65","60","28320","27920"
"In post","2021","Communications","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Other","SEO","10","10","[c]","[c]"
"In post","2021","Communications","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Policy","G7","5","5","[c]","[c]"
"In post","2021","Communications","Policy","HEO","5","5","[c]","[c]"
"In post","2021","Communications","Policy","SEO","15","15","39090","37910"
"In post","2021","Communications","Project Delivery","AO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","G7","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Project Delivery","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Property","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","AO","45","40","20820","21110"
"In post","2021","Communications","Tax","EO","1585","1535","25660","25560"
"In post","2021","Communications","Tax","G6","5","5","[c]","[c]"
"In post","2021","Communications","Tax","G7","15","15","51510","52580"
"In post","2021","Communications","Tax","HEO","420","410","31620","31810"
"In post","2021","Communications","Tax","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Tax","SEO","70","70","37860","38630"
"In post","2021","Communications","Unknown","AO","15","15","24290","24490"
"In post","2021","Communications","Unknown","EO","290","285","26000","25560"
"In post","2021","Communications","Unknown","G6","45","45","66510","66440"
"In post","2021","Communications","Unknown","G7","105","100","55880","54700"
"In post","2021","Communications","Unknown","HEO","195","190","32950","31810"
"In post","2021","Communications","Unknown","SCS level","20","20","86680","81040"
"In post","2021","Communications","Unknown","SEO","125","125","40690","40600"
"In post","2021","Counter Fraud","Counter Fraud","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","AO","10","10","21780","21590"
"In post","2021","Counter Fraud","Counter Fraud","EO","80","75","27390","26780"
"In post","2021","Counter Fraud","Counter Fraud","G6","40","40","69940","67920"
"In post","2021","Counter Fraud","Counter Fraud","G7","65","65","56800","57730"
"In post","2021","Counter Fraud","Counter Fraud","HEO","295","285","34980","34390"
"In post","2021","Counter Fraud","Counter Fraud","SCS level","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Counter Fraud","SEO","170","165","42440","41650"
"In post","2021","Counter Fraud","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Finance","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","EO","30","25","26740","25560"
"In post","2021","Counter Fraud","Intelligence Analysis","G6","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","G7","30","30","52940","52580"
"In post","2021","Counter Fraud","Intelligence Analysis","HEO","80","75","33410","31810"
"In post","2021","Counter Fraud","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Intelligence Analysis","SEO","45","40","38620","38630"
"In post","2021","Counter Fraud","Knowledge and Information Management","AO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","HEO","10","10","34540","35000"
"In post","2021","Counter Fraud","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Knowledge and Information Management","SEO","10","10","41000","41800"
"In post","2021","Counter Fraud","Legal","AO","260","230","21160","20360"
"In post","2021","Counter Fraud","Legal","EO","1555","1495","27190","25560"
"In post","2021","Counter Fraud","Legal","G6","30","30","66400","64670"
"In post","2021","Counter Fraud","Legal","G7","110","105","53980","52580"
"In post","2021","Counter Fraud","Legal","HEO","1010","970","33430","31810"
"In post","2021","Counter Fraud","Legal","SCS level","10","10","[c]","[c]"
"In post","2021","Counter Fraud","Legal","SEO","365","355","40080","38900"
"In post","2021","Counter Fraud","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Delivery","AO","525","455","21510","21440"
"In post","2021","Counter Fraud","Operational Delivery","EO","1120","1035","26560","25560"
"In post","2021","Counter Fraud","Operational Delivery","G6","40","40","63640","64670"
"In post","2021","Counter Fraud","Operational Delivery","G7","105","100","52660","52580"
"In post","2021","Counter Fraud","Operational Delivery","HEO","795","740","32500","31810"
"In post","2021","Counter Fraud","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Operational Delivery","SEO","290","280","39040","38630"
"In post","2021","Counter Fraud","Operational Research","EO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Operational Research","G7","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","AO","20","15","24510","25630"
"In post","2021","Counter Fraud","Other","EO","100","90","27650","27310"
"In post","2021","Counter Fraud","Other","G6","25","20","64270","64670"
"In post","2021","Counter Fraud","Other","G7","70","65","55390","53640"
"In post","2021","Counter Fraud","Other","HEO","80","75","33060","31810"
"In post","2021","Counter Fraud","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Other","SEO","40","40","39060","38630"
"In post","2021","Counter Fraud","Policy","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","G6","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","G7","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Policy","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Policy","SEO","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Tax","AO","20","15","21890","21440"
"In post","2021","Counter Fraud","Tax","EO","440","405","27190","25560"
"In post","2021","Counter Fraud","Tax","G6","125","120","67300","64670"
"In post","2021","Counter Fraud","Tax","G7","390","370","54130","52580"
"In post","2021","Counter Fraud","Tax","HEO","640","605","33050","31810"
"In post","2021","Counter Fraud","Tax","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Tax","SEO","285","270","39610","38630"
"In post","2021","Counter Fraud","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","EO","70","70","26750","25560"
"In post","2021","Counter Fraud","Unknown","G6","15","15","65640","65310"
"In post","2021","Counter Fraud","Unknown","G7","40","35","55990","54700"
"In post","2021","Counter Fraud","Unknown","HEO","75","75","33960","34550"
"In post","2021","Counter Fraud","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","SEO","10","10","39000","38630"
"In post","2021","Debt","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Finance","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","AA","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","AO","2405","2095","21220","20140"
"In post","2021","Debt","Operational Delivery","EO","890","805","26900","25560"
"In post","2021","Debt","Operational Delivery","G6","10","10","72800","64670"
"In post","2021","Debt","Operational Delivery","G7","30","30","51030","52580"
"In post","2021","Debt","Operational Delivery","HEO","180","165","32680","31810"
"In post","2021","Debt","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Operational Delivery","SEO","60","55","39260","38630"
"In post","2021","Debt","Tax","AO","940","910","20280","20140"
"In post","2021","Debt","Tax","EO","45","45","25880","25560"
"In post","2021","Debt","Tax","G6","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","G7","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Tax","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","AO","70","65","20480","20140"
"In post","2021","Debt","Unknown","EO","20","20","26240","25560"
"In post","2021","Debt","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Debt","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Commercial","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Communications","HEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","AA","55","55","20170","19900"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","AO","340","330","22080","21580"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","EO","1950","1880","27620","26710"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","G6","545","540","66940","65060"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","G7","2130","2090","55210","52850"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","HEO","2835","2745","33630","33000"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","185","185","88050","83030"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","SEO","2745","2680","41370","40580"
"In post","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","60","60","36230","33950"
"In post","2021","Digital, Data & Technology","Finance","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Finance","SEO","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Human Resources","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","International Trade","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","AO","10","10","23750","23070"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","EO","20","15","26530","26470"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","G7","20","15","53000","53130"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","HEO","30","30","33640","33350"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","SEO","25","25","42590","41650"
"In post","2021","Digital, Data & Technology","Knowledge and Information Management","Unknown","40","35","37600","37670"
"In post","2021","Digital, Data & Technology","Operational Delivery","AO","20","20","20760","20140"
"In post","2021","Digital, Data & Technology","Operational Delivery","EO","105","100","25910","25560"
"In post","2021","Digital, Data & Technology","Operational Delivery","G6","10","10","67300","64670"
"In post","2021","Digital, Data & Technology","Operational Delivery","G7","50","50","54220","52580"
"In post","2021","Digital, Data & Technology","Operational Delivery","HEO","165","155","31210","31810"
"In post","2021","Digital, Data & Technology","Operational Delivery","SCS level","5","5","[c]","[c]"
"In post","2021","Digital, Data & Technology","Operational Delivery","SEO","120","115","37920","38630"
"In post","2021","Digital, Data & Technology","Operational Research","AO","[c]","[c]","[c]","[c]"
