"Status","Year","Ethnicity","Profession_of_post","Region_ITL1","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Policy","London","AA/AO","50","50","25200","24400"
"In post","2021","Asian","Policy","London","EO","250","245","29150","28750"
"In post","2021","Asian","Policy","London","G6/G7","475","465","58220","57030"
"In post","2021","Asian","Policy","London","SCS level","60","55","82340","77080"
"In post","2021","Asian","Policy","London","SEO/HEO","755","740","37470","36460"
"In post","2021","Asian","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Policy","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Policy","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","North West (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","Policy","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","G6/G7","25","25","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Asian","Policy","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Scotland","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Policy","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Scotland","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Policy","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","SEO/HEO","10","5","[c]","[c]"
"In post","2021","Asian","Policy","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Wales","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Policy","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Wales","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Policy","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands (England)","AA/AO","15","15","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands (England)","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","West Midlands (England)","SEO/HEO","50","45","34420","34840"
"In post","2021","Asian","Policy","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Yorkshire and The Humber","EO","5","5","[c]","[c]"
"In post","2021","Asian","Policy","Yorkshire and The Humber","G6/G7","15","15","[c]","[c]"
"In post","2021","Asian","Policy","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Yorkshire and The Humber","SEO/HEO","35","30","32820","30980"
"In post","2021","Asian","Policy","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","SEO/HEO","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","London","EO","70","65","28870","29080"
"In post","2021","Asian","Project Delivery","London","G6/G7","110","110","60370","58100"
"In post","2021","Asian","Project Delivery","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","London","SEO/HEO","270","260","38310","37650"
"In post","2021","Asian","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","SEO/HEO","25","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","SEO/HEO","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South West (England)","EO","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","South West (England)","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","South West (England)","SEO/HEO","55","55","35610","34850"
"In post","2021","Asian","Project Delivery","South West (England)","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","EO","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","SEO/HEO","45","45","35640","36680"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","SEO/HEO","15","15","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","London","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","Property","London","EO","50","45","29710","29500"
"In post","2021","Asian","Property","London","G6/G7","20","20","[c]","[c]"
"In post","2021","Asian","Property","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","London","SEO/HEO","55","55","39910","37450"
"In post","2021","Asian","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Asian","Property","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Yorkshire and The Humber","EO","10","5","[c]","[c]"
"In post","2021","Asian","Property","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Yorkshire and The Humber","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Yorkshire and The Humber","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Psychology","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East of England","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","East of England","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","London","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","London","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","London","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South West (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","South West (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Wales","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Wales","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Wales","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","West Midlands (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Yorkshire and The Humber","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Yorkshire and The Humber","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Yorkshire and The Humber","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","EO","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","G6/G7","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","SEO/HEO","25","20","[c]","[c]"
"In post","2021","Asian","Science and Engineering","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","London","AA/AO","30","25","[c]","[c]"
"In post","2021","Asian","Science and Engineering","London","EO","20","20","[c]","[c]"
"In post","2021","Asian","Science and Engineering","London","G6/G7","35","35","61070","60280"
"In post","2021","Asian","Science and Engineering","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","London","SEO/HEO","115","115","37810","38930"
"In post","2021","Asian","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North East (England)","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North East (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North East (England)","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","AA/AO","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","EO","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","G6/G7","10","10","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","SEO/HEO","30","30","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South West (England)","AA/AO","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South West (England)","EO","25","25","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South West (England)","G6/G7","20","15","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","South West (England)","SEO/HEO","95","95","36070","36330"
"In post","2021","Asian","Science and Engineering","South West (England)","Unknown","15","15","[c]","[c]"
