"Status","Year","Age","Disability","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Declared non-disabled","SEO/HEO","Undeclared","715","710","34870","33930"
"In post","2021","20-29","Declared non-disabled","SEO/HEO","Unknown","535","530","34890","34710"
"In post","2021","20-29","Declared non-disabled","Unknown","Heterosexual / straight","1685","1660","26320","24020"
"In post","2021","20-29","Declared non-disabled","Unknown","LGBO","120","120","24530","22920"
"In post","2021","20-29","Declared non-disabled","Unknown","Undeclared","60","55","25550","22920"
"In post","2021","20-29","Declared non-disabled","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","AA/AO","Heterosexual / straight","370","360","22450","21010"
"In post","2021","20-29","Undeclared","AA/AO","LGBO","75","70","21920","21010"
"In post","2021","20-29","Undeclared","AA/AO","Undeclared","270","260","23450","21590"
"In post","2021","20-29","Undeclared","AA/AO","Unknown","45","40","21600","21010"
"In post","2021","20-29","Undeclared","EO","Heterosexual / straight","380","375","27370","27570"
"In post","2021","20-29","Undeclared","EO","LGBO","80","75","26970","27570"
"In post","2021","20-29","Undeclared","EO","Undeclared","215","210","27440","27570"
"In post","2021","20-29","Undeclared","EO","Unknown","110","110","27880","27570"
"In post","2021","20-29","Undeclared","G6/G7","Heterosexual / straight","65","65","53660","53200"
"In post","2021","20-29","Undeclared","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","G6/G7","Undeclared","80","80","54630","53380"
"In post","2021","20-29","Undeclared","G6/G7","Unknown","40","40","55140","54380"
"In post","2021","20-29","Undeclared","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","SEO/HEO","Heterosexual / straight","385","380","34270","33120"
"In post","2021","20-29","Undeclared","SEO/HEO","LGBO","90","90","33410","32910"
"In post","2021","20-29","Undeclared","SEO/HEO","Undeclared","285","280","34600","33780"
"In post","2021","20-29","Undeclared","SEO/HEO","Unknown","180","180","35740","35060"
"In post","2021","20-29","Undeclared","Unknown","Heterosexual / straight","45","45","26870","26810"
"In post","2021","20-29","Undeclared","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","Unknown","AA/AO","Heterosexual / straight","1035","1010","22420","22220"
"In post","2021","20-29","Unknown","AA/AO","LGBO","115","115","22230","22160"
"In post","2021","20-29","Unknown","AA/AO","Undeclared","210","205","22150","21980"
"In post","2021","20-29","Unknown","AA/AO","Unknown","7390","7210","22160","20920"
"In post","2021","20-29","Unknown","EO","Heterosexual / straight","1250","1240","28410","27660"
"In post","2021","20-29","Unknown","EO","LGBO","130","130","27870","27270"
"In post","2021","20-29","Unknown","EO","Undeclared","170","170","28450","28650"
"In post","2021","20-29","Unknown","EO","Unknown","4020","3975","26650","26160"
"In post","2021","20-29","Unknown","G6/G7","Heterosexual / straight","220","220","53420","53360"
"In post","2021","20-29","Unknown","G6/G7","LGBO","40","40","54900","53380"
"In post","2021","20-29","Unknown","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Unknown","G6/G7","Unknown","900","895","54670","53420"
"In post","2021","20-29","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","SCS level","Unknown","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","SEO/HEO","Heterosexual / straight","1205","1195","34970","33620"
"In post","2021","20-29","Unknown","SEO/HEO","LGBO","165","165","34850","33880"
"In post","2021","20-29","Unknown","SEO/HEO","Undeclared","140","140","35590","35050"
"In post","2021","20-29","Unknown","SEO/HEO","Unknown","5430","5415","33090","32000"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","45","45","26900","26810"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","690","680","26590","24020"
"In post","2021","30-39","Declared disabled","AA/AO","Heterosexual / straight","1575","1425","22260","21010"
"In post","2021","30-39","Declared disabled","AA/AO","LGBO","240","230","22590","21010"
"In post","2021","30-39","Declared disabled","AA/AO","Undeclared","190","175","21840","21010"
"In post","2021","30-39","Declared disabled","AA/AO","Unknown","110","100","22350","21010"
"In post","2021","30-39","Declared disabled","EO","Heterosexual / straight","1675","1570","27490","27570"
"In post","2021","30-39","Declared disabled","EO","LGBO","280","270","27420","27570"
"In post","2021","30-39","Declared disabled","EO","Undeclared","185","175","27160","27570"
"In post","2021","30-39","Declared disabled","EO","Unknown","145","135","28390","27570"
"In post","2021","30-39","Declared disabled","G6/G7","Heterosexual / straight","735","715","56430","54700"
"In post","2021","30-39","Declared disabled","G6/G7","LGBO","160","160","56270","54600"
"In post","2021","30-39","Declared disabled","G6/G7","Undeclared","105","105","57340","54730"
"In post","2021","30-39","Declared disabled","G6/G7","Unknown","50","50","55610","54410"
"In post","2021","30-39","Declared disabled","SCS level","Heterosexual / straight","50","45","81240","75020"
"In post","2021","30-39","Declared disabled","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","SEO/HEO","Heterosexual / straight","1610","1565","36020","35200"
"In post","2021","30-39","Declared disabled","SEO/HEO","LGBO","270","265","35360","34150"
"In post","2021","30-39","Declared disabled","SEO/HEO","Undeclared","160","155","35740","34720"
"In post","2021","30-39","Declared disabled","SEO/HEO","Unknown","105","105","36570","36650"
"In post","2021","30-39","Declared disabled","Unknown","Heterosexual / straight","395","365","29930","30210"
"In post","2021","30-39","Declared disabled","Unknown","LGBO","55","55","27730","26810"
"In post","2021","30-39","Declared disabled","Unknown","Undeclared","30","30","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","AA/AO","Heterosexual / straight","13270","12085","22910","21430"
"In post","2021","30-39","Declared non-disabled","AA/AO","LGBO","805","780","23420","21430"
"In post","2021","30-39","Declared non-disabled","AA/AO","Undeclared","935","830","22550","21130"
"In post","2021","30-39","Declared non-disabled","AA/AO","Unknown","1750","1440","22080","21010"
"In post","2021","30-39","Declared non-disabled","EO","Heterosexual / straight","13880","13085","27240","27570"
"In post","2021","30-39","Declared non-disabled","EO","LGBO","905","895","27490","27570"
"In post","2021","30-39","Declared non-disabled","EO","Undeclared","850","800","27450","27570"
"In post","2021","30-39","Declared non-disabled","EO","Unknown","1775","1615","27740","27570"
"In post","2021","30-39","Declared non-disabled","G6/G7","Heterosexual / straight","9155","8875","57160","55060"
"In post","2021","30-39","Declared non-disabled","G6/G7","LGBO","720","710","57550","56200"
"In post","2021","30-39","Declared non-disabled","G6/G7","Undeclared","625","610","57460","55930"
"In post","2021","30-39","Declared non-disabled","G6/G7","Unknown","670","645","56000","54160"
"In post","2021","30-39","Declared non-disabled","SCS level","Heterosexual / straight","610","585","79410","75330"
"In post","2021","30-39","Declared non-disabled","SCS level","LGBO","65","60","79510","74220"
"In post","2021","30-39","Declared non-disabled","SCS level","Undeclared","35","30","78500","75920"
"In post","2021","30-39","Declared non-disabled","SCS level","Unknown","45","40","79590","74100"
"In post","2021","30-39","Declared non-disabled","SEO/HEO","Heterosexual / straight","16830","16280","36200","35490"
"In post","2021","30-39","Declared non-disabled","SEO/HEO","LGBO","1070","1060","36290","36040"
"In post","2021","30-39","Declared non-disabled","SEO/HEO","Undeclared","1095","1065","36640","36130"
"In post","2021","30-39","Declared non-disabled","SEO/HEO","Unknown","1585","1530","36510","36480"
"In post","2021","30-39","Declared non-disabled","Unknown","Heterosexual / straight","2265","2100","31010","31420"
"In post","2021","30-39","Declared non-disabled","Unknown","LGBO","115","115","29490","27960"
"In post","2021","30-39","Declared non-disabled","Unknown","Undeclared","125","120","32190","31420"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","60","55","33590","32690"
"In post","2021","30-39","Undeclared","AA/AO","Heterosexual / straight","660","595","22840","21010"
"In post","2021","30-39","Undeclared","AA/AO","LGBO","75","75","23640","21010"
"In post","2021","30-39","Undeclared","AA/AO","Undeclared","455","430","23860","21590"
"In post","2021","30-39","Undeclared","AA/AO","Unknown","260","225","24920","21590"
"In post","2021","30-39","Undeclared","EO","Heterosexual / straight","640","605","27880","27570"
"In post","2021","30-39","Undeclared","EO","LGBO","70","70","28510","27570"
"In post","2021","30-39","Undeclared","EO","Undeclared","440","430","27830","27460"
"In post","2021","30-39","Undeclared","EO","Unknown","210","200","29500","27570"
"In post","2021","30-39","Undeclared","G6/G7","Heterosexual / straight","285","280","57270","55830"
"In post","2021","30-39","Undeclared","G6/G7","LGBO","35","35","57160","55620"
"In post","2021","30-39","Undeclared","G6/G7","Undeclared","370","365","56850","54700"
"In post","2021","30-39","Undeclared","G6/G7","Unknown","145","140","55690","54650"
"In post","2021","30-39","Undeclared","SCS level","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","SEO/HEO","Heterosexual / straight","665","645","36070","35340"
"In post","2021","30-39","Undeclared","SEO/HEO","LGBO","75","75","35590","34630"
"In post","2021","30-39","Undeclared","SEO/HEO","Undeclared","615","595","36570","35900"
"In post","2021","30-39","Undeclared","SEO/HEO","Unknown","230","225","38080","37320"
"In post","2021","30-39","Undeclared","Unknown","Heterosexual / straight","70","70","32060","31060"
"In post","2021","30-39","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","Undeclared","70","65","32620","31700"
"In post","2021","30-39","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","AA/AO","Heterosexual / straight","845","775","23250","21950"
"In post","2021","30-39","Unknown","AA/AO","LGBO","75","75","23910","22350"
"In post","2021","30-39","Unknown","AA/AO","Undeclared","230","210","22390","22820"
"In post","2021","30-39","Unknown","AA/AO","Unknown","4350","4050","22530","21010"
"In post","2021","30-39","Unknown","EO","Heterosexual / straight","1145","1105","29520","28840"
"In post","2021","30-39","Unknown","EO","LGBO","80","80","29260","28620"
"In post","2021","30-39","Unknown","EO","Undeclared","220","205","29010","29350"
"In post","2021","30-39","Unknown","EO","Unknown","3165","3060","27200","26330"
"In post","2021","30-39","Unknown","G6/G7","Heterosexual / straight","870","845","56620","54540"
"In post","2021","30-39","Unknown","G6/G7","LGBO","70","70","56480","54070"
"In post","2021","30-39","Unknown","G6/G7","Undeclared","120","115","57210","54760"
"In post","2021","30-39","Unknown","G6/G7","Unknown","2415","2360","57440","54980"
"In post","2021","30-39","Unknown","SCS level","Heterosexual / straight","35","35","81560","75600"
"In post","2021","30-39","Unknown","SCS level","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","SCS level","Unknown","250","250","77240","72850"
"In post","2021","30-39","Unknown","SEO/HEO","Heterosexual / straight","1685","1635","37280","36840"
"In post","2021","30-39","Unknown","SEO/HEO","LGBO","115","115","36840","36500"
"In post","2021","30-39","Unknown","SEO/HEO","Undeclared","275","265","37460","36580"
"In post","2021","30-39","Unknown","SEO/HEO","Unknown","3955","3855","35590","34640"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","50","45","38930","39860"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Unknown","605","585","33900","32400"
"In post","2021","40-49","Declared disabled","AA/AO","Heterosexual / straight","2330","2050","22030","21010"
"In post","2021","40-49","Declared disabled","AA/AO","LGBO","205","190","22450","21010"
"In post","2021","40-49","Declared disabled","AA/AO","Undeclared","370","325","22160","21010"
"In post","2021","40-49","Declared disabled","AA/AO","Unknown","330","275","21720","21010"
"In post","2021","40-49","Declared disabled","EO","Heterosexual / straight","2665","2450","27670","27570"
"In post","2021","40-49","Declared disabled","EO","LGBO","250","235","27760","27570"
"In post","2021","40-49","Declared disabled","EO","Undeclared","360","335","27690","27570"
"In post","2021","40-49","Declared disabled","EO","Unknown","310","275","28280","27570"
"In post","2021","40-49","Declared disabled","G6/G7","Heterosexual / straight","1015","975","58140","56750"
"In post","2021","40-49","Declared disabled","G6/G7","LGBO","130","125","59850","59000"
"In post","2021","40-49","Declared disabled","G6/G7","Undeclared","125","120","59150","57460"
"In post","2021","40-49","Declared disabled","G6/G7","Unknown","80","75","57530","56210"
"In post","2021","40-49","Declared disabled","SCS level","Heterosexual / straight","120","115","86510","80090"
"In post","2021","40-49","Declared disabled","SCS level","LGBO","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","SCS level","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","SCS level","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","SEO/HEO","Heterosexual / straight","2135","2055","36520","35790"
"In post","2021","40-49","Declared disabled","SEO/HEO","LGBO","250","245","35690","34290"
"In post","2021","40-49","Declared disabled","SEO/HEO","Undeclared","300","290","37260","36730"
"In post","2021","40-49","Declared disabled","SEO/HEO","Unknown","170","160","36270","35810"
"In post","2021","40-49","Declared disabled","Unknown","Heterosexual / straight","500","465","32130","32690"
"In post","2021","40-49","Declared disabled","Unknown","LGBO","45","45","30520","28200"
"In post","2021","40-49","Declared disabled","Unknown","Undeclared","70","65","34060","35870"
"In post","2021","40-49","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","AA/AO","Heterosexual / straight","12725","11465","22560","21130"
"In post","2021","40-49","Declared non-disabled","AA/AO","LGBO","480","455","22800","21010"
"In post","2021","40-49","Declared non-disabled","AA/AO","Undeclared","1430","1250","22280","21130"
"In post","2021","40-49","Declared non-disabled","AA/AO","Unknown","2960","2465","22130","21010"
"In post","2021","40-49","Declared non-disabled","EO","Heterosexual / straight","14725","13730","27610","27570"
"In post","2021","40-49","Declared non-disabled","EO","LGBO","635","620","27600","27570"
"In post","2021","40-49","Declared non-disabled","EO","Undeclared","1475","1370","27660","27570"
"In post","2021","40-49","Declared non-disabled","EO","Unknown","3035","2690","27960","27570"
"In post","2021","40-49","Declared non-disabled","G6/G7","Heterosexual / straight","10825","10400","59120","57670"
"In post","2021","40-49","Declared non-disabled","G6/G7","LGBO","560","550","60320","59160"
"In post","2021","40-49","Declared non-disabled","G6/G7","Undeclared","840","810","59750","57740"
"In post","2021","40-49","Declared non-disabled","G6/G7","Unknown","1265","1190","58170","56740"
"In post","2021","40-49","Declared non-disabled","SCS level","Heterosexual / straight","1710","1650","87730","80320"
"In post","2021","40-49","Declared non-disabled","SCS level","LGBO","125","120","87810","81650"
"In post","2021","40-49","Declared non-disabled","SCS level","Undeclared","90","90","85730","80190"
"In post","2021","40-49","Declared non-disabled","SCS level","Unknown","120","115","89570","83230"
"In post","2021","40-49","Declared non-disabled","SEO/HEO","Heterosexual / straight","17015","16325","37380","36800"
"In post","2021","40-49","Declared non-disabled","SEO/HEO","LGBO","655","640","37620","36700"
"In post","2021","40-49","Declared non-disabled","SEO/HEO","Undeclared","1460","1405","37580","37240"
"In post","2021","40-49","Declared non-disabled","SEO/HEO","Unknown","2120","2010","37110","36500"
"In post","2021","40-49","Declared non-disabled","Unknown","Heterosexual / straight","2205","2045","34310","34340"
"In post","2021","40-49","Declared non-disabled","Unknown","LGBO","85","80","32910","32690"
"In post","2021","40-49","Declared non-disabled","Unknown","Undeclared","180","165","35540","37170"
"In post","2021","40-49","Declared non-disabled","Unknown","Unknown","140","125","34120","37170"
"In post","2021","40-49","Undeclared","AA/AO","Heterosexual / straight","855","780","23780","21440"
"In post","2021","40-49","Undeclared","AA/AO","LGBO","50","50","24300","21440"
"In post","2021","40-49","Undeclared","AA/AO","Undeclared","590","550","23660","21440"
"In post","2021","40-49","Undeclared","AA/AO","Unknown","525","475","26950","26630"
"In post","2021","40-49","Undeclared","EO","Heterosexual / straight","750","710","28200","27570"
"In post","2021","40-49","Undeclared","EO","LGBO","60","60","28780","27570"
"In post","2021","40-49","Undeclared","EO","Undeclared","595","570","27900","27400"
"In post","2021","40-49","Undeclared","EO","Unknown","295","280","30160","29180"
"In post","2021","40-49","Undeclared","G6/G7","Heterosexual / straight","315","305","58730","57680"
"In post","2021","40-49","Undeclared","G6/G7","LGBO","30","30","[c]","[c]"
"In post","2021","40-49","Undeclared","G6/G7","Undeclared","415","405","58570","57180"
"In post","2021","40-49","Undeclared","G6/G7","Unknown","130","125","58580","54760"
"In post","2021","40-49","Undeclared","SCS level","Heterosexual / straight","40","40","86250","81240"
"In post","2021","40-49","Undeclared","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","SCS level","Undeclared","45","40","84420","80000"
"In post","2021","40-49","Undeclared","SCS level","Unknown","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","SEO/HEO","Heterosexual / straight","765","745","37920","37280"
"In post","2021","40-49","Undeclared","SEO/HEO","LGBO","60","60","37310","36970"
"In post","2021","40-49","Undeclared","SEO/HEO","Undeclared","880","855","37130","36700"
"In post","2021","40-49","Undeclared","SEO/HEO","Unknown","215","210","39540","38160"
"In post","2021","40-49","Undeclared","Unknown","Heterosexual / straight","90","85","33120","32690"
"In post","2021","40-49","Undeclared","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Undeclared","80","75","35730","37170"
"In post","2021","40-49","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","AA/AO","Heterosexual / straight","825","745","23510","21440"
"In post","2021","40-49","Unknown","AA/AO","LGBO","40","40","23680","21580"
"In post","2021","40-49","Unknown","AA/AO","Undeclared","255","230","23350","22820"
"In post","2021","40-49","Unknown","AA/AO","Unknown","3260","2980","22130","21010"
"In post","2021","40-49","Unknown","EO","Heterosexual / straight","860","820","29270","28410"
"In post","2021","40-49","Unknown","EO","LGBO","50","50","28640","27570"
"In post","2021","40-49","Unknown","EO","Undeclared","210","200","29020","29350"
"In post","2021","40-49","Unknown","EO","Unknown","2110","2005","27660","26870"
"In post","2021","40-49","Unknown","G6/G7","Heterosexual / straight","940","905","58560","56120"
"In post","2021","40-49","Unknown","G6/G7","LGBO","45","45","56760","54680"
