"Status","Year","Disability","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Chinese","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Operational Delivery","30","25","28010","28700"
"In post","2021","Declared disabled","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Other","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Policy","5","5","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Commercial","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Communications","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Counter Fraud","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Finance","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Human Resources","30","25","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Intelligence Analysis","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Legal","30","30","56430","60330"
"In post","2021","Declared disabled","Mixed","Medicine","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Operational Delivery","390","355","28890","26810"
"In post","2021","Declared disabled","Mixed","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Other","30","30","32040","25630"
"In post","2021","Declared disabled","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Policy","100","95","39880","38130"
"In post","2021","Declared disabled","Mixed","Project Delivery","35","30","40240","35430"
"In post","2021","Declared disabled","Mixed","Property","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Science and Engineering","15","15","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Security","10","10","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Statistics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Tax","25","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","405","370","29610","27570"
"In post","2021","Declared disabled","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Human Resources","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Legal","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Operational Delivery","115","110","31950","30080"
"In post","2021","Declared disabled","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Other","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Policy","35","35","46330","49360"
"In post","2021","Declared disabled","Other ethnicity","Project Delivery","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Science and Engineering","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Tax","5","5","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","120","115","30350","28400"
"In post","2021","Declared disabled","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Commercial","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Communications","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Digital, Data and Technology","50","45","42700","42920"
"In post","2021","Declared disabled","Undeclared","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Finance","35","30","34350","29020"
"In post","2021","Declared disabled","Undeclared","Human Resources","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Intelligence Analysis","15","15","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","International Trade","10","10","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Knowledge and Information Management","25","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Legal","25","25","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Operational Delivery","665","605","28790","27280"
"In post","2021","Declared disabled","Undeclared","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Other","100","95","29220","25140"
"In post","2021","Declared disabled","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Policy","80","80","42630","38670"
"In post","2021","Declared disabled","Undeclared","Project Delivery","70","70","43180","40090"
"In post","2021","Declared disabled","Undeclared","Property","30","30","39160","35470"
"In post","2021","Declared disabled","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Science and Engineering","75","70","39930","38260"
"In post","2021","Declared disabled","Undeclared","Security","35","35","35310","39070"
"In post","2021","Declared disabled","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Tax","50","45","36410","31810"
"In post","2021","Declared disabled","Undeclared","Unknown","705","620","27840","27570"
"In post","2021","Declared disabled","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Commercial","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Communications","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Counter Fraud","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Digital, Data and Technology","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Economics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Finance","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Human Resources","15","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Intelligence Analysis","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","International Trade","10","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Legal","35","30","43060","39970"
"In post","2021","Declared disabled","Unknown","Medicine","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Operational Delivery","560","490","27590","25870"
"In post","2021","Declared disabled","Unknown","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Other","55","50","30190","28870"
"In post","2021","Declared disabled","Unknown","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Policy","70","65","44250","40650"
"In post","2021","Declared disabled","Unknown","Project Delivery","35","35","37990","37310"
"In post","2021","Declared disabled","Unknown","Property","30","30","34840","32520"
"In post","2021","Declared disabled","Unknown","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Science and Engineering","20","20","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Security","25","25","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Statistics","5","5","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Tax","50","45","37810","35000"
"In post","2021","Declared disabled","Unknown","Unknown","235","210","29190","27570"
"In post","2021","Declared disabled","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Commercial","405","390","39280","37340"
"In post","2021","Declared disabled","White","Communications","215","210","37560","34260"
"In post","2021","Declared disabled","White","Corporate Finance","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Counter Fraud","50","50","34300","31000"
"In post","2021","Declared disabled","White","Digital, Data and Technology","845","810","38880","35900"
"In post","2021","Declared disabled","White","Economics","75","70","46940","49100"
"In post","2021","Declared disabled","White","Finance","620","575","38020","33300"
"In post","2021","Declared disabled","White","Human Resources","815","770","40160","35820"
"In post","2021","Declared disabled","White","Inspector of Education and Training","60","55","62100","64500"
"In post","2021","Declared disabled","White","Intelligence Analysis","245","230","32670","30500"
"In post","2021","Declared disabled","White","Internal Audit","75","70","43820","39980"
"In post","2021","Declared disabled","White","International Trade","70","65","48120","51710"
"In post","2021","Declared disabled","White","Knowledge and Information Management","215","210","34490","33150"
"In post","2021","Declared disabled","White","Legal","755","695","48270","50520"
"In post","2021","Declared disabled","White","Medicine","90","85","54150","38890"
"In post","2021","Declared disabled","White","Operational Delivery","14050","12735","27880","25560"
"In post","2021","Declared disabled","White","Operational Research","125","120","42230","38800"
"In post","2021","Declared disabled","White","Other","1590","1505","28180","24910"
"In post","2021","Declared disabled","White","Planning","15","15","[c]","[c]"
"In post","2021","Declared disabled","White","Planning Inspectors","10","10","[c]","[c]"
"In post","2021","Declared disabled","White","Policy","1870","1815","46180","40940"
"In post","2021","Declared disabled","White","Project Delivery","1200","1155","40410","38020"
"In post","2021","Declared disabled","White","Property","465","440","34890","33250"
"In post","2021","Declared disabled","White","Psychology","100","100","32510","29750"
"In post","2021","Declared disabled","White","Science and Engineering","960","925","36640","34490"
"In post","2021","Declared disabled","White","Security","495","480","31560","28610"
"In post","2021","Declared disabled","White","Social Research","105","95","42110","39460"
"In post","2021","Declared disabled","White","Statistics","140","130","43070","38750"
"In post","2021","Declared disabled","White","Tax","1080","1000","35210","31810"
"In post","2021","Declared disabled","White","Unknown","14290","12635","28500","27570"
"In post","2021","Declared disabled","White","Veterinarian","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Commercial","175","175","38590","36730"
"In post","2021","Declared non-disabled","Asian","Communications","130","130","40310","37640"
"In post","2021","Declared non-disabled","Asian","Corporate Finance","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Counter Fraud","40","40","36810","33100"
"In post","2021","Declared non-disabled","Asian","Digital, Data and Technology","645","635","43010","39800"
"In post","2021","Declared non-disabled","Asian","Economics","135","135","44330","39300"
"In post","2021","Declared non-disabled","Asian","Finance","595","575","40190","36460"
"In post","2021","Declared non-disabled","Asian","Human Resources","295","285","37830","35050"
"In post","2021","Declared non-disabled","Asian","Inspector of Education and Training","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Intelligence Analysis","165","155","31970","29080"
"In post","2021","Declared non-disabled","Asian","Internal Audit","55","55","46240","44310"
"In post","2021","Declared non-disabled","Asian","International Trade","75","75","42500","38160"
"In post","2021","Declared non-disabled","Asian","Knowledge and Information Management","95","90","35160","32800"
"In post","2021","Declared non-disabled","Asian","Legal","675","640","47520","50500"
"In post","2021","Declared non-disabled","Asian","Medicine","120","110","66020","74070"
"In post","2021","Declared non-disabled","Asian","Operational Delivery","8010","7345","27870","25630"
"In post","2021","Declared non-disabled","Asian","Operational Research","40","40","41210","37320"
"In post","2021","Declared non-disabled","Asian","Other","650","625","32790","28880"
"In post","2021","Declared non-disabled","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Policy","1485","1450","43230","39540"
"In post","2021","Declared non-disabled","Asian","Project Delivery","640","630","40550","37640"
"In post","2021","Declared non-disabled","Asian","Property","195","190","36820","33510"
"In post","2021","Declared non-disabled","Asian","Psychology","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Science and Engineering","425","410","36240","33330"
"In post","2021","Declared non-disabled","Asian","Security","220","215","29970","26750"
"In post","2021","Declared non-disabled","Asian","Social Research","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Statistics","105","100","41160","38650"
"In post","2021","Declared non-disabled","Asian","Tax","1080","1025","32130","31810"
"In post","2021","Declared non-disabled","Asian","Unknown","6840","6230","29210","27570"
"In post","2021","Declared non-disabled","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Commercial","140","135","38040","35050"
"In post","2021","Declared non-disabled","Black","Communications","80","80","39140","36300"
"In post","2021","Declared non-disabled","Black","Corporate Finance","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Counter Fraud","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Digital, Data and Technology","320","320","39930","36780"
"In post","2021","Declared non-disabled","Black","Economics","45","45","39550","34550"
"In post","2021","Declared non-disabled","Black","Finance","310","305","40430","37150"
"In post","2021","Declared non-disabled","Black","Human Resources","215","210","37770","35000"
"In post","2021","Declared non-disabled","Black","Inspector of Education and Training","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Intelligence Analysis","45","45","33140","29390"
"In post","2021","Declared non-disabled","Black","Internal Audit","30","30","43360","41320"
"In post","2021","Declared non-disabled","Black","International Trade","40","40","43840","38540"
"In post","2021","Declared non-disabled","Black","Knowledge and Information Management","60","60","34430","31870"
"In post","2021","Declared non-disabled","Black","Legal","320","315","49550","51120"
"In post","2021","Declared non-disabled","Black","Medicine","30","30","63910","54380"
"In post","2021","Declared non-disabled","Black","Operational Delivery","4485","4260","29200","27380"
"In post","2021","Declared non-disabled","Black","Operational Research","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Other","400","390","30750","28650"
"In post","2021","Declared non-disabled","Black","Planning","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Policy","815","810","39360","35070"
"In post","2021","Declared non-disabled","Black","Project Delivery","395","390","39860","37650"
"In post","2021","Declared non-disabled","Black","Property","95","95","36520","33300"
"In post","2021","Declared non-disabled","Black","Psychology","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Science and Engineering","215","200","35630","33350"
"In post","2021","Declared non-disabled","Black","Security","90","90","31460","25680"
"In post","2021","Declared non-disabled","Black","Social Research","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Statistics","45","40","39030","36160"
"In post","2021","Declared non-disabled","Black","Tax","320","310","31860","31810"
"In post","2021","Declared non-disabled","Black","Unknown","3475","3315","30150","30330"
"In post","2021","Declared non-disabled","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Commercial","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Communications","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Digital, Data and Technology","45","40","43390","39040"
"In post","2021","Declared non-disabled","Chinese","Economics","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Finance","45","40","42360","39750"
"In post","2021","Declared non-disabled","Chinese","Human Resources","20","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Intelligence Analysis","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Internal Audit","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","International Trade","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Legal","40","40","48190","51250"
"In post","2021","Declared non-disabled","Chinese","Medicine","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Operational Delivery","275","260","28470","25410"
"In post","2021","Declared non-disabled","Chinese","Operational Research","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Other","45","45","35420","28270"
"In post","2021","Declared non-disabled","Chinese","Planning","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Policy","105","105","45070","40500"
"In post","2021","Declared non-disabled","Chinese","Project Delivery","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Property","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Science and Engineering","35","30","40780","37300"
"In post","2021","Declared non-disabled","Chinese","Security","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Social Research","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Statistics","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Tax","40","40","37860","31870"
"In post","2021","Declared non-disabled","Chinese","Unknown","170","160","31390","27570"
"In post","2021","Declared non-disabled","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Commercial","65","60","36970","33300"
"In post","2021","Declared non-disabled","Mixed","Communications","85","85","42420","39270"
"In post","2021","Declared non-disabled","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Counter Fraud","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Digital, Data and Technology","160","155","42110","39460"
"In post","2021","Declared non-disabled","Mixed","Economics","70","65","45320","44030"
"In post","2021","Declared non-disabled","Mixed","Finance","120","115","42420","40000"
"In post","2021","Declared non-disabled","Mixed","Human Resources","115","110","40180","37000"
"In post","2021","Declared non-disabled","Mixed","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Intelligence Analysis","45","45","38900","35450"
"In post","2021","Declared non-disabled","Mixed","Internal Audit","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","International Trade","35","30","50750","51970"
"In post","2021","Declared non-disabled","Mixed","Knowledge and Information Management","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Legal","210","200","50790","51250"
"In post","2021","Declared non-disabled","Mixed","Medicine","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Operational Delivery","1970","1850","29810","26810"
