"Status","Year","Disability","Organisation","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Female","Heterosexual / straight","305","285","42920","37300"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Female","LGBO","35","35","43440","40600"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Female","Undeclared","40","40","43620","38890"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Male","Heterosexual / straight","220","220","44850","36460"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Male","LGBO","55","55","45750","46790"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Male","Undeclared","40","35","46290","45150"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Male","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Centre for Environment, Fisheries and Aquaculture Science","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Female","Heterosexual / straight","40","30","31600","23790"
"In post","2021","Declared disabled","Companies House","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Companies House","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Female","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Criminal Injuries Compensation Authority","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Commercial Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Female","Heterosexual / straight","55","50","36510","31720"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Female","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Office and Procurator Fiscal Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Female","Heterosexual / straight","380","340","41450","35020"
"In post","2021","Declared disabled","Crown Prosecution Service","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Female","Unknown","65","60","41630","35020"
"In post","2021","Declared disabled","Crown Prosecution Service","Male","Heterosexual / straight","175","170","42760","38180"
"In post","2021","Declared disabled","Crown Prosecution Service","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Crown Prosecution Service Inspectorate","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Debt Management Office","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Female","Heterosexual / straight","330","310","34070","32250"
"In post","2021","Declared disabled","Defence Equipment and Support","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Female","Undeclared","65","55","34320","32390"
"In post","2021","Declared disabled","Defence Equipment and Support","Female","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Male","Heterosexual / straight","505","495","36250","34000"
"In post","2021","Declared disabled","Defence Equipment and Support","Male","LGBO","35","35","31570","31340"
"In post","2021","Declared disabled","Defence Equipment and Support","Male","Undeclared","100","100","40050","40090"
"In post","2021","Declared disabled","Defence Equipment and Support","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Female","Heterosexual / straight","155","145","37510","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Female","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Female","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Male","Heterosexual / straight","220","215","38750","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Heterosexual / straight","185","180","48380","49490"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","LGBO","40","40","42290","33570"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Heterosexual / straight","155","155","46670","40220"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","LGBO","35","35","48700","44460"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Undeclared","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Heterosexual / straight","50","50","48850","45550"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Female","Heterosexual / straight","245","230","41610","36960"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Female","LGBO","30","30","40380","35200"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Female","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Male","Heterosexual / straight","145","140","41590","37100"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Heterosexual / straight","260","250","40030","36970"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","LGBO","35","35","40590","36520"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Undeclared","30","25","38810","35900"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Female","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","Heterosexual / straight","190","190","40840","36970"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Male","LGBO","35","35","41120","35900"
