"Status","Year","Organisation","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Maritime and Coastguard Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Finance","SEO/HEO","15","10","35960","39040"
"In post","2021","Maritime and Coastguard Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Human Resources","EO","10","10","26300","26350"
"In post","2021","Maritime and Coastguard Agency","Human Resources","G6/G7","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Human Resources","SEO/HEO","20","15","34470","32120"
"In post","2021","Maritime and Coastguard Agency","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Internal Audit","SEO/HEO","10","10","36440","38650"
"In post","2021","Maritime and Coastguard Agency","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Legal","EO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Legal","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Medicine","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Medicine","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Medicine","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","AA/AO","260","240","24610","26590"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","EO","150","145","30250","31470"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","G6/G7","70","70","64870","68440"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Operational Delivery","SEO/HEO","310","305","42960","40480"
"In post","2021","Maritime and Coastguard Agency","Other","EO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Policy","AA/AO","15","15","21590","21590"
"In post","2021","Maritime and Coastguard Agency","Policy","EO","30","30","26520","26470"
"In post","2021","Maritime and Coastguard Agency","Policy","G6/G7","45","45","55140","51770"
"In post","2021","Maritime and Coastguard Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Policy","SEO/HEO","100","95","36560","38650"
"In post","2021","Maritime and Coastguard Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Property","EO","5","5","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Maritime and Coastguard Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Commercial","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","EO","10","10","27830","27510"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","G6/G7","15","15","58370","53860"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Communications","SEO/HEO","30","30","36740","34280"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","EO","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","G6/G7","25","25","56570","53830"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","SCS level","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Digital, Data and Technology","SEO/HEO","30","30","38980","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","EO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","G6/G7","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Finance","SEO/HEO","10","10","38360","40450"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","G6/G7","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Human Resources","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Legal","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","AA/AO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","EO","10","10","27500","27400"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","G6/G7","65","60","63530","66850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","SCS level","65","60","83350","83700"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Medicine","SEO/HEO","20","20","39910","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","AA/AO","10","10","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","EO","65","60","28240","27530"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","G6/G7","35","35","55960","53860"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Operational Delivery","SEO/HEO","65","65","36860","34780"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","EO","45","45","27790","27400"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","G6/G7","110","105","58350","54470"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","SCS level","35","30","90040","87490"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Other","SEO/HEO","110","105","38140","40450"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","EO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","G6/G7","10","10","57390","53910"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Policy","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","EO","20","20","28180","27510"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","G6/G7","110","105","61340","58420"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SCS level","20","20","90950","86340"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Science and Engineering","SEO/HEO","140","135","39120","40850"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Statistics","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","AA/AO","15","15","23140","23550"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","EO","45","45","27100","27140"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","G6/G7","30","30","54740","53100"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","Medicines and Healthcare Products Regulatory Agency","Unknown","SEO/HEO","65","65","36950","40450"
"In post","2021","Met Office","Commercial","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Commercial","EO","10","10","25390","25630"
"In post","2021","Met Office","Commercial","G6/G7","90","90","51640","48080"
"In post","2021","Met Office","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Commercial","SEO/HEO","85","80","35920","37420"
"In post","2021","Met Office","Communications","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Communications","EO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Communications","G6/G7","10","5","[c]","[c]"
"In post","2021","Met Office","Communications","SEO/HEO","20","20","36130","37420"
"In post","2021","Met Office","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Digital, Data and Technology","AA/AO","15","15","19780","19730"
"In post","2021","Met Office","Digital, Data and Technology","EO","70","70","26310","25940"
"In post","2021","Met Office","Digital, Data and Technology","G6/G7","75","70","52910","52460"
"In post","2021","Met Office","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Digital, Data and Technology","SEO/HEO","190","185","36470","34570"
"In post","2021","Met Office","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Finance","G6/G7","15","15","52310","49010"
"In post","2021","Met Office","Finance","SEO/HEO","10","10","34380","32890"
"In post","2021","Met Office","Human Resources","EO","10","10","[c]","[c]"
"In post","2021","Met Office","Human Resources","G6/G7","20","20","50170","47960"
"In post","2021","Met Office","Human Resources","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Human Resources","SEO/HEO","40","40","34420","32820"
"In post","2021","Met Office","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Internal Audit","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Met Office","Legal","G6/G7","5","5","[c]","[c]"
"In post","2021","Met Office","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Met Office","Operational Delivery","AA/AO","5","5","[c]","[c]"
"In post","2021","Met Office","Operational Delivery","EO","20","15","25910","25630"
"In post","2021","Met Office","Operational Delivery","G6/G7","60","55","52670","48080"
"In post","2021","Met Office","Operational Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Operational Delivery","SEO/HEO","135","135","38490","39650"
"In post","2021","Met Office","Other","EO","5","5","[c]","[c]"
"In post","2021","Met Office","Other","G6/G7","10","10","53170","48500"
"In post","2021","Met Office","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Project Delivery","EO","20","20","25730","24650"
"In post","2021","Met Office","Project Delivery","G6/G7","65","65","51270","48080"
"In post","2021","Met Office","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Project Delivery","SEO/HEO","110","105","36640","38200"
"In post","2021","Met Office","Property","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Property","EO","5","5","[c]","[c]"
"In post","2021","Met Office","Property","G6/G7","5","5","[c]","[c]"
"In post","2021","Met Office","Property","SEO/HEO","10","10","37070","37880"
"In post","2021","Met Office","Science and Engineering","AA/AO","75","75","24590","24660"
"In post","2021","Met Office","Science and Engineering","EO","45","45","26820","27520"
"In post","2021","Met Office","Science and Engineering","G6/G7","200","185","52650","49540"
"In post","2021","Met Office","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Met Office","Science and Engineering","SEO/HEO","625","590","38710","39650"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","AA/AO","50","50","21550","20920"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","EO","160","155","27300","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","G6/G7","55","50","59740","54890"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","SEO/HEO","555","535","38100","37960"
"In post","2021","Ministry of Defence (excl. agencies)","Commercial","Unknown","30","30","27770","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","AA/AO","95","90","21360","21030"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","EO","160","155","27690","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","G6/G7","40","40","62900","62730"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Communications","SEO/HEO","230","230","38560","39950"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","AA/AO","115","110","21390","20920"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","EO","265","260","27780","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","G6/G7","25","25","60410","57090"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SCS level","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Digital, Data and Technology","SEO/HEO","285","280","37010","35300"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Economics","SEO/HEO","20","20","40320","38600"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","AA/AO","225","205","21540","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","EO","435","420","27600","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","G6/G7","200","195","61520","59660"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","SCS level","40","40","90620","88010"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","SEO/HEO","705","680","39950","40000"
"In post","2021","Ministry of Defence (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","AA/AO","755","690","21280","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","EO","290","275","27330","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","G6/G7","130","125","60330","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","SCS level","20","20","85990","76650"
"In post","2021","Ministry of Defence (excl. agencies)","Human Resources","SEO/HEO","470","455","37340","35330"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","AA/AO","25","20","24290","24110"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","EO","260","250","29130","29250"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","G6/G7","60","55","60660","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Intelligence Analysis","SEO/HEO","510","500","38830","37640"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","EO","25","25","27500","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","G6/G7","15","15","58800","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Internal Audit","SEO/HEO","90","85","37880","36460"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","AA/AO","180","170","21700","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","EO","175","170","27780","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","G6/G7","45","45","61550","59860"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","SEO/HEO","260","250","37780","36460"
"In post","2021","Ministry of Defence (excl. agencies)","Knowledge and Information Management","Unknown","20","20","65720","74000"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","G6/G7","10","10","61290","58230"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Legal","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","AA/AO","320","300","22000","22640"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","EO","285","260","30930","30620"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","G6/G7","445","375","77920","79040"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","SEO/HEO","615","555","38500","37890"
"In post","2021","Ministry of Defence (excl. agencies)","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","AA/AO","260","240","21030","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","EO","225","220","29060","27570"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","G6/G7","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","SEO/HEO","130","125","37790","33300"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Delivery","Unknown","40","40","41000","41620"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","EO","10","10","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","G6/G7","15","15","61250","60810"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","SEO/HEO","55","55","41120","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Other","AA/AO","6720","6415","20870","20920"
"In post","2021","Ministry of Defence (excl. agencies)","Other","EO","2090","2050","28170","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Other","G6/G7","125","120","60170","59420"
"In post","2021","Ministry of Defence (excl. agencies)","Other","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Other","SEO/HEO","1345","1320","37810","35480"
"In post","2021","Ministry of Defence (excl. agencies)","Other","Unknown","225","220","43240","40620"
"In post","2021","Ministry of Defence (excl. agencies)","Planning","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Planning","SEO/HEO","10","10","40160","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","AA/AO","110","105","21700","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","EO","140","135","28880","28670"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","G6/G7","245","245","61570","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","SCS level","55","50","82980","76480"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","SEO/HEO","505","495","40640","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","AA/AO","180","170","21270","20920"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","EO","850","825","27160","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","G6/G7","755","745","58700","55080"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","SCS level","95","90","87380","81480"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","SEO/HEO","2715","2655","37850","38010"
"In post","2021","Ministry of Defence (excl. agencies)","Project Delivery","Unknown","30","30","46220","44430"
"In post","2021","Ministry of Defence (excl. agencies)","Property","AA/AO","730","705","18560","17980"
"In post","2021","Ministry of Defence (excl. agencies)","Property","EO","380","370","27030","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Property","G6/G7","145","140","56780","54540"
"In post","2021","Ministry of Defence (excl. agencies)","Property","SCS level","15","15","98870","75530"
"In post","2021","Ministry of Defence (excl. agencies)","Property","SEO/HEO","1170","1140","36790","34490"
"In post","2021","Ministry of Defence (excl. agencies)","Property","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Psychology","SEO/HEO","20","20","38330","37320"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","AA/AO","585","575","21700","22080"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","EO","375","365","27000","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","G6/G7","130","125","61880","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","SCS level","20","20","103640","95620"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","SEO/HEO","600","590","40290","40580"
"In post","2021","Ministry of Defence (excl. agencies)","Science and Engineering","Unknown","110","110","28370","27370"
"In post","2021","Ministry of Defence (excl. agencies)","Security","AA/AO","5025","4930","27010","21770"
"In post","2021","Ministry of Defence (excl. agencies)","Security","EO","680","665","34880","42660"
"In post","2021","Ministry of Defence (excl. agencies)","Security","G6/G7","25","25","66690","59730"
"In post","2021","Ministry of Defence (excl. agencies)","Security","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Security","SEO/HEO","290","285","46480","45200"
"In post","2021","Ministry of Defence (excl. agencies)","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","EO","50","45","28330","27850"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","G6/G7","20","20","60420","59640"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Statistics","SEO/HEO","90","85","40490","40640"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","AA/AO","220","210","21840","21130"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","EO","405","390","27920","26670"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","G6/G7","125","125","59650","55480"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","SEO/HEO","765","750","37560","36460"
"In post","2021","Ministry of Defence (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","AA/AO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","EO","15","15","28080","27850"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","G6/G7","30","30","56270","53130"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","SEO/HEO","45","45","36640","34080"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","G6/G7","40","35","56510","53620"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data and Technology","SEO/HEO","30","30","38920","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","G6/G7","30","30","57650","53870"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","SEO/HEO","35","35","32890","33210"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","EO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","G6/G7","50","50","59190","55940"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","SCS level","10","10","83260","76670"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","SEO/HEO","45","45","39340","39600"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","AA/AO","10","10","23420","23070"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","EO","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","G6/G7","20","20","57100","55840"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","SCS level","5","5","[c]","[c]"
"In post","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","SEO/HEO","25","25","34440","33210"
