"Status","Year","Age","Function_of_post","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Debt","Tyneside","Male","5","5","[c]","[c]"
"In post","2021","16-19","Debt","West Lothian","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","West Lothian","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Monmouthshire and Newport","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Monmouthshire and Newport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Plymouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Plymouth","Male","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","10","10","[c]","[c]"
"In post","2021","16-19","Finance","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","10","10","[c]","[c]"
"In post","2021","16-19","Finance","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","North Lanarkshire","Male","5","5","[c]","[c]"
"In post","2021","16-19","Finance","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Southend-on-Sea","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Southend-on-Sea","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Wiltshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Wiltshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Cardiff and Vale of Glamorgan","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Cardiff and Vale of Glamorgan","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Central Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Central Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Mid Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Birmingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Bristol, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","City of Edinburgh","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","City of Edinburgh","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Heart of Essex","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Heart of Essex","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Nottingham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Swansea","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Swansea","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Westminster","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Westminster","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","York","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","York","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Aberdeen City and Aberdeenshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Angus and Dundee City","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Angus and Dundee City","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Barnet","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Barnet","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Barnsley, Doncaster and Rotherham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bath and North East Somerset, North Somerset and South Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Belfast","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Belfast","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Berkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Berkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bexley and Greenwich","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Birmingham","Female","5","5","[c]","[c]"
"In post","2021","16-19","No function","Birmingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Blackburn with Darwen","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Blackburn with Darwen","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Breckland and South Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Breckland and South Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Brent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Brent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Bristol, City of","Female","10","10","[c]","[c]"
"In post","2021","16-19","No function","Bristol, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Buckinghamshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Buckinghamshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cambridgeshire CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cambridgeshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cardiff and Vale of Glamorgan","Female","15","10","[c]","[c]"
"In post","2021","16-19","No function","Cardiff and Vale of Glamorgan","Male","15","15","[c]","[c]"
"In post","2021","16-19","No function","Cheshire East","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Cheshire East","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Chorley and West Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Chorley and West Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","City of Edinburgh","Female","5","5","[c]","[c]"
"In post","2021","16-19","No function","City of Edinburgh","Male","10","10","[c]","[c]"
"In post","2021","16-19","No function","Clackmannanshire and Fife","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Clackmannanshire and Fife","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Coventry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Coventry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Croydon","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Croydon","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Devon CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Devon CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Durham CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Durham CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Ayrshire and North Ayrshire mainland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Ayrshire and North Ayrshire mainland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Cumbria","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Cumbria","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Riding of Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Riding of Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Falkirk","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Falkirk","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Flintshire and Wrexham","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Flintshire and Wrexham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Glasgow City","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Glasgow City","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Gloucestershire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester North West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester North West","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester South West","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Greater Manchester South West","Male","5","5","[c]","[c]"
"In post","2021","16-19","No function","Haringey and Islington","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Haringey and Islington","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hertfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hertfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hounslow and Richmond upon Thames","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Hounslow and Richmond upon Thames","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent Thames Gateway","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kingston upon Hull, City of","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Kingston upon Hull, City of","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lambeth","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lambeth","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leeds","Female","15","15","[c]","[c]"
"In post","2021","16-19","No function","Leeds","Male","20","20","[c]","[c]"
"In post","2021","16-19","No function","Leicester","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leicester","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leicestershire CC and Rutland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Leicestershire CC and Rutland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lewisham and Southwark","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lewisham and Southwark","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Liverpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Liverpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Manchester","Female","10","5","[c]","[c]"
"In post","2021","16-19","No function","Manchester","Male","5","5","[c]","[c]"
"In post","2021","16-19","No function","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2021","16-19","No function","Mid Lancashire","Male","5","5","[c]","[c]"
"In post","2021","16-19","No function","Milton Keynes","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Milton Keynes","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Monmouthshire and Newport","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Monmouthshire and Newport","Male","5","5","[c]","[c]"
"In post","2021","16-19","No function","North Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Norwich and East Norfolk","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Norwich and East Norfolk","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Nottingham","Female","10","10","[c]","[c]"
"In post","2021","16-19","No function","Nottingham","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Perth and Kinross and Stirling","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Perth and Kinross and Stirling","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Portsmouth","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Portsmouth","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Borders","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scottish Borders","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Sefton","Female","15","15","[c]","[c]"
"In post","2021","16-19","No function","Sefton","Male","10","10","[c]","[c]"
"In post","2021","16-19","No function","Sheffield","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Sheffield","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South and West Derbyshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South and West Derbyshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Hampshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Hampshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South Nottinghamshire","Female","[c]","[c]","[c]","[c]"
