"Status","Year","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","60-64","Driver and Vehicle Licensing Agency","45","[c]","24370","21590"
"Leaver CS","2021","60-64","Driver and Vehicle Standards Agency","45","[c]","31000","27230"
"Leaver CS","2021","60-64","Education and Skills Funding Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Education Scotland","10","[c]","67450","67720"
"Leaver CS","2021","60-64","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","FCDO Services","15","[c]","44940","46710"
"Leaver CS","2021","60-64","Food Standards Agency","10","[c]","47250","45740"
"Leaver CS","2021","60-64","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign and Commonwealth Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Foreign, Commonwealth and Development Office (excl. agencies)","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Forestry and Land Scotland","15","[c]","29170","28340"
"Leaver CS","2021","60-64","Government Internal Audit Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Government Legal Department","15","[c]","63570","74170"
"Leaver CS","2021","60-64","Health and Safety Executive","45","[c]","46280","45240"
"Leaver CS","2021","60-64","HM Courts and Tribunals Service","225","[c]","24710","20100"
"Leaver CS","2021","60-64","HM Land Registry","55","[c]","34870","33180"
"Leaver CS","2021","60-64","HM Prison and Probation Service","415","[c]","45100","33000"
"Leaver CS","2021","60-64","HM Revenue and Customs (excl. agencies)","1160","[c]","[c]","[c]"
"Leaver CS","2021","60-64","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Home Office (incl. agencies)","165","[c]","31470","28350"
"Leaver CS","2021","60-64","Insolvency Service","10","[c]","38450","39490"
"Leaver CS","2021","60-64","Legal Aid Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Maritime and Coastguard Agency","15","[c]","43090","40080"
"Leaver CS","2021","60-64","Medicines and Healthcare Products Regulatory Agency","10","[c]","58090","54800"
"Leaver CS","2021","60-64","Met Office","15","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Ministry of Defence (excl. agencies)","545","[c]","32540","29200"
"Leaver CS","2021","60-64","Ministry of Housing, Communities and Local Government (excl. agencies)","15","[c]","59040","58370"
"Leaver CS","2021","60-64","Ministry of Justice (excl. agencies)","30","[c]","39430","37800"
"Leaver CS","2021","60-64","National Crime Agency","35","[c]","41440","39720"
"Leaver CS","2021","60-64","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office for Standards in Education, Children's Services and Skills","30","[c]","60320","51360"
"Leaver CS","2021","60-64","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Planning Inspectorate","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Public Health England","75","[c]","62510","51200"
"Leaver CS","2021","60-64","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Royal Fleet Auxiliary","35","[c]","42950","37300"
"Leaver CS","2021","60-64","Rural Payments Agency","15","[c]","30070","26420"
"Leaver CS","2021","60-64","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Courts and Tribunals Service","20","[c]","28970","26550"
"Leaver CS","2021","60-64","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Government (excl. agencies)","65","[c]","48090","46600"
"Leaver CS","2021","60-64","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Scottish Prison Service","40","[c]","39000","33650"
"Leaver CS","2021","60-64","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Submarine Delivery Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Transport Scotland","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Export Finance","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Hydrographic Office","15","[c]","36040","34990"
"Leaver CS","2021","60-64","UK Intellectual Property Office","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","United Kingdom Statistics Authority","30","[c]","30740","19520"
"Leaver CS","2021","60-64","Valuation Office Agency","45","[c]","34860","32910"
"Leaver CS","2021","60-64","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Welsh Government (excl. agencies)","40","[c]","56290","57290"
"Leaver CS","2021","60-64","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Advisory, Conciliation and Arbitration Service","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Animal and Plant Health Agency","15","[c]","34810","26520"
"Leaver CS","2021","65+","Cabinet Office (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Companies House","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Crown Office and Procurator Fiscal Service","15","[c]","37300","34150"
"Leaver CS","2021","65+","Crown Prosecution Service","35","[c]","41940","36240"
"Leaver CS","2021","65+","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Defence Equipment and Support","60","[c]","32800","32600"
"Leaver CS","2021","65+","Defence Science and Technology Laboratory","25","[c]","42580","37880"
"Leaver CS","2021","65+","Department for Business, Energy and Industrial Strategy (excl. agencies)","10","[c]","52980","40680"
"Leaver CS","2021","65+","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Education (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Environment, Food and Rural Affairs (excl. agencies)","20","[c]","41740","37590"
"Leaver CS","2021","65+","Department for International Development","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Transport (excl. agencies)","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Department for Work and Pensions (excl. agencies)","780","[c]","25460","25860"
"Leaver CS","2021","65+","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Disclosure Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Driver and Vehicle Licensing Agency","45","[c]","23180","21170"
"Leaver CS","2021","65+","Driver and Vehicle Standards Agency","65","[c]","27410","26780"
"Leaver CS","2021","65+","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","ESTYN","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","FCDO Services","20","[c]","41460","34770"
"Leaver CS","2021","65+","Food Standards Agency","10","[c]","32000","28940"
"Leaver CS","2021","65+","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign and Commonwealth Office (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Foreign, Commonwealth and Development Office (excl. agencies)","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Forestry and Land Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Government Legal Department","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Health and Safety Executive","15","[c]","52170","42340"
"Leaver CS","2021","65+","HM Courts and Tribunals Service","270","[c]","20710","20100"
"Leaver CS","2021","65+","HM Land Registry","30","[c]","31560","27130"
"Leaver CS","2021","65+","HM Prison and Probation Service","400","[c]","30750","31650"
"Leaver CS","2021","65+","HM Revenue and Customs (excl. agencies)","700","[c]","[c]","[c]"
"Leaver CS","2021","65+","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Home Office (incl. agencies)","160","[c]","27350","25120"
"Leaver CS","2021","65+","Insolvency Service","15","[c]","30560","26000"
"Leaver CS","2021","65+","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Legal Aid Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Maritime and Coastguard Agency","10","[c]","51230","54180"
"Leaver CS","2021","65+","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Met Office","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Defence (excl. agencies)","450","[c]","28390","22500"
"Leaver CS","2021","65+","Ministry of Housing, Communities and Local Government (excl. agencies)","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Ministry of Justice (excl. agencies)","15","[c]","36260","32400"
"Leaver CS","2021","65+","National Crime Agency","10","[c]","41750","42170"
"Leaver CS","2021","65+","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office for Standards in Education, Children's Services and Skills","15","[c]","48980","51360"
"Leaver CS","2021","65+","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Office of the Public Guardian","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Planning Inspectorate","15","[c]","48550","54140"
"Leaver CS","2021","65+","Public Health England","40","[c]","48810","32090"
"Leaver CS","2021","65+","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Registers of Scotland","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","Revenue Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Royal Fleet Auxiliary","10","[c]","[c]","[c]"
"Leaver CS","2021","65+","Rural Payments Agency","10","[c]","26950","25000"
"Leaver CS","2021","65+","Scottish Courts and Tribunals Service","20","[c]","26440","20070"
"Leaver CS","2021","65+","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Scottish Government (excl. agencies)","25","[c]","42190","35500"
"Leaver CS","2021","65+","Scottish Prison Service","25","[c]","35090","33650"
"Leaver CS","2021","65+","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Serious Fraud Office","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Hydrographic Office","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Space Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","United Kingdom Statistics Authority","45","[c]","23910","19520"
"Leaver CS","2021","65+","Valuation Office Agency","30","[c]","31210","27500"
"Leaver CS","2021","65+","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Welsh Government (excl. agencies)","20","[c]","39670","36500"
"Leaver CS","2021","65+","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for International Trade","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Department of Health and Social Care (excl. agencies)","80","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Government Property Agency","15","[c]","48900","53580"
"Leaver CS","2021","Unknown","UK Space Agency","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Department for Work and Pensions (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Advisory, Conciliation and Arbitration Service","10","[c]","28360","24250"
"Leaver Dept.","2021","20-29","Animal and Plant Health Agency","15","[c]","22130","21050"
"Leaver Dept.","2021","20-29","Attorney General's Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Cabinet Office (excl. agencies)","745","[c]","32910","32000"
"Leaver Dept.","2021","20-29","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Companies House","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Competition and Markets Authority","15","[c]","33670","27150"
"Leaver Dept.","2021","20-29","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Commercial Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Office and Procurator Fiscal Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Crown Prosecution Service","30","[c]","27380","23520"
"Leaver Dept.","2021","20-29","Defence Equipment and Support","135","[c]","25920","25950"
"Leaver Dept.","2021","20-29","Defence Science and Technology Laboratory","20","[c]","26910","28650"
"Leaver Dept.","2021","20-29","Department for Business, Energy and Industrial Strategy (excl. agencies)","195","[c]","38410","33640"
"Leaver Dept.","2021","20-29","Department for Digital, Culture, Media and Sport","90","[c]","38080","32620"
"Leaver Dept.","2021","20-29","Department for Education (excl. agencies)","75","[c]","35660","33610"
"Leaver Dept.","2021","20-29","Department for Environment, Food and Rural Affairs (excl. agencies)","185","[c]","35370","33190"
"Leaver Dept.","2021","20-29","Department for International Development","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Department for International Trade","125","[c]","35490","32120"
"Leaver Dept.","2021","20-29","Department for Transport (excl. agencies)","85","[c]","37700","34710"
"Leaver Dept.","2021","20-29","Department for Work and Pensions (excl. agencies)","360","[c]","27970","27570"
"Leaver Dept.","2021","20-29","Department of Health and Social Care (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Driver and Vehicle Licensing Agency","25","[c]","22150","21590"
"Leaver Dept.","2021","20-29","Driver and Vehicle Standards Agency","10","[c]","25520","21590"
"Leaver Dept.","2021","20-29","Education and Skills Funding Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Food Standards Agency","10","[c]","37840","33810"
"Leaver Dept.","2021","20-29","Food Standards Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign and Commonwealth Office (excl. agencies)","35","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Foreign, Commonwealth and Development Office (excl. agencies)","90","[c]","41860","38600"
"Leaver Dept.","2021","20-29","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Government Legal Department","25","[c]","31120","27350"
"Leaver Dept.","2021","20-29","Health and Safety Executive","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Courts and Tribunals Service","130","[c]","22900","19930"
"Leaver Dept.","2021","20-29","HM Prison and Probation Service","100","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Revenue and Customs (excl. agencies)","560","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","HM Treasury (excl. agencies)","55","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Home Office (incl. agencies)","355","[c]","30840","28670"
"Leaver Dept.","2021","20-29","Insolvency Service","15","[c]","24870","20880"
"Leaver Dept.","2021","20-29","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Legal Aid Agency","10","[c]","20110","18880"
"Leaver Dept.","2021","20-29","Maritime and Coastguard Agency","10","[c]","26170","26350"
"Leaver Dept.","2021","20-29","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Ministry of Defence (excl. agencies)","120","[c]","34740","33150"
"Leaver Dept.","2021","20-29","Ministry of Housing, Communities and Local Government (excl. agencies)","160","[c]","33400","32560"
"Leaver Dept.","2021","20-29","Ministry of Justice (excl. agencies)","130","[c]","34330","31000"
"Leaver Dept.","2021","20-29","National Crime Agency","20","[c]","36260","36020"
"Leaver Dept.","2021","20-29","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Northern Ireland Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office for Standards in Education, Children's Services and Skills","15","[c]","30810","31850"
"Leaver Dept.","2021","20-29","Office of Gas and Electricity Markets","20","[c]","32510","26350"
"Leaver Dept.","2021","20-29","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Office of the Public Guardian","30","[c]","20990","19930"
"Leaver Dept.","2021","20-29","Planning Inspectorate","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Public Health England","15","[c]","37120","36690"
"Leaver Dept.","2021","20-29","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Rural Payments Agency","15","[c]","24160","21050"
"Leaver Dept.","2021","20-29","Scotland Office (incl. Office of the Advocate General for Scotland)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Courts and Tribunals Service","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Forestry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Scottish Government (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Serious Fraud Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Social Security Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Submarine Delivery Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Export Finance","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","UK Intellectual Property Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","United Kingdom Statistics Authority","65","[c]","29020","29540"
"Leaver Dept.","2021","20-29","Valuation Office Agency","25","[c]","30820","27250"
"Leaver Dept.","2021","20-29","Wales Office","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Government (excl. agencies)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Wilton Park","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Advisory, Conciliation and Arbitration Service","15","[c]","26660","24250"
"Leaver Dept.","2021","30-39","Animal and Plant Health Agency","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Attorney General's Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Cabinet Office (excl. agencies)","390","[c]","44900","39380"
"Leaver Dept.","2021","30-39","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Charity Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Companies House","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Competition and Markets Authority","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Criminal Injuries Compensation Authority","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Commercial Service","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Crown Prosecution Service","15","[c]","42340","44520"
"Leaver Dept.","2021","30-39","Defence Equipment and Support","105","[c]","34820","33010"
"Leaver Dept.","2021","30-39","Defence Science and Technology Laboratory","15","[c]","40740","46080"
"Leaver Dept.","2021","30-39","Department for Business, Energy and Industrial Strategy (excl. agencies)","160","[c]","48560","52300"
"Leaver Dept.","2021","30-39","Department for Digital, Culture, Media and Sport","75","[c]","48730","49720"
"Leaver Dept.","2021","30-39","Department for Education (excl. agencies)","70","[c]","44560","44750"
"Leaver Dept.","2021","30-39","Department for Environment, Food and Rural Affairs (excl. agencies)","120","[c]","42830","38560"
"Leaver Dept.","2021","30-39","Department for International Development","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Department for International Trade","70","[c]","46230","50700"
"Leaver Dept.","2021","30-39","Department for Transport (excl. agencies)","80","[c]","47900","43550"
"Leaver Dept.","2021","30-39","Department for Work and Pensions (excl. agencies)","360","[c]","30200","27570"
"Leaver Dept.","2021","30-39","Department of Health and Social Care (excl. agencies)","25","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Driver and Vehicle Licensing Agency","45","[c]","25980","21590"
"Leaver Dept.","2021","30-39","Driver and Vehicle Standards Agency","20","[c]","31550","31150"
"Leaver Dept.","2021","30-39","Education and Skills Funding Agency","15","[c]","38520","37100"
"Leaver Dept.","2021","30-39","Education Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Food Standards Agency","15","[c]","41810","37910"
"Leaver Dept.","2021","30-39","Foreign and Commonwealth Office (excl. agencies)","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Foreign, Commonwealth and Development Office (excl. agencies)","85","[c]","49870","52430"
"Leaver Dept.","2021","30-39","Forestry and Land Scotland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Actuary's Department","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Internal Audit Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Government Legal Department","35","[c]","49100","51250"
"Leaver Dept.","2021","30-39","Health and Safety Executive","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Courts and Tribunals Service","120","[c]","25620","22570"
"Leaver Dept.","2021","30-39","HM Prison and Probation Service","140","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Revenue and Customs (excl. agencies)","495","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","HM Treasury (excl. agencies)","50","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Home Office (incl. agencies)","350","[c]","35000","29860"
"Leaver Dept.","2021","30-39","Insolvency Service","15","[c]","32990","28840"
"Leaver Dept.","2021","30-39","Institute for Apprenticeships and Technical Education","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Legal Aid Agency","15","[c]","22870","22570"
"Leaver Dept.","2021","30-39","Maritime and Coastguard Agency","10","[c]","31970","31470"
"Leaver Dept.","2021","30-39","Medicines and Healthcare Products Regulatory Agency","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Met Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Ministry of Defence (excl. agencies)","125","[c]","40290","39510"
"Leaver Dept.","2021","30-39","Ministry of Housing, Communities and Local Government (excl. agencies)","130","[c]","46570","51580"
"Leaver Dept.","2021","30-39","Ministry of Justice (excl. agencies)","130","[c]","41400","36800"
"Leaver Dept.","2021","30-39","National Crime Agency","15","[c]","43690","39270"
"Leaver Dept.","2021","30-39","National Infrastructure Commission","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","National Records of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","National Savings and Investments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Northern Ireland Office","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Office for Standards in Education, Children's Services and Skills","20","[c]","35970","32010"
"Leaver Dept.","2021","30-39","Office of Gas and Electricity Markets","25","[c]","43990","38550"
"Leaver Dept.","2021","30-39","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Office of Rail and Road","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Office of the Public Guardian","35","[c]","23020","19930"
"Leaver Dept.","2021","30-39","Planning Inspectorate","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Public Health England","15","[c]","48000","50370"
"Leaver Dept.","2021","30-39","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Registers of Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Rural Payments Agency","20","[c]","29100","25190"
"Leaver Dept.","2021","30-39","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Scottish Courts and Tribunals Service","10","[c]","[c]","[c]"
