"Status","Year","Organisation","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Advisory, Conciliation and Arbitration Service","Project Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Digital, Data and Technology","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Female","45","40","33930","31570"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","London","Male","40","40","32780","31690"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outside London","Female","900","835","25810","24920"
"In post","2021","Animal and Plant Health Agency","Operational Delivery","Outside London","Male","585","565","28060","25560"
"In post","2021","Animal and Plant Health Agency","Other","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Project Delivery","Outside London","Male","15","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outside London","Female","400","370","30230","28170"
"In post","2021","Animal and Plant Health Agency","Science and Engineering","Outside London","Male","245","240","33840","29550"
"In post","2021","Animal and Plant Health Agency","Unknown","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Unknown","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Female","5","5","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","London","Male","10","10","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outside London","Female","200","185","42850","37910"
"In post","2021","Animal and Plant Health Agency","Veterinarian","Outside London","Male","135","130","45770","43980"
"In post","2021","Attorney General's Office","Communications","London","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Office","Legal","London","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Female","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Female","15","15","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","London","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Other","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Policy","London","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Female","3395","3325","47110","40600"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","London","Male","3015","3000","52870","54700"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outside London","Female","1255","1190","39070","33000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Outside London","Male","1080","1065","42720","33300"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Female","325","320","36060","32000"
"In post","2021","Cabinet Office (excl. agencies)","Unknown","Unknown","Male","270","270","36360","32000"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Commercial","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Outside London","Female","10","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data and Technology","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","Female","40","35","32150","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Operational Delivery","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Other","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Female","210","195","30970","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Science and Engineering","Outside London","Male","270","260","35860","30660"
"In post","2021","Charity Commission","Commercial","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Outside London","Male","30","30","[c]","[c]"
"In post","2021","Charity Commission","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Legal","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Outside London","Female","25","20","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Charity Commission","Other","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Charity Commission","Policy","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","Female","20","20","[c]","[c]"
"In post","2021","Charity Commission","Unknown","London","Male","10","10","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Outside London","Female","115","105","30670","29160"
"In post","2021","Charity Commission","Unknown","Outside London","Male","75","70","33450","29160"
"In post","2021","Companies House","Commercial","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Companies House","Commercial","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Communications","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Companies House","Digital, Data and Technology","Outside London","Female","75","75","36690","36440"
"In post","2021","Companies House","Digital, Data and Technology","Outside London","Male","180","180","39770","38000"
"In post","2021","Companies House","Finance","Outside London","Female","40","35","29240","24730"
"In post","2021","Companies House","Finance","Outside London","Male","20","20","[c]","[c]"
"In post","2021","Companies House","Human Resources","Outside London","Female","60","55","33220","30530"
"In post","2021","Companies House","Human Resources","Outside London","Male","25","25","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Knowledge and Information Management","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Operational Delivery","Outside London","Female","355","300","24190","22490"
"In post","2021","Companies House","Operational Delivery","Outside London","Male","210","210","25150","22490"
"In post","2021","Companies House","Other","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Other","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Companies House","Policy","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Policy","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Companies House","Project Delivery","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Companies House","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Security","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","London","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","Female","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","London","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","London","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","London","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","London","Female","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","London","Male","35","35","58840","54550"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","London","Female","40","35","60820","57850"
"In post","2021","Competition and Markets Authority","Economics","London","Male","50","50","64710","62270"
"In post","2021","Competition and Markets Authority","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","Female","30","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","London","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","London","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","London","Male","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","London","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","London","Female","70","65","69630","71370"
"In post","2021","Competition and Markets Authority","Legal","London","Male","50","50","71720","73450"
"In post","2021","Competition and Markets Authority","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","London","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","London","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","London","Female","185","175","59150","55860"
"In post","2021","Competition and Markets Authority","Project Delivery","London","Male","155","155","63430","59870"
"In post","2021","Competition and Markets Authority","Project Delivery","Outside London","Female","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Digital, Data and Technology","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Legal","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","Female","155","140","25810","22570"
"In post","2021","Criminal Injuries Compensation Authority","Operational Delivery","Outside London","Male","135","130","25130","22710"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Policy","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","London","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","London","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Commercial","Outside London","Female","185","175","32760","32670"
"In post","2021","Crown Commercial Service","Commercial","Outside London","Male","170","165","34020","33270"
"In post","2021","Crown Commercial Service","Communications","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Communications","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","London","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","London","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Outside London","Female","30","30","40560","36550"
"In post","2021","Crown Commercial Service","Digital, Data and Technology","Outside London","Male","60","60","37610","34800"
"In post","2021","Crown Commercial Service","Finance","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Finance","Outside London","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Outside London","Female","30","25","[c]","[c]"
"In post","2021","Crown Commercial Service","Human Resources","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","London","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","London","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Operational Delivery","Outside London","Female","90","90","38300","37110"
"In post","2021","Crown Commercial Service","Operational Delivery","Outside London","Male","75","75","41610","34800"
"In post","2021","Crown Commercial Service","Project Delivery","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Outside London","Female","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Project Delivery","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Unknown","Outside London","Male","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Outside London","Female","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Communications","Outside London","Male","[c]","[c]","[c]","[c]"
