"Status","Year","Age","Ethnicity","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Asian","Science and Engineering","160","155","30070","28270"
"In post","2021","20-29","Asian","Security","35","35","30800","29300"
"In post","2021","20-29","Asian","Social Research","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Statistics","55","55","35240","33910"
"In post","2021","20-29","Asian","Tax","340","325","29540","25560"
"In post","2021","20-29","Asian","Unknown","1755","1730","28230","27570"
"In post","2021","20-29","Asian","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Commercial","20","20","[c]","[c]"
"In post","2021","20-29","Black","Communications","25","25","[c]","[c]"
"In post","2021","20-29","Black","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Digital, Data and Technology","45","45","35510","35050"
"In post","2021","20-29","Black","Economics","35","35","32400","32320"
"In post","2021","20-29","Black","Finance","30","30","33890","33160"
"In post","2021","20-29","Black","Human Resources","40","40","31940","29230"
"In post","2021","20-29","Black","Intelligence Analysis","5","5","[c]","[c]"
"In post","2021","20-29","Black","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","International Trade","15","15","[c]","[c]"
"In post","2021","20-29","Black","Knowledge and Information Management","10","10","[c]","[c]"
"In post","2021","20-29","Black","Legal","40","40","32590","29570"
"In post","2021","20-29","Black","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Operational Delivery","650","635","26840","25630"
"In post","2021","20-29","Black","Operational Research","5","5","[c]","[c]"
"In post","2021","20-29","Black","Other","70","70","28470","27350"
"In post","2021","20-29","Black","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","Policy","260","255","34860","33570"
"In post","2021","20-29","Black","Project Delivery","50","50","35450","34540"
"In post","2021","20-29","Black","Property","10","10","[c]","[c]"
"In post","2021","20-29","Black","Psychology","5","5","[c]","[c]"
"In post","2021","20-29","Black","Science and Engineering","60","55","27660","27540"
"In post","2021","20-29","Black","Security","15","15","[c]","[c]"
"In post","2021","20-29","Black","Social Research","10","10","[c]","[c]"
"In post","2021","20-29","Black","Statistics","15","15","[c]","[c]"
"In post","2021","20-29","Black","Tax","60","60","29960","29570"
"In post","2021","20-29","Black","Unknown","690","680","29690","31060"
"In post","2021","20-29","Black","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Communications","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Economics","15","15","[c]","[c]"
"In post","2021","20-29","Chinese","Finance","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Legal","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Operational Delivery","50","50","27140","24970"
"In post","2021","20-29","Chinese","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Other","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Policy","45","45","39120","35700"
"In post","2021","20-29","Chinese","Project Delivery","5","5","[c]","[c]"
"In post","2021","20-29","Chinese","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Science and Engineering","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chinese","Tax","10","10","[c]","[c]"
"In post","2021","20-29","Chinese","Unknown","30","30","30210","27570"
"In post","2021","20-29","Chinese","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Commercial","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","Communications","35","35","34870","32790"
"In post","2021","20-29","Mixed","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Digital, Data and Technology","45","45","34070","31810"
"In post","2021","20-29","Mixed","Economics","60","60","39340","34890"
"In post","2021","20-29","Mixed","Finance","30","30","32870","29840"
"In post","2021","20-29","Mixed","Human Resources","35","35","35900","32120"
"In post","2021","20-29","Mixed","Intelligence Analysis","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","International Trade","15","15","[c]","[c]"
"In post","2021","20-29","Mixed","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Legal","40","40","35290","32860"
"In post","2021","20-29","Mixed","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Operational Delivery","625","605","26550","25450"
"In post","2021","20-29","Mixed","Operational Research","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","Other","65","65","28360","26950"
"In post","2021","20-29","Mixed","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Mixed","Policy","335","335","38110","34710"
"In post","2021","20-29","Mixed","Project Delivery","60","55","33390","33300"
"In post","2021","20-29","Mixed","Property","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","Psychology","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","Science and Engineering","65","65","29030","27790"
"In post","2021","20-29","Mixed","Security","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","Social Research","10","10","[c]","[c]"
"In post","2021","20-29","Mixed","Statistics","20","20","[c]","[c]"
"In post","2021","20-29","Mixed","Tax","55","55","30010","31810"
"In post","2021","20-29","Mixed","Unknown","570","565","28660","27570"
"In post","2021","20-29","Mixed","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Communications","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Economics","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Finance","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Human Resources","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Intelligence Analysis","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","International Trade","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Legal","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Operational Delivery","125","120","27350","25560"
"In post","2021","20-29","Other ethnicity","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Other","5","5","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Policy","85","85","37760","35070"
"In post","2021","20-29","Other ethnicity","Project Delivery","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Property","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Science and Engineering","15","15","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Security","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Tax","10","10","[c]","[c]"
"In post","2021","20-29","Other ethnicity","Unknown","130","130","30440","31060"
"In post","2021","20-29","Other ethnicity","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Commercial","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Communications","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data and Technology","55","50","34510","32910"
"In post","2021","20-29","Undeclared","Economics","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Finance","30","30","37760","34380"
"In post","2021","20-29","Undeclared","Human Resources","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Intelligence Analysis","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","International Trade","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Knowledge and Information Management","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Medicine","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Operational Delivery","505","490","26440","25290"
"In post","2021","20-29","Undeclared","Operational Research","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Other","55","55","30150","27510"
"In post","2021","20-29","Undeclared","Planning","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Policy","180","180","39330","36500"
"In post","2021","20-29","Undeclared","Project Delivery","50","50","35180","31950"
"In post","2021","20-29","Undeclared","Property","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Psychology","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Science and Engineering","110","110","30730","28900"
"In post","2021","20-29","Undeclared","Security","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Social Research","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Statistics","10","10","[c]","[c]"
"In post","2021","20-29","Undeclared","Tax","35","35","34010","31810"
"In post","2021","20-29","Undeclared","Unknown","265","260","29580","27570"
"In post","2021","20-29","Undeclared","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Commercial","170","170","31900","29550"
"In post","2021","20-29","Unknown","Communications","230","230","34020","32120"
"In post","2021","20-29","Unknown","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Counter Fraud","20","20","[c]","[c]"
"In post","2021","20-29","Unknown","Digital, Data and Technology","570","570","32700","31810"
"In post","2021","20-29","Unknown","Economics","260","260","35690","33880"
"In post","2021","20-29","Unknown","Finance","280","270","31360","30420"
"In post","2021","20-29","Unknown","Human Resources","160","160","29130","27270"
"In post","2021","20-29","Unknown","Intelligence Analysis","105","105","39970","37000"
"In post","2021","20-29","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","International Trade","160","160","38280","34980"
"In post","2021","20-29","Unknown","Knowledge and Information Management","30","25","[c]","[c]"
"In post","2021","20-29","Unknown","Legal","280","280","29590","26550"
"In post","2021","20-29","Unknown","Medicine","30","30","29120","30460"
"In post","2021","20-29","Unknown","Operational Delivery","7335","7185","24370","22850"
"In post","2021","20-29","Unknown","Operational Research","50","50","34820","34540"
"In post","2021","20-29","Unknown","Other","775","775","28750","28650"
"In post","2021","20-29","Unknown","Planning","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Policy","1585","1580","38100","34710"
"In post","2021","20-29","Unknown","Project Delivery","330","330","33680","32620"
"In post","2021","20-29","Unknown","Property","165","160","28550","26560"
"In post","2021","20-29","Unknown","Psychology","60","60","26360","26850"
"In post","2021","20-29","Unknown","Science and Engineering","330","330","27790","28560"
"In post","2021","20-29","Unknown","Security","305","305","26490","25680"
"In post","2021","20-29","Unknown","Social Research","55","55","32550","30130"
"In post","2021","20-29","Unknown","Statistics","115","110","32720","31800"
"In post","2021","20-29","Unknown","Tax","1755","1715","24060","20140"
"In post","2021","20-29","Unknown","Unknown","4570","4520","29570","28000"
"In post","2021","20-29","Unknown","Veterinarian","[c]","[c]","[c]","[c]"
"In post","2021","20-29","White","Commercial","570","570","30450","29550"
"In post","2021","20-29","White","Communications","485","485","34300","33120"
"In post","2021","20-29","White","Corporate Finance","10","10","[c]","[c]"
"In post","2021","20-29","White","Counter Fraud","40","40","31860","33100"
"In post","2021","20-29","White","Digital, Data and Technology","1050","1045","33310","31810"
"In post","2021","20-29","White","Economics","675","670","38170","34200"
"In post","2021","20-29","White","Finance","700","695","32720","30100"
"In post","2021","20-29","White","Human Resources","745","735","31230","29060"
"In post","2021","20-29","White","Intelligence Analysis","380","375","31980","29250"
"In post","2021","20-29","White","Internal Audit","25","25","[c]","[c]"
"In post","2021","20-29","White","International Trade","215","215","38290","38040"
"In post","2021","20-29","White","Knowledge and Information Management","215","210","27870","26670"
"In post","2021","20-29","White","Legal","740","740","34890","31810"
"In post","2021","20-29","White","Medicine","95","95","28930","27420"
"In post","2021","20-29","White","Operational Delivery","16615","16280","25480","24880"
"In post","2021","20-29","White","Operational Research","250","245","34200","32600"
"In post","2021","20-29","White","Other","1475","1455","27140","25170"
"In post","2021","20-29","White","Planning","20","20","[c]","[c]"
"In post","2021","20-29","White","Policy","4495","4480","38910","35430"
"In post","2021","20-29","White","Project Delivery","1430","1420","32420","31600"
"In post","2021","20-29","White","Property","395","385","28280","26670"
"In post","2021","20-29","White","Psychology","270","270","27880","27380"
"In post","2021","20-29","White","Science and Engineering","2000","1985","28910","28650"
"In post","2021","20-29","White","Security","670","670","26520","25680"
"In post","2021","20-29","White","Social Research","320","320","36430","34930"
"In post","2021","20-29","White","Statistics","430","430","35250","33260"
"In post","2021","20-29","White","Tax","1470","1445","29330","25560"
"In post","2021","20-29","White","Unknown","9680","9530","27850","27570"
"In post","2021","20-29","White","Veterinarian","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Commercial","55","55","37100","36500"
"In post","2021","30-39","Asian","Communications","60","60","39860","37340"
"In post","2021","30-39","Asian","Corporate Finance","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Counter Fraud","15","15","[c]","[c]"
"In post","2021","30-39","Asian","Digital, Data and Technology","290","285","42540","39390"
"In post","2021","30-39","Asian","Economics","40","40","54170","54700"
"In post","2021","30-39","Asian","Finance","195","185","40650","38030"
"In post","2021","30-39","Asian","Human Resources","120","120","35640","33450"
"In post","2021","30-39","Asian","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Intelligence Analysis","60","55","33740","30810"
"In post","2021","30-39","Asian","Internal Audit","25","25","[c]","[c]"
"In post","2021","30-39","Asian","International Trade","30","30","43580","38540"
"In post","2021","30-39","Asian","Knowledge and Information Management","35","30","37920","36330"
"In post","2021","30-39","Asian","Legal","265","255","44840","48080"
"In post","2021","30-39","Asian","Medicine","55","50","47420","37260"
"In post","2021","30-39","Asian","Operational Delivery","2820","2600","27420","25560"
"In post","2021","30-39","Asian","Operational Research","10","10","[c]","[c]"
"In post","2021","30-39","Asian","Other","210","200","35210","32590"
"In post","2021","30-39","Asian","Planning","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Planning Inspectors","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Asian","Policy","565","555","45510","42170"
"In post","2021","30-39","Asian","Project Delivery","250","245","40300","38610"
"In post","2021","30-39","Asian","Property","60","55","38260","36470"
