"Status","Year","Age","Ethnicity","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","White","Unknown","Female","5","5","[c]","[c]"
"In post","2021","65+","White","Unknown","Male","15","10","[c]","[c]"
"In post","2021","65+","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Female","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Male","10","10","[c]","[c]"
"In post","2021","Unknown","White","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Outside London","Female","15","10","[c]","[c]"
"In post","2021","Unknown","White","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Outside London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","London","Female","80","[c]","26370","26550"
"Leaver CS","2021","20-29","Asian","London","Male","85","[c]","27850","26880"
"Leaver CS","2021","20-29","Asian","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Outside London","Female","90","[c]","22800","21010"
"Leaver CS","2021","20-29","Asian","Outside London","Male","80","[c]","24020","21500"
"Leaver CS","2021","20-29","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","London","Female","65","[c]","25780","25110"
"Leaver CS","2021","20-29","Black","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","London","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Outside London","Female","40","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Outside London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","Female","35","[c]","20850","18200"
"Leaver CS","2021","20-29","Undeclared","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Outside London","Female","40","[c]","22500","20910"
"Leaver CS","2021","20-29","Undeclared","Outside London","Male","65","[c]","23540","21010"
"Leaver CS","2021","20-29","Undeclared","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","Female","315","[c]","28610","28170"
"Leaver CS","2021","20-29","Unknown","London","Male","270","[c]","29120","28170"
"Leaver CS","2021","20-29","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Outside London","Female","650","[c]","22380","21010"
"Leaver CS","2021","20-29","Unknown","Outside London","Male","650","[c]","23790","21490"
"Leaver CS","2021","20-29","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Unknown","Female","100","[c]","29140","28000"
"Leaver CS","2021","20-29","Unknown","Unknown","Male","85","[c]","28480","28000"
"Leaver CS","2021","20-29","White","London","Female","260","[c]","31290","29250"
"Leaver CS","2021","20-29","White","London","Male","230","[c]","32910","30850"
"Leaver CS","2021","20-29","White","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Outside London","Female","1030","[c]","23260","21010"
"Leaver CS","2021","20-29","White","Outside London","Male","940","[c]","24070","21590"
"Leaver CS","2021","20-29","White","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","London","Female","60","[c]","35250","33850"
"Leaver CS","2021","30-39","Asian","London","Male","45","[c]","37500","34830"
"Leaver CS","2021","30-39","Asian","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Outside London","Female","60","[c]","26120","22240"
"Leaver CS","2021","30-39","Asian","Outside London","Male","75","[c]","28140","26890"
"Leaver CS","2021","30-39","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Outside London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Outside London","Female","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Outside London","Female","50","[c]","27330","24840"
"Leaver CS","2021","30-39","Undeclared","Outside London","Male","55","[c]","33860","31360"
"Leaver CS","2021","30-39","Undeclared","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","London","Female","145","[c]","39420","31970"
"Leaver CS","2021","30-39","Unknown","London","Male","155","[c]","42810","40050"
"Leaver CS","2021","30-39","Unknown","Outside London","Female","435","[c]","28070","27130"
"Leaver CS","2021","30-39","Unknown","Outside London","Male","415","[c]","29510","27570"
"Leaver CS","2021","30-39","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Female","65","[c]","[c]","[c]"
"Leaver CS","2021","30-39","Unknown","Unknown","Male","55","[c]","32700","29150"
"Leaver CS","2021","30-39","White","London","Female","235","[c]","44970","42760"
"Leaver CS","2021","30-39","White","London","Male","215","[c]","48440","50000"
"Leaver CS","2021","30-39","White","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Outside London","Female","895","[c]","28220","25010"
"Leaver CS","2021","30-39","White","Outside London","Male","750","[c]","31200","28000"
"Leaver CS","2021","30-39","White","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Overseas","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","30-39","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","London","Female","45","[c]","45360","38850"
"Leaver CS","2021","40-49","Asian","London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Outside London","Female","65","[c]","30980","24250"
"Leaver CS","2021","40-49","Asian","Outside London","Male","50","[c]","35830","36960"
"Leaver CS","2021","40-49","Asian","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Outside London","Male","35","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","40-49","Chinese","Outside London","Female","[c]","[c]","[c]","[c]"
