"Status","Year","Organisation","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","400","375","30290","28170"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","250","245","34010","30110"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Female","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Female","205","190","43130","38130"
"In post","2021","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","Veterinarian","Male","145","140","46360","46160"
"In post","2021","Attorney General's Office","Attorney General's Departments","Communications","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Legal","Female","10","5","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Legal","Male","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Other","Female","10","10","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Attorney General's Office","Attorney General's Departments","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Other","Male","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Female","20","20","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Policy","Male","10","10","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Female","4975","4830","44360","35590"
"In post","2021","Cabinet Office (excl. agencies)","Cabinet Office","Unknown","Male","4370","4335","49330","40600"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Female","10","10","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Commercial","Male","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Corporate Finance","Female","10","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","40","35","32150","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Female","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Other","Male","5","5","[c]","[c]"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","210","195","30970","29270"
"In post","2021","Centre for Environment, Fisheries and Aquaculture Science","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","270","260","35860","30660"
"In post","2021","Charity Commission","Charity Commission","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Communications","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Communications","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Counter Fraud","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Counter Fraud","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Digital, Data and Technology","Male","30","30","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Human Resources","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Intelligence Analysis","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Intelligence Analysis","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Legal","Female","20","15","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Legal","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Operational Delivery","Female","30","25","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Operational Delivery","Male","25","25","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Other","Female","10","10","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Other","Male","10","10","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Policy","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Project Delivery","Female","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Charity Commission","Unknown","Female","135","125","32370","29160"
"In post","2021","Charity Commission","Charity Commission","Unknown","Male","85","80","33920","29160"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","Female","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Communications","Male","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Female","75","75","36690","36440"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Male","180","180","39770","38000"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Female","40","35","29240","24730"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Finance","Male","20","20","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Female","60","55","33220","30530"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Human Resources","Male","25","25","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Female","360","305","24210","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Operational Delivery","Male","215","215","25230","22490"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Other","Male","10","10","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Female","15","15","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Policy","Male","15","15","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Female","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Project Delivery","Male","5","5","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Companies House","Department for Business, Energy and Industrial Strategy","Security","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Commercial","Male","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","Female","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Communications","Male","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Corporate Finance","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","Female","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Digital, Data and Technology","Male","40","40","57630","53530"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","Female","40","40","60440","57850"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Economics","Male","55","50","64140","61650"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","Female","30","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Intelligence Analysis","Male","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","Female","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","Female","75","70","69330","71370"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Legal","Male","55","55","72010","74480"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","Female","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Policy","Male","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Female","205","195","58740","55860"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Project Delivery","Male","175","170","62970","59260"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Competition and Markets Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Legal","Male","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Female","155","140","25810","22570"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Operational Delivery","Male","135","130","25130","22710"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","Criminal Injuries Compensation Authority","Ministry of Justice","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","Female","190","180","33620","33340"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Commercial","Male","180","175","34510","34800"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Communications","Female","15","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Communications","Male","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Digital, Data and Technology","Female","40","40","42800","40000"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Digital, Data and Technology","Male","75","75","40390","35470"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Finance","Female","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Finance","Male","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Human Resources","Female","30","25","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Operational Delivery","Female","100","100","39290","36740"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Operational Delivery","Male","85","85","43160","35420"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Project Delivery","Female","15","15","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Project Delivery","Male","10","10","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Crown Commercial Service","Other Cabinet Office Agencies","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","Female","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Digital, Data and Technology","Male","40","40","39830","36330"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","Female","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Finance","Male","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","Female","20","20","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","Female","15","15","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Knowledge and Information Management","Male","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","Female","425","395","54110","52490"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Legal","Male","175","170","55850","55850"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","Female","950","860","25870","22220"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Operational Delivery","Male","320","310","27670","25410"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","Female","15","15","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Policy","Male","5","5","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","Crown Office and Procurator Fiscal Service","Scottish Government","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Commercial","Female","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Commercial","Male","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Communications","Female","35","35","41500","39750"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Communications","Male","20","20","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","Female","60","60","39230","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Digital, Data and Technology","Male","60","60","40430","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Finance","Female","50","45","30600","30110"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Finance","Male","40","40","35130","30130"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Human Resources","Female","110","105","41450","38180"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Human Resources","Male","35","35","38250","34160"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Legal","Female","1950","1760","53930","54770"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Legal","Male","1240","1200","56630","55610"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","Female","2220","2005","27040","25480"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Operational Delivery","Male","835","820","27910","25820"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Policy","Female","25","25","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Policy","Male","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Security","Female","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service","Attorney General's Departments","Security","Male","15","15","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","Female","5","5","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Legal","Male","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","Female","10","10","[c]","[c]"
"In post","2021","Crown Prosecution Service Inspectorate","Attorney General's Departments","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Digital, Data and Technology","Female","10","10","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Digital, Data and Technology","Male","25","25","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Finance","Male","5","5","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Internal Audit","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Internal Audit","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Legal","Female","[c]","[c]","[c]","[c]"
"In post","2021","Debt Management Office","HM Treasury","Legal","Male","[c]","[c]","[c]","[c]"
