"Status","Year","Age","Disability","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Unknown","125","125","20900","21150"
"In post","2021","20-29","Declared disabled","Analysis","155","155","34040","32540"
"In post","2021","20-29","Declared disabled","Commercial","45","45","31320","29590"
"In post","2021","20-29","Declared disabled","Communications","80","80","30310","27190"
"In post","2021","20-29","Declared disabled","Counter Fraud","45","40","33130","29570"
"In post","2021","20-29","Declared disabled","Debt","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data & Technology","115","115","31820","29320"
"In post","2021","20-29","Declared disabled","Finance","65","65","32060","30200"
"In post","2021","20-29","Declared disabled","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","135","135","31430","28520"
"In post","2021","20-29","Declared disabled","Internal Audit","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Legal","75","75","31120","29280"
"In post","2021","20-29","Declared disabled","No function","2090","2050","28970","27500"
"In post","2021","20-29","Declared disabled","Project Delivery","305","300","31100","28950"
"In post","2021","20-29","Declared disabled","Property","45","40","26650","25880"
"In post","2021","20-29","Declared disabled","Security","50","50","27200","26610"
"In post","2021","20-29","Declared disabled","Unknown","1690","1650","27410","27570"
"In post","2021","20-29","Declared non-disabled","Analysis","1415","1410","36860","34570"
"In post","2021","20-29","Declared non-disabled","Commercial","550","545","31510","30680"
"In post","2021","20-29","Declared non-disabled","Communications","1025","1020","30400","26950"
"In post","2021","20-29","Declared non-disabled","Counter Fraud","605","605","30220","26980"
"In post","2021","20-29","Declared non-disabled","Debt","390","380","21630","20140"
"In post","2021","20-29","Declared non-disabled","Digital, Data & Technology","1060","1050","34180","31810"
"In post","2021","20-29","Declared non-disabled","Finance","770","765","32670","30360"
"In post","2021","20-29","Declared non-disabled","Grants Management","230","230","22390","21050"
"In post","2021","20-29","Declared non-disabled","Human Resources","895","885","30820","28480"
"In post","2021","20-29","Declared non-disabled","Internal Audit","35","35","35080","33300"
"In post","2021","20-29","Declared non-disabled","Legal","945","930","33120","29350"
"In post","2021","20-29","Declared non-disabled","No function","20025","19715","29230","26810"
"In post","2021","20-29","Declared non-disabled","Project Delivery","2910","2890","30610","29540"
"In post","2021","20-29","Declared non-disabled","Property","535","525","27850","26350"
"In post","2021","20-29","Declared non-disabled","Security","710","710","27410","26190"
"In post","2021","20-29","Declared non-disabled","Unknown","14405","14125","27490","27570"
"In post","2021","20-29","Undeclared","Analysis","125","125","37000","33930"
"In post","2021","20-29","Undeclared","Commercial","35","35","32560","29520"
"In post","2021","20-29","Undeclared","Communications","65","65","33250","31810"
"In post","2021","20-29","Undeclared","Counter Fraud","35","35","30430","30810"
"In post","2021","20-29","Undeclared","Debt","20","20","[c]","[c]"
"In post","2021","20-29","Undeclared","Digital, Data & Technology","70","70","33610","31890"
"In post","2021","20-29","Undeclared","Finance","45","45","36030","35750"
"In post","2021","20-29","Undeclared","Grants Management","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Human Resources","40","40","33580","30360"
"In post","2021","20-29","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Legal","15","15","[c]","[c]"
"In post","2021","20-29","Undeclared","No function","1405","1380","31020","29970"
"In post","2021","20-29","Undeclared","Project Delivery","170","170","31100","30270"
"In post","2021","20-29","Undeclared","Property","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Security","25","25","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","685","670","27270","27570"
"In post","2021","20-29","Unknown","Analysis","785","780","34660","32540"
"In post","2021","20-29","Unknown","Commercial","295","290","36370","31980"
"In post","2021","20-29","Unknown","Communications","900","895","29460","25560"
"In post","2021","20-29","Unknown","Counter Fraud","420","420","28430","25560"
"In post","2021","20-29","Unknown","Debt","625","610","20990","20140"
"In post","2021","20-29","Unknown","Digital, Data & Technology","815","810","32620","31800"
"In post","2021","20-29","Unknown","Finance","430","415","30760","29070"
"In post","2021","20-29","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Human Resources","350","350","29380","27500"
"In post","2021","20-29","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Legal","815","810","26980","24590"
"In post","2021","20-29","Unknown","No function","12510","12325","27880","26410"
"In post","2021","20-29","Unknown","Project Delivery","825","820","32300","31440"
"In post","2021","20-29","Unknown","Property","340","330","26140","24560"
"In post","2021","20-29","Unknown","Security","450","450","26490","25680"
"In post","2021","20-29","Unknown","Unknown","3645","3600","28930","27570"
"In post","2021","30-39","Declared disabled","Analysis","160","150","42320","37970"
"In post","2021","30-39","Declared disabled","Commercial","120","115","37470","35530"
"In post","2021","30-39","Declared disabled","Communications","115","110","32630","31810"
"In post","2021","30-39","Declared disabled","Counter Fraud","120","115","32190","31810"
"In post","2021","30-39","Declared disabled","Debt","50","45","21540","20140"
"In post","2021","30-39","Declared disabled","Digital, Data & Technology","230","225","38750","35430"
"In post","2021","30-39","Declared disabled","Finance","125","120","38440","34320"
"In post","2021","30-39","Declared disabled","Grants Management","10","10","[c]","[c]"
"In post","2021","30-39","Declared disabled","Human Resources","205","195","37010","31990"
"In post","2021","30-39","Declared disabled","Internal Audit","15","15","[c]","[c]"
"In post","2021","30-39","Declared disabled","Legal","195","185","43390","43380"
"In post","2021","30-39","Declared disabled","No function","3155","3005","32370","29750"
"In post","2021","30-39","Declared disabled","Project Delivery","500","485","38810","36890"
"In post","2021","30-39","Declared disabled","Property","105","100","33090","30040"
"In post","2021","30-39","Declared disabled","Security","105","105","33850","33300"
"In post","2021","30-39","Declared disabled","Unknown","2935","2725","29530","27570"
"In post","2021","30-39","Declared non-disabled","Analysis","1320","1265","46600","45200"
"In post","2021","30-39","Declared non-disabled","Commercial","870","840","39790","37420"
"In post","2021","30-39","Declared non-disabled","Communications","1435","1385","36370","31810"
"In post","2021","30-39","Declared non-disabled","Counter Fraud","1315","1280","33380","31810"
"In post","2021","30-39","Declared non-disabled","Debt","415","375","22730","20140"
"In post","2021","30-39","Declared non-disabled","Digital, Data & Technology","2155","2105","41550","38630"
"In post","2021","30-39","Declared non-disabled","Finance","1285","1225","41140","38020"
"In post","2021","30-39","Declared non-disabled","Grants Management","345","310","24120","21050"
"In post","2021","30-39","Declared non-disabled","Human Resources","1500","1420","36620","32960"
"In post","2021","30-39","Declared non-disabled","Internal Audit","105","100","42310","40040"
"In post","2021","30-39","Declared non-disabled","Legal","2090","1970","46940","50520"
"In post","2021","30-39","Declared non-disabled","No function","26835","25360","33930","30880"
"In post","2021","30-39","Declared non-disabled","Project Delivery","4380","4250","40640","38630"
"In post","2021","30-39","Declared non-disabled","Property","1035","995","34490","32320"
"In post","2021","30-39","Declared non-disabled","Security","960","950","32680","31150"
"In post","2021","30-39","Declared non-disabled","Unknown","23200","21595","30870","27570"
"In post","2021","30-39","Undeclared","Analysis","100","100","46170","45540"
"In post","2021","30-39","Undeclared","Commercial","75","75","38190","37530"
"In post","2021","30-39","Undeclared","Communications","105","100","36840","33590"
"In post","2021","30-39","Undeclared","Counter Fraud","100","100","34720","31810"
"In post","2021","30-39","Undeclared","Debt","20","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Digital, Data & Technology","155","155","43510","40120"
"In post","2021","30-39","Undeclared","Finance","95","95","43440","40730"
"In post","2021","30-39","Undeclared","Grants Management","5","5","[c]","[c]"
"In post","2021","30-39","Undeclared","Human Resources","100","95","36520","31810"
"In post","2021","30-39","Undeclared","Internal Audit","10","10","[c]","[c]"
"In post","2021","30-39","Undeclared","Legal","80","75","46980","50500"
"In post","2021","30-39","Undeclared","No function","2580","2455","33960","31650"
"In post","2021","30-39","Undeclared","Project Delivery","305","305","41640","39980"
"In post","2021","30-39","Undeclared","Property","65","60","33940","32550"
"In post","2021","30-39","Undeclared","Security","95","95","36090","34770"
"In post","2021","30-39","Undeclared","Unknown","1545","1445","30220","27570"
"In post","2021","30-39","Unknown","Analysis","480","460","43010","38630"
"In post","2021","30-39","Unknown","Commercial","465","450","51510","49700"
"In post","2021","30-39","Unknown","Communications","800","780","34240","31810"
"In post","2021","30-39","Unknown","Counter Fraud","525","515","30860","29570"
"In post","2021","30-39","Unknown","Debt","375","350","21300","20140"
"In post","2021","30-39","Unknown","Digital, Data & Technology","920","905","41100","38500"
"In post","2021","30-39","Unknown","Finance","405","385","39250","36250"
"In post","2021","30-39","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Human Resources","410","390","34830","31560"
"In post","2021","30-39","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Legal","1020","965","38490","33840"
"In post","2021","30-39","Unknown","No function","9465","9030","32160","28840"
"In post","2021","30-39","Unknown","Project Delivery","1115","1085","42720","40000"
"In post","2021","30-39","Unknown","Property","320","305","31140","28870"
"In post","2021","30-39","Unknown","Security","440","435","31880","30890"
"In post","2021","30-39","Unknown","Unknown","3835","3685","35670","31060"
"In post","2021","40-49","Declared disabled","Analysis","130","125","45970","40800"
"In post","2021","40-49","Declared disabled","Commercial","155","150","40060","38210"
"In post","2021","40-49","Declared disabled","Communications","145","140","33580","30730"
"In post","2021","40-49","Declared disabled","Counter Fraud","205","190","31890","31810"
"In post","2021","40-49","Declared disabled","Debt","80","70","22800","21440"
"In post","2021","40-49","Declared disabled","Digital, Data & Technology","275","265","41220","37040"
"In post","2021","40-49","Declared disabled","Finance","225","210","39320","34370"
"In post","2021","40-49","Declared disabled","Grants Management","55","50","24830","21050"
"In post","2021","40-49","Declared disabled","Human Resources","320","300","42050","37640"
"In post","2021","40-49","Declared disabled","Internal Audit","20","20","[c]","[c]"
"In post","2021","40-49","Declared disabled","Legal","350","320","44520","41760"
"In post","2021","40-49","Declared disabled","No function","3880","3625","32410","29300"
"In post","2021","40-49","Declared disabled","Project Delivery","580","565","41940","38630"
"In post","2021","40-49","Declared disabled","Property","180","170","33900","33000"
"In post","2021","40-49","Declared disabled","Security","125","125","35920","35970"
"In post","2021","40-49","Declared disabled","Unknown","5075","4585","29480","27570"
"In post","2021","40-49","Declared non-disabled","Analysis","965","900","50500","49100"
"In post","2021","40-49","Declared non-disabled","Commercial","1005","975","46840","40580"
"In post","2021","40-49","Declared non-disabled","Communications","1110","1050","39380","34900"
"In post","2021","40-49","Declared non-disabled","Counter Fraud","1420","1360","34860","31810"
"In post","2021","40-49","Declared non-disabled","Debt","445","405","24730","21440"
"In post","2021","40-49","Declared non-disabled","Digital, Data & Technology","2520","2450","45500","41630"
"In post","2021","40-49","Declared non-disabled","Finance","1725","1650","43480","38650"
"In post","2021","40-49","Declared non-disabled","Grants Management","515","460","26010","24920"
"In post","2021","40-49","Declared non-disabled","Human Resources","1635","1545","41590","37850"
"In post","2021","40-49","Declared non-disabled","Internal Audit","135","130","47860","44570"
"In post","2021","40-49","Declared non-disabled","Legal","2635","2390","49870","51470"
"In post","2021","40-49","Declared non-disabled","No function","25555","23900","36430","31810"
"In post","2021","40-49","Declared non-disabled","Project Delivery","4770","4615","45130","40900"
"In post","2021","40-49","Declared non-disabled","Property","1440","1375","36340","33300"
"In post","2021","40-49","Declared non-disabled","Security","1055","1040","33560","32380"
"In post","2021","40-49","Declared non-disabled","Unknown","29935","27520","32170","27570"
"In post","2021","40-49","Undeclared","Analysis","70","65","49070","46080"
"In post","2021","40-49","Undeclared","Commercial","90","90","44760","40950"
"In post","2021","40-49","Undeclared","Communications","75","75","39770","31810"
"In post","2021","40-49","Undeclared","Counter Fraud","170","165","36260","31810"
"In post","2021","40-49","Undeclared","Debt","55","50","24300","24120"
"In post","2021","40-49","Undeclared","Digital, Data & Technology","200","195","42470","38760"
"In post","2021","40-49","Undeclared","Finance","135","125","42090","36780"
"In post","2021","40-49","Undeclared","Grants Management","15","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Human Resources","130","125","37840","35790"
"In post","2021","40-49","Undeclared","Internal Audit","15","15","[c]","[c]"
"In post","2021","40-49","Undeclared","Legal","105","100","53980","53440"
"In post","2021","40-49","Undeclared","No function","3165","2985","33770","31650"
"In post","2021","40-49","Undeclared","Project Delivery","395","385","43210","40580"
"In post","2021","40-49","Undeclared","Property","130","120","35570","33300"
"In post","2021","40-49","Undeclared","Security","160","160","36140","37460"
"In post","2021","40-49","Undeclared","Unknown","1925","1805","31260","27570"
"In post","2021","40-49","Unknown","Analysis","260","245","47210","46070"
"In post","2021","40-49","Unknown","Commercial","620","605","60190","55460"
"In post","2021","40-49","Unknown","Communications","500","480","38630","31810"
"In post","2021","40-49","Unknown","Counter Fraud","475","450","31910","31810"
"In post","2021","40-49","Unknown","Debt","270","250","22750","20140"
"In post","2021","40-49","Unknown","Digital, Data & Technology","845","830","44100","40210"
"In post","2021","40-49","Unknown","Finance","395","375","39720","36400"
"In post","2021","40-49","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Human Resources","360","340","36730","32990"
"In post","2021","40-49","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Legal","915","835","42290","38290"
"In post","2021","40-49","Unknown","No function","7050","6615","34330","29460"
"In post","2021","40-49","Unknown","Project Delivery","995","960","47130","43700"
"In post","2021","40-49","Unknown","Property","295","285","32180","28130"
"In post","2021","40-49","Unknown","Security","420","410","33420","36780"
"In post","2021","40-49","Unknown","Unknown","3400","3245","39430","33620"
"In post","2021","50-59","Declared disabled","Analysis","105","95","44810","41990"
"In post","2021","50-59","Declared disabled","Commercial","185","180","41240","38680"
"In post","2021","50-59","Declared disabled","Communications","160","150","32930","28460"
"In post","2021","50-59","Declared disabled","Counter Fraud","335","320","34530","31810"
"In post","2021","50-59","Declared disabled","Debt","130","110","23430","21440"
"In post","2021","50-59","Declared disabled","Digital, Data & Technology","380","365","40290","36980"
"In post","2021","50-59","Declared disabled","Finance","290","265","38290","33700"
"In post","2021","50-59","Declared disabled","Grants Management","60","55","27700","25560"
"In post","2021","50-59","Declared disabled","Human Resources","440","425","40360","36460"
"In post","2021","50-59","Declared disabled","Internal Audit","40","40","45640","43760"
"In post","2021","50-59","Declared disabled","Legal","490","455","44720","43160"
"In post","2021","50-59","Declared disabled","No function","5910","5480","31530","28130"
"In post","2021","50-59","Declared disabled","Project Delivery","950","920","40730","38630"
"In post","2021","50-59","Declared disabled","Property","280","275","38100","33300"
"In post","2021","50-59","Declared disabled","Security","260","260","31920","29010"
"In post","2021","50-59","Declared disabled","Unknown","8425","7635","28760","27570"
"In post","2021","50-59","Declared non-disabled","Analysis","670","640","48370","44950"
"In post","2021","50-59","Declared non-disabled","Commercial","1250","1225","48140","41170"
"In post","2021","50-59","Declared non-disabled","Communications","885","850","37090","31810"
"In post","2021","50-59","Declared non-disabled","Counter Fraud","2025","1925","36180","32100"
"In post","2021","50-59","Declared non-disabled","Debt","715","645","25530","24630"
"In post","2021","50-59","Declared non-disabled","Digital, Data & Technology","2185","2125","43730","40150"
"In post","2021","50-59","Declared non-disabled","Finance","1970","1875","40680","36190"
"In post","2021","50-59","Declared non-disabled","Grants Management","420","395","27670","25190"
"In post","2021","50-59","Declared non-disabled","Human Resources","1840","1770","40540","36030"
"In post","2021","50-59","Declared non-disabled","Internal Audit","245","235","49140","45960"
"In post","2021","50-59","Declared non-disabled","Legal","2780","2590","49200","50520"
"In post","2021","50-59","Declared non-disabled","No function","29825","27915","34850","31180"
"In post","2021","50-59","Declared non-disabled","Project Delivery","5880","5745","44750","40580"
"In post","2021","50-59","Declared non-disabled","Property","2330","2255","37330","33300"
"In post","2021","50-59","Declared non-disabled","Security","1965","1940","32680","29560"
"In post","2021","50-59","Declared non-disabled","Unknown","39790","36690","30970","27570"
"In post","2021","50-59","Undeclared","Analysis","55","55","45490","41760"
"In post","2021","50-59","Undeclared","Commercial","150","150","45690","41770"
"In post","2021","50-59","Undeclared","Communications","90","85","34530","29200"
"In post","2021","50-59","Undeclared","Counter Fraud","255","240","36320","32100"
"In post","2021","50-59","Undeclared","Debt","70","65","25720","24120"
"In post","2021","50-59","Undeclared","Digital, Data & Technology","200","195","40170","38450"
"In post","2021","50-59","Undeclared","Finance","180","170","35960","31810"
"In post","2021","50-59","Undeclared","Grants Management","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Human Resources","190","180","39480","33630"
"In post","2021","50-59","Undeclared","Internal Audit","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Legal","135","125","51290","46530"
"In post","2021","50-59","Undeclared","No function","4965","4650","32950","31650"
"In post","2021","50-59","Undeclared","Project Delivery","690","675","40780","38630"
"In post","2021","50-59","Undeclared","Property","295","285","37250","33300"
"In post","2021","50-59","Undeclared","Security","315","315","34970","39070"
"In post","2021","50-59","Undeclared","Unknown","2600","2460","30410","27570"
"In post","2021","50-59","Unknown","Analysis","140","135","49680","47430"
"In post","2021","50-59","Unknown","Commercial","555","545","59900","53460"
"In post","2021","50-59","Unknown","Communications","300","285","34380","28130"
"In post","2021","50-59","Unknown","Counter Fraud","595","560","33940","31810"
"In post","2021","50-59","Unknown","Debt","340","310","23970","21440"
"In post","2021","50-59","Unknown","Digital, Data & Technology","575","560","45360","40250"
"In post","2021","50-59","Unknown","Finance","380","360","38880","33580"
"In post","2021","50-59","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Human Resources","325","305","36850","33300"
"In post","2021","50-59","Unknown","Internal Audit","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Legal","935","855","38190","29350"
"In post","2021","50-59","Unknown","No function","8080","7485","34090","30080"
"In post","2021","50-59","Unknown","Project Delivery","960","930","46150","41760"
"In post","2021","50-59","Unknown","Property","425","415","32760","28870"
"In post","2021","50-59","Unknown","Security","585","575","32180","33300"
"In post","2021","50-59","Unknown","Unknown","3390","3280","38350","32630"
"In post","2021","60-64","Declared disabled","Analysis","20","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Commercial","50","45","39770","33740"
"In post","2021","60-64","Declared disabled","Communications","40","30","26380","25560"
"In post","2021","60-64","Declared disabled","Counter Fraud","90","65","33600","31810"
"In post","2021","60-64","Declared disabled","Debt","65","50","23710","21440"
"In post","2021","60-64","Declared disabled","Digital, Data & Technology","60","50","39330","33970"
"In post","2021","60-64","Declared disabled","Finance","80","70","35570","31810"
"In post","2021","60-64","Declared disabled","Grants Management","20","20","[c]","[c]"
"In post","2021","60-64","Declared disabled","Human Resources","95","80","34440","31640"
"In post","2021","60-64","Declared disabled","Internal Audit","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Legal","105","90","46970","50300"
"In post","2021","60-64","Declared disabled","No function","1910","1545","28860","26150"
"In post","2021","60-64","Declared disabled","Project Delivery","230","200","39330","37510"
"In post","2021","60-64","Declared disabled","Property","100","85","32160","30900"
"In post","2021","60-64","Declared disabled","Security","85","75","28690","22650"
"In post","2021","60-64","Declared disabled","Unknown","2565","2040","27330","27570"
"In post","2021","60-64","Declared non-disabled","Analysis","125","105","43540","39850"
"In post","2021","60-64","Declared non-disabled","Commercial","245","220","44430","40580"
"In post","2021","60-64","Declared non-disabled","Communications","205","180","33060","29180"
"In post","2021","60-64","Declared non-disabled","Counter Fraud","460","350","35200","32260"
"In post","2021","60-64","Declared non-disabled","Debt","250","190","25030","24120"
"In post","2021","60-64","Declared non-disabled","Digital, Data & Technology","460","405","40500","38450"
"In post","2021","60-64","Declared non-disabled","Finance","425","365","37380","32350"
"In post","2021","60-64","Declared non-disabled","Grants Management","135","115","25200","21050"
"In post","2021","60-64","Declared non-disabled","Human Resources","360","300","37310","32250"
"In post","2021","60-64","Declared non-disabled","Internal Audit","45","40","42830","43860"
"In post","2021","60-64","Declared non-disabled","Legal","540","450","48270","50570"
"In post","2021","60-64","Declared non-disabled","No function","8190","6675","31640","27130"
"In post","2021","60-64","Declared non-disabled","Project Delivery","1340","1205","42120","38640"
"In post","2021","60-64","Declared non-disabled","Property","720","650","35420","33300"
"In post","2021","60-64","Declared non-disabled","Security","505","460","27760","20920"
"In post","2021","60-64","Declared non-disabled","Unknown","11070","8945","28940","27570"
"In post","2021","60-64","Undeclared","Analysis","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","Commercial","25","25","[c]","[c]"
"In post","2021","60-64","Undeclared","Communications","20","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Counter Fraud","70","55","36080","31810"
"In post","2021","60-64","Undeclared","Debt","30","20","[c]","[c]"
"In post","2021","60-64","Undeclared","Digital, Data & Technology","35","30","40420","37230"
"In post","2021","60-64","Undeclared","Finance","45","40","37300","31280"
"In post","2021","60-64","Undeclared","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Human Resources","35","30","32070","28130"
"In post","2021","60-64","Undeclared","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Undeclared","Legal","35","30","48550","46210"
"In post","2021","60-64","Undeclared","No function","1295","1005","30110","27680"
"In post","2021","60-64","Undeclared","Project Delivery","190","170","37940","36460"
"In post","2021","60-64","Undeclared","Property","75","65","36590","32180"
"In post","2021","60-64","Undeclared","Security","75","70","30870","27180"
"In post","2021","60-64","Undeclared","Unknown","665","580","28730","27370"
"In post","2021","60-64","Unknown","Analysis","30","25","[c]","[c]"
"In post","2021","60-64","Unknown","Commercial","80","70","51430","49840"
"In post","2021","60-64","Unknown","Communications","45","40","36510","28130"
"In post","2021","60-64","Unknown","Counter Fraud","165","125","33160","31810"
"In post","2021","60-64","Unknown","Debt","105","80","23730","21440"
"In post","2021","60-64","Unknown","Digital, Data & Technology","115","105","43900","36160"
"In post","2021","60-64","Unknown","Finance","100","85","34700","29630"
"In post","2021","60-64","Unknown","Grants Management","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Human Resources","60","55","31980","27360"
"In post","2021","60-64","Unknown","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Legal","265","215","33370","24120"
"In post","2021","60-64","Unknown","No function","2165","1705","31010","25560"
"In post","2021","60-64","Unknown","Project Delivery","220","195","39670","38630"
"In post","2021","60-64","Unknown","Property","160","150","29380","26050"
"In post","2021","60-64","Unknown","Security","125","110","28830","21580"
"In post","2021","60-64","Unknown","Unknown","850","785","34500","29190"
"In post","2021","65+","Declared disabled","Analysis","10","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Commercial","15","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Communications","10","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Counter Fraud","30","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Debt","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Digital, Data & Technology","15","15","[c]","[c]"
"In post","2021","65+","Declared disabled","Finance","30","25","32830","28530"
"In post","2021","65+","Declared disabled","Grants Management","5","5","[c]","[c]"
"In post","2021","65+","Declared disabled","Human Resources","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","65+","Declared disabled","Legal","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","No function","550","410","27880","24370"
"In post","2021","65+","Declared disabled","Project Delivery","65","55","36790","36310"
"In post","2021","65+","Declared disabled","Property","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Security","25","20","[c]","[c]"
"In post","2021","65+","Declared disabled","Unknown","795","580","26700","26120"
"In post","2021","65+","Declared non-disabled","Analysis","40","30","44750","38660"
"In post","2021","65+","Declared non-disabled","Commercial","55","45","40980","33630"
"In post","2021","65+","Declared non-disabled","Communications","60","50","32140","28130"
"In post","2021","65+","Declared non-disabled","Counter Fraud","100","70","33950","32520"
"In post","2021","65+","Declared non-disabled","Debt","80","60","26260","25630"
"In post","2021","65+","Declared non-disabled","Digital, Data & Technology","125","100","42800","36320"
