"Status","Year","Age","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","LGBO","100","100","35680","34220"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Undeclared","85","85","34330","34770"
"In post","2021","20-29","Foreign, Commonwealth and Development Office","Unknown","320","315","36200","34770"
"In post","2021","20-29","HM Land Registry","Heterosexual / straight","545","535","25540","22350"
"In post","2021","20-29","HM Land Registry","LGBO","50","45","25420","22350"
"In post","2021","20-29","HM Land Registry","Undeclared","30","30","[c]","[c]"
"In post","2021","20-29","HM Land Registry","Unknown","490","480","25220","22350"
"In post","2021","20-29","HM Revenue and Customs","Heterosexual / straight","4715","4610","28140","25560"
"In post","2021","20-29","HM Revenue and Customs","LGBO","545","535","27490","25560"
"In post","2021","20-29","HM Revenue and Customs","Undeclared","310","305","29860","25560"
"In post","2021","20-29","HM Revenue and Customs","Unknown","4760","4650","25330","24310"
"In post","2021","20-29","HM Treasury","Heterosexual / straight","765","765","38580","32960"
"In post","2021","20-29","HM Treasury","LGBO","85","85","40350","33820"
"In post","2021","20-29","HM Treasury","Undeclared","150","150","37080","32470"
"In post","2021","20-29","HM Treasury","Unknown","45","45","38640","35610"
"In post","2021","20-29","Home Office","Heterosexual / straight","3950","3835","27970","24890"
"In post","2021","20-29","Home Office","LGBO","265","260","29510","24890"
"In post","2021","20-29","Home Office","Undeclared","285","275","30220","25040"
"In post","2021","20-29","Home Office","Unknown","785","775","28960","25630"
"In post","2021","20-29","Ministry of Defence","Heterosexual / straight","5215","5175","28440","27540"
"In post","2021","20-29","Ministry of Defence","LGBO","410","410","28640","27540"
"In post","2021","20-29","Ministry of Defence","Undeclared","415","415","29760","28650"
"In post","2021","20-29","Ministry of Defence","Unknown","1545","1535","28440","27540"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Heterosexual / straight","505","505","36200","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","LGBO","85","85","37770","33210"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Undeclared","50","45","39410","33590"
"In post","2021","20-29","Ministry of Housing, Communities and Local Government","Unknown","85","85","33570","29560"
"In post","2021","20-29","Ministry of Justice","Heterosexual / straight","8985","8865","25990","24920"
"In post","2021","20-29","Ministry of Justice","LGBO","965","955","26180","24920"
"In post","2021","20-29","Ministry of Justice","Undeclared","660","650","26430","25400"
"In post","2021","20-29","Ministry of Justice","Unknown","3430","3380","25190","23970"
"In post","2021","20-29","National Crime Agency","Heterosexual / straight","705","705","31850","32260"
"In post","2021","20-29","National Crime Agency","LGBO","60","60","32350","32260"
"In post","2021","20-29","National Crime Agency","Undeclared","80","80","30470","30640"
"In post","2021","20-29","National Crime Agency","Unknown","90","90","33990","32770"
"In post","2021","20-29","Northern Ireland Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Northern Ireland Office","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Heterosexual / straight","125","125","28710","25880"
"In post","2021","20-29","Office for Standards in Education","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Heterosexual / straight","160","160","29920","26430"
"In post","2021","20-29","Office of Gas and Electricity Markets","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Office of Gas and Electricity Markets","Unknown","145","145","32330","30950"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Qualifications and Examinations Regulation","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Heterosexual / straight","95","95","30620","27770"
"In post","2021","20-29","Other Cabinet Office Agencies","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Other Cabinet Office Agencies","Unknown","55","55","28400","27770"
"In post","2021","20-29","Scotland Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Scotland Office","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Scottish Government","Heterosexual / straight","1720","1690","28390","26570"
"In post","2021","20-29","Scottish Government","LGBO","235","230","28700","27150"
"In post","2021","20-29","Scottish Government","Undeclared","305","300","25890","22820"
"In post","2021","20-29","Scottish Government","Unknown","1215","1190","26470","25870"
"In post","2021","20-29","The National Archives","Heterosexual / straight","40","40","26350","23560"
"In post","2021","20-29","The National Archives","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","The National Archives","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","The National Archives","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Heterosexual / straight","55","55","35300","33000"
"In post","2021","20-29","UK Export Finance","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","UK Supreme Court","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","United Kingdom Statistics Authority","Heterosexual / straight","675","655","30660","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","LGBO","90","90","30680","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Undeclared","40","40","30200","29540"
"In post","2021","20-29","United Kingdom Statistics Authority","Unknown","420","410","28370","29540"
"In post","2021","20-29","Wales Office","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Water Services Regulation Authority","Unknown","15","15","[c]","[c]"
"In post","2021","20-29","Welsh Government","Heterosexual / straight","435","425","26920","23830"
"In post","2021","20-29","Welsh Government","LGBO","30","30","29590","26290"
"In post","2021","20-29","Welsh Government","Undeclared","35","35","27670","26290"
"In post","2021","20-29","Welsh Government","Unknown","55","55","25550","23830"
"In post","2021","30-39","Attorney General's Departments","Heterosexual / straight","1605","1505","44470","49580"
"In post","2021","30-39","Attorney General's Departments","LGBO","105","105","44400","50500"
"In post","2021","30-39","Attorney General's Departments","Undeclared","95","95","47590","51120"
"In post","2021","30-39","Attorney General's Departments","Unknown","360","340","46510","51220"
"In post","2021","30-39","Cabinet Office","Heterosexual / straight","1285","1255","48490","54700"
"In post","2021","30-39","Cabinet Office","LGBO","145","140","48980","54700"
"In post","2021","30-39","Cabinet Office","Undeclared","135","135","49460","54700"
"In post","2021","30-39","Cabinet Office","Unknown","805","790","49970","51560"
"In post","2021","30-39","Chancellor's other departments","Heterosexual / straight","85","80","60030","55000"
"In post","2021","30-39","Chancellor's other departments","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Heterosexual / straight","65","65","34180","29160"
"In post","2021","30-39","Charity Commission","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Charity Commission","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Charity Commission","Unknown","30","30","35050","30140"
"In post","2021","30-39","Competition and Markets Authority","Heterosexual / straight","260","250","59590","56630"
"In post","2021","30-39","Competition and Markets Authority","LGBO","20","20","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Competition and Markets Authority","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","1765","1705","45440","42560"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","LGBO","210","210","45470","40860"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Undeclared","240","230","46930","49310"
"In post","2021","30-39","Department for Business, Energy and Industrial Strategy","Unknown","1220","1175","36550","36730"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Heterosexual / straight","415","405","52750","52130"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","LGBO","70","70","49710","51730"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Undeclared","35","35","52820","52300"
"In post","2021","30-39","Department for Digital, Culture, Media and Sport","Unknown","85","85","52930","52130"
"In post","2021","30-39","Department for Education","Heterosexual / straight","1480","1415","43330","40400"
"In post","2021","30-39","Department for Education","LGBO","135","135","44930","45190"
"In post","2021","30-39","Department for Education","Undeclared","160","155","45410","49860"
"In post","2021","30-39","Department for Education","Unknown","360","345","46070","44100"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Heterosexual / straight","1520","1435","37020","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","LGBO","150","145","39590","36970"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Undeclared","150","150","36860","35900"
"In post","2021","30-39","Department for Environment, Food and Rural Affairs","Unknown","665","625","34130","30040"
"In post","2021","30-39","Department for International Trade","Heterosexual / straight","415","410","49830","51970"
"In post","2021","30-39","Department for International Trade","LGBO","50","50","51490","51970"
"In post","2021","30-39","Department for International Trade","Undeclared","45","45","50090","51970"
"In post","2021","30-39","Department for International Trade","Unknown","230","230","49130","51970"
"In post","2021","30-39","Department for Transport","Heterosexual / straight","2420","2260","33500","27250"
"In post","2021","30-39","Department for Transport","LGBO","175","170","35250","30730"
"In post","2021","30-39","Department for Transport","Undeclared","455","410","29570","26130"
"In post","2021","30-39","Department for Transport","Unknown","635","595","32740","26700"
"In post","2021","30-39","Department for Work and Pensions","Heterosexual / straight","9975","9220","27970","27570"
"In post","2021","30-39","Department for Work and Pensions","LGBO","835","810","28580","27570"
"In post","2021","30-39","Department for Work and Pensions","Undeclared","910","845","28410","27570"
"In post","2021","30-39","Department for Work and Pensions","Unknown","3440","3030","27320","27570"
"In post","2021","30-39","Department of Health and Social Care","Heterosexual / straight","1755","1650","42030","39510"
"In post","2021","30-39","Department of Health and Social Care","LGBO","110","110","44240","40650"
"In post","2021","30-39","Department of Health and Social Care","Undeclared","210","195","43250","40070"
"In post","2021","30-39","Department of Health and Social Care","Unknown","705","680","46660","44710"
"In post","2021","30-39","ESTYN","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","30-39","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Heterosexual / straight","205","200","38220","37910"
"In post","2021","30-39","Food Standards Agency","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Undeclared","20","20","[c]","[c]"
"In post","2021","30-39","Food Standards Agency","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Heterosexual / straight","1505","1480","46060","44230"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","LGBO","155","155","47440","50460"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Undeclared","155","155","47780","46750"
"In post","2021","30-39","Foreign, Commonwealth and Development Office","Unknown","520","510","48280","52430"
"In post","2021","30-39","HM Land Registry","Heterosexual / straight","475","445","30650","27130"
"In post","2021","30-39","HM Land Registry","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","HM Land Registry","Undeclared","40","35","30940","27130"
"In post","2021","30-39","HM Land Registry","Unknown","365","345","28820","22350"
"In post","2021","30-39","HM Revenue and Customs","Heterosexual / straight","7955","7565","32450","31810"
"In post","2021","30-39","HM Revenue and Customs","LGBO","605","590","32950","31810"
"In post","2021","30-39","HM Revenue and Customs","Undeclared","685","650","32290","31810"
"In post","2021","30-39","HM Revenue and Customs","Unknown","4740","4470","28820","25560"
"In post","2021","30-39","HM Treasury","Heterosexual / straight","540","525","55850","56850"
"In post","2021","30-39","HM Treasury","LGBO","55","50","54550","56750"
"In post","2021","30-39","HM Treasury","Undeclared","90","85","52890","54950"
"In post","2021","30-39","HM Treasury","Unknown","55","55","53090","55330"
"In post","2021","30-39","Home Office","Heterosexual / straight","7120","6685","31800","26820"
"In post","2021","30-39","Home Office","LGBO","370","360","31940","25660"
"In post","2021","30-39","Home Office","Undeclared","665","635","33800","28670"
"In post","2021","30-39","Home Office","Unknown","425","415","33210","25630"
"In post","2021","30-39","Ministry of Defence","Heterosexual / straight","7580","7295","34780","33300"
"In post","2021","30-39","Ministry of Defence","LGBO","380","375","33900","33290"
"In post","2021","30-39","Ministry of Defence","Undeclared","815","795","36300","36110"
"In post","2021","30-39","Ministry of Defence","Unknown","1730","1675","36190","34460"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Heterosexual / straight","670","650","46230","48200"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","LGBO","60","60","48300","48200"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Undeclared","40","40","47860","53130"
"In post","2021","30-39","Ministry of Housing, Communities and Local Government","Unknown","95","90","41320","39600"
"In post","2021","30-39","Ministry of Justice","Heterosexual / straight","13145","12385","29230","26850"
"In post","2021","30-39","Ministry of Justice","LGBO","1065","1055","29780","27150"
"In post","2021","30-39","Ministry of Justice","Undeclared","1290","1225","29770","27380"
"In post","2021","30-39","Ministry of Justice","Unknown","2780","2625","28870","26410"
"In post","2021","30-39","National Crime Agency","Heterosexual / straight","990","965","37970","36740"
"In post","2021","30-39","National Crime Agency","LGBO","65","65","36470","36410"
"In post","2021","30-39","National Crime Agency","Undeclared","75","75","38270","36410"
"In post","2021","30-39","National Crime Agency","Unknown","145","135","40620","37590"
"In post","2021","30-39","Northern Ireland Office","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Northern Ireland Office","Unknown","20","20","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","Heterosexual / straight","315","300","42290","39460"
"In post","2021","30-39","Office for Standards in Education","LGBO","35","35","46400","39850"
"In post","2021","30-39","Office for Standards in Education","Undeclared","25","25","[c]","[c]"
"In post","2021","30-39","Office for Standards in Education","Unknown","30","30","30050","25880"
"In post","2021","30-39","Office of Gas and Electricity Markets","Heterosexual / straight","160","160","45070","40000"
