"Status","Year","Age","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","50-59","Planning","Outside London","Female","15","10","[c]","[c]"
"In post","2021","50-59","Planning","Outside London","Male","10","10","[c]","[c]"
"In post","2021","50-59","Planning Inspectors","Outside London","Female","55","50","59190","58810"
"In post","2021","50-59","Planning Inspectors","Outside London","Male","65","65","59240","58810"
"In post","2021","50-59","Policy","London","Female","1510","1455","50200","45830"
"In post","2021","50-59","Policy","London","Male","1615","1600","55410","54590"
"In post","2021","50-59","Policy","Outside London","Female","1180","1125","42710","37700"
"In post","2021","50-59","Policy","Outside London","Male","805","795","47830","47000"
"In post","2021","50-59","Policy","Overseas","Female","150","150","58600","57010"
"In post","2021","50-59","Policy","Overseas","Male","260","260","60950","60080"
"In post","2021","50-59","Policy","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Project Delivery","London","Female","480","465","52440","46110"
"In post","2021","50-59","Project Delivery","London","Male","475","470","57610","55830"
"In post","2021","50-59","Project Delivery","Outside London","Female","1845","1775","40210","38550"
"In post","2021","50-59","Project Delivery","Outside London","Male","1975","1950","45770","41450"
"In post","2021","50-59","Project Delivery","Overseas","Female","15","15","[c]","[c]"
"In post","2021","50-59","Project Delivery","Overseas","Male","30","30","[c]","[c]"
"In post","2021","50-59","Project Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2021","50-59","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","London","Female","165","155","41540","36140"
"In post","2021","50-59","Property","London","Male","250","245","49520","49320"
"In post","2021","50-59","Property","Outside London","Female","825","780","33990","32100"
"In post","2021","50-59","Property","Outside London","Male","1300","1285","38200","34610"
"In post","2021","50-59","Property","Overseas","Female","10","10","[c]","[c]"
"In post","2021","50-59","Property","Overseas","Male","65","65","40880","40580"
"In post","2021","50-59","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Property","Unknown","Male","5","5","[c]","[c]"
"In post","2021","50-59","Psychology","London","Female","5","5","[c]","[c]"
"In post","2021","50-59","Psychology","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Psychology","Outside London","Female","105","100","38400","28600"
"In post","2021","50-59","Psychology","Outside London","Male","35","30","39150","31180"
"In post","2021","50-59","Science and Engineering","London","Female","145","130","52890","48860"
"In post","2021","50-59","Science and Engineering","London","Male","155","150","55770","53830"
"In post","2021","50-59","Science and Engineering","Outside London","Female","705","645","41560","39650"
"In post","2021","50-59","Science and Engineering","Outside London","Male","2595","2560","41850","41290"
"In post","2021","50-59","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Science and Engineering","Overseas","Male","20","20","[c]","[c]"
"In post","2021","50-59","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Science and Engineering","Unknown","Male","25","25","[c]","[c]"
"In post","2021","50-59","Security","London","Female","120","115","41260","36340"
"In post","2021","50-59","Security","London","Male","265","265","37300","35270"
"In post","2021","50-59","Security","Outside London","Female","415","400","30140","26670"
"In post","2021","50-59","Security","Outside London","Male","2165","2150","32170","31810"
"In post","2021","50-59","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Overseas","Male","35","35","39180","34350"
"In post","2021","50-59","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Social Research","London","Female","30","25","[c]","[c]"
"In post","2021","50-59","Social Research","London","Male","15","15","[c]","[c]"
"In post","2021","50-59","Social Research","Outside London","Female","60","55","45580","47000"
"In post","2021","50-59","Social Research","Outside London","Male","30","30","[c]","[c]"
"In post","2021","50-59","Statistics","London","Female","35","35","57530","59160"
"In post","2021","50-59","Statistics","London","Male","90","85","53590","50400"
"In post","2021","50-59","Statistics","Outside London","Female","70","65","42910","39850"
"In post","2021","50-59","Statistics","Outside London","Male","95","90","45390","39850"
"In post","2021","50-59","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Tax","London","Female","450","430","41080","36240"
"In post","2021","50-59","Tax","London","Male","455","450","45430","39800"
"In post","2021","50-59","Tax","Outside London","Female","1910","1770","34220","31810"
"In post","2021","50-59","Tax","Outside London","Male","1755","1710","37080","32100"
"In post","2021","50-59","Unknown","London","Female","2660","2480","37710","31090"
"In post","2021","50-59","Unknown","London","Male","1655","1635","47490","35590"
"In post","2021","50-59","Unknown","Outside London","Female","22325","19635","28600","27570"
"In post","2021","50-59","Unknown","Outside London","Male","11375","11005","31910","27570"
"In post","2021","50-59","Unknown","Overseas","Female","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Overseas","Male","50","50","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","Female","245","225","33150","27570"
"In post","2021","50-59","Unknown","Unknown","Male","110","110","36160","31060"
"In post","2021","50-59","Veterinarian","London","Female","5","5","[c]","[c]"
"In post","2021","50-59","Veterinarian","London","Male","10","10","[c]","[c]"
"In post","2021","50-59","Veterinarian","Outside London","Female","55","50","50230","51540"
"In post","2021","50-59","Veterinarian","Outside London","Male","45","45","53580","52640"
"In post","2021","60-64","Commercial","London","Female","30","25","[c]","[c]"
"In post","2021","60-64","Commercial","London","Male","30","30","50990","52670"
"In post","2021","60-64","Commercial","Outside London","Female","120","100","38090","36750"
"In post","2021","60-64","Commercial","Outside London","Male","130","115","44710","42170"
"In post","2021","60-64","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","London","Female","20","20","[c]","[c]"
"In post","2021","60-64","Communications","London","Male","20","20","[c]","[c]"
"In post","2021","60-64","Communications","Outside London","Female","40","35","35700","30160"
"In post","2021","60-64","Communications","Outside London","Male","45","40","33150","30700"
"In post","2021","60-64","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Corporate Finance","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Counter Fraud","London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Counter Fraud","London","Male","25","25","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Outside London","Female","15","15","[c]","[c]"
"In post","2021","60-64","Counter Fraud","Outside London","Male","40","35","36100","36060"
"In post","2021","60-64","Digital, Data and Technology","London","Female","40","40","43270","38160"
"In post","2021","60-64","Digital, Data and Technology","London","Male","110","110","53070","49120"
"In post","2021","60-64","Digital, Data and Technology","Outside London","Female","190","155","37390","33350"
"In post","2021","60-64","Digital, Data and Technology","Outside London","Male","355","325","41280","38630"
"In post","2021","60-64","Digital, Data and Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data and Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data and Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Economics","London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","London","Female","70","60","41850","36190"
"In post","2021","60-64","Finance","London","Male","75","75","51170","45960"
"In post","2021","60-64","Finance","Outside London","Female","275","220","31390","26750"
"In post","2021","60-64","Finance","Outside London","Male","180","160","40100","38630"
"In post","2021","60-64","Finance","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","London","Female","70","65","46260","43090"
"In post","2021","60-64","Human Resources","London","Male","40","35","52500","46100"
"In post","2021","60-64","Human Resources","Outside London","Female","230","185","32770","29870"
"In post","2021","60-64","Human Resources","Outside London","Male","120","105","36070","31470"
"In post","2021","60-64","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Inspector of Education and Training","London","Female","15","15","[c]","[c]"
"In post","2021","60-64","Inspector of Education and Training","London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Inspector of Education and Training","Outside London","Female","45","45","65210","51360"
"In post","2021","60-64","Inspector of Education and Training","Outside London","Male","25","20","[c]","[c]"
"In post","2021","60-64","Intelligence Analysis","London","Female","25","20","[c]","[c]"
"In post","2021","60-64","Intelligence Analysis","London","Male","55","45","41900","39420"
"In post","2021","60-64","Intelligence Analysis","Outside London","Female","30","25","28400","27380"
"In post","2021","60-64","Intelligence Analysis","Outside London","Male","70","60","31120","28350"
"In post","2021","60-64","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","London","Male","15","15","[c]","[c]"
"In post","2021","60-64","Internal Audit","Outside London","Female","20","20","[c]","[c]"
"In post","2021","60-64","Internal Audit","Outside London","Male","20","20","[c]","[c]"
"In post","2021","60-64","Internal Audit","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","International Trade","London","Female","10","5","[c]","[c]"
"In post","2021","60-64","International Trade","London","Male","20","20","[c]","[c]"
"In post","2021","60-64","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","International Trade","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","International Trade","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Knowledge and Information Management","London","Female","25","25","[c]","[c]"
"In post","2021","60-64","Knowledge and Information Management","London","Male","25","25","[c]","[c]"
"In post","2021","60-64","Knowledge and Information Management","Outside London","Female","80","70","30200","26720"
"In post","2021","60-64","Knowledge and Information Management","Outside London","Male","55","50","34690","33620"
"In post","2021","60-64","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Legal","London","Female","105","90","61400","62590"
"In post","2021","60-64","Legal","London","Male","120","105","58390","59910"
"In post","2021","60-64","Legal","Outside London","Female","225","180","46750","46400"
"In post","2021","60-64","Legal","Outside London","Male","250","195","47170","48080"
"In post","2021","60-64","Medicine","London","Female","25","20","[c]","[c]"
"In post","2021","60-64","Medicine","London","Male","15","15","[c]","[c]"
"In post","2021","60-64","Medicine","Outside London","Female","115","95","47790","37890"
"In post","2021","60-64","Medicine","Outside London","Male","75","60","77670","79040"
"In post","2021","60-64","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Operational Delivery","London","Female","1100","955","30680","26630"
"In post","2021","60-64","Operational Delivery","London","Male","925","825","34970","30780"
"In post","2021","60-64","Operational Delivery","Outside London","Female","6925","5290","24910","21590"
"In post","2021","60-64","Operational Delivery","Outside London","Male","5685","4570","29150","27160"
"In post","2021","60-64","Operational Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Operational Delivery","Overseas","Female","5","5","[c]","[c]"
"In post","2021","60-64","Operational Delivery","Overseas","Male","15","15","[c]","[c]"
"In post","2021","60-64","Operational Delivery","Unknown","Female","5","5","[c]","[c]"
"In post","2021","60-64","Operational Delivery","Unknown","Male","15","15","[c]","[c]"
"In post","2021","60-64","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Operational Research","London","Male","10","10","[c]","[c]"
"In post","2021","60-64","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Operational Research","Outside London","Male","30","25","50800","49920"
"In post","2021","60-64","Other","London","Female","180","165","35250","29080"
"In post","2021","60-64","Other","London","Male","170","150","40230","30720"
"In post","2021","60-64","Other","Outside London","Female","880","790","25010","21580"
"In post","2021","60-64","Other","Outside London","Male","1305","1235","29290","26670"
"In post","2021","60-64","Other","Overseas","Female","10","10","[c]","[c]"
"In post","2021","60-64","Other","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Other","Unknown","Male","125","125","39460","35380"
"In post","2021","60-64","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Planning Inspectors","Outside London","Female","10","5","[c]","[c]"
"In post","2021","60-64","Planning Inspectors","Outside London","Male","25","20","[c]","[c]"
"In post","2021","60-64","Policy","London","Female","270","255","44860","40050"
"In post","2021","60-64","Policy","London","Male","285","260","54240","52290"
"In post","2021","60-64","Policy","Outside London","Female","190","165","39310","35910"
"In post","2021","60-64","Policy","Outside London","Male","150","130","47530","42480"
"In post","2021","60-64","Policy","Overseas","Female","15","15","[c]","[c]"
"In post","2021","60-64","Policy","Overseas","Male","40","40","70180","70410"
"In post","2021","60-64","Project Delivery","London","Female","70","65","42960","39280"
"In post","2021","60-64","Project Delivery","London","Male","95","85","52330","45200"
"In post","2021","60-64","Project Delivery","Outside London","Female","300","260","36090","33630"
"In post","2021","60-64","Project Delivery","Outside London","Male","500","455","44120","40580"
"In post","2021","60-64","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Overseas","Male","5","5","[c]","[c]"
"In post","2021","60-64","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","London","Female","45","40","39500","32420"
"In post","2021","60-64","Property","London","Male","75","70","50910","47030"
"In post","2021","60-64","Property","Outside London","Female","180","155","30270","26930"
"In post","2021","60-64","Property","Outside London","Male","490","450","35670","33300"
"In post","2021","60-64","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Overseas","Male","25","25","[c]","[c]"
"In post","2021","60-64","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Psychology","Outside London","Female","10","10","[c]","[c]"
"In post","2021","60-64","Psychology","Outside London","Male","10","5","[c]","[c]"
"In post","2021","60-64","Science and Engineering","London","Female","30","25","[c]","[c]"
"In post","2021","60-64","Science and Engineering","London","Male","45","40","52120","46000"
"In post","2021","60-64","Science and Engineering","Outside London","Female","130","110","38130","33510"
"In post","2021","60-64","Science and Engineering","Outside London","Male","845","770","39830","38300"
"In post","2021","60-64","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Science and Engineering","Overseas","Male","15","15","[c]","[c]"
"In post","2021","60-64","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Science and Engineering","Unknown","Male","10","10","[c]","[c]"
"In post","2021","60-64","Security","London","Female","15","15","[c]","[c]"
"In post","2021","60-64","Security","London","Male","80","80","37730","35060"
"In post","2021","60-64","Security","Outside London","Female","60","50","24710","21030"
"In post","2021","60-64","Security","Outside London","Male","595","540","26350","20240"
"In post","2021","60-64","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Security","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Social Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Social Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Social Research","Outside London","Female","10","10","[c]","[c]"
"In post","2021","60-64","Social Research","Outside London","Male","10","5","[c]","[c]"
"In post","2021","60-64","Statistics","London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Statistics","London","Male","20","15","[c]","[c]"
"In post","2021","60-64","Statistics","Outside London","Female","5","5","[c]","[c]"
"In post","2021","60-64","Statistics","Outside London","Male","15","15","[c]","[c]"
"In post","2021","60-64","Tax","London","Female","105","85","42150","36590"
"In post","2021","60-64","Tax","London","Male","155","130","48140","39800"
"In post","2021","60-64","Tax","Outside London","Female","475","350","32550","31810"
"In post","2021","60-64","Tax","Outside London","Male","490","370","37530","35000"
"In post","2021","60-64","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","London","Female","625","520","34210","31090"
"In post","2021","60-64","Unknown","London","Male","355","325","43640","31880"
"In post","2021","60-64","Unknown","Outside London","Female","6265","4680","26560","27570"
"In post","2021","60-64","Unknown","Outside London","Male","3170","2675","29480","27570"
"In post","2021","60-64","Unknown","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Overseas","Male","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","Female","60","50","31420","27570"
"In post","2021","60-64","Unknown","Unknown","Male","30","25","[c]","[c]"
"In post","2021","60-64","Veterinarian","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Veterinarian","Outside London","Female","15","10","[c]","[c]"
"In post","2021","60-64","Veterinarian","Outside London","Male","20","20","[c]","[c]"
"In post","2021","65+","Commercial","London","Female","5","5","[c]","[c]"
"In post","2021","65+","Commercial","London","Male","10","10","[c]","[c]"
"In post","2021","65+","Commercial","Outside London","Female","20","15","[c]","[c]"
"In post","2021","65+","Commercial","Outside London","Male","35","30","40150","38600"
"In post","2021","65+","Communications","London","Female","10","5","[c]","[c]"
"In post","2021","65+","Communications","London","Male","5","5","[c]","[c]"
"In post","2021","65+","Communications","Outside London","Female","5","5","[c]","[c]"
"In post","2021","65+","Communications","Outside London","Male","20","15","[c]","[c]"
"In post","2021","65+","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","London","Female","5","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Outside London","Male","10","10","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","London","Female","15","15","[c]","[c]"
"In post","2021","65+","Digital, Data and Technology","London","Male","40","35","53030","49580"
"In post","2021","65+","Digital, Data and Technology","Outside London","Female","35","30","32570","28190"
"In post","2021","65+","Digital, Data and Technology","Outside London","Male","110","90","39350","35900"
"In post","2021","65+","Economics","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Economics","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Economics","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Economics","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","London","Female","20","20","[c]","[c]"
"In post","2021","65+","Finance","London","Male","40","40","41760","42240"
"In post","2021","65+","Finance","Outside London","Female","70","55","27210","25560"
"In post","2021","65+","Finance","Outside London","Male","45","40","36860","31810"
"In post","2021","65+","Human Resources","London","Female","20","15","[c]","[c]"
"In post","2021","65+","Human Resources","London","Male","15","15","[c]","[c]"
"In post","2021","65+","Human Resources","Outside London","Female","50","40","28490","24800"
"In post","2021","65+","Human Resources","Outside London","Male","30","25","34420","33300"
"In post","2021","65+","Inspector of Education and Training","London","Female","5","5","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","Outside London","Female","10","5","[c]","[c]"
"In post","2021","65+","Inspector of Education and Training","Outside London","Male","5","5","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","London","Female","10","5","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","London","Male","20","15","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Intelligence Analysis","Outside London","Male","15","15","[c]","[c]"
"In post","2021","65+","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Outside London","Male","10","5","[c]","[c]"
"In post","2021","65+","International Trade","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","International Trade","London","Male","5","5","[c]","[c]"
"In post","2021","65+","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","London","Female","15","10","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","London","Male","5","5","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","Outside London","Female","25","20","[c]","[c]"
"In post","2021","65+","Knowledge and Information Management","Outside London","Male","25","20","[c]","[c]"
"In post","2021","65+","Legal","London","Female","30","25","[c]","[c]"
"In post","2021","65+","Legal","London","Male","55","40","60690","61010"
"In post","2021","65+","Legal","Outside London","Female","45","30","38610","33550"
"In post","2021","65+","Legal","Outside London","Male","95","65","48450","53630"
"In post","2021","65+","Medicine","London","Female","10","5","[c]","[c]"
"In post","2021","65+","Medicine","London","Male","15","15","[c]","[c]"
"In post","2021","65+","Medicine","Outside London","Female","30","25","54560","36610"
"In post","2021","65+","Medicine","Outside London","Male","25","20","[c]","[c]"
"In post","2021","65+","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","London","Female","505","400","28400","25630"
"In post","2021","65+","Operational Delivery","London","Male","395","325","31510","28670"
"In post","2021","65+","Operational Delivery","Outside London","Female","1845","1290","24010","21440"
"In post","2021","65+","Operational Delivery","Outside London","Male","2010","1475","27400","25400"
"In post","2021","65+","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Operational Research","Outside London","Male","15","10","[c]","[c]"
"In post","2021","65+","Other","London","Female","60","55","29750","27250"
"In post","2021","65+","Other","London","Male","75","65","36960","32520"
"In post","2021","65+","Other","Outside London","Female","255","215","23770","21550"
"In post","2021","65+","Other","Outside London","Male","495","445","28320","25190"
"In post","2021","65+","Other","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Other","Unknown","Male","20","20","[c]","[c]"
"In post","2021","65+","Planning","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Planning Inspectors","Outside London","Female","10","5","[c]","[c]"
"In post","2021","65+","Planning Inspectors","Outside London","Male","35","20","66610","65270"
"In post","2021","65+","Policy","London","Female","70","60","41030","35030"
"In post","2021","65+","Policy","London","Male","80","70","55030","56130"
"In post","2021","65+","Policy","Outside London","Female","50","40","36550","33350"
"In post","2021","65+","Policy","Outside London","Male","45","35","47770","37410"
"In post","2021","65+","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","London","Female","20","20","[c]","[c]"
"In post","2021","65+","Project Delivery","London","Male","30","25","48580","40940"
"In post","2021","65+","Project Delivery","Outside London","Female","60","50","36620","33630"
"In post","2021","65+","Project Delivery","Outside London","Male","135","115","41270","38590"
"In post","2021","65+","Project Delivery","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","London","Female","10","5","[c]","[c]"
"In post","2021","65+","Property","London","Male","35","35","43030","41670"
"In post","2021","65+","Property","Outside London","Female","60","45","26160","26000"
"In post","2021","65+","Property","Outside London","Male","215","190","31610","33130"
"In post","2021","65+","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Psychology","Outside London","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Psychology","Outside London","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","London","Female","15","10","[c]","[c]"
"In post","2021","65+","Science and Engineering","London","Male","20","15","[c]","[c]"
"In post","2021","65+","Science and Engineering","Outside London","Female","45","35","34490","31050"
"In post","2021","65+","Science and Engineering","Outside London","Male","360","285","38880","36310"
"In post","2021","65+","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","65+","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","London","Female","5","5","[c]","[c]"
"In post","2021","65+","Security","London","Male","35","35","35000","26590"
