"Status","Year","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Northern Ireland","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","HEO","25","[c]","33220","31810"
"New entrant CS","2021","Northern Ireland","SCS level","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","SEO","10","[c]","38280","38420"
"New entrant CS","2021","Overseas","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","EO","10","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","HEO","20","[c]","36220","33000"
"New entrant CS","2021","Overseas","SEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","AA","500","[c]","19980","20060"
"New entrant CS","2021","Scotland","AO","1705","[c]","21020","20810"
"New entrant CS","2021","Scotland","EO","1145","[c]","26590","27570"
"New entrant CS","2021","Scotland","G6","60","[c]","69500","66290"
"New entrant CS","2021","Scotland","G7","220","[c]","52380","48930"
"New entrant CS","2021","Scotland","HEO","490","[c]","31650","30650"
"New entrant CS","2021","Scotland","SCS level","20","[c]","98290","95930"
"New entrant CS","2021","Scotland","SEO","330","[c]","39770","38540"
"New entrant CS","2021","Scotland","Unknown","15","[c]","40230","34500"
"New entrant CS","2021","South East (England)","AA","375","[c]","19820","20080"
"New entrant CS","2021","South East (England)","AO","1820","[c]","23460","21570"
"New entrant CS","2021","South East (England)","EO","2245","[c]","27730","27570"
"New entrant CS","2021","South East (England)","G6","30","[c]","72030","68000"
"New entrant CS","2021","South East (England)","G7","165","[c]","55310","52330"
"New entrant CS","2021","South East (England)","HEO","460","[c]","31670","31040"
"New entrant CS","2021","South East (England)","SCS level","20","[c]","91130","90000"
"New entrant CS","2021","South East (England)","SEO","260","[c]","38690","38650"
"New entrant CS","2021","South East (England)","Unknown","245","[c]","23940","22920"
"New entrant CS","2021","South West (England)","AA","290","[c]","19110","19560"
"New entrant CS","2021","South West (England)","AO","1340","[c]","21440","21010"
"New entrant CS","2021","South West (England)","EO","1585","[c]","26110","27570"
"New entrant CS","2021","South West (England)","G6","50","[c]","71530","69610"
"New entrant CS","2021","South West (England)","G7","240","[c]","53890","53000"
"New entrant CS","2021","South West (England)","HEO","685","[c]","30950","30460"
"New entrant CS","2021","South West (England)","SCS level","30","[c]","92370","90000"
"New entrant CS","2021","South West (England)","SEO","490","[c]","39980","40000"
"New entrant CS","2021","South West (England)","Unknown","265","[c]","29340","25000"
"New entrant CS","2021","Unknown","AA","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AO","105","[c]","21440","21010"
"New entrant CS","2021","Unknown","EO","215","[c]","27510","27570"
"New entrant CS","2021","Unknown","G6","15","[c]","74130","65310"
"New entrant CS","2021","Unknown","G7","35","[c]","53500","54700"
"New entrant CS","2021","Unknown","HEO","145","[c]","30410","28000"
"New entrant CS","2021","Unknown","SCS level","20","[c]","98460","93010"
"New entrant CS","2021","Unknown","SEO","40","[c]","38050","37300"
"New entrant CS","2021","Unknown","Unknown","325","[c]","[c]","[c]"
"New entrant CS","2021","Wales","AA","240","[c]","18750","18060"
"New entrant CS","2021","Wales","AO","1300","[c]","20860","21010"
"New entrant CS","2021","Wales","EO","710","[c]","26160","27570"
"New entrant CS","2021","Wales","G6","25","[c]","71070","66000"
"New entrant CS","2021","Wales","G7","100","[c]","52870","50870"
"New entrant CS","2021","Wales","HEO","300","[c]","30450","29540"
"New entrant CS","2021","Wales","SCS level","5","[c]","[c]","[c]"
"New entrant CS","2021","Wales","SEO","200","[c]","39170","39040"
"New entrant CS","2021","Wales","Unknown","70","[c]","22160","22920"
"New entrant CS","2021","West Midlands (England)","AA","130","[c]","19590","20600"
"New entrant CS","2021","West Midlands (England)","AO","1250","[c]","21010","21010"
"New entrant CS","2021","West Midlands (England)","EO","1195","[c]","26840","27570"
"New entrant CS","2021","West Midlands (England)","G6","35","[c]","69920","66280"
"New entrant CS","2021","West Midlands (England)","G7","145","[c]","53600","51300"
"New entrant CS","2021","West Midlands (England)","HEO","275","[c]","31610","31000"
"New entrant CS","2021","West Midlands (England)","SCS level","20","[c]","99630","90000"
"New entrant CS","2021","West Midlands (England)","SEO","230","[c]","39590","38400"
"New entrant CS","2021","West Midlands (England)","Unknown","175","[c]","22580","22920"
"New entrant CS","2021","Yorkshire and The Humber","AA","215","[c]","19880","20600"
"New entrant CS","2021","Yorkshire and The Humber","AO","1560","[c]","21160","21010"
"New entrant CS","2021","Yorkshire and The Humber","EO","1540","[c]","26760","27570"
"New entrant CS","2021","Yorkshire and The Humber","G6","55","[c]","65330","62400"
"New entrant CS","2021","Yorkshire and The Humber","G7","225","[c]","53640","49860"
"New entrant CS","2021","Yorkshire and The Humber","HEO","510","[c]","30510","29920"
"New entrant CS","2021","Yorkshire and The Humber","SCS level","25","[c]","84110","74500"
"New entrant CS","2021","Yorkshire and The Humber","SEO","270","[c]","37910","36820"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","115","[c]","22460","22920"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Responsibility_level_ungrouped","With the exception of the centrally managed Senior Civil Service, government departments have delegated pay and grading. For statistical purposes departments are asked to map their grades to a common framework by responsibility level.","","","","","",""
"","This table shows staff in their substantive responsibility level unless on temporary promotion in which case staff are recorded at the higher responsibility level.","","","","","",""
"","Responsibility_level_ungrouped shows the mapped grades at a higher level of detail, however not all Government Departments / bodies have distinct grades that map exactly to these levels so figures should be considered as approximations and treated with caution.","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
