"Status","Year","Age","Parent_department","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Department for Education","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Education","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Policy","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Policy","Male","5","5","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Environment, Food and Rural Affairs","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for International Trade","International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Operational Delivery","Female","25","20","[c]","[c]"
"In post","2021","16-19","Department for Transport","Operational Delivery","Male","15","10","[c]","[c]"
"In post","2021","16-19","Department for Transport","Other","Female","5","5","[c]","[c]"
"In post","2021","16-19","Department for Transport","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Transport","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Female","120","120","22720","21010"
"In post","2021","16-19","Department for Work and Pensions","Unknown","Male","80","80","22630","21010"
"In post","2021","16-19","Department of Health and Social Care","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Female","15","10","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Science and Engineering","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Department of Health and Social Care","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Property","Male","5","5","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Foreign, Commonwealth and Development Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Digital, Data and Technology","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Land Registry","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Finance","Male","10","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Female","20","20","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Operational Delivery","Male","20","20","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Property","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Tax","Female","80","75","20270","20140"
"In post","2021","16-19","HM Revenue and Customs","Tax","Male","70","65","20460","20140"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Female","20","15","[c]","[c]"
"In post","2021","16-19","HM Revenue and Customs","Unknown","Male","15","15","[c]","[c]"
"In post","2021","16-19","HM Treasury","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Policy","Male","5","5","[c]","[c]"
"In post","2021","16-19","HM Treasury","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","HM Treasury","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Operational Delivery","Female","35","35","21640","21430"
"In post","2021","16-19","Home Office","Operational Delivery","Male","30","25","[c]","[c]"
"In post","2021","16-19","Home Office","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Home Office","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Finance","Female","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Finance","Male","10","10","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Research","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Operational Research","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Female","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Other","Male","50","50","18860","16780"
"In post","2021","16-19","Ministry of Defence","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Female","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Science and Engineering","Male","100","100","17410","16780"
"In post","2021","16-19","Ministry of Defence","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Security","Male","15","15","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Defence","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Operational Delivery","Female","95","95","21560","20600"
"In post","2021","16-19","Ministry of Justice","Operational Delivery","Male","45","45","21820","20600"
"In post","2021","16-19","Ministry of Justice","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Property","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Property","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Ministry of Justice","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","National Crime Agency","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office for Standards in Education","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Office of Rail and Road","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other Cabinet Office Agencies","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scotland Office","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Operational Delivery","Female","15","10","[c]","[c]"
"In post","2021","16-19","Scottish Government","Operational Delivery","Male","10","10","[c]","[c]"
"In post","2021","16-19","Scottish Government","Other","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Other","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Scottish Government","Unknown","Female","45","45","21540","21150"
"In post","2021","16-19","Scottish Government","Unknown","Male","25","25","[c]","[c]"
"In post","2021","16-19","The National Archives","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","The National Archives","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Economics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Economics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","Female","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Operational Delivery","Male","5","5","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Statistics","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","United Kingdom Statistics Authority","Statistics","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Welsh Government","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Commercial","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Commercial","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Communications","Female","20","20","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Communications","Male","5","5","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Counter Fraud","Female","25","25","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Counter Fraud","Male","25","25","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Digital, Data and Technology","Female","15","15","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Digital, Data and Technology","Male","15","15","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Finance","Female","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Finance","Male","15","15","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Human Resources","Female","30","30","31440","30130"
"In post","2021","20-29","Attorney General's Departments","Human Resources","Male","10","10","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Legal","Female","260","260","40300","40800"
"In post","2021","20-29","Attorney General's Departments","Legal","Male","135","135","41240","43920"
"In post","2021","20-29","Attorney General's Departments","Operational Delivery","Female","445","440","23550","23470"
"In post","2021","20-29","Attorney General's Departments","Operational Delivery","Male","175","175","23800","23470"
"In post","2021","20-29","Attorney General's Departments","Other","Female","70","70","28060","27350"
"In post","2021","20-29","Attorney General's Departments","Other","Male","45","45","27180","27350"
"In post","2021","20-29","Attorney General's Departments","Policy","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Attorney General's Departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Knowledge and Information Management","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Knowledge and Information Management","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Operational Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Operational Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Other","Female","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Other","Male","10","10","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Policy","Female","5","5","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Policy","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Cabinet Office","Unknown","Female","1910","1905","33590","29250"
"In post","2021","20-29","Cabinet Office","Unknown","Male","1460","1460","34390","32000"
"In post","2021","20-29","Chancellor's other departments","Communications","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Communications","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Digital, Data and Technology","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Digital, Data and Technology","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Finance","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Finance","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Human Resources","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Human Resources","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Other","Female","20","20","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Other","Male","40","40","37850","36590"
"In post","2021","20-29","Chancellor's other departments","Project Delivery","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Project Delivery","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Security","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Security","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Chancellor's other departments","Social Research","Female","[c]","[c]","[c]","[c]"
