"Status","Year","Disability","Profession_of_post","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Communications","AO","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","AO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Female","30","30","27770","26780"
"In post","2021","Declared disabled","Communications","EO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Communications","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","HEO","Female","45","40","33370","33300"
"In post","2021","Declared disabled","Communications","HEO","Male","30","30","34020","34100"
"In post","2021","Declared disabled","Communications","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO","Female","35","30","42010","41990"
"In post","2021","Declared disabled","Communications","SEO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Communications","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Corporate Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Counter Fraud","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Female","105","100","27230","26670"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Male","140","135","27360","26700"
"In post","2021","Declared disabled","Digital, Data and Technology","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G6","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G6","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","G7","Female","55","50","55240","53130"
"In post","2021","Declared disabled","Digital, Data and Technology","G7","Male","115","115","56820","55990"
"In post","2021","Declared disabled","Digital, Data and Technology","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","HEO","Female","120","110","33110","33120"
"In post","2021","Declared disabled","Digital, Data and Technology","HEO","Male","150","145","33460","33300"
"In post","2021","Declared disabled","Digital, Data and Technology","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO","Female","85","80","40490","39420"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO","Male","160","160","42140","41720"
"In post","2021","Declared disabled","Digital, Data and Technology","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Digital, Data and Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Economics","G7","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Economics","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","HEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Economics","HEO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Economics","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Economics","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AO","Female","85","65","21420","21440"
"In post","2021","Declared disabled","Finance","AO","Male","35","30","21610","21440"
"In post","2021","Declared disabled","Finance","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","EO","Female","95","90","26450","26670"
"In post","2021","Declared disabled","Finance","EO","Male","50","45","26570","26820"
"In post","2021","Declared disabled","Finance","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","G7","Female","60","60","55150","53400"
"In post","2021","Declared disabled","Finance","G7","Male","55","55","55380","55870"
"In post","2021","Declared disabled","Finance","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","HEO","Female","95","90","33090","33300"
"In post","2021","Declared disabled","Finance","HEO","Male","70","65","33990","33280"
"In post","2021","Declared disabled","Finance","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO","Female","80","75","41010","40530"
"In post","2021","Declared disabled","Finance","SEO","Male","70","70","42230","41920"
"In post","2021","Declared disabled","Finance","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AO","Female","95","85","21860","21440"
"In post","2021","Declared disabled","Human Resources","AO","Male","30","30","22140","21580"
"In post","2021","Declared disabled","Human Resources","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","EO","Female","120","110","27100","26730"
"In post","2021","Declared disabled","Human Resources","EO","Male","40","40","28200","27850"
"In post","2021","Declared disabled","Human Resources","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Female","40","40","66360","65800"
"In post","2021","Declared disabled","Human Resources","G6","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","G7","Female","105","100","54390","53680"
"In post","2021","Declared disabled","Human Resources","G7","Male","50","50","55880","55350"
"In post","2021","Declared disabled","Human Resources","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","HEO","Female","165","155","33020","32730"
"In post","2021","Declared disabled","Human Resources","HEO","Male","80","75","33530","33300"
"In post","2021","Declared disabled","Human Resources","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","SEO","Female","145","135","41990","40960"
"In post","2021","Declared disabled","Human Resources","SEO","Male","50","50","43460","42490"
"In post","2021","Declared disabled","Human Resources","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G7","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G7","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","HEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","HEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","EO","Female","85","80","27840","27370"
"In post","2021","Declared disabled","Intelligence Analysis","EO","Male","75","70","28950","28600"
"In post","2021","Declared disabled","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G6","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","HEO","Female","30","30","32950","33170"
"In post","2021","Declared disabled","Intelligence Analysis","HEO","Male","50","50","34990","34860"
"In post","2021","Declared disabled","Intelligence Analysis","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G7","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","HEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","HEO","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","AO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","AO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","EO","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","EO","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G6","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G6","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G7","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G7","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","HEO","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","HEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SCS level","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SEO","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SEO","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AO","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","EO","Female","35","30","27300","26670"
"In post","2021","Declared disabled","Knowledge and Information Management","EO","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G7","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G7","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","HEO","Female","40","35","33680","33350"
"In post","2021","Declared disabled","Knowledge and Information Management","HEO","Male","35","35","34340","33300"
"In post","2021","Declared disabled","Knowledge and Information Management","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SEO","Female","20","20","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SEO","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SEO","Unknown","[c]","[c]","[c]","[c]"
