"Status","Year","Profession_of_post","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Operational Delivery","Unknown","12205","11285","29920","28430"
"In post","2021","Operational Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","AO","30","30","22720","21590"
"In post","2021","Operational Research","EO","55","55","27900","26670"
"In post","2021","Operational Research","G6","60","60","68230","68700"
"In post","2021","Operational Research","G7","445","420","52430","52420"
"In post","2021","Operational Research","HEO","285","280","32660","32220"
"In post","2021","Operational Research","SCS level","25","25","80080","79140"
"In post","2021","Operational Research","SEO","280","270","40910","39420"
"In post","2021","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other","AA","2150","2040","19430","19300"
"In post","2021","Other","AO","5695","5410","21940","21130"
"In post","2021","Other","EO","5150","4905","26400","26670"
"In post","2021","Other","G6","685","650","72570","68720"
"In post","2021","Other","G7","1270","1240","55840","54700"
"In post","2021","Other","HEO","3510","3390","33410","33300"
"In post","2021","Other","SCS level","270","260","94350","87250"
"In post","2021","Other","SEO","1880","1815","41150","40850"
"In post","2021","Other","Unknown","2060","2055","38270","34660"
"In post","2021","Planning","AO","[c]","[c]","[c]","[c]"
"In post","2021","Planning","EO","20","20","27850","27850"
"In post","2021","Planning","G6","15","15","65760","65390"
"In post","2021","Planning","G7","45","45","54840","53650"
"In post","2021","Planning","HEO","45","40","34970","34860"
"In post","2021","Planning","SCS level","10","10","88110","80630"
"In post","2021","Planning","SEO","60","55","41630","40720"
"In post","2021","Planning Inspectors","G6","205","175","64020","58810"
"In post","2021","Planning Inspectors","G7","140","130","48610","47660"
"In post","2021","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Policy","AA","50","50","18850","17610"
"In post","2021","Policy","AO","745","710","23780","23830"
"In post","2021","Policy","EO","2690","2610","28300","28490"
"In post","2021","Policy","G6","3270","3160","66830","66200"
"In post","2021","Policy","G7","8110","7900","55110","54110"
"In post","2021","Policy","HEO","7075","6925","34110","33640"
"In post","2021","Policy","SCS level","1835","1775","85630","77730"
"In post","2021","Policy","SEO","5290","5135","41320","40510"
"In post","2021","Policy","Unknown","30","30","43910","39880"
"In post","2021","Project Delivery","AA","15","15","19680","19560"
"In post","2021","Project Delivery","AO","305","290","21840","21430"
"In post","2021","Project Delivery","EO","1905","1830","26540","26670"
"In post","2021","Project Delivery","G6","1100","1075","66970","66090"
"In post","2021","Project Delivery","G7","3235","3160","53460","53720"
"In post","2021","Project Delivery","HEO","4000","3870","32950","33300"
"In post","2021","Project Delivery","SCS level","430","420","92030","85440"
"In post","2021","Project Delivery","SEO","4485","4345","40380","40580"
"In post","2021","Project Delivery","Unknown","550","535","43170","40640"
"In post","2021","Property","AA","610","590","18000","17230"
"In post","2021","Property","AO","405","370","22150","21160"
"In post","2021","Property","EO","1505","1410","27020","26560"
"In post","2021","Property","G6","340","335","66380","65370"
"In post","2021","Property","G7","815","795","54650","54540"
"In post","2021","Property","HEO","1755","1690","33250","33300"
"In post","2021","Property","SCS level","70","65","90360","81660"
"In post","2021","Property","SEO","1420","1355","42050","41770"
"In post","2021","Property","Unknown","45","45","26750","21600"
"In post","2021","Psychology","AA","[c]","[c]","[c]","[c]"
"In post","2021","Psychology","AO","70","65","21270","21300"
"In post","2021","Psychology","EO","425","410","26890","26330"
"In post","2021","Psychology","G6","20","20","75370","72130"
"In post","2021","Psychology","G7","100","90","61330","61150"
"In post","2021","Psychology","HEO","435","425","30640","30450"
"In post","2021","Psychology","SEO","365","340","45380","45110"
"In post","2021","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","AA","195","190","18550","18800"
"In post","2021","Science and Engineering","AO","1205","1160","22240","22160"
"In post","2021","Science and Engineering","EO","2000","1945","25870","26370"
"In post","2021","Science and Engineering","G6","595","555","69400","67220"
"In post","2021","Science and Engineering","G7","2535","2420","52410","52310"
"In post","2021","Science and Engineering","HEO","3090","2980","32500","32360"
"In post","2021","Science and Engineering","SCS level","130","115","98650","94590"
"In post","2021","Science and Engineering","SEO","3520","3350","41040","40580"
"In post","2021","Science and Engineering","Unknown","815","805","39340","37030"
"In post","2021","Security","AA","2440","2385","20080","19560"
"In post","2021","Security","AO","2980","2925","32390","33200"
"In post","2021","Security","EO","1095","1070","32830","29080"
"In post","2021","Security","G6","80","80","71120","68960"
"In post","2021","Security","G7","260","260","56230","54650"
"In post","2021","Security","HEO","795","780","36900","34770"
"In post","2021","Security","SCS level","25","25","87250","76710"
"In post","2021","Security","SEO","555","545","45640","43360"
"In post","2021","Security","Unknown","80","80","37190","37170"
"In post","2021","Social Research","AA","[c]","[c]","[c]","[c]"
"In post","2021","Social Research","AO","10","10","[c]","[c]"
"In post","2021","Social Research","EO","40","40","29470","28850"
"In post","2021","Social Research","G6","50","50","66000","66600"
"In post","2021","Social Research","G7","270","255","54540","54760"
"In post","2021","Social Research","HEO","325","315","31890","31000"
"In post","2021","Social Research","SCS level","15","10","78570","76970"
"In post","2021","Social Research","SEO","455","430","41280","40480"
"In post","2021","Statistics","AA","5","5","[c]","[c]"
"In post","2021","Statistics","AO","35","30","22200","21860"
"In post","2021","Statistics","EO","250","240","27760","27850"
"In post","2021","Statistics","G6","140","135","65720","65520"
"In post","2021","Statistics","G7","525","500","54800","54650"
"In post","2021","Statistics","HEO","535","520","33360","32540"
"In post","2021","Statistics","SCS level","55","55","84830","78340"
"In post","2021","Statistics","SEO","500","485","40500","39850"
"In post","2021","Tax","AO","3790","3570","20260","20140"
"In post","2021","Tax","EO","4060","3775","26550","25560"
"In post","2021","Tax","G6","665","625","66790","64670"
"In post","2021","Tax","G7","2050","1965","53730","52580"
"In post","2021","Tax","HEO","5320","5035","32970","31810"
"In post","2021","Tax","SCS level","85","85","81910","78760"
"In post","2021","Tax","SEO","1835","1740","39290","38630"
"In post","2021","Unknown","AA","1650","1515","21170","21150"
"In post","2021","Unknown","AO","32700","28335","21310","21010"
"In post","2021","Unknown","EO","53220","48450","28070","27570"
"In post","2021","Unknown","G6","2985","2900","69600","68750"
"In post","2021","Unknown","G7","6645","6425","55100","54700"
"In post","2021","Unknown","HEO","14660","14060","33240","32470"
"In post","2021","Unknown","SCS level","1655","1625","91410","82040"
"In post","2021","Unknown","SEO","6865","6590","40730","40000"
"In post","2021","Unknown","Unknown","250","245","92180","93020"
"In post","2021","Veterinarian","AO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","G6","30","25","63150","62520"
"In post","2021","Veterinarian","G7","120","120","54220","53880"
"In post","2021","Veterinarian","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Veterinarian","SCS level","5","5","[c]","[c]"
"In post","2021","Veterinarian","SEO","285","270","40720","37910"
"Leaver CS","2021","Commercial","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","AO","10","[c]","20290","20920"
"Leaver CS","2021","Commercial","EO","25","[c]","23240","22780"
"Leaver CS","2021","Commercial","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","G7","35","[c]","55100","53350"
"Leaver CS","2021","Commercial","HEO","35","[c]","31410","32010"
"Leaver CS","2021","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","SEO","60","[c]","40020","40110"
"Leaver CS","2021","Commercial","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","AO","25","[c]","20810","20920"
"Leaver CS","2021","Communications","EO","40","[c]","27040","27760"
"Leaver CS","2021","Communications","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","G7","30","[c]","55040","54110"
"Leaver CS","2021","Communications","HEO","75","[c]","33200","32930"
"Leaver CS","2021","Communications","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Communications","SEO","40","[c]","41580","40580"
"Leaver CS","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","HEO","15","[c]","35280","34910"
"Leaver CS","2021","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","AO","40","[c]","21470","21170"
"Leaver CS","2021","Digital, Data and Technology","EO","85","[c]","27190","26670"
"Leaver CS","2021","Digital, Data and Technology","G6","30","[c]","68490","65950"
"Leaver CS","2021","Digital, Data and Technology","G7","90","[c]","57030","56320"
"Leaver CS","2021","Digital, Data and Technology","HEO","90","[c]","33970","33290"
"Leaver CS","2021","Digital, Data and Technology","SCS level","15","[c]","99180","96740"
"Leaver CS","2021","Digital, Data and Technology","SEO","100","[c]","41530","40810"
"Leaver CS","2021","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","AO","60","[c]","20650","19130"
"Leaver CS","2021","Economics","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Economics","G7","15","[c]","58850","56520"
"Leaver CS","2021","Economics","HEO","20","[c]","31930","32240"
"Leaver CS","2021","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","AO","25","[c]","21620","21150"
"Leaver CS","2021","Finance","EO","40","[c]","25390","26000"
"Leaver CS","2021","Finance","G6","20","[c]","67370","66370"
"Leaver CS","2021","Finance","G7","45","[c]","61300","59100"
"Leaver CS","2021","Finance","HEO","60","[c]","35850","34170"
"Leaver CS","2021","Finance","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Finance","SEO","50","[c]","43620","42240"
"Leaver CS","2021","Human Resources","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","AO","60","[c]","21650","21370"
"Leaver CS","2021","Human Resources","EO","50","[c]","26160","27000"
"Leaver CS","2021","Human Resources","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","G7","45","[c]","56300","56100"
"Leaver CS","2021","Human Resources","HEO","60","[c]","33800","33250"
"Leaver CS","2021","Human Resources","SCS level","10","[c]","105540","108750"
"Leaver CS","2021","Human Resources","SEO","60","[c]","43480","43640"
"Leaver CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","G6","15","[c]","81220","85550"
"Leaver CS","2021","Inspector of Education and Training","G7","30","[c]","75150","75500"
"Leaver CS","2021","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","SEO","30","[c]","50400","51360"
"Leaver CS","2021","Intelligence Analysis","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","EO","40","[c]","29060","28520"
"Leaver CS","2021","Intelligence Analysis","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","HEO","25","[c]","35190","33950"
"Leaver CS","2021","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","AO","15","[c]","18650","18200"
"Leaver CS","2021","International Trade","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","AO","20","[c]","21670","21250"
"Leaver CS","2021","Knowledge and Information Management","EO","25","[c]","25960","26670"
"Leaver CS","2021","Knowledge and Information Management","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","G7","10","[c]","54390","53860"
"Leaver CS","2021","Knowledge and Information Management","HEO","20","[c]","32940","32650"
"Leaver CS","2021","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","SEO","25","[c]","40890","40470"
"Leaver CS","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Legal","EO","20","[c]","27360","27130"
"Leaver CS","2021","Legal","G6","40","[c]","71500","72200"
"Leaver CS","2021","Legal","G7","200","[c]","56030","55610"
"Leaver CS","2021","Legal","HEO","30","[c]","33660","33770"
"Leaver CS","2021","Legal","SCS level","20","[c]","93420","83910"
"Leaver CS","2021","Legal","SEO","95","[c]","43570","43460"
"Leaver CS","2021","Medicine","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","AO","40","[c]","22150","21910"
"Leaver CS","2021","Medicine","EO","40","[c]","29640","30620"
"Leaver CS","2021","Medicine","G6","40","[c]","81410","82490"
"Leaver CS","2021","Medicine","G7","20","[c]","58100","54540"
"Leaver CS","2021","Medicine","HEO","45","[c]","36080","37890"
"Leaver CS","2021","Medicine","SCS level","40","[c]","106450","110680"
"Leaver CS","2021","Medicine","SEO","30","[c]","41900","41720"
"Leaver CS","2021","Operational Delivery","AA","1110","[c]","18110","17990"
"Leaver CS","2021","Operational Delivery","AO","4100","[c]","21260","21050"
"Leaver CS","2021","Operational Delivery","EO","1280","[c]","27360","26700"
"Leaver CS","2021","Operational Delivery","G6","75","[c]","71330","68830"
"Leaver CS","2021","Operational Delivery","G7","195","[c]","55170","55000"
"Leaver CS","2021","Operational Delivery","HEO","525","[c]","33530","32950"
"Leaver CS","2021","Operational Delivery","SCS level","40","[c]","100860","94860"
"Leaver CS","2021","Operational Delivery","SEO","320","[c]","43410","41970"
"Leaver CS","2021","Operational Delivery","Unknown","610","[c]","31890","34340"
"Leaver CS","2021","Operational Research","AA","15","[c]","17180","17180"
"Leaver CS","2021","Operational Research","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","G7","10","[c]","53070","46890"
"Leaver CS","2021","Operational Research","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","AA","180","[c]","19150","18800"
"Leaver CS","2021","Other","AO","305","[c]","21680","21130"
"Leaver CS","2021","Other","EO","425","[c]","27180","27510"
"Leaver CS","2021","Other","G6","20","[c]","74310","71780"
"Leaver CS","2021","Other","G7","35","[c]","57030","58030"
"Leaver CS","2021","Other","HEO","235","[c]","34030","33580"
"Leaver CS","2021","Other","SCS level","20","[c]","109100","105580"
"Leaver CS","2021","Other","SEO","80","[c]","39990","40670"
"Leaver CS","2021","Other","Unknown","170","[c]","35750","32700"
"Leaver CS","2021","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Policy","AO","65","[c]","22410","23450"
"Leaver CS","2021","Policy","EO","125","[c]","25150","26960"
"Leaver CS","2021","Policy","G6","70","[c]","69120","66680"
"Leaver CS","2021","Policy","G7","195","[c]","55090","54160"
"Leaver CS","2021","Policy","HEO","175","[c]","33820","33350"
"Leaver CS","2021","Policy","SCS level","70","[c]","90230","81010"
"Leaver CS","2021","Policy","SEO","115","[c]","40510","40260"
"Leaver CS","2021","Project Delivery","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","AO","25","[c]","21740","21730"
"Leaver CS","2021","Project Delivery","EO","75","[c]","23470","25970"
"Leaver CS","2021","Project Delivery","G6","25","[c]","69600","69750"
"Leaver CS","2021","Project Delivery","G7","65","[c]","54180","54390"
"Leaver CS","2021","Project Delivery","HEO","110","[c]","32330","32530"
"Leaver CS","2021","Project Delivery","SCS level","20","[c]","100810","95620"
"Leaver CS","2021","Project Delivery","SEO","115","[c]","40880","40540"
"Leaver CS","2021","Project Delivery","Unknown","15","[c]","42170","40040"
"Leaver CS","2021","Property","AA","60","[c]","18430","18350"
"Leaver CS","2021","Property","AO","25","[c]","21470","21100"
"Leaver CS","2021","Property","EO","145","[c]","25970","25900"
"Leaver CS","2021","Property","G6","10","[c]","[c]","[c]"
"Leaver CS","2021","Property","G7","35","[c]","55480","56320"
"Leaver CS","2021","Property","HEO","75","[c]","33670","33300"
"Leaver CS","2021","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","SEO","75","[c]","43050","43000"
"Leaver CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","EO","45","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","HEO","15","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","SEO","35","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","AA","75","[c]","17840","17180"
"Leaver CS","2021","Science and Engineering","AO","155","[c]","21540","21570"
"Leaver CS","2021","Science and Engineering","EO","110","[c]","24890","25190"
"Leaver CS","2021","Science and Engineering","G6","15","[c]","71570","70030"
"Leaver CS","2021","Science and Engineering","G7","65","[c]","53150","53110"
"Leaver CS","2021","Science and Engineering","HEO","190","[c]","32120","32420"
"Leaver CS","2021","Science and Engineering","SCS level","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","SEO","150","[c]","40980","40710"
