"Status","Year","Profession_of_post","Region_ITL2","Region_ITL3","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Commercial","Inner London - East","Lambeth","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Lambeth","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Inner London - East","Tower Hamlets","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Camden and City of London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Camden and City of London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Kensington & Chelsea and Hammersmith & Fulham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Wandsworth","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Wandsworth","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Inner London - West","Westminster","Female","310","300","48260","42170"
"In post","2021","Commercial","Inner London - West","Westminster","Male","255","255","52390","47700"
"In post","2021","Commercial","Kent","East Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","East Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Kent Thames Gateway","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Kent","Kent Thames Gateway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Medway","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Medway","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Mid Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","Mid Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","West Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Kent","West Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Blackpool","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Lancashire","Chorley and West Lancashire","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Lancashire","East Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","East Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Lancaster and Wyre","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Lancaster and Wyre","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lancashire","Mid Lancashire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Lancashire","Mid Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicester","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","Leicestershire CC and Rutland","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Leicestershire, Rutland and Northamptonshire","West Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Lincolnshire","Lincolnshire","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Merseyside","East Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","East Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Merseyside","Liverpool","Female","110","105","33490","34800"
"In post","2021","Commercial","Merseyside","Liverpool","Male","85","85","35850","34800"
"In post","2021","Commercial","Merseyside","Sefton","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","Sefton","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Merseyside","Wirral","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Merseyside","Wirral","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North Eastern Scotland","Aberdeen City and Aberdeenshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","North Yorkshire CC","Female","5","5","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","North Yorkshire CC","Male","5","5","[c]","[c]"
"In post","2021","Commercial","North Yorkshire","York","Female","30","30","44660","38280"
"In post","2021","Commercial","North Yorkshire","York","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Antrim and Newtownabbey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northern Ireland","Lisburn and Castlereagh","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Northumberland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Northumberland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Tyneside","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Northumberland and Tyne and Wear","Tyneside","Male","15","15","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Bexley and Greenwich","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Bexley and Greenwich","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Enfield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - East and North East","Enfield","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - South","Croydon","Female","85","85","42340","42070"
"In post","2021","Commercial","Outer London - South","Croydon","Male","60","60","46220","45460"
"In post","2021","Commercial","Outer London - West and North West","Barnet","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Barnet","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Harrow and Hillingdon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Harrow and Hillingdon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Outer London - West and North West","Hounslow and Richmond upon Thames","Male","30","30","37220","31180"
"In post","2021","Commercial","Overseas","Overseas","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Overseas","Overseas","Male","30","30","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Shropshire CC","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Shropshire CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Staffordshire CC","Female","40","40","38820","33300"
"In post","2021","Commercial","Shropshire and Staffordshire","Staffordshire CC","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Stoke-on-Trent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Telford and Wrekin","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Shropshire and Staffordshire","Telford and Wrekin","Male","10","10","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","Female","10","10","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Barnsley, Doncaster and Rotherham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","South Yorkshire","Sheffield","Female","55","50","37770","36860"
"In post","2021","Commercial","South Yorkshire","Sheffield","Male","40","40","39990","37450"
"In post","2021","Commercial","Southern Scotland","South Lanarkshire","Female","45","40","41130","39860"
"In post","2021","Commercial","Southern Scotland","South Lanarkshire","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Brighton and Hove","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","Brighton and Hove","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Surrey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Surrey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Sussex CC","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","East Sussex CC","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Surrey","Female","10","10","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Surrey","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (North East)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (North East)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (South West)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Surrey, East and West Sussex","West Sussex (South West)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Darlington","Female","25","25","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Darlington","Male","25","25","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Durham CC","Female","15","15","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Durham CC","Male","10","10","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","Hartlepool and Stockton-on-Tees","Male","5","5","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","South Teesside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Tees Valley and Durham","South Teesside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Commercial","Unknown","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Female","5","5","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","Male","5","5","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Glasgow City","Female","40","40","33840","33300"
"In post","2021","Commercial","West Central Scotland","Glasgow City","Male","50","45","36030","34800"
"In post","2021","Commercial","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","Inverclyde, East Renfrewshire and Renfrewshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","North Lanarkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Central Scotland","North Lanarkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Birmingham","Female","40","40","39570","36710"
"In post","2021","Commercial","West Midlands","Birmingham","Male","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands","Coventry","Female","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands","Coventry","Male","30","30","[c]","[c]"
"In post","2021","Commercial","West Midlands","Dudley","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Dudley","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Solihull","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Solihull","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Walsall","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Midlands","Walsall","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Bridgend and Neath Port Talbot","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Central Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Central Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Conwy and Denbighshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Conwy and Denbighshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Isle of Anglesey","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Isle of Anglesey","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Wales and The Valleys","Swansea","Female","85","75","31830","31040"
"In post","2021","Commercial","West Wales and The Valleys","Swansea","Male","80","80","35330","31380"
"In post","2021","Commercial","West Yorkshire","Bradford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Bradford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Leeds","Female","105","105","40010","36820"
"In post","2021","Commercial","West Yorkshire","Leeds","Male","75","75","41720","37480"
"In post","2021","Commercial","West Yorkshire","Wakefield","Female","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","West Yorkshire","Wakefield","Male","5","5","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Bedford","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Bedford","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Central Bedfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Bedfordshire and Hertfordshire","Hertfordshire","Female","10","10","[c]","[c]"
