"Status","Year","Age","Ethnicity","Function_of_post","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Black","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Operational Delivery","5","5","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Commercial","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Counter Fraud","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Debt","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Digital, Data & Technology","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Grants Management","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Legal","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Tax","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","No function","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Policy","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Other","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Property","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Security","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Communications","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Economics","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Finance","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Operational Delivery","[c]","[c]","[c]","[c]"
