"Status","Year","Region_ITL3","Region_london","Responsibility_level_ungrouped","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Oxfordshire","Outside London","SEO","Male","140","135","43330","41420"
"In post","2021","Oxfordshire","Outside London","Unknown","Female","105","90","30340","32040"
"In post","2021","Oxfordshire","Outside London","Unknown","Male","40","40","30150","31400"
"In post","2021","Perth and Kinross and Stirling","Outside London","AA","Female","45","45","20370","20810"
"In post","2021","Perth and Kinross and Stirling","Outside London","AA","Male","40","35","20510","20070"
"In post","2021","Perth and Kinross and Stirling","Outside London","AO","Female","180","160","23380","22920"
"In post","2021","Perth and Kinross and Stirling","Outside London","AO","Male","200","195","24870","25870"
"In post","2021","Perth and Kinross and Stirling","Outside London","EO","Female","255","235","29660","28410"
"In post","2021","Perth and Kinross and Stirling","Outside London","EO","Male","310","295","31450","33650"
"In post","2021","Perth and Kinross and Stirling","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Outside London","G6","Male","10","10","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Outside London","G7","Female","20","20","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Outside London","G7","Male","25","25","[c]","[c]"
"In post","2021","Perth and Kinross and Stirling","Outside London","HEO","Female","55","55","36160","35680"
"In post","2021","Perth and Kinross and Stirling","Outside London","HEO","Male","125","120","37370","38450"
"In post","2021","Perth and Kinross and Stirling","Outside London","SEO","Female","45","40","43100","45110"
"In post","2021","Perth and Kinross and Stirling","Outside London","SEO","Male","40","35","44420","45210"
"In post","2021","Peterborough","Outside London","AA","Female","55","50","18370","17990"
"In post","2021","Peterborough","Outside London","AA","Male","40","40","18170","17990"
"In post","2021","Peterborough","Outside London","AO","Female","390","320","21270","21430"
"In post","2021","Peterborough","Outside London","AO","Male","200","185","21760","21430"
"In post","2021","Peterborough","Outside London","EO","Female","285","250","26940","27130"
"In post","2021","Peterborough","Outside London","EO","Male","170","165","26870","27130"
"In post","2021","Peterborough","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2021","Peterborough","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2021","Peterborough","Outside London","G7","Female","40","35","56120","52580"
"In post","2021","Peterborough","Outside London","G7","Male","35","35","56580","53560"
"In post","2021","Peterborough","Outside London","HEO","Female","120","110","32190","32470"
"In post","2021","Peterborough","Outside London","HEO","Male","105","100","32590","33300"
"In post","2021","Peterborough","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Peterborough","Outside London","SEO","Female","70","65","40530","38590"
"In post","2021","Peterborough","Outside London","SEO","Male","55","50","41020","40320"
"In post","2021","Peterborough","Outside London","Unknown","Female","55","50","26550","27260"
"In post","2021","Peterborough","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Plymouth","Outside London","AA","Female","80","70","19580","19560"
"In post","2021","Plymouth","Outside London","AA","Male","155","150","19390","19560"
"In post","2021","Plymouth","Outside London","AO","Female","410","355","21820","21100"
"In post","2021","Plymouth","Outside London","AO","Male","355","340","26380","22350"
"In post","2021","Plymouth","Outside London","EO","Female","445","390","27240","27130"
"In post","2021","Plymouth","Outside London","EO","Male","450","435","27000","27130"
"In post","2021","Plymouth","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Outside London","G6","Male","20","20","[c]","[c]"
"In post","2021","Plymouth","Outside London","G7","Female","50","45","57820","56750"
"In post","2021","Plymouth","Outside London","G7","Male","75","75","59700","56750"
"In post","2021","Plymouth","Outside London","HEO","Female","215","195","34150","33840"
"In post","2021","Plymouth","Outside London","HEO","Male","275","265","36280","37890"
"In post","2021","Plymouth","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Plymouth","Outside London","SEO","Female","135","125","41700","40860"
"In post","2021","Plymouth","Outside London","SEO","Male","235","230","43940","43160"
"In post","2021","Plymouth","Outside London","Unknown","Female","80","75","31120","30210"
"In post","2021","Plymouth","Outside London","Unknown","Male","115","110","37980","37170"
"In post","2021","Portsmouth","Outside London","AA","Female","90","75","19290","19560"
"In post","2021","Portsmouth","Outside London","AA","Male","175","170","19310","19560"
"In post","2021","Portsmouth","Outside London","AO","Female","620","525","21310","20920"
"In post","2021","Portsmouth","Outside London","AO","Male","465","450","26010","21440"
"In post","2021","Portsmouth","Outside London","EO","Female","575","520","26860","26670"
"In post","2021","Portsmouth","Outside London","EO","Male","580","560","27770","26670"
"In post","2021","Portsmouth","Outside London","G6","Female","20","20","[c]","[c]"
"In post","2021","Portsmouth","Outside London","G6","Male","25","25","[c]","[c]"
"In post","2021","Portsmouth","Outside London","G7","Female","100","95","57100","54540"
"In post","2021","Portsmouth","Outside London","G7","Male","105","100","57560","54540"
"In post","2021","Portsmouth","Outside London","HEO","Female","330","305","32930","33300"
"In post","2021","Portsmouth","Outside London","HEO","Male","375","360","34190","33300"
"In post","2021","Portsmouth","Outside London","SCS level","Female","10","10","[c]","[c]"
"In post","2021","Portsmouth","Outside London","SCS level","Male","10","10","[c]","[c]"
"In post","2021","Portsmouth","Outside London","SEO","Female","160","150","40880","40580"
"In post","2021","Portsmouth","Outside London","SEO","Male","195","190","41770","40580"
"In post","2021","Portsmouth","Outside London","Unknown","Female","45","40","32030","31420"
"In post","2021","Portsmouth","Outside London","Unknown","Male","30","30","47820","53020"
"In post","2021","Powys","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2021","Powys","Outside London","AA","Male","40","40","19010","19300"
"In post","2021","Powys","Outside London","AO","Female","90","80","21960","21580"
"In post","2021","Powys","Outside London","AO","Male","75","75","21430","20920"
"In post","2021","Powys","Outside London","EO","Female","95","90","27830","27570"
"In post","2021","Powys","Outside London","EO","Male","65","65","27290","27570"
"In post","2021","Powys","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Outside London","G7","Female","15","10","[c]","[c]"
"In post","2021","Powys","Outside London","G7","Male","10","10","[c]","[c]"
"In post","2021","Powys","Outside London","HEO","Female","45","40","35650","37410"
"In post","2021","Powys","Outside London","HEO","Male","40","35","34890","34290"
"In post","2021","Powys","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Powys","Outside London","SEO","Female","25","25","[c]","[c]"
"In post","2021","Powys","Outside London","SEO","Male","20","20","[c]","[c]"
"In post","2021","Powys","Outside London","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Powys","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","AA","Female","30","25","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","AA","Male","10","10","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","AO","Female","230","190","24310","25110"
"In post","2021","Redbridge and Waltham Forest","London","AO","Male","100","100","24500","25110"
"In post","2021","Redbridge and Waltham Forest","London","EO","Female","350","315","30570","31060"
"In post","2021","Redbridge and Waltham Forest","London","EO","Male","190","185","30880","31060"
"In post","2021","Redbridge and Waltham Forest","London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","HEO","Female","35","35","35840","36650"
"In post","2021","Redbridge and Waltham Forest","London","HEO","Male","25","20","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","SEO","Female","10","10","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Redbridge and Waltham Forest","London","Unknown","Female","65","60","32600","32090"
"In post","2021","Redbridge and Waltham Forest","London","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Sandwell","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Outside London","AO","Female","40","35","20790","21010"
"In post","2021","Sandwell","Outside London","AO","Male","15","15","[c]","[c]"
"In post","2021","Sandwell","Outside London","EO","Female","185","160","27210","27570"
"In post","2021","Sandwell","Outside London","EO","Male","85","85","27550","27570"
"In post","2021","Sandwell","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Outside London","HEO","Female","25","20","[c]","[c]"
"In post","2021","Sandwell","Outside London","HEO","Male","15","15","[c]","[c]"
"In post","2021","Sandwell","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Sandwell","Outside London","Unknown","Female","50","45","25870","22920"
"In post","2021","Sandwell","Outside London","Unknown","Male","15","15","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","AA","Female","5","5","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","AO","Female","95","80","23740","24110"
"In post","2021","Scottish Borders","Outside London","AO","Male","80","75","23940","24110"
"In post","2021","Scottish Borders","Outside London","EO","Female","100","85","28140","27570"
"In post","2021","Scottish Borders","Outside London","EO","Male","85","85","28100","27570"
"In post","2021","Scottish Borders","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","G7","Female","5","5","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","G7","Male","10","10","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","HEO","Female","40","35","32760","32710"
"In post","2021","Scottish Borders","Outside London","HEO","Male","25","25","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","SEO","Female","10","10","[c]","[c]"
"In post","2021","Scottish Borders","Outside London","SEO","Male","15","15","[c]","[c]"
"In post","2021","Sefton","Outside London","AA","Female","125","95","18300","17990"
"In post","2021","Sefton","Outside London","AA","Male","110","105","18460","17990"
"In post","2021","Sefton","Outside London","AO","Female","1265","1035","20910","21110"
"In post","2021","Sefton","Outside London","AO","Male","735","695","20760","20640"
"In post","2021","Sefton","Outside London","EO","Female","1120","1000","26400","26410"
"In post","2021","Sefton","Outside London","EO","Male","750","725","26380","26370"
"In post","2021","Sefton","Outside London","G6","Female","40","40","64460","64670"
"In post","2021","Sefton","Outside London","G6","Male","55","50","65950","65470"
"In post","2021","Sefton","Outside London","G7","Female","180","170","53040","52580"
"In post","2021","Sefton","Outside London","G7","Male","185","180","55430","53400"
"In post","2021","Sefton","Outside London","HEO","Female","440","405","31580","31810"
"In post","2021","Sefton","Outside London","HEO","Male","385","375","31900","31810"
"In post","2021","Sefton","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","Sefton","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2021","Sefton","Outside London","SEO","Female","295","275","39860","38630"
"In post","2021","Sefton","Outside London","SEO","Male","295","290","42780","39390"
"In post","2021","Sefton","Outside London","Unknown","Female","35","30","29090","28200"
"In post","2021","Sefton","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Sheffield","Outside London","AA","Female","45","35","17630","17230"
"In post","2021","Sheffield","Outside London","AA","Male","45","40","17960","17990"
"In post","2021","Sheffield","Outside London","AO","Female","860","710","21090","21430"
"In post","2021","Sheffield","Outside London","AO","Male","635","605","21210","21430"
"In post","2021","Sheffield","Outside London","EO","Female","1055","915","26400","26070"
"In post","2021","Sheffield","Outside London","EO","Male","745","720","26270","25360"
"In post","2021","Sheffield","Outside London","G6","Female","140","135","64060","62640"
"In post","2021","Sheffield","Outside London","G6","Male","135","135","64980","63490"
"In post","2021","Sheffield","Outside London","G7","Female","430","400","51800","50630"
"In post","2021","Sheffield","Outside London","G7","Male","430","420","53450","52070"
"In post","2021","Sheffield","Outside London","HEO","Female","695","635","31700","31260"
"In post","2021","Sheffield","Outside London","HEO","Male","510","495","31820","30980"
"In post","2021","Sheffield","Outside London","SCS level","Female","35","30","78610","74980"
"In post","2021","Sheffield","Outside London","SCS level","Male","40","40","80120","76410"
"In post","2021","Sheffield","Outside London","SEO","Female","515","480","38190","37420"
"In post","2021","Sheffield","Outside London","SEO","Male","485","480","38720","37460"
"In post","2021","Sheffield","Outside London","Unknown","Female","110","95","28790","28200"
"In post","2021","Sheffield","Outside London","Unknown","Male","25","25","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","AA","Female","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","AA","Male","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","AO","Female","10","10","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","AO","Male","10","10","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","EO","Female","15","15","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","EO","Male","10","10","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","HEO","Female","5","5","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","HEO","Male","10","10","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","SEO","Female","[c]","[c]","[c]","[c]"
"In post","2021","Shetland Islands","Outside London","SEO","Male","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","AA","Female","55","45","20010","20060"
"In post","2021","Shropshire CC","Outside London","AA","Male","55","55","19540","19560"
"In post","2021","Shropshire CC","Outside London","AO","Female","155","140","22550","21580"
"In post","2021","Shropshire CC","Outside London","AO","Male","190","185","26530","25790"
"In post","2021","Shropshire CC","Outside London","EO","Female","155","140","27440","27570"
"In post","2021","Shropshire CC","Outside London","EO","Male","270","265","28880","29350"
"In post","2021","Shropshire CC","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","G7","Female","10","10","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","G7","Male","10","10","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","HEO","Female","50","50","33810","33300"
"In post","2021","Shropshire CC","Outside London","HEO","Male","70","65","35390","36300"
"In post","2021","Shropshire CC","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","SEO","Female","25","25","[c]","[c]"
"In post","2021","Shropshire CC","Outside London","SEO","Male","35","35","44490","43580"
"In post","2021","Shropshire CC","Outside London","Unknown","Female","35","30","31570","32730"
"In post","2021","Shropshire CC","Outside London","Unknown","Male","50","50","35030","34320"
"In post","2021","Solihull","Outside London","AA","Female","10","5","[c]","[c]"
"In post","2021","Solihull","Outside London","AA","Male","5","5","[c]","[c]"
"In post","2021","Solihull","Outside London","AO","Female","125","110","21380","21430"
"In post","2021","Solihull","Outside London","AO","Male","70","70","21320","21430"
"In post","2021","Solihull","Outside London","EO","Female","295","260","26300","25690"
"In post","2021","Solihull","Outside London","EO","Male","235","225","26140","25560"
"In post","2021","Solihull","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","Solihull","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2021","Solihull","Outside London","G7","Female","20","20","[c]","[c]"
"In post","2021","Solihull","Outside London","G7","Male","20","20","[c]","[c]"
"In post","2021","Solihull","Outside London","HEO","Female","100","90","31780","30980"
"In post","2021","Solihull","Outside London","HEO","Male","95","95","32000","31810"
"In post","2021","Solihull","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Outside London","SEO","Female","60","60","38180","37660"
"In post","2021","Solihull","Outside London","SEO","Male","45","45","38510","38040"
"In post","2021","Solihull","Outside London","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Solihull","Outside London","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Outside London","AA","Female","35","30","18610","19560"
"In post","2021","Somerset","Outside London","AA","Male","70","70","18840","18800"
"In post","2021","Somerset","Outside London","AO","Female","250","210","20770","21010"
"In post","2021","Somerset","Outside London","AO","Male","175","170","21280","21010"
"In post","2021","Somerset","Outside London","EO","Female","420","365","26880","27570"
"In post","2021","Somerset","Outside London","EO","Male","305","295","26970","26930"
"In post","2021","Somerset","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2021","Somerset","Outside London","G6","Male","15","15","[c]","[c]"
"In post","2021","Somerset","Outside London","G7","Female","40","40","55940","53720"
"In post","2021","Somerset","Outside London","G7","Male","60","60","54350","53720"
"In post","2021","Somerset","Outside London","HEO","Female","205","185","32650","33290"
"In post","2021","Somerset","Outside London","HEO","Male","340","330","33290","33290"
"In post","2021","Somerset","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","Somerset","Outside London","SEO","Female","115","110","40900","42510"
"In post","2021","Somerset","Outside London","SEO","Male","235","225","42350","42510"
"In post","2021","Somerset","Outside London","Unknown","Female","60","50","27070","23380"
"In post","2021","Somerset","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2021","South and West Derbyshire","Outside London","AA","Female","35","30","20410","20600"
"In post","2021","South and West Derbyshire","Outside London","AA","Male","30","25","[c]","[c]"
"In post","2021","South and West Derbyshire","Outside London","AO","Female","170","145","24540","23240"
"In post","2021","South and West Derbyshire","Outside London","AO","Male","110","105","26830","26810"
"In post","2021","South and West Derbyshire","Outside London","EO","Female","220","190","27640","27570"
"In post","2021","South and West Derbyshire","Outside London","EO","Male","150","140","28240","27570"
"In post","2021","South and West Derbyshire","Outside London","G6","Female","10","10","[c]","[c]"
"In post","2021","South and West Derbyshire","Outside London","G6","Male","15","10","[c]","[c]"
"In post","2021","South and West Derbyshire","Outside London","G7","Female","30","30","55820","53430"
"In post","2021","South and West Derbyshire","Outside London","G7","Male","45","40","56430","57510"
"In post","2021","South and West Derbyshire","Outside London","HEO","Female","100","90","33030","32400"
"In post","2021","South and West Derbyshire","Outside London","HEO","Male","65","60","33840","33180"
"In post","2021","South and West Derbyshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","South and West Derbyshire","Outside London","SEO","Female","65","60","43240","42910"
"In post","2021","South and West Derbyshire","Outside London","SEO","Male","65","65","44410","44820"
"In post","2021","South and West Derbyshire","Outside London","Unknown","Female","30","30","33160","37170"
"In post","2021","South and West Derbyshire","Outside London","Unknown","Male","10","10","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","AA","Male","15","15","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","AO","Female","40","35","21760","21540"
"In post","2021","South Ayrshire","Outside London","AO","Male","20","20","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","EO","Female","115","105","27420","27570"
"In post","2021","South Ayrshire","Outside London","EO","Male","60","60","27690","27570"
"In post","2021","South Ayrshire","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","G7","Female","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","G7","Male","[c]","[c]","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","HEO","Female","15","10","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","HEO","Male","10","10","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","SEO","Female","15","15","[c]","[c]"
"In post","2021","South Ayrshire","Outside London","SEO","Male","5","5","[c]","[c]"
"In post","2021","South Hampshire","Outside London","AA","Female","270","160","19580","18320"
"In post","2021","South Hampshire","Outside London","AA","Male","195","145","19980","19560"
"In post","2021","South Hampshire","Outside London","AO","Female","410","300","20360","19520"
"In post","2021","South Hampshire","Outside London","AO","Male","475","340","20720","19520"
"In post","2021","South Hampshire","Outside London","EO","Female","470","425","25650","26350"
"In post","2021","South Hampshire","Outside London","EO","Male","500","490","26620","26670"
"In post","2021","South Hampshire","Outside London","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Outside London","G6","Female","35","35","62970","57720"
"In post","2021","South Hampshire","Outside London","G6","Male","40","35","65530","64110"
"In post","2021","South Hampshire","Outside London","G7","Female","185","170","51940","49340"
"In post","2021","South Hampshire","Outside London","G7","Male","160","155","52490","50090"
"In post","2021","South Hampshire","Outside London","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","South Hampshire","Outside London","HEO","Female","370","350","30930","29540"
"In post","2021","South Hampshire","Outside London","HEO","Male","350","345","31870","30940"
"In post","2021","South Hampshire","Outside London","HEO","Unknown","5","5","[c]","[c]"
"In post","2021","South Hampshire","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","South Hampshire","Outside London","SCS level","Male","15","15","[c]","[c]"
"In post","2021","South Hampshire","Outside London","SEO","Female","255","240","37670","37020"
"In post","2021","South Hampshire","Outside London","SEO","Male","215","210","38620","37320"
"In post","2021","South Hampshire","Outside London","Unknown","Female","45","45","28230","28200"
"In post","2021","South Hampshire","Outside London","Unknown","Male","35","30","36430","32430"
"In post","2021","South Lanarkshire","Outside London","AA","Female","25","25","[c]","[c]"
"In post","2021","South Lanarkshire","Outside London","AA","Male","20","15","[c]","[c]"
"In post","2021","South Lanarkshire","Outside London","AO","Female","890","720","20720","20140"
"In post","2021","South Lanarkshire","Outside London","AO","Male","485","450","20470","20140"
"In post","2021","South Lanarkshire","Outside London","EO","Female","550","465","26280","26120"
"In post","2021","South Lanarkshire","Outside London","EO","Male","285","260","26150","25560"
"In post","2021","South Lanarkshire","Outside London","G6","Female","55","55","65330","64560"
"In post","2021","South Lanarkshire","Outside London","G6","Male","65","65","64140","64670"
"In post","2021","South Lanarkshire","Outside London","G7","Female","180","175","51160","51960"
"In post","2021","South Lanarkshire","Outside London","G7","Male","135","130","51760","52580"
"In post","2021","South Lanarkshire","Outside London","HEO","Female","370","345","32360","32030"
"In post","2021","South Lanarkshire","Outside London","HEO","Male","245","235","32550","33330"
"In post","2021","South Lanarkshire","Outside London","SCS level","Female","15","15","[c]","[c]"
"In post","2021","South Lanarkshire","Outside London","SCS level","Male","20","20","[c]","[c]"
"In post","2021","South Lanarkshire","Outside London","SEO","Female","200","190","40480","39190"
"In post","2021","South Lanarkshire","Outside London","SEO","Male","160","155","39170","38630"
"In post","2021","South Nottinghamshire","Outside London","AA","Female","30","30","20380","20600"
"In post","2021","South Nottinghamshire","Outside London","AA","Male","40","40","20250","20600"
"In post","2021","South Nottinghamshire","Outside London","AO","Female","135","125","23410","22080"
"In post","2021","South Nottinghamshire","Outside London","AO","Male","140","135","26720","26300"
"In post","2021","South Nottinghamshire","Outside London","EO","Female","90","80","27740","27470"
"In post","2021","South Nottinghamshire","Outside London","EO","Male","115","105","28440","27570"
"In post","2021","South Nottinghamshire","Outside London","G6","Female","5","5","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","G7","Female","10","10","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","G7","Male","20","15","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","HEO","Female","65","60","32670","31270"
"In post","2021","South Nottinghamshire","Outside London","HEO","Male","50","50","34330","33300"
"In post","2021","South Nottinghamshire","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","SEO","Female","35","30","44510","43830"
"In post","2021","South Nottinghamshire","Outside London","SEO","Male","25","25","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","Unknown","Female","5","5","[c]","[c]"
"In post","2021","South Nottinghamshire","Outside London","Unknown","Male","5","5","[c]","[c]"
"In post","2021","South Teesside","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2021","South Teesside","Outside London","AA","Male","10","10","[c]","[c]"
"In post","2021","South Teesside","Outside London","AO","Female","265","230","20680","21010"
"In post","2021","South Teesside","Outside London","AO","Male","145","140","20850","21010"
"In post","2021","South Teesside","Outside London","EO","Female","275","240","26950","27570"
"In post","2021","South Teesside","Outside London","EO","Male","145","140","26680","27570"
"In post","2021","South Teesside","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Outside London","G6","Male","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Outside London","G7","Female","30","30","53160","55610"
"In post","2021","South Teesside","Outside London","G7","Male","15","15","[c]","[c]"
"In post","2021","South Teesside","Outside London","HEO","Female","45","45","31250","31990"
"In post","2021","South Teesside","Outside London","HEO","Male","25","25","[c]","[c]"
"In post","2021","South Teesside","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","South Teesside","Outside London","SEO","Female","25","20","[c]","[c]"
"In post","2021","South Teesside","Outside London","SEO","Male","5","5","[c]","[c]"
"In post","2021","South Teesside","Outside London","Unknown","Female","90","80","28470","28200"
"In post","2021","South Teesside","Outside London","Unknown","Male","25","25","[c]","[c]"
"In post","2021","South West Wales","Outside London","AA","Female","10","10","[c]","[c]"
"In post","2021","South West Wales","Outside London","AA","Male","25","25","[c]","[c]"
"In post","2021","South West Wales","Outside London","AO","Female","300","260","21660","21010"
"In post","2021","South West Wales","Outside London","AO","Male","150","140","22000","21050"
"In post","2021","South West Wales","Outside London","EO","Female","240","210","27410","27570"
"In post","2021","South West Wales","Outside London","EO","Male","200","190","27800","27570"
"In post","2021","South West Wales","Outside London","G6","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Outside London","G6","Male","5","5","[c]","[c]"
"In post","2021","South West Wales","Outside London","G7","Female","30","30","56290","56620"
"In post","2021","South West Wales","Outside London","G7","Male","30","30","57800","60830"
"In post","2021","South West Wales","Outside London","HEO","Female","160","150","35320","37410"
"In post","2021","South West Wales","Outside London","HEO","Male","90","90","35190","37020"
"In post","2021","South West Wales","Outside London","SCS level","Female","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Outside London","SCS level","Male","[c]","[c]","[c]","[c]"
"In post","2021","South West Wales","Outside London","SEO","Female","90","80","43760","47000"
"In post","2021","South West Wales","Outside London","SEO","Male","65","60","44450","47000"
"In post","2021","South West Wales","Outside London","Unknown","Female","55","50","27930","25170"
"In post","2021","South West Wales","Outside London","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Southampton","Outside London","AA","Female","25","20","[c]","[c]"
"In post","2021","Southampton","Outside London","AA","Male","10","10","[c]","[c]"
"In post","2021","Southampton","Outside London","AO","Female","185","150","20950","21010"
