"Status","Year","Age","Ethnicity","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Asian","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Asian","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","16-19","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","London","Female","10","10","[c]","[c]"
"In post","2021","16-19","Black","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Black","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Chinese","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Mixed","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Other ethnicity","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Male","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","London","Female","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","London","Male","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Female","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Male","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Female","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Male","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Female","30","30","20590","20140"
"In post","2021","16-19","Unknown","Scotland","Male","45","40","19750","20140"
"In post","2021","16-19","Unknown","South East (England)","Female","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Male","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Female","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","South West (England)","Male","40","40","17100","16780"
"In post","2021","16-19","Unknown","Unknown","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Male","35","35","19210","16470"
"In post","2021","16-19","Unknown","Wales","Female","25","20","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","Male","30","25","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","Female","30","30","[c]","[c]"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","16-19","White","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","East of England","Female","15","15","[c]","[c]"
"In post","2021","16-19","White","East of England","Male","15","15","[c]","[c]"
"In post","2021","16-19","White","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","London","Female","40","40","25600","25540"
"In post","2021","16-19","White","London","Male","35","35","25060","24300"
"In post","2021","16-19","White","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North East (England)","Female","25","25","[c]","[c]"
"In post","2021","16-19","White","North East (England)","Male","30","25","[c]","[c]"
"In post","2021","16-19","White","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","North West (England)","Female","50","50","20950","21010"
"In post","2021","16-19","White","North West (England)","Male","35","35","21810","21010"
"In post","2021","16-19","White","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Scotland","Female","65","60","21220","21010"
"In post","2021","16-19","White","Scotland","Male","35","35","20960","21010"
"In post","2021","16-19","White","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","South East (England)","Female","35","35","21970","21430"
"In post","2021","16-19","White","South East (England)","Male","35","35","21820","21600"
"In post","2021","16-19","White","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","South West (England)","Female","45","45","20020","19500"
"In post","2021","16-19","White","South West (England)","Male","75","75","18820","18100"
"In post","2021","16-19","White","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Wales","Female","40","40","21270","21010"
"In post","2021","16-19","White","Wales","Male","35","30","19310","19130"
"In post","2021","16-19","White","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","16-19","White","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","Female","20","20","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","Male","20","20","[c]","[c]"
"In post","2021","16-19","White","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East Midlands (England)","Female","115","115","24060","22920"
"In post","2021","20-29","Asian","East Midlands (England)","Male","145","145","26110","25560"
"In post","2021","20-29","Asian","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","East of England","Female","110","100","26280","25130"
"In post","2021","20-29","Asian","East of England","Male","70","65","26390","25560"
"In post","2021","20-29","Asian","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","London","Female","1555","1530","32960","31060"
"In post","2021","20-29","Asian","London","Male","1090","1085","33730","31060"
"In post","2021","20-29","Asian","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North East (England)","Female","45","45","24570","21010"
"In post","2021","20-29","Asian","North East (England)","Male","45","40","24260","21430"
"In post","2021","20-29","Asian","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","North West (England)","Female","290","275","25040","24950"
"In post","2021","20-29","Asian","North West (England)","Male","320","315","25980","25560"
"In post","2021","20-29","Asian","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","Female","10","10","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","Male","5","5","[c]","[c]"
"In post","2021","20-29","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Scotland","Female","45","45","26350","25410"
"In post","2021","20-29","Asian","Scotland","Male","25","25","[c]","[c]"
"In post","2021","20-29","Asian","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","South East (England)","Female","135","135","27310","27570"
"In post","2021","20-29","Asian","South East (England)","Male","90","85","27810","27570"
"In post","2021","20-29","Asian","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","South West (England)","Female","70","65","26130","25960"
"In post","2021","20-29","Asian","South West (England)","Male","100","100","29090","27570"
"In post","2021","20-29","Asian","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Female","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Male","15","15","[c]","[c]"
"In post","2021","20-29","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Wales","Female","45","45","27390","25560"
"In post","2021","20-29","Asian","Wales","Male","60","55","23890","21590"
"In post","2021","20-29","Asian","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","West Midlands (England)","Female","375","365","24670","23140"
"In post","2021","20-29","Asian","West Midlands (England)","Male","350","345","25660","25000"
"In post","2021","20-29","Asian","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Asian","Yorkshire and The Humber","Female","290","280","25200","24890"
"In post","2021","20-29","Asian","Yorkshire and The Humber","Male","310","310","25070","25040"
"In post","2021","20-29","Asian","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","East Midlands (England)","Female","40","40","24080","22920"
"In post","2021","20-29","Black","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","20-29","Black","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","East of England","Female","60","60","26680","27570"
"In post","2021","20-29","Black","East of England","Male","25","25","[c]","[c]"
"In post","2021","20-29","Black","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Black","London","Female","1085","1075","31540","31060"
"In post","2021","20-29","Black","London","Male","415","415","31950","31060"
"In post","2021","20-29","Black","London","Unknown","[c]","[c]","[c]","[c]"
