"Status","Year","Profession_of_post","Region_london","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Legal","Outside London","Male","3115","3005","42950","38630"
"In post","2021","Legal","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Legal","Overseas","Male","5","5","[c]","[c]"
"In post","2021","Legal","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Legal","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Medicine","London","Female","250","220","78970","78450"
"In post","2021","Medicine","London","Male","140","125","81820","82100"
"In post","2021","Medicine","Outside London","Female","1450","1280","47370","37890"
"In post","2021","Medicine","Outside London","Male","600","555","62900","50870"
"In post","2021","Medicine","Overseas","Female","35","35","50390","44500"
"In post","2021","Medicine","Overseas","Male","20","20","[c]","[c]"
"In post","2021","Medicine","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Operational Delivery","London","Female","14690","13635","33470","29570"
"In post","2021","Operational Delivery","London","Male","11200","10875","36020","32520"
"In post","2021","Operational Delivery","London","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Outside London","Female","82060","72520","26590","24120"
"In post","2021","Operational Delivery","Outside London","Male","67705","64555","28850","26580"
"In post","2021","Operational Delivery","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Operational Delivery","Overseas","Female","90","85","39940","31910"
"In post","2021","Operational Delivery","Overseas","Male","205","200","52040","56340"
"In post","2021","Operational Delivery","Unknown","Female","60","55","35250","33920"
"In post","2021","Operational Delivery","Unknown","Male","85","85","41240","43630"
"In post","2021","Operational Research","London","Female","165","155","48000","42800"
"In post","2021","Operational Research","London","Male","230","230","49680","47070"
"In post","2021","Operational Research","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Outside London","Female","265","250","40140","38250"
"In post","2021","Operational Research","Outside London","Male","525","510","42710","44430"
"In post","2021","Operational Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Operational Research","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Other","London","Female","2265","2165","39100","32410"
"In post","2021","Other","London","Male","1920","1850","42240","34630"
"In post","2021","Other","Outside London","Female","8085","7545","26860","22080"
"In post","2021","Other","Outside London","Male","8165","7980","30210","26670"
"In post","2021","Other","Overseas","Female","235","235","49350","46620"
"In post","2021","Other","Overseas","Male","135","135","52290","46620"
"In post","2021","Other","Unknown","Female","170","170","32810","32700"
"In post","2021","Other","Unknown","Male","1690","1690","37970","34460"
"In post","2021","Planning","London","Female","45","40","46570","42980"
"In post","2021","Planning","London","Male","55","55","47600","40290"
"In post","2021","Planning","Outside London","Female","50","45","43780","40580"
"In post","2021","Planning","Outside London","Male","50","45","46370","40720"
"In post","2021","Planning","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Planning","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Planning Inspectors","Outside London","Female","125","110","57850","58810"
"In post","2021","Planning Inspectors","Outside London","Male","215","190","57960","58810"
"In post","2021","Policy","London","Female","10450","10060","48000","44080"
"In post","2021","Policy","London","Male","9240","9150","50540","52430"
"In post","2021","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Policy","Outside London","Female","4515","4260","40210","37100"
"In post","2021","Policy","Outside London","Male","3120","3060","43360","38630"
"In post","2021","Policy","Overseas","Female","750","745","51740","53370"
"In post","2021","Policy","Overseas","Male","1000","1000","53460","54470"
"In post","2021","Policy","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Policy","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","London","Female","1905","1845","48690","42890"
"In post","2021","Project Delivery","London","Male","1740","1720","51900","45990"
"In post","2021","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Project Delivery","Outside London","Female","6070","5780","37970","35630"
"In post","2021","Project Delivery","Outside London","Male","6105","6005","42150","40000"
"In post","2021","Project Delivery","Overseas","Female","65","65","45750","45200"
"In post","2021","Project Delivery","Overseas","Male","90","90","47030","45340"
"In post","2021","Project Delivery","Unknown","Female","10","10","[c]","[c]"
"In post","2021","Project Delivery","Unknown","Male","20","20","[c]","[c]"
"In post","2021","Property","London","Female","465","435","41360","35900"
"In post","2021","Property","London","Male","650","635","46250","42170"
"In post","2021","Property","Outside London","Female","2285","2120","33010","31100"
"In post","2021","Property","Outside London","Male","3355","3265","35820","33300"
"In post","2021","Property","Overseas","Female","25","25","[c]","[c]"
"In post","2021","Property","Overseas","Male","170","170","40000","39410"
"In post","2021","Property","Unknown","Female","5","5","[c]","[c]"
"In post","2021","Property","Unknown","Male","10","10","[c]","[c]"
"In post","2021","Psychology","London","Female","55","55","42440","40520"
"In post","2021","Psychology","London","Male","5","5","[c]","[c]"
"In post","2021","Psychology","Outside London","Female","1185","1125","35210","30930"
"In post","2021","Psychology","Outside London","Male","170","165","36620","30450"
"In post","2021","Science and Engineering","London","Female","850","790","45360","40960"
"In post","2021","Science and Engineering","London","Male","575","560","48380","43790"
"In post","2021","Science and Engineering","Outside London","Female","3610","3340","36660","35580"
"In post","2021","Science and Engineering","Outside London","Male","8855","8635","38380","37320"
"In post","2021","Science and Engineering","Overseas","Female","20","20","[c]","[c]"
"In post","2021","Science and Engineering","Overseas","Male","105","105","44150","42470"
"In post","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Science and Engineering","Unknown","Male","70","70","27330","27370"
"In post","2021","Security","London","Female","440","425","40010","35990"
"In post","2021","Security","London","Male","790","785","38280","35200"
"In post","2021","Security","Outside London","Female","1290","1245","29480","26670"
"In post","2021","Security","Outside London","Male","5705","5605","30270","26610"
"In post","2021","Security","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Security","Overseas","Female","5","5","[c]","[c]"
"In post","2021","Security","Overseas","Male","70","70","37690","34350"
"In post","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Security","Unknown","Male","5","5","[c]","[c]"
"In post","2021","Social Research","London","Female","330","315","46930","42890"
"In post","2021","Social Research","London","Male","125","125","49090","46970"
"In post","2021","Social Research","London","Unknown","5","5","[c]","[c]"
"In post","2021","Social Research","Outside London","Female","475","445","39760","37520"
"In post","2021","Social Research","Outside London","Male","225","220","39040","37020"
"In post","2021","Social Research","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","London","Female","405","385","46850","42890"
"In post","2021","Statistics","London","Male","510","500","46790","42470"
"In post","2021","Statistics","London","Unknown","5","5","[c]","[c]"
"In post","2021","Statistics","Outside London","Female","535","500","39820","37130"
"In post","2021","Statistics","Outside London","Male","560","550","40890","37020"
"In post","2021","Statistics","Outside London","Unknown","15","15","[c]","[c]"
"In post","2021","Statistics","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Statistics","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Tax","London","Female","1030","960","41080","36160"
"In post","2021","Tax","London","Male","1270","1215","44810","39800"
"In post","2021","Tax","Outside London","Female","7395","6820","30840","28130"
"In post","2021","Tax","Outside London","Male","8100","7800","32830","31810"
"In post","2021","Tax","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Tax","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","10705","10050","38680","31060"
"In post","2021","Unknown","London","Male","7430","7325","43890","34550"
"In post","2021","Unknown","Outside London","Female","63110","54830","28310","27570"
"In post","2021","Unknown","Outside London","Male","37565","36185","30340","27570"
"In post","2021","Unknown","Overseas","Female","120","120","50110","52090"
"In post","2021","Unknown","Overseas","Male","180","175","44610","33300"
"In post","2021","Unknown","Unknown","Female","910","850","32270","28000"
"In post","2021","Unknown","Unknown","Male","620","610","33710","29250"
"In post","2021","Veterinarian","London","Female","20","20","[c]","[c]"
"In post","2021","Veterinarian","London","Male","25","25","[c]","[c]"
"In post","2021","Veterinarian","Outside London","Female","235","225","44290","38390"
"In post","2021","Veterinarian","Outside London","Male","170","165","46480","46300"
"Leaver CS","2021","Commercial","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Outside London","Female","70","[c]","34600","34450"
"Leaver CS","2021","Commercial","Outside London","Male","90","[c]","38460","36780"
"Leaver CS","2021","Commercial","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","London","Female","80","[c]","38650","36980"
"Leaver CS","2021","Communications","London","Male","45","[c]","45790","39170"
"Leaver CS","2021","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Outside London","Female","55","[c]","32710","32070"
"Leaver CS","2021","Communications","Outside London","Male","50","[c]","31510","29200"
"Leaver CS","2021","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Corporate Finance","Outside London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Counter Fraud","Outside London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","London","Female","50","[c]","49260","46720"
"Leaver CS","2021","Digital, Data and Technology","London","Male","90","[c]","47630","45250"
"Leaver CS","2021","Digital, Data and Technology","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Digital, Data and Technology","Outside London","Female","90","[c]","37500","33350"
"Leaver CS","2021","Digital, Data and Technology","Outside London","Male","225","[c]","40200","36870"
"Leaver CS","2021","Digital, Data and Technology","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Economics","London","Male","45","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Economics","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Female","35","[c]","[c]","[c]"
"Leaver CS","2021","Finance","London","Male","45","[c]","47980","45880"
"Leaver CS","2021","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Finance","Outside London","Female","90","[c]","34880","32430"
"Leaver CS","2021","Finance","Outside London","Male","85","[c]","44480","42090"
"Leaver CS","2021","Human Resources","London","Female","60","[c]","48450","45160"
"Leaver CS","2021","Human Resources","London","Male","45","[c]","46160","38500"
"Leaver CS","2021","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Outside London","Female","135","[c]","33110","28630"
"Leaver CS","2021","Human Resources","Outside London","Male","65","[c]","35320","30930"
"Leaver CS","2021","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Outside London","Female","35","[c]","61630","51360"
"Leaver CS","2021","Inspector of Education and Training","Outside London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Outside London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","London","Female","35","[c]","38290","32700"
"Leaver CS","2021","Knowledge and Information Management","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Outside London","Female","45","[c]","29550","26670"
"Leaver CS","2021","Knowledge and Information Management","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Legal","London","Female","100","[c]","57850","54400"
"Leaver CS","2021","Legal","London","Male","70","[c]","55590","55000"
"Leaver CS","2021","Legal","Outside London","Female","140","[c]","48230","48830"
"Leaver CS","2021","Legal","Outside London","Male","100","[c]","53800","55610"
"Leaver CS","2021","Medicine","London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Outside London","Female","160","[c]","44230","33780"
"Leaver CS","2021","Medicine","Outside London","Male","65","[c]","66610","66160"
"Leaver CS","2021","Medicine","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Medicine","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","London","Female","670","[c]","32070","26920"
"Leaver CS","2021","Operational Delivery","London","Male","585","[c]","36770","30850"
"Leaver CS","2021","Operational Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Outside London","Female","3475","[c]","24860","21430"
"Leaver CS","2021","Operational Delivery","Outside London","Male","3485","[c]","28130","23830"
"Leaver CS","2021","Operational Delivery","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Unknown","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","London","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Other","London","Female","110","[c]","37570","28650"
"Leaver CS","2021","Other","London","Male","110","[c]","37130","28560"
"Leaver CS","2021","Other","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Other","Outside London","Female","400","[c]","24290","21130"
"Leaver CS","2021","Other","Outside London","Male","625","[c]","29530","28910"
"Leaver CS","2021","Other","Overseas","Female","55","[c]","38000","36960"
"Leaver CS","2021","Other","Overseas","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Other","Unknown","Male","140","[c]","35640","32400"
"Leaver CS","2021","Planning","London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Outside London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Outside London","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Policy","London","Female","310","[c]","45020","40510"
"Leaver CS","2021","Policy","London","Male","310","[c]","49490","42540"
"Leaver CS","2021","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Outside London","Female","100","[c]","38340","35900"
"Leaver CS","2021","Policy","Outside London","Male","95","[c]","43790","38650"
"Leaver CS","2021","Policy","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","London","Female","45","[c]","43060","37530"
"Leaver CS","2021","Project Delivery","London","Male","45","[c]","57730","50140"
"Leaver CS","2021","Project Delivery","Outside London","Female","155","[c]","35340","32430"
"Leaver CS","2021","Project Delivery","Outside London","Male","200","[c]","41440","39510"
"Leaver CS","2021","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Property","London","Male","50","[c]","38990","31740"
"Leaver CS","2021","Property","Outside London","Female","125","[c]","28240","25860"
"Leaver CS","2021","Property","Outside London","Male","235","[c]","32310","30090"
"Leaver CS","2021","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","Female","85","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Female","60","[c]","37630","39230"
"Leaver CS","2021","Science and Engineering","London","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Outside London","Female","250","[c]","29810","25670"
"Leaver CS","2021","Science and Engineering","Outside London","Male","450","[c]","32780","29750"
"Leaver CS","2021","Science and Engineering","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Overseas","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","London","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Security","Outside London","Female","45","[c]","29990","26670"
"Leaver CS","2021","Security","Outside London","Male","310","[c]","29970","26640"
"Leaver CS","2021","Security","Overseas","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Overseas","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Female","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","London","Male","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Social Research","Outside London","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","London","Male","15","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","Female","15","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Outside London","Male","15","[c]","[c]","[c]"
