"Status","Year","Age","Disability","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice","Female","5","5","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Attorney General's Departments","Female","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Female","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Male","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport","Female","15","15","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport","Male","5","5","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions","Female","100","100","22590","21010"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions","Male","70","70","22650","21010"
"In post","2021","16-19","Declared non-disabled","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care","Female","15","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs","Female","40","35","20700","20140"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs","Male","40","35","20900","20140"
"In post","2021","16-19","Declared non-disabled","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury","Female","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury","Male","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office","Female","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office","Male","15","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence","Female","35","35","19450","19040"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence","Male","90","90","19170","17780"
"In post","2021","16-19","Declared non-disabled","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice","Female","50","50","22070","22570"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice","Male","30","30","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government","Female","35","35","21500","21150"
"In post","2021","16-19","Declared non-disabled","Scottish Government","Male","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Attorney General's Departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Business, Energy and Industrial Strategy","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport","Female","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Transport","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department for Work and Pensions","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Land Registry","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Land Registry","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Revenue and Customs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Revenue and Customs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Home Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Home Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Justice","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Ministry of Justice","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","United Kingdom Statistics Authority","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","United Kingdom Statistics Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Attorney General's Departments","Female","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Attorney General's Departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Cabinet Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Business, Energy and Industrial Strategy","Male","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Education","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Environment, Food and Rural Affairs","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Environment, Food and Rural Affairs","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for International Trade","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Transport","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Transport","Male","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Female","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Department for Work and Pensions","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Department of Health and Social Care","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Foreign, Commonwealth and Development Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Land Registry","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","HM Land Registry","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","HM Revenue and Customs","Female","85","80","20460","20140"
"In post","2021","16-19","Unknown","HM Revenue and Customs","Male","80","75","20740","20140"
"In post","2021","16-19","Unknown","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office","Female","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Home Office","Male","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence","Female","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Ministry of Defence","Male","100","100","18260","16780"
"In post","2021","16-19","Unknown","Ministry of Justice","Female","40","40","21000","20600"
"In post","2021","16-19","Unknown","Ministry of Justice","Male","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","National Crime Agency","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","National Crime Agency","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Standards in Education","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office for Standards in Education","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office of Rail and Road","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Office of Rail and Road","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other Cabinet Office Agencies","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other Cabinet Office Agencies","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government","Female","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","Scottish Government","Male","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","The National Archives","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","The National Archives","Male","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","United Kingdom Statistics Authority","Female","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","United Kingdom Statistics Authority","Male","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Welsh Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Attorney General's Departments","Female","35","35","30200","27350"
"In post","2021","20-29","Declared disabled","Attorney General's Departments","Male","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Cabinet Office","Female","90","85","34590","33250"
"In post","2021","20-29","Declared disabled","Cabinet Office","Male","80","80","33960","30090"
"In post","2021","20-29","Declared disabled","Cabinet Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chancellor's other departments","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chancellor's other departments","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Charity Commission","Female","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Charity Commission","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Competition and Markets Authority","Female","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Competition and Markets Authority","Male","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Female","105","100","36480","33570"
"In post","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Male","80","80","36430","33640"
"In post","2021","20-29","Declared disabled","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Female","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Male","15","15","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Education","Female","65","65","36150","32940"
"In post","2021","20-29","Declared disabled","Department for Education","Male","45","45","36360","33660"
"In post","2021","20-29","Declared disabled","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Female","110","110","30560","29180"
"In post","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Male","65","65","31420","30980"
"In post","2021","20-29","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for International Trade","Female","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for International Trade","Male","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Department for Transport","Female","50","45","32660","31370"
"In post","2021","20-29","Declared disabled","Department for Transport","Male","35","35","31200","29970"
"In post","2021","20-29","Declared disabled","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
