"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Project Delivery","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Commercial","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","AA/AO","55","[c]","20250","19850"
"Leaver CS","2021","Property","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Property","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","AA/AO","15","[c]","24790","24430"
"Leaver CS","2021","Property","Other","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","AA/AO","85","[c]","19350","18780"
"Leaver CS","2021","Property","Property","EO","140","[c]","26060","25930"
"Leaver CS","2021","Property","Property","G6/G7","25","[c]","57470","57130"
"Leaver CS","2021","Property","Property","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Property","SEO/HEO","145","[c]","38560","37710"
"Leaver CS","2021","Property","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","AA/AO","30","[c]","25000","26530"
"Leaver CS","2021","Property","Unknown","EO","15","[c]","31650","30160"
"Leaver CS","2021","Property","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","AA/AO","300","[c]","27790","23540"
"Leaver CS","2021","Security","Security","EO","40","[c]","32840","29960"
"Leaver CS","2021","Security","Security","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Security","SEO/HEO","30","[c]","42330","40200"
"Leaver CS","2021","Security","Unknown","AA/AO","20","[c]","20090","20370"
"Leaver CS","2021","Security","Unknown","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Security","Unknown","SEO/HEO","20","[c]","33470","33300"
"Leaver CS","2021","Unknown","Commercial","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Commercial","SEO/HEO","15","[c]","37100","36780"
"Leaver CS","2021","Unknown","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","EO","15","[c]","25920","28500"
"Leaver CS","2021","Unknown","Communications","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Communications","SEO/HEO","20","[c]","38980","38430"
"Leaver CS","2021","Unknown","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","EO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","G6/G7","15","[c]","59600","59350"
"Leaver CS","2021","Unknown","Digital, Data and Technology","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Digital, Data and Technology","SEO/HEO","35","[c]","39460","40230"
"Leaver CS","2021","Unknown","Economics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Economics","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","G6/G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Finance","SEO/HEO","20","[c]","38600","37280"
"Leaver CS","2021","Unknown","Human Resources","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Human Resources","SEO/HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","EO","30","[c]","29090","28520"
"Leaver CS","2021","Unknown","Intelligence Analysis","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Intelligence Analysis","SEO/HEO","30","[c]","36450","36220"
"Leaver CS","2021","Unknown","Knowledge and Information Management","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","G6/G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Legal","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","AA/AO","40","[c]","21810","21240"
"Leaver CS","2021","Unknown","Medicine","EO","40","[c]","29640","30620"
"Leaver CS","2021","Unknown","Medicine","G6/G7","45","[c]","77310","77080"
"Leaver CS","2021","Unknown","Medicine","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Medicine","SEO/HEO","65","[c]","38500","37890"
"Leaver CS","2021","Unknown","Operational Delivery","AA/AO","270","[c]","21470","21430"
"Leaver CS","2021","Unknown","Operational Delivery","EO","275","[c]","27000","27240"
"Leaver CS","2021","Unknown","Operational Delivery","G6/G7","35","[c]","60070","57520"
"Leaver CS","2021","Unknown","Operational Delivery","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Delivery","SEO/HEO","115","[c]","36680","36370"
"Leaver CS","2021","Unknown","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","AA/AO","430","[c]","20610","20920"
"Leaver CS","2021","Unknown","Other","EO","295","[c]","29360","29930"
"Leaver CS","2021","Unknown","Other","G6/G7","20","[c]","62000","59420"
"Leaver CS","2021","Unknown","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Other","SEO/HEO","205","[c]","36480","36240"
"Leaver CS","2021","Unknown","Other","Unknown","165","[c]","35220","32700"
"Leaver CS","2021","Unknown","Planning","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Planning","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Policy","AA/AO","15","[c]","22290","21250"
"Leaver CS","2021","Unknown","Policy","EO","40","[c]","28000","28650"
"Leaver CS","2021","Unknown","Policy","G6/G7","80","[c]","59180","57460"
"Leaver CS","2021","Unknown","Policy","SCS level","30","[c]","84210","80080"
"Leaver CS","2021","Unknown","Policy","SEO/HEO","105","[c]","37840","37410"
"Leaver CS","2021","Unknown","Project Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","G6/G7","10","[c]","62120","61160"
"Leaver CS","2021","Unknown","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Project Delivery","SEO/HEO","20","[c]","39000","38020"
"Leaver CS","2021","Unknown","Property","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Property","G6/G7","15","[c]","58940","58930"
"Leaver CS","2021","Unknown","Property","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","AA/AO","40","[c]","21480","21910"
"Leaver CS","2021","Unknown","Science and Engineering","EO","25","[c]","26460","26220"
"Leaver CS","2021","Unknown","Science and Engineering","G6/G7","10","[c]","61720","59730"
"Leaver CS","2021","Unknown","Science and Engineering","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Science and Engineering","SEO/HEO","35","[c]","38250","38660"
"Leaver CS","2021","Unknown","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Social Research","SEO/HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Statistics","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","AA/AO","4875","[c]","21280","21010"
"Leaver CS","2021","Unknown","Unknown","EO","3400","[c]","27910","27570"
"Leaver CS","2021","Unknown","Unknown","G6/G7","750","[c]","61250","60740"
"Leaver CS","2021","Unknown","Unknown","SCS level","125","[c]","91870","84710"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","1945","[c]","36210","35110"
"Leaver CS","2021","Unknown","Unknown","Unknown","365","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Veterinarian","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","G6/G7","45","[c]","57700","56240"
"Leaver Dept.","2021","Analysis","Economics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Economics","SEO/HEO","50","[c]","34110","32630"
"Leaver Dept.","2021","Analysis","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Intelligence Analysis","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Operational Research","SEO/HEO","20","[c]","35500","34530"
"Leaver Dept.","2021","Analysis","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Social Research","SEO/HEO","20","[c]","34920","34040"
"Leaver Dept.","2021","Analysis","Statistics","EO","20","[c]","28120","27850"
"Leaver Dept.","2021","Analysis","Statistics","G6/G7","25","[c]","57120","57930"
"Leaver Dept.","2021","Analysis","Statistics","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Statistics","SEO/HEO","50","[c]","36130","34660"
"Leaver Dept.","2021","Analysis","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Analysis","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","EO","15","[c]","25740","26050"
"Leaver Dept.","2021","Commercial","Commercial","G6/G7","20","[c]","51390","52190"
"Leaver Dept.","2021","Commercial","Commercial","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Commercial","SEO/HEO","55","[c]","38320","39270"
"Leaver Dept.","2021","Commercial","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Knowledge and Information Management","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Science and Engineering","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","G6/G7","25","[c]","56540","54700"
"Leaver Dept.","2021","Commercial","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Unknown","SEO/HEO","10","[c]","35400","35070"
"Leaver Dept.","2021","Communications","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","EO","20","[c]","26780","26410"
"Leaver Dept.","2021","Communications","Communications","G6/G7","40","[c]","58200","54440"
"Leaver Dept.","2021","Communications","Communications","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Communications","SEO/HEO","80","[c]","38130","38350"
"Leaver Dept.","2021","Communications","Human Resources","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","EO","10","[c]","27200","27500"
"Leaver Dept.","2021","Communications","Unknown","G6/G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Communications","Unknown","SEO/HEO","30","[c]","36820","35420"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Counter Fraud","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Unknown","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Debt","Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","AA/AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","EO","25","[c]","26990","26680"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","G6/G7","55","[c]","59350","55140"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","SEO/HEO","60","[c]","37820","37850"
"Leaver Dept.","2021","Digital, Data & Technology","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Knowledge and Information Management","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Operational Research","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Security","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","G6/G7","25","[c]","59730","58390"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data & Technology","Unknown","SEO/HEO","20","[c]","35900","34550"
"Leaver Dept.","2021","Finance","Corporate Finance","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Corporate Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Finance","EO","25","[c]","26230","26200"
"Leaver Dept.","2021","Finance","Finance","G6/G7","55","[c]","58980","58130"
"Leaver Dept.","2021","Finance","Finance","SCS level","10","[c]","84630","77780"
"Leaver Dept.","2021","Finance","Finance","SEO/HEO","65","[c]","39860","40300"
"Leaver Dept.","2021","Finance","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Operational Delivery","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Other","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Project Delivery","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Property","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Finance","Unknown","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","AA/AO","20","[c]","20910","21050"
"Leaver Dept.","2021","Grants Management","Operational Delivery","EO","15","[c]","25180","25100"
"Leaver Dept.","2021","Grants Management","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Grants Management","Operational Delivery","SEO/HEO","10","[c]","32920","30230"
"Leaver Dept.","2021","Human Resources","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","AA/AO","35","[c]","21500","20920"
"Leaver Dept.","2021","Human Resources","Human Resources","EO","35","[c]","26540","26460"
"Leaver Dept.","2021","Human Resources","Human Resources","G6/G7","65","[c]","57010","56380"
"Leaver Dept.","2021","Human Resources","Human Resources","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Human Resources","SEO/HEO","135","[c]","35870","34400"
"Leaver Dept.","2021","Human Resources","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Operational Delivery","SEO/HEO","10","[c]","33440","32140"
"Leaver Dept.","2021","Human Resources","Other","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Project Delivery","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","AA/AO","25","[c]","20680","20800"
"Leaver Dept.","2021","Human Resources","Unknown","EO","40","[c]","26380","26000"
"Leaver Dept.","2021","Human Resources","Unknown","G6/G7","40","[c]","57240","57230"
"Leaver Dept.","2021","Human Resources","Unknown","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Human Resources","Unknown","SEO/HEO","60","[c]","34800","34140"
"Leaver Dept.","2021","Internal Audit","Internal Audit","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Internal Audit","SEO/HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Knowledge and Information Management","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","G6/G7","80","[c]","59260","58750"
"Leaver Dept.","2021","Legal","Legal","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Legal","SEO/HEO","25","[c]","37370","35790"
"Leaver Dept.","2021","Legal","Operational Delivery","AA/AO","35","[c]","22900","22820"
"Leaver Dept.","2021","Legal","Operational Delivery","EO","15","[c]","26490","26760"
"Leaver Dept.","2021","Legal","Operational Delivery","G6/G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Operational Delivery","SEO/HEO","10","[c]","34310","32820"
"Leaver Dept.","2021","Legal","Other","AA/AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","EO","15","[c]","27050","27350"
"Leaver Dept.","2021","Legal","Other","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Other","SEO/HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Policy","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Commercial","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Communications","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Counter Fraud","G6/G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Digital, Data and Technology","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","No function","Economics","G6/G7","10","[c]","54310","53600"
"Leaver Dept.","2021","No function","Economics","SEO/HEO","5","[c]","[c]","[c]"
