"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Analysis","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Wales","Female","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Wales","Male","10","10","[c]","[c]"
"In post","2021","Asian","Analysis","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Yorkshire and The Humber","Female","5","5","[c]","[c]"
"In post","2021","Asian","Analysis","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Analysis","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","East of England","Male","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","London","Female","80","80","42330","35560"
"In post","2021","Asian","Commercial","London","Male","70","70","48310","40650"
"In post","2021","Asian","Commercial","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","North West (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","North West (England)","Male","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South East (England)","Female","15","10","[c]","[c]"
"In post","2021","Asian","Commercial","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","South West (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","South West (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","Asian","Commercial","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Commercial","Yorkshire and The Humber","Male","5","5","[c]","[c]"
"In post","2021","Asian","Commercial","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Asian","Communications","East Midlands (England)","Male","30","30","[c]","[c]"
"In post","2021","Asian","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","London","Female","105","100","41270","35290"
"In post","2021","Asian","Communications","London","Male","100","95","34200","32520"
"In post","2021","Asian","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North East (England)","Female","15","15","[c]","[c]"
"In post","2021","Asian","Communications","North East (England)","Male","15","15","[c]","[c]"
"In post","2021","Asian","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","North West (England)","Female","20","20","[c]","[c]"
"In post","2021","Asian","Communications","North West (England)","Male","50","50","29440","31810"
"In post","2021","Asian","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales","Female","10","10","[c]","[c]"
"In post","2021","Asian","Communications","Wales","Male","15","15","[c]","[c]"
"In post","2021","Asian","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands (England)","Female","20","20","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands (England)","Male","25","25","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Yorkshire and The Humber","Female","25","20","[c]","[c]"
"In post","2021","Asian","Communications","Yorkshire and The Humber","Male","55","55","27880","25560"
"In post","2021","Asian","Communications","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East Midlands (England)","Female","20","20","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East Midlands (England)","Male","25","25","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","London","Female","130","120","34450","32520"
"In post","2021","Asian","Counter Fraud","London","Male","140","135","36640","33830"
"In post","2021","Asian","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North West (England)","Female","20","20","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North West (England)","Male","40","40","31160","31810"
"In post","2021","Asian","Counter Fraud","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Scotland","Male","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","West Midlands (England)","Female","55","55","28840","25560"
"In post","2021","Asian","Counter Fraud","West Midlands (England)","Male","55","50","29900","30810"
"In post","2021","Asian","Counter Fraud","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","Female","35","35","27820","25560"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","Male","50","50","29580","26270"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East Midlands (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Debt","East Midlands (England)","Male","15","15","[c]","[c]"
"In post","2021","Asian","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East of England","Female","5","5","[c]","[c]"
"In post","2021","Asian","Debt","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","London","Female","95","80","26290","25630"
"In post","2021","Asian","Debt","London","Male","40","35","29820","25630"
"In post","2021","Asian","Debt","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North East (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Debt","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Scotland","Female","15","10","[c]","[c]"
"In post","2021","Asian","Debt","Scotland","Male","10","5","[c]","[c]"
"In post","2021","Asian","Debt","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Wales","Male","5","5","[c]","[c]"
"In post","2021","Asian","Debt","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","West Midlands (England)","Female","50","40","21250","20140"
"In post","2021","Asian","Debt","West Midlands (England)","Male","30","30","22030","20140"
"In post","2021","Asian","Debt","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Yorkshire and The Humber","Female","30","25","21350","20140"
"In post","2021","Asian","Debt","Yorkshire and The Humber","Male","30","30","21540","20140"
"In post","2021","Asian","Debt","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Midlands (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East of England","Female","10","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East of England","Male","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","London","Female","175","170","45410","41250"
"In post","2021","Asian","Digital, Data & Technology","London","Male","255","255","45710","41790"
"In post","2021","Asian","Digital, Data & Technology","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North East (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North East (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Male","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","Female","5","5","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","Male","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","Female","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","Male","25","25","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Wales","Female","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Wales","Male","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Midlands (England)","Female","45","45","38520","35900"
"In post","2021","Asian","Digital, Data & Technology","West Midlands (England)","Male","60","60","37260","36370"
"In post","2021","Asian","Digital, Data & Technology","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","Female","30","30","33840","31810"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","Male","40","40","33470","31810"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East Midlands (England)","Female","15","15","[c]","[c]"
"In post","2021","Asian","Finance","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Finance","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","East of England","Female","15","15","[c]","[c]"
"In post","2021","Asian","Finance","East of England","Male","15","15","[c]","[c]"
"In post","2021","Asian","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","London","Female","190","180","41450","36800"
"In post","2021","Asian","Finance","London","Male","210","210","44540","41400"
"In post","2021","Asian","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Female","15","15","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Male","20","20","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","South West (England)","Female","20","15","[c]","[c]"
"In post","2021","Asian","Finance","South West (England)","Male","15","15","[c]","[c]"
"In post","2021","Asian","Finance","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands (England)","Female","45","40","33580","30230"
"In post","2021","Asian","Finance","West Midlands (England)","Male","40","40","36760","32300"
"In post","2021","Asian","Finance","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Yorkshire and The Humber","Female","45","40","24250","20140"
"In post","2021","Asian","Finance","Yorkshire and The Humber","Male","50","50","27690","25560"
"In post","2021","Asian","Finance","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East of England","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","London","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","London","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North East (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","South East (England)","Female","10","10","[c]","[c]"
"In post","2021","Asian","Grants Management","South East (England)","Male","5","5","[c]","[c]"
"In post","2021","Asian","Grants Management","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","South West (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","South West (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","West Midlands (England)","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","West Midlands (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Yorkshire and The Humber","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Yorkshire and The Humber","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","East Midlands (England)","Female","25","25","[c]","[c]"
"In post","2021","Asian","Human Resources","East Midlands (England)","Male","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","East of England","Female","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","East of England","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","London","Female","215","205","40630","36160"
"In post","2021","Asian","Human Resources","London","Male","60","60","40680","35420"
"In post","2021","Asian","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","North East (England)","Female","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","North East (England)","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","North West (England)","Female","30","30","31070","27690"
"In post","2021","Asian","Human Resources","North West (England)","Male","20","20","[c]","[c]"
"In post","2021","Asian","Human Resources","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Northern Ireland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Northern Ireland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Overseas","Female","[c]","[c]","[c]","[c]"
