"Status","Year","Age","Function_of_post","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","65+","Communications","London","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Communications","London","Unknown","5","5","[c]","[c]"
"In post","2021","65+","Communications","Outside London","Heterosexual / straight","30","25","30650","28650"
"In post","2021","65+","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Outside London","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Communications","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Communications","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Communications","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","London","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Counter Fraud","London","Unknown","15","15","[c]","[c]"
"In post","2021","65+","Counter Fraud","Outside London","Heterosexual / straight","85","55","31600","28130"
"In post","2021","65+","Counter Fraud","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Counter Fraud","Outside London","Undeclared","20","15","[c]","[c]"
"In post","2021","65+","Counter Fraud","Outside London","Unknown","35","20","34990","31870"
"In post","2021","65+","Debt","London","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","65+","Debt","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","London","Undeclared","5","5","[c]","[c]"
"In post","2021","65+","Debt","London","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Debt","Outside London","Heterosexual / straight","45","30","24080","21440"
"In post","2021","65+","Debt","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Debt","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","65+","Debt","Outside London","Unknown","35","25","23420","21440"
"In post","2021","65+","Digital, Data & Technology","London","Heterosexual / straight","30","25","51740","50600"
"In post","2021","65+","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","London","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Outside London","Heterosexual / straight","85","70","37210","34620"
"In post","2021","65+","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","65+","Digital, Data & Technology","Outside London","Unknown","50","40","40890","38450"
"In post","2021","65+","Finance","London","Heterosexual / straight","40","40","37150","35090"
"In post","2021","65+","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","London","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Finance","London","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Finance","Outside London","Heterosexual / straight","85","70","29880","26240"
"In post","2021","65+","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Finance","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","65+","Finance","Outside London","Unknown","30","25","[c]","[c]"
"In post","2021","65+","Grants Management","Outside London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Grants Management","Outside London","Unknown","20","15","[c]","[c]"
"In post","2021","65+","Human Resources","London","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","65+","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Outside London","Heterosexual / straight","70","55","30700","28130"
"In post","2021","65+","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Human Resources","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","65+","Human Resources","Outside London","Unknown","20","10","[c]","[c]"
"In post","2021","65+","Internal Audit","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","London","Heterosexual / straight","60","50","49520","51950"
"In post","2021","65+","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","London","Undeclared","10","5","[c]","[c]"
"In post","2021","65+","Legal","London","Unknown","35","30","55490","62590"
"In post","2021","65+","Legal","Outside London","Heterosexual / straight","80","60","47350","53630"
"In post","2021","65+","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Legal","Outside London","Undeclared","65","45","28240","22820"
"In post","2021","65+","Legal","Outside London","Unknown","35","25","41790","40780"
"In post","2021","65+","No function","London","Heterosexual / straight","470","395","37390","29570"
"In post","2021","65+","No function","London","LGBO","15","15","[c]","[c]"
"In post","2021","65+","No function","London","Undeclared","95","75","38330","30780"
"In post","2021","65+","No function","London","Unknown","250","205","36490","30360"
"In post","2021","65+","No function","Outside London","Heterosexual / straight","2140","1565","28410","23270"
"In post","2021","65+","No function","Outside London","LGBO","50","35","26160","21950"
"In post","2021","65+","No function","Outside London","Undeclared","450","300","29100","26780"
"In post","2021","65+","No function","Outside London","Unknown","900","610","28640","24670"
"In post","2021","65+","No function","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","No function","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","London","Heterosexual / straight","50","40","48940","40710"
"In post","2021","65+","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","London","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Project Delivery","London","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Project Delivery","Outside London","Heterosexual / straight","350","295","37420","34970"
"In post","2021","65+","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Outside London","Undeclared","75","60","36860","33580"
"In post","2021","65+","Project Delivery","Outside London","Unknown","35","30","41700","35000"
"In post","2021","65+","Project Delivery","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","London","Heterosexual / straight","35","30","42000","41130"
"In post","2021","65+","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","London","Undeclared","10","10","[c]","[c]"
"In post","2021","65+","Property","London","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Property","Outside London","Heterosexual / straight","205","175","30650","29180"
"In post","2021","65+","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Outside London","Undeclared","35","30","32160","33250"
"In post","2021","65+","Property","Outside London","Unknown","80","65","25690","24010"
"In post","2021","65+","Property","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","65+","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","London","Unknown","10","10","[c]","[c]"
"In post","2021","65+","Security","Outside London","Heterosexual / straight","140","120","23210","20060"
"In post","2021","65+","Security","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Outside London","Undeclared","30","25","29260","23500"
"In post","2021","65+","Security","Outside London","Unknown","15","10","[c]","[c]"
"In post","2021","65+","Security","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","London","Heterosexual / straight","505","400","32200","29370"
"In post","2021","65+","Unknown","London","LGBO","15","15","[c]","[c]"
"In post","2021","65+","Unknown","London","Undeclared","130","95","34020","29960"
"In post","2021","65+","Unknown","London","Unknown","140","105","34290","31060"
"In post","2021","65+","Unknown","Outside London","Heterosexual / straight","2545","1955","27190","25310"
"In post","2021","65+","Unknown","Outside London","LGBO","70","55","25020","24370"
"In post","2021","65+","Unknown","Outside London","Undeclared","420","320","27460","26120"
"In post","2021","65+","Unknown","Outside London","Unknown","770","560","27130","25820"
"In post","2021","65+","Unknown","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Unknown","Analysis","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Analysis","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Finance","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","London","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","No function","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","No function","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Property","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Digital, Data & Technology","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Human Resources","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","No function","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Project Delivery","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Property","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","London","Heterosexual / straight","60","[c]","29200","26340"
"Leaver CS","2021","20-29","Analysis","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","London","Unknown","35","[c]","26780","24410"
"Leaver CS","2021","20-29","Analysis","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Analysis","Outside London","Unknown","35","[c]","21400","19130"
"Leaver CS","2021","20-29","Commercial","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Counter Fraud","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","London","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","London","Undeclared","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Finance","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Grants Management","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Outside London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Outside London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Internal Audit","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","Heterosexual / straight","30","[c]","30030","26970"
"Leaver CS","2021","20-29","Legal","London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","Heterosexual / straight","35","[c]","26010","22260"
"Leaver CS","2021","20-29","Legal","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","Undeclared","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Legal","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","London","Heterosexual / straight","220","[c]","28100","26770"
"Leaver CS","2021","20-29","No function","London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","London","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","London","Unknown","275","[c]","25630","23980"
"Leaver CS","2021","20-29","No function","Outside London","Heterosexual / straight","955","[c]","22400","21170"
"Leaver CS","2021","20-29","No function","Outside London","LGBO","130","[c]","19810","18880"
"Leaver CS","2021","20-29","No function","Outside London","Undeclared","70","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","Outside London","Unknown","685","[c]","21480","20120"
"Leaver CS","2021","20-29","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","No function","Unknown","Unknown","30","[c]","29630","28000"
"Leaver CS","2021","20-29","Project Delivery","London","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Outside London","Heterosexual / straight","85","[c]","25390","25100"
"Leaver CS","2021","20-29","Project Delivery","Outside London","LGBO","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Project Delivery","Outside London","Unknown","50","[c]","22770","21060"
"Leaver CS","2021","20-29","Property","London","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Outside London","Heterosexual / straight","40","[c]","25000","24500"
"Leaver CS","2021","20-29","Property","Outside London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Property","Outside London","Unknown","50","[c]","23690","24500"
"Leaver CS","2021","20-29","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","London","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Outside London","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Outside London","LGBO","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Outside London","Unknown","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","Heterosexual / straight","240","[c]","29590","27760"
"Leaver CS","2021","20-29","Unknown","London","LGBO","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","Undeclared","25","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","London","Unknown","280","[c]","30850","31060"
"Leaver CS","2021","20-29","Unknown","Outside London","Heterosexual / straight","525","[c]","23830","21010"
"Leaver CS","2021","20-29","Unknown","Outside London","LGBO","60","[c]","23710","21010"
"Leaver CS","2021","20-29","Unknown","Outside London","Undeclared","35","[c]","23740","21010"
"Leaver CS","2021","20-29","Unknown","Outside London","Unknown","640","[c]","24980","24110"
"Leaver CS","2021","20-29","Unknown","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Unknown","Overseas","Unknown","[c]","[c]","[c]","[c]"
