"Status","Year","Age","Disability","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","20-29","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","London","Heterosexual / straight","1270","1265","35520","32870"
"In post","2021","20-29","Unknown","London","LGBO","165","165","38560","35110"
"In post","2021","20-29","Unknown","London","Undeclared","145","145","34660","32960"
"In post","2021","20-29","Unknown","London","Unknown","5490","5470","34680","32000"
"In post","2021","20-29","Unknown","Outside London","Heterosexual / straight","2480","2440","27590","26160"
"In post","2021","20-29","Unknown","Outside London","LGBO","280","280","27090","25560"
"In post","2021","20-29","Unknown","Outside London","Undeclared","405","400","26500","24880"
"In post","2021","20-29","Unknown","Outside London","Unknown","12205","11970","25080","24110"
"In post","2021","20-29","Unknown","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Overseas","Unknown","60","60","38790","38300"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","Unknown","700","700","29790","29250"
"In post","2021","30-39","Declared disabled","London","Heterosexual / straight","1310","1260","43240","39190"
"In post","2021","30-39","Declared disabled","London","LGBO","235","230","45610","42270"
"In post","2021","30-39","Declared disabled","London","Undeclared","150","145","45720","45200"
"In post","2021","30-39","Declared disabled","London","Unknown","65","60","42630","39940"
"In post","2021","30-39","Declared disabled","Outside London","Heterosexual / straight","4655","4360","29370","27570"
"In post","2021","30-39","Declared disabled","Outside London","LGBO","760","735","29150","27570"
"In post","2021","30-39","Declared disabled","Outside London","Undeclared","520","485","28820","27150"
"In post","2021","30-39","Declared disabled","Outside London","Unknown","350","325","30250","27570"
"In post","2021","30-39","Declared disabled","Overseas","Heterosexual / straight","45","45","47150","48490"
"In post","2021","30-39","Declared disabled","Overseas","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","London","Heterosexual / straight","13510","13050","45620","41970"
"In post","2021","30-39","Declared non-disabled","London","LGBO","1020","1010","48310","51250"
"In post","2021","30-39","Declared non-disabled","London","Undeclared","960","935","45750","42410"
"In post","2021","30-39","Declared non-disabled","London","Unknown","880","830","44880","40430"
"In post","2021","30-39","Declared non-disabled","Outside London","Heterosexual / straight","41760","39235","30790","27570"
"In post","2021","30-39","Declared non-disabled","Outside London","LGBO","2600","2550","30980","27570"
"In post","2021","30-39","Declared non-disabled","Outside London","Undeclared","2640","2460","30470","27570"
"In post","2021","30-39","Declared non-disabled","Outside London","Unknown","4965","4455","29740","27570"
"In post","2021","30-39","Declared non-disabled","Overseas","Heterosexual / straight","570","570","45910","49370"
"In post","2021","30-39","Declared non-disabled","Overseas","LGBO","50","50","47830","52200"
"In post","2021","30-39","Declared non-disabled","Overseas","Undeclared","50","50","45730","40330"
"In post","2021","30-39","Declared non-disabled","Overseas","Unknown","30","30","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Heterosexual / straight","165","155","34370","27570"
"In post","2021","30-39","Declared non-disabled","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Declared non-disabled","Unknown","Unknown","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","London","Heterosexual / straight","495","480","44070","40220"
"In post","2021","30-39","Undeclared","London","LGBO","60","60","46900","40200"
"In post","2021","30-39","Undeclared","London","Undeclared","525","515","46110","43360"
"In post","2021","30-39","Undeclared","London","Unknown","270","260","45350","42470"
"In post","2021","30-39","Undeclared","Outside London","Heterosexual / straight","1830","1720","29830","27570"
"In post","2021","30-39","Undeclared","Outside London","LGBO","220","210","29950","27570"
"In post","2021","30-39","Undeclared","Outside London","Undeclared","1410","1360","31840","29740"
"In post","2021","30-39","Undeclared","Outside London","Unknown","590","540","31030","28500"
"In post","2021","30-39","Undeclared","Overseas","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","30-39","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Overseas","Undeclared","25","20","[c]","[c]"
"In post","2021","30-39","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Undeclared","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","London","Heterosexual / straight","1060","1035","45750","42370"
"In post","2021","30-39","Unknown","London","LGBO","90","90","47440","41400"
"In post","2021","30-39","Unknown","London","Undeclared","150","145","48660","48900"
"In post","2021","30-39","Unknown","London","Unknown","3545","3470","46480","42210"
"In post","2021","30-39","Unknown","Outside London","Heterosexual / straight","3505","3345","33880","32010"
"In post","2021","30-39","Unknown","Outside London","LGBO","255","250","33150","30650"
"In post","2021","30-39","Unknown","Outside London","Undeclared","700","660","30960","29350"
"In post","2021","30-39","Unknown","Outside London","Unknown","10495","9980","29540","26160"
"In post","2021","30-39","Unknown","Overseas","Heterosexual / straight","60","55","49530","50530"
"In post","2021","30-39","Unknown","Overseas","LGBO","5","5","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Overseas","Unknown","185","185","50050","52430"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","Unknown","520","520","37870","33570"
"In post","2021","40-49","Declared disabled","London","Heterosexual / straight","1480","1410","43720","37540"
"In post","2021","40-49","Declared disabled","London","LGBO","215","205","46660","40940"
"In post","2021","40-49","Declared disabled","London","Undeclared","200","190","41580","37100"
"In post","2021","40-49","Declared disabled","London","Unknown","140","130","40000","33700"
"In post","2021","40-49","Declared disabled","Outside London","Heterosexual / straight","7210","6630","30600","27570"
"In post","2021","40-49","Declared disabled","Outside London","LGBO","680","650","31480","27570"
"In post","2021","40-49","Declared disabled","Outside London","Undeclared","1020","945","30440","27570"
"In post","2021","40-49","Declared disabled","Outside London","Unknown","760","665","28510","27570"
"In post","2021","40-49","Declared disabled","Overseas","Heterosexual / straight","50","50","47860","53000"
"In post","2021","40-49","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","London","Heterosexual / straight","12245","11640","48860","43000"
"In post","2021","40-49","Declared non-disabled","London","LGBO","660","645","53910","54040"
"In post","2021","40-49","Declared non-disabled","London","Undeclared","1145","1090","46360","41760"
"In post","2021","40-49","Declared non-disabled","London","Unknown","1445","1305","44230","36850"
"In post","2021","40-49","Declared non-disabled","Outside London","Heterosexual / straight","46110","43130","33760","29290"
"In post","2021","40-49","Declared non-disabled","Outside London","LGBO","1835","1780","33990","28860"
"In post","2021","40-49","Declared non-disabled","Outside London","Undeclared","4255","3935","31880","27570"
"In post","2021","40-49","Declared non-disabled","Outside London","Unknown","8125","7225","30930","27570"
"In post","2021","40-49","Declared non-disabled","Overseas","Heterosexual / straight","680","675","52200","54470"
"In post","2021","40-49","Declared non-disabled","Overseas","LGBO","35","35","62010","63300"
"In post","2021","40-49","Declared non-disabled","Overseas","Undeclared","55","55","46700","40290"
"In post","2021","40-49","Declared non-disabled","Overseas","Unknown","35","35","50140","45630"
"In post","2021","40-49","Declared non-disabled","Unknown","Heterosexual / straight","175","170","34210","27570"
"In post","2021","40-49","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","Undeclared","15","10","[c]","[c]"
"In post","2021","40-49","Declared non-disabled","Unknown","Unknown","30","25","31000","27570"
"In post","2021","40-49","Undeclared","London","Heterosexual / straight","530","510","43880","38270"
"In post","2021","40-49","Undeclared","London","LGBO","45","45","49030","41860"
"In post","2021","40-49","Undeclared","London","Undeclared","515","495","46410","41760"
"In post","2021","40-49","Undeclared","London","Unknown","270","255","44560","38320"
"In post","2021","40-49","Undeclared","Outside London","Heterosexual / straight","2275","2130","31560","27570"
"In post","2021","40-49","Undeclared","Outside London","LGBO","170","170","32070","30140"
"In post","2021","40-49","Undeclared","Outside London","Undeclared","2050","1960","33460","31310"
"In post","2021","40-49","Undeclared","Outside London","Unknown","910","845","31240","31650"
"In post","2021","40-49","Undeclared","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","Undeclared","35","35","[c]","[c]"
"In post","2021","40-49","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","London","Heterosexual / straight","790","755","50260","48900"
"In post","2021","40-49","Unknown","London","LGBO","45","40","51310","53360"
"In post","2021","40-49","Unknown","London","Undeclared","150","140","49720","45680"
"In post","2021","40-49","Unknown","London","Unknown","2430","2325","52820","51440"
"In post","2021","40-49","Unknown","Outside London","Heterosexual / straight","3400","3225","36910","33840"
"In post","2021","40-49","Unknown","Outside London","LGBO","145","140","33740","31810"
"In post","2021","40-49","Unknown","Outside London","Undeclared","825","780","34460","30080"
"In post","2021","40-49","Unknown","Outside London","Unknown","8320","7815","32840","27570"
"In post","2021","40-49","Unknown","Overseas","Heterosexual / straight","55","55","54400","54540"
"In post","2021","40-49","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Overseas","Unknown","195","195","53980","53000"
"In post","2021","40-49","Unknown","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","Unknown","440","440","40520","35380"
"In post","2021","50-59","Declared disabled","London","Heterosexual / straight","2105","2010","40720","34640"
"In post","2021","50-59","Declared disabled","London","LGBO","175","170","46000","39800"
"In post","2021","50-59","Declared disabled","London","Undeclared","375","355","38890","32520"
"In post","2021","50-59","Declared disabled","London","Unknown","255","240","38480","31880"
"In post","2021","50-59","Declared disabled","Outside London","Heterosexual / straight","11580","10650","30330","27570"
"In post","2021","50-59","Declared disabled","Outside London","LGBO","680","645","31370","27570"
"In post","2021","50-59","Declared disabled","Outside London","Undeclared","1735","1575","29960","27570"
"In post","2021","50-59","Declared disabled","Outside London","Unknown","1415","1255","28680","27570"
"In post","2021","50-59","Declared disabled","Overseas","Heterosexual / straight","40","40","52790","53470"
"In post","2021","50-59","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Heterosexual / straight","60","55","32270","27570"
"In post","2021","50-59","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","50-59","Declared disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","London","Heterosexual / straight","12465","12035","45420","38530"
"In post","2021","50-59","Declared non-disabled","London","LGBO","525","510","49480","43740"
"In post","2021","50-59","Declared non-disabled","London","Undeclared","1600","1530","43040","36620"
"In post","2021","50-59","Declared non-disabled","London","Unknown","1940","1840","40760","32430"
"In post","2021","50-59","Declared non-disabled","Outside London","Heterosexual / straight","57275","53705","33270","28130"
"In post","2021","50-59","Declared non-disabled","Outside London","LGBO","1595","1530","32860","27720"
"In post","2021","50-59","Declared non-disabled","Outside London","Undeclared","6765","6265","31760","27570"
"In post","2021","50-59","Declared non-disabled","Outside London","Unknown","11605","10415","30620","27570"
"In post","2021","50-59","Declared non-disabled","Overseas","Heterosexual / straight","560","555","52940","50430"
"In post","2021","50-59","Declared non-disabled","Overseas","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Overseas","Undeclared","85","85","49460","44470"
"In post","2021","50-59","Declared non-disabled","Overseas","Unknown","25","25","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","Heterosexual / straight","235","220","33880","29200"
"In post","2021","50-59","Declared non-disabled","Unknown","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","50-59","Declared non-disabled","Unknown","Unknown","55","50","32880","27570"
"In post","2021","50-59","Undeclared","London","Heterosexual / straight","615","595","42120","36180"
"In post","2021","50-59","Undeclared","London","LGBO","35","35","47240","38410"
"In post","2021","50-59","Undeclared","London","Undeclared","715","695","43700","37640"
"In post","2021","50-59","Undeclared","London","Unknown","350","335","39280","35450"
"In post","2021","50-59","Undeclared","Outside London","Heterosexual / straight","3455","3265","31120","28130"
"In post","2021","50-59","Undeclared","Outside London","LGBO","170","165","31900","30130"
"In post","2021","50-59","Undeclared","Outside London","Undeclared","3360","3180","33380","31650"
"In post","2021","50-59","Undeclared","Outside London","Unknown","1435","1330","31430","31650"
"In post","2021","50-59","Undeclared","Overseas","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Overseas","Undeclared","40","40","53470","54500"
"In post","2021","50-59","Undeclared","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","London","Heterosexual / straight","770","755","49100","42670"
"In post","2021","50-59","Unknown","London","LGBO","35","35","48480","40850"
"In post","2021","50-59","Unknown","London","Undeclared","140","135","47550","43880"
"In post","2021","50-59","Unknown","London","Unknown","2115","2055","50080","41760"
"In post","2021","50-59","Unknown","Outside London","Heterosexual / straight","3890","3680","35760","33650"
"In post","2021","50-59","Unknown","Outside London","LGBO","90","85","36970","31840"
"In post","2021","50-59","Unknown","Outside London","Undeclared","1130","1045","32570","29350"
"In post","2021","50-59","Unknown","Outside London","Unknown","8660","8065","32710","27570"
"In post","2021","50-59","Unknown","Overseas","Heterosexual / straight","50","50","61980","57770"
"In post","2021","50-59","Unknown","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Overseas","Unknown","120","120","55640","54340"
"In post","2021","50-59","Unknown","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","Unknown","550","550","43250","37300"
"In post","2021","60-64","Declared disabled","London","Heterosexual / straight","575","505","37810","31880"
"In post","2021","60-64","Declared disabled","London","LGBO","30","30","38080","31880"
"In post","2021","60-64","Declared disabled","London","Undeclared","105","95","34800","31290"
"In post","2021","60-64","Declared disabled","London","Unknown","70","60","35460","31880"
"In post","2021","60-64","Declared disabled","Outside London","Heterosexual / straight","3500","2805","28350","27130"
"In post","2021","60-64","Declared disabled","Outside London","LGBO","140","115","30260","27570"
"In post","2021","60-64","Declared disabled","Outside London","Undeclared","600","475","27490","26780"
"In post","2021","60-64","Declared disabled","Outside London","Unknown","465","355","26540","25560"
"In post","2021","60-64","Declared disabled","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","60-64","Declared disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared disabled","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","London","Heterosexual / straight","2880","2580","41920","34750"
"In post","2021","60-64","Declared non-disabled","London","LGBO","100","85","41680","36230"
"In post","2021","60-64","Declared non-disabled","London","Undeclared","410","355","40320","31880"
"In post","2021","60-64","Declared non-disabled","London","Unknown","505","440","37490","31880"
"In post","2021","60-64","Declared non-disabled","Outside London","Heterosexual / straight","15190","12530","30420","27570"
"In post","2021","60-64","Declared non-disabled","Outside London","LGBO","310","255","30000","27380"
"In post","2021","60-64","Declared non-disabled","Outside London","Undeclared","2135","1685","29670","27130"
"In post","2021","60-64","Declared non-disabled","Outside London","Unknown","3315","2520","28500","27130"
"In post","2021","60-64","Declared non-disabled","Overseas","Heterosexual / straight","115","115","56360","54540"
"In post","2021","60-64","Declared non-disabled","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Overseas","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Heterosexual / straight","60","55","34460","30330"
"In post","2021","60-64","Declared non-disabled","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Declared non-disabled","Unknown","Unknown","15","10","[c]","[c]"
"In post","2021","60-64","Undeclared","London","Heterosexual / straight","145","130","38270","31060"
"In post","2021","60-64","Undeclared","London","LGBO","10","10","[c]","[c]"
"In post","2021","60-64","Undeclared","London","Undeclared","155","135","42850","35590"
"In post","2021","60-64","Undeclared","London","Unknown","85","75","35660","32740"
"In post","2021","60-64","Undeclared","Outside London","Heterosexual / straight","900","750","28770","27130"
