"Status","Year","Region_ITL1","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","South East (England)","Male","1385","[c]","31310","27670"
"Leaver CS","2021","South West (England)","Female","1115","[c]","29280","26230"
"Leaver CS","2021","South West (England)","Male","1345","[c]","34590","31430"
"Leaver CS","2021","Unknown","Female","330","[c]","38110","28000"
"Leaver CS","2021","Unknown","Male","365","[c]","41480","32700"
"Leaver CS","2021","Wales","Female","1025","[c]","27570","21590"
"Leaver CS","2021","Wales","Male","935","[c]","30800","26120"
"Leaver CS","2021","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","West Midlands (England)","Female","1075","[c]","28760","24920"
"Leaver CS","2021","West Midlands (England)","Male","790","[c]","31520","26120"
"Leaver CS","2021","Yorkshire and The Humber","Female","1290","[c]","28510","26060"
"Leaver CS","2021","Yorkshire and The Humber","Male","1035","[c]","32200","27530"
"Leaver CS","2021","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","East Midlands (England)","Female","155","[c]","25960","22190"
"Leaver Dept.","2021","East Midlands (England)","Male","115","[c]","27830","21820"
"Leaver Dept.","2021","East of England","Female","120","[c]","32440","29290"
"Leaver Dept.","2021","East of England","Male","80","[c]","32520","31660"
"Leaver Dept.","2021","London","Female","2930","[c]","44060","38820"
"Leaver Dept.","2021","London","Male","2390","[c]","44330","39100"
"Leaver Dept.","2021","London","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","North East (England)","Female","370","[c]","26940","24300"
"Leaver Dept.","2021","North East (England)","Male","235","[c]","28470","27570"
"Leaver Dept.","2021","North West (England)","Female","585","[c]","29260","26670"
"Leaver Dept.","2021","North West (England)","Male","495","[c]","29510","27570"
"Leaver Dept.","2021","Northern Ireland","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland","Male","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Female","55","[c]","[c]","[c]"
"Leaver Dept.","2021","Overseas","Male","65","[c]","52710","53400"
"Leaver Dept.","2021","Scotland","Female","355","[c]","30590","27570"
"Leaver Dept.","2021","Scotland","Male","255","[c]","30430","27570"
"Leaver Dept.","2021","South East (England)","Female","235","[c]","31290","28850"
"Leaver Dept.","2021","South East (England)","Male","190","[c]","33980","28970"
"Leaver Dept.","2021","South West (England)","Female","405","[c]","33840","30110"
"Leaver Dept.","2021","South West (England)","Male","405","[c]","35250","32410"
"Leaver Dept.","2021","Unknown","Female","385","[c]","34820","32000"
"Leaver Dept.","2021","Unknown","Male","320","[c]","36500","32000"
"Leaver Dept.","2021","Wales","Female","320","[c]","30240","27570"
"Leaver Dept.","2021","Wales","Male","265","[c]","34210","29550"
"Leaver Dept.","2021","Wales","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","West Midlands (England)","Female","310","[c]","28160","24110"
"Leaver Dept.","2021","West Midlands (England)","Male","230","[c]","28650","24380"
"Leaver Dept.","2021","Yorkshire and The Humber","Female","355","[c]","33460","29860"
"Leaver Dept.","2021","Yorkshire and The Humber","Male","280","[c]","33900","30830"
"New entrant CS","2021","East Midlands (England)","Female","1405","[c]","25820","25430"
"New entrant CS","2021","East Midlands (England)","Male","1075","[c]","26900","25560"
"New entrant CS","2021","East of England","Female","1745","[c]","26480","27570"
"New entrant CS","2021","East of England","Male","1275","[c]","27810","27570"
"New entrant CS","2021","East of England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","London","Female","8685","[c]","34490","31060"
"New entrant CS","2021","London","Male","6395","[c]","37130","31460"
"New entrant CS","2021","London","Unknown","35","[c]","38680","39030"
"New entrant CS","2021","North East (England)","Female","1740","[c]","24390","21010"
"New entrant CS","2021","North East (England)","Male","1520","[c]","24810","21010"
"New entrant CS","2021","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","North West (England)","Female","3205","[c]","25940","22920"
"New entrant CS","2021","North West (England)","Male","2820","[c]","27430","24880"
"New entrant CS","2021","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Northern Ireland","Female","155","[c]","24540","20140"
"New entrant CS","2021","Northern Ireland","Male","200","[c]","23870","20140"
"New entrant CS","2021","Overseas","Female","25","[c]","[c]","[c]"
"New entrant CS","2021","Overseas","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","Scotland","Female","2470","[c]","27450","25410"
"New entrant CS","2021","Scotland","Male","2020","[c]","27600","23540"
"New entrant CS","2021","South East (England)","Female","3105","[c]","27240","27570"
"New entrant CS","2021","South East (England)","Male","2510","[c]","28660","27570"
"New entrant CS","2021","South East (England)","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Female","2610","[c]","27720","26350"
"New entrant CS","2021","South West (England)","Male","2360","[c]","30130","27570"
"New entrant CS","2021","Unknown","Female","520","[c]","30920","27570"
"New entrant CS","2021","Unknown","Male","375","[c]","34750","27570"
"New entrant CS","2021","Wales","Female","1585","[c]","25250","22350"
"New entrant CS","2021","Wales","Male","1345","[c]","26610","22850"
"New entrant CS","2021","Wales","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Female","1985","[c]","26920","24880"
"New entrant CS","2021","West Midlands (England)","Male","1470","[c]","28330","25560"
"New entrant CS","2021","Yorkshire and The Humber","Female","2445","[c]","27380","26370"
"New entrant CS","2021","Yorkshire and The Humber","Male","2070","[c]","28070","25560"
"New entrant CS","2021","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Region_ITL1","Workplace postcode data are used to derive geographical information using the International Territorial Level (ITL) classification standard.","","","","","",""
"","Following the UK's withdrawal from the EU, a new UK-managed international statistical geography - International Territorial Levels (ITL) - was introduced from 1st January 2021, replacing the former NUTS classification. They align with international standards, enabling comparability both over time and internationally. To ensure continued alignment, the ITLs mirror the NUTS system. They also follow a similar review timetable - every three years.","","","","","",""
"","ITL 1 divides into Wales, Scotland, Northern Ireland, and the 9 statistical regions of England.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
