"Status","Year","Age","Profession_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Project Delivery","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South West (England)","5","5","[c]","[c]"
"In post","2021","16-19","Property","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","South East (England)","10","10","20430","20730"
"In post","2021","16-19","Property","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Science and Engineering","Scotland","10","10","17300","16780"
"In post","2021","16-19","Science and Engineering","South East (England)","5","5","[c]","[c]"
"In post","2021","16-19","Science and Engineering","South West (England)","85","85","17640","17780"
"In post","2021","16-19","Science and Engineering","Wales","15","15","16570","16780"
"In post","2021","16-19","Science and Engineering","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East of England","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South East (England)","10","10","22330","22700"
"In post","2021","16-19","Security","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","London","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Statistics","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","East Midlands (England)","10","10","21220","20140"
"In post","2021","16-19","Tax","North East (England)","35","35","20290","20140"
"In post","2021","16-19","Tax","North West (England)","40","35","20420","20140"
"In post","2021","16-19","Tax","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Scotland","20","20","20140","20140"
"In post","2021","16-19","Tax","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Tax","Wales","15","15","20520","20140"
"In post","2021","16-19","Tax","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","16-19","Tax","Yorkshire and The Humber","20","20","20140","20140"
"In post","2021","16-19","Unknown","East Midlands (England)","15","15","22740","21010"
"In post","2021","16-19","Unknown","East of England","10","10","25140","24180"
"In post","2021","16-19","Unknown","London","25","25","26850","26410"
"In post","2021","16-19","Unknown","North East (England)","45","45","21390","21010"
"In post","2021","16-19","Unknown","North West (England)","35","35","20960","21010"
"In post","2021","16-19","Unknown","Scotland","90","90","21080","21150"
"In post","2021","16-19","Unknown","South East (England)","15","15","24580","24180"
"In post","2021","16-19","Unknown","South West (England)","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Wales","20","20","22690","21010"
"In post","2021","16-19","Unknown","West Midlands (England)","15","15","23080","21010"
"In post","2021","16-19","Unknown","Yorkshire and The Humber","40","40","21900","21010"
"In post","2021","20-29","Commercial","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","East of England","25","25","27870","27770"
"In post","2021","20-29","Commercial","London","140","140","37910","35500"
"In post","2021","20-29","Commercial","North East (England)","10","10","32150","31060"
"In post","2021","20-29","Commercial","North West (England)","75","75","31250","29550"
"In post","2021","20-29","Commercial","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Commercial","Scotland","45","45","27490","26550"
"In post","2021","20-29","Commercial","South East (England)","70","70","29080","26670"
"In post","2021","20-29","Commercial","South West (England)","355","350","29140","29210"
"In post","2021","20-29","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Wales","20","20","28150","27770"
"In post","2021","20-29","Commercial","West Midlands (England)","35","35","30040","29730"
"In post","2021","20-29","Commercial","Yorkshire and The Humber","55","55","29930","28970"
"In post","2021","20-29","Communications","East Midlands (England)","10","10","23890","21590"
"In post","2021","20-29","Communications","East of England","15","15","30590","30660"
"In post","2021","20-29","Communications","London","595","595","36620","35430"
"In post","2021","20-29","Communications","North East (England)","15","15","27270","26000"
"In post","2021","20-29","Communications","North West (England)","30","30","29090","28570"
"In post","2021","20-29","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Scotland","10","10","[c]","[c]"
"In post","2021","20-29","Communications","South East (England)","35","35","27900","26670"
"In post","2021","20-29","Communications","South West (England)","35","35","27180","26220"
"In post","2021","20-29","Communications","Wales","55","55","28970","29200"
"In post","2021","20-29","Communications","West Midlands (England)","15","15","27680","26450"
"In post","2021","20-29","Communications","Yorkshire and The Humber","15","15","28380","25000"
"In post","2021","20-29","Corporate Finance","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","London","5","5","[c]","[c]"
"In post","2021","20-29","Corporate Finance","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Corporate Finance","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","London","55","55","32430","33100"
"In post","2021","20-29","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","East Midlands (England)","45","45","30270","27130"
"In post","2021","20-29","Digital, Data and Technology","East of England","45","45","27830","26510"
"In post","2021","20-29","Digital, Data and Technology","London","535","535","38690","36800"
"In post","2021","20-29","Digital, Data and Technology","North East (England)","90","90","32330","31810"
"In post","2021","20-29","Digital, Data and Technology","North West (England)","140","140","32820","31810"
"In post","2021","20-29","Digital, Data and Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data and Technology","Scotland","95","90","32420","31810"
"In post","2021","20-29","Digital, Data and Technology","South East (England)","110","110","30030","29540"
"In post","2021","20-29","Digital, Data and Technology","South West (England)","330","325","30760","29760"
"In post","2021","20-29","Digital, Data and Technology","Wales","295","295","29880","27070"
"In post","2021","20-29","Digital, Data and Technology","West Midlands (England)","140","140","32710","31810"
"In post","2021","20-29","Digital, Data and Technology","Yorkshire and The Humber","110","110","32990","30470"
"In post","2021","20-29","Economics","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","London","1015","1015","38230","34330"
"In post","2021","20-29","Economics","North West (England)","15","15","32500","31810"
"In post","2021","20-29","Economics","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Scotland","10","10","35160","33980"
"In post","2021","20-29","Economics","South East (England)","10","10","34490","31800"
"In post","2021","20-29","Economics","South West (England)","10","10","38220","38790"
"In post","2021","20-29","Economics","Wales","80","80","29280","29540"
"In post","2021","20-29","Economics","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Economics","Yorkshire and The Humber","25","25","33200","32790"
"In post","2021","20-29","Finance","East Midlands (England)","20","20","26760","25560"
"In post","2021","20-29","Finance","East of England","45","45","31160","30600"
"In post","2021","20-29","Finance","London","405","405","39600","36120"
"In post","2021","20-29","Finance","North East (England)","25","25","34080","31810"
"In post","2021","20-29","Finance","North West (England)","60","60","31450","29730"
"In post","2021","20-29","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Finance","Scotland","95","85","24470","20140"
"In post","2021","20-29","Finance","South East (England)","85","85","29770","28130"
"In post","2021","20-29","Finance","South West (England)","240","240","28080","26350"
"In post","2021","20-29","Finance","Wales","60","55","28310","26350"
"In post","2021","20-29","Finance","West Midlands (England)","70","70","29790","26780"
"In post","2021","20-29","Finance","Yorkshire and The Humber","90","90","31380","28970"
"In post","2021","20-29","Human Resources","East Midlands (England)","40","40","30850","29310"
"In post","2021","20-29","Human Resources","East of England","20","20","28400","24620"
"In post","2021","20-29","Human Resources","London","450","445","36330","32730"
"In post","2021","20-29","Human Resources","North East (England)","20","20","29860","30820"
"In post","2021","20-29","Human Resources","North West (England)","140","140","26670","25560"
"In post","2021","20-29","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Scotland","65","65","25730","24220"
"In post","2021","20-29","Human Resources","South East (England)","40","40","28400","26590"
"In post","2021","20-29","Human Resources","South West (England)","125","120","25290","21590"
"In post","2021","20-29","Human Resources","Wales","105","105","26670","24500"
"In post","2021","20-29","Human Resources","West Midlands (England)","30","30","31800","28090"
"In post","2021","20-29","Human Resources","Yorkshire and The Humber","45","45","31520","28970"
"In post","2021","20-29","Intelligence Analysis","East Midlands (England)","25","25","26810","26350"
"In post","2021","20-29","Intelligence Analysis","East of England","70","70","29210","26670"
"In post","2021","20-29","Intelligence Analysis","London","300","300","37310","35700"
"In post","2021","20-29","Intelligence Analysis","North East (England)","10","10","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","North West (England)","25","25","27200","25220"
"In post","2021","20-29","Intelligence Analysis","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Scotland","10","10","29600","28690"
"In post","2021","20-29","Intelligence Analysis","South East (England)","35","35","26690","25830"
"In post","2021","20-29","Intelligence Analysis","South West (England)","5","5","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Intelligence Analysis","West Midlands (England)","10","10","27730","24880"
"In post","2021","20-29","Intelligence Analysis","Yorkshire and The Humber","40","40","32230","27650"
"In post","2021","20-29","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","London","15","15","39020","36580"
"In post","2021","20-29","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Scotland","15","15","34220","33930"
"In post","2021","20-29","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","East of England","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","London","380","380","38490","38040"
"In post","2021","20-29","International Trade","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","North West (England)","10","10","28970","31810"
"In post","2021","20-29","International Trade","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Overseas","20","20","39940","36530"
"In post","2021","20-29","International Trade","South East (England)","25","25","35790","32120"
"In post","2021","20-29","International Trade","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","Wales","[c]","[c]","[c]","[c]"
"In post","2021","20-29","International Trade","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","International Trade","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","East of England","20","20","28550","26670"
"In post","2021","20-29","Knowledge and Information Management","London","85","85","31280","30220"
"In post","2021","20-29","Knowledge and Information Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","North West (England)","15","15","28550","26670"
"In post","2021","20-29","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Knowledge and Information Management","South East (England)","35","35","26440","26350"
"In post","2021","20-29","Knowledge and Information Management","South West (England)","75","75","27270","27000"
"In post","2021","20-29","Knowledge and Information Management","Wales","20","20","26360","23830"
"In post","2021","20-29","Knowledge and Information Management","West Midlands (England)","10","10","25730","23140"
"In post","2021","20-29","Knowledge and Information Management","Yorkshire and The Humber","15","15","24560","25350"
"In post","2021","20-29","Legal","East Midlands (England)","55","55","30260","25560"
"In post","2021","20-29","Legal","East of England","75","70","28120","25560"
"In post","2021","20-29","Legal","London","505","505","37340","33460"
"In post","2021","20-29","Legal","North East (England)","40","40","31540","25560"
"In post","2021","20-29","Legal","North West (England)","125","125","30170","25560"
"In post","2021","20-29","Legal","Northern Ireland","10","10","[c]","[c]"
"In post","2021","20-29","Legal","Scotland","100","100","35720","33550"
"In post","2021","20-29","Legal","South East (England)","70","70","29990","25560"
"In post","2021","20-29","Legal","South West (England)","60","55","30850","25740"
"In post","2021","20-29","Legal","Wales","55","55","33840","27920"
"In post","2021","20-29","Legal","West Midlands (England)","50","50","27990","25560"
"In post","2021","20-29","Legal","Yorkshire and The Humber","90","90","30350","25560"
"In post","2021","20-29","Medicine","East Midlands (England)","15","15","27720","26970"
"In post","2021","20-29","Medicine","East of England","10","10","29620","30990"
"In post","2021","20-29","Medicine","London","15","15","35740","34510"
"In post","2021","20-29","Medicine","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","South East (England)","30","25","29710","31010"
"In post","2021","20-29","Medicine","South West (England)","30","25","30140","31370"
"In post","2021","20-29","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Medicine","Wales","15","15","27800","28850"
"In post","2021","20-29","Medicine","West Midlands (England)","10","10","25490","24910"
"In post","2021","20-29","Medicine","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","20-29","Operational Delivery","East Midlands (England)","1655","1625","23920","23470"
"In post","2021","20-29","Operational Delivery","East of England","1620","1585","25470","24890"
"In post","2021","20-29","Operational Delivery","London","4380","4330","30190","28720"
"In post","2021","20-29","Operational Delivery","North East (England)","1550","1495","23730","22350"
"In post","2021","20-29","Operational Delivery","North West (England)","3880","3775","24140","23840"
"In post","2021","20-29","Operational Delivery","Northern Ireland","215","205","22520","21430"
"In post","2021","20-29","Operational Delivery","Overseas","10","10","[c]","[c]"
"In post","2021","20-29","Operational Delivery","Scotland","2110","2060","24010","22430"
"In post","2021","20-29","Operational Delivery","South East (England)","2810","2760","26300","25790"
"In post","2021","20-29","Operational Delivery","South West (England)","1760","1720","24620","23140"
"In post","2021","20-29","Operational Delivery","Unknown","15","15","22100","21310"
"In post","2021","20-29","Operational Delivery","Wales","2575","2500","23270","21590"
"In post","2021","20-29","Operational Delivery","West Midlands (England)","2345","2300","23650","22850"
"In post","2021","20-29","Operational Delivery","Yorkshire and The Humber","2690","2645","24110","23970"
"In post","2021","20-29","Operational Research","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","20-29","Operational Research","London","150","145","37590","36160"
"In post","2021","20-29","Operational Research","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","North West (England)","30","30","36470","31940"
"In post","2021","20-29","Operational Research","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","South East (England)","115","115","30890","28650"
"In post","2021","20-29","Operational Research","South West (England)","15","15","29620","28650"
"In post","2021","20-29","Operational Research","Wales","10","10","32340","32040"
"In post","2021","20-29","Operational Research","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Operational Research","Yorkshire and The Humber","10","10","28890","30090"
"In post","2021","20-29","Other","East Midlands (England)","35","35","21960","20920"
"In post","2021","20-29","Other","East of England","65","65","22030","20920"
"In post","2021","20-29","Other","London","915","905","32920","30200"
"In post","2021","20-29","Other","North East (England)","5","5","[c]","[c]"
"In post","2021","20-29","Other","North West (England)","75","70","25760","24890"
"In post","2021","20-29","Other","Northern Ireland","5","5","[c]","[c]"
"In post","2021","20-29","Other","Overseas","20","20","36100","37310"
"In post","2021","20-29","Other","Scotland","225","220","25170","23450"
"In post","2021","20-29","Other","South East (England)","180","180","23130","20920"
"In post","2021","20-29","Other","South West (England)","525","515","24030","20920"
"In post","2021","20-29","Other","Unknown","370","370","29010","28980"
"In post","2021","20-29","Other","Wales","65","60","27470","23830"
"In post","2021","20-29","Other","West Midlands (England)","80","80","23300","20920"
"In post","2021","20-29","Other","Yorkshire and The Humber","55","55","24230","20920"
"In post","2021","20-29","Planning","London","30","25","34780","32120"
"In post","2021","20-29","Planning","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Planning","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","East Midlands (England)","30","25","32100","30200"
"In post","2021","20-29","Policy","East of England","25","25","38420","37000"
"In post","2021","20-29","Policy","London","6270","6250","39600","35700"
"In post","2021","20-29","Policy","North East (England)","35","35","31730","29690"
"In post","2021","20-29","Policy","North West (England)","170","165","33760","30820"
"In post","2021","20-29","Policy","Northern Ireland","5","5","[c]","[c]"
"In post","2021","20-29","Policy","Overseas","170","170","37100","34220"
"In post","2021","20-29","Policy","Scotland","60","60","28890","29740"
"In post","2021","20-29","Policy","South East (England)","60","60","30720","31040"
"In post","2021","20-29","Policy","South West (England)","140","140","33660","30190"
"In post","2021","20-29","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Policy","Wales","170","165","28840","28850"
"In post","2021","20-29","Policy","West Midlands (England)","95","95","29670","30190"
"In post","2021","20-29","Policy","Yorkshire and The Humber","325","320","32530","29360"
"In post","2021","20-29","Project Delivery","East Midlands (England)","20","20","29070","26670"
"In post","2021","20-29","Project Delivery","East of England","55","55","32870","33000"
"In post","2021","20-29","Project Delivery","London","605","605","38100","35070"
"In post","2021","20-29","Project Delivery","North East (England)","70","65","30780","31810"
"In post","2021","20-29","Project Delivery","North West (England)","135","135","31420","31810"
"In post","2021","20-29","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Overseas","15","15","40970","38600"
"In post","2021","20-29","Project Delivery","Scotland","60","60","32760","31810"
"In post","2021","20-29","Project Delivery","South East (England)","145","145","32520","33000"
"In post","2021","20-29","Project Delivery","South West (England)","755","750","29490","28900"
"In post","2021","20-29","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Wales","55","55","32100","31040"
"In post","2021","20-29","Project Delivery","West Midlands (England)","70","65","31180","30980"
"In post","2021","20-29","Project Delivery","Yorkshire and The Humber","60","60","29640","29180"
"In post","2021","20-29","Property","East Midlands (England)","55","55","22790","18760"
"In post","2021","20-29","Property","East of England","40","40","27140","25500"
"In post","2021","20-29","Property","London","115","115","33040","30310"
"In post","2021","20-29","Property","North East (England)","35","35","28990","25860"
"In post","2021","20-29","Property","North West (England)","65","65","28490","25860"
"In post","2021","20-29","Property","Overseas","5","5","[c]","[c]"
"In post","2021","20-29","Property","Scotland","15","15","26580","29000"
"In post","2021","20-29","Property","South East (England)","90","90","27440","26560"
"In post","2021","20-29","Property","South West (England)","85","80","29280","27150"
"In post","2021","20-29","Property","Wales","25","25","26660","25860"
"In post","2021","20-29","Property","West Midlands (England)","45","45","27590","26180"
"In post","2021","20-29","Property","Yorkshire and The Humber","45","45","30050","25860"
"In post","2021","20-29","Psychology","East Midlands (England)","45","45","27290","26760"
"In post","2021","20-29","Psychology","East of England","50","50","27820","27380"
"In post","2021","20-29","Psychology","London","20","20","28260","27740"
"In post","2021","20-29","Psychology","North East (England)","20","20","29720","29750"
"In post","2021","20-29","Psychology","North West (England)","35","35","26790","27380"
"In post","2021","20-29","Psychology","Scotland","10","10","26330","25160"
"In post","2021","20-29","Psychology","South East (England)","60","60","28460","27540"
"In post","2021","20-29","Psychology","South West (England)","25","25","27260","26330"
"In post","2021","20-29","Psychology","Wales","10","10","30880","29400"
"In post","2021","20-29","Psychology","West Midlands (England)","45","45","26750","26330"
"In post","2021","20-29","Psychology","Yorkshire and The Humber","45","45","26370","25830"
"In post","2021","20-29","Science and Engineering","East Midlands (England)","55","55","29450","28590"
"In post","2021","20-29","Science and Engineering","East of England","100","100","27280","25130"
"In post","2021","20-29","Science and Engineering","London","290","280","33660","32640"
"In post","2021","20-29","Science and Engineering","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","North West (England)","105","105","25800","26370"
"In post","2021","20-29","Science and Engineering","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Science and Engineering","Overseas","20","20","37360","40080"
"In post","2021","20-29","Science and Engineering","Scotland","60","60","29370","30000"
"In post","2021","20-29","Science and Engineering","South East (England)","385","380","29400","28650"
"In post","2021","20-29","Science and Engineering","South West (England)","1510","1505","28010","27540"
"In post","2021","20-29","Science and Engineering","Unknown","10","10","[c]","[c]"
