"Status","Year","Disability","Ethnicity","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Mixed","Male","Heterosexual / straight","320","305","34280","30940"
"In post","2021","Declared disabled","Mixed","Male","LGBO","75","75","35390","30650"
"In post","2021","Declared disabled","Mixed","Male","Undeclared","50","45","35370","31060"
"In post","2021","Declared disabled","Mixed","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Female","Heterosexual / straight","140","130","33880","31060"
"In post","2021","Declared disabled","Other ethnicity","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Male","Heterosexual / straight","95","95","37090","31840"
"In post","2021","Declared disabled","Other ethnicity","Male","LGBO","30","30","33200","31360"
"In post","2021","Declared disabled","Other ethnicity","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Female","Heterosexual / straight","200","185","30620","27570"
"In post","2021","Declared disabled","Undeclared","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Female","Undeclared","585","515","30030","27570"
"In post","2021","Declared disabled","Undeclared","Female","Unknown","135","115","27740","27570"
"In post","2021","Declared disabled","Undeclared","Male","Heterosexual / straight","175","165","30900","28690"
"In post","2021","Declared disabled","Undeclared","Male","LGBO","50","50","31310","27570"
"In post","2021","Declared disabled","Undeclared","Male","Undeclared","755","715","34170","30780"
"In post","2021","Declared disabled","Undeclared","Male","Unknown","115","105","30780","27570"
"In post","2021","Declared disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Female","Heterosexual / straight","165","140","29220","25960"
"In post","2021","Declared disabled","Unknown","Female","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Female","Undeclared","50","45","31120","28200"
"In post","2021","Declared disabled","Unknown","Female","Unknown","450","395","30350","27570"
"In post","2021","Declared disabled","Unknown","Male","Heterosexual / straight","115","105","31960","28130"
"In post","2021","Declared disabled","Unknown","Male","LGBO","20","15","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Male","Undeclared","50","45","33280","30500"
"In post","2021","Declared disabled","Unknown","Male","Unknown","395","370","33700","33020"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Female","Heterosexual / straight","19225","17070","30650","27570"
"In post","2021","Declared disabled","White","Female","LGBO","1805","1720","31500","27570"
"In post","2021","Declared disabled","White","Female","Undeclared","2115","1825","29810","27570"
"In post","2021","Declared disabled","White","Female","Unknown","1445","1195","28790","27380"
"In post","2021","Declared disabled","White","Male","Heterosexual / straight","12530","11930","32910","28200"
"In post","2021","Declared disabled","White","Male","LGBO","1700","1645","33880","29290"
"In post","2021","Declared disabled","White","Male","Undeclared","1295","1220","32090","27570"
"In post","2021","Declared disabled","White","Male","Unknown","940","870","30310","27570"
"In post","2021","Declared disabled","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Female","Heterosexual / straight","10530","9620","32530","29080"
"In post","2021","Declared non-disabled","Asian","Female","LGBO","185","165","30770","27570"
"In post","2021","Declared non-disabled","Asian","Female","Undeclared","780","675","29360","27570"
"In post","2021","Declared non-disabled","Asian","Female","Unknown","1385","1135","29590","27570"
"In post","2021","Declared non-disabled","Asian","Male","Heterosexual / straight","8730","8515","33150","29290"
"In post","2021","Declared non-disabled","Asian","Male","LGBO","225","215","35560","31180"
"In post","2021","Declared non-disabled","Asian","Male","Undeclared","430","415","31680","28150"
"In post","2021","Declared non-disabled","Asian","Male","Unknown","745","715","31260","27570"
"In post","2021","Declared non-disabled","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Female","Heterosexual / straight","6505","6220","32430","30330"
"In post","2021","Declared non-disabled","Black","Female","LGBO","115","110","32110","29080"
"In post","2021","Declared non-disabled","Black","Female","Undeclared","375","345","31780","29290"
"In post","2021","Declared non-disabled","Black","Female","Unknown","670","600","31080","30170"
"In post","2021","Declared non-disabled","Black","Male","Heterosexual / straight","3840","3780","33360","31060"
"In post","2021","Declared non-disabled","Black","Male","LGBO","95","90","33540","30660"
"In post","2021","Declared non-disabled","Black","Male","Undeclared","160","155","33580","30780"
"In post","2021","Declared non-disabled","Black","Male","Unknown","315","305","32720","31060"
"In post","2021","Declared non-disabled","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Female","Heterosexual / straight","465","440","36870","32520"
"In post","2021","Declared non-disabled","Chinese","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Female","Undeclared","50","45","37420","36890"
"In post","2021","Declared non-disabled","Chinese","Female","Unknown","55","50","38490","32770"
"In post","2021","Declared non-disabled","Chinese","Male","Heterosexual / straight","325","320","35970","31810"
"In post","2021","Declared non-disabled","Chinese","Male","LGBO","35","35","39250","33020"
"In post","2021","Declared non-disabled","Chinese","Male","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Male","Unknown","30","30","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Female","Heterosexual / straight","2915","2740","34270","30550"
"In post","2021","Declared non-disabled","Mixed","Female","LGBO","215","205","36160","31060"
"In post","2021","Declared non-disabled","Mixed","Female","Undeclared","205","190","33980","30360"
"In post","2021","Declared non-disabled","Mixed","Female","Unknown","195","170","34620","29290"
"In post","2021","Declared non-disabled","Mixed","Male","Heterosexual / straight","1995","1955","36870","31990"
"In post","2021","Declared non-disabled","Mixed","Male","LGBO","225","225","36210","32110"
"In post","2021","Declared non-disabled","Mixed","Male","Undeclared","140","135","37790","31060"
"In post","2021","Declared non-disabled","Mixed","Male","Unknown","150","145","36370","32150"
"In post","2021","Declared non-disabled","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Female","Heterosexual / straight","810","760","34990","30710"
"In post","2021","Declared non-disabled","Other ethnicity","Female","LGBO","45","40","33720","31060"
"In post","2021","Declared non-disabled","Other ethnicity","Female","Undeclared","75","70","37700","30500"
"In post","2021","Declared non-disabled","Other ethnicity","Female","Unknown","95","80","32920","28860"
"In post","2021","Declared non-disabled","Other ethnicity","Male","Heterosexual / straight","595","585","37200","32190"
"In post","2021","Declared non-disabled","Other ethnicity","Male","LGBO","55","50","40310","33790"
"In post","2021","Declared non-disabled","Other ethnicity","Male","Undeclared","80","80","42410","36580"
"In post","2021","Declared non-disabled","Other ethnicity","Male","Unknown","75","70","35020","30600"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Female","Heterosexual / straight","895","810","31510","27570"
"In post","2021","Declared non-disabled","Undeclared","Female","LGBO","40","35","30470","28400"
"In post","2021","Declared non-disabled","Undeclared","Female","Undeclared","1925","1740","32380","28200"
"In post","2021","Declared non-disabled","Undeclared","Female","Unknown","1295","1055","28120","27570"
"In post","2021","Declared non-disabled","Undeclared","Male","Heterosexual / straight","1040","1010","34190","30500"
"In post","2021","Declared non-disabled","Undeclared","Male","LGBO","75","75","36120","31650"
"In post","2021","Declared non-disabled","Undeclared","Male","Undeclared","2650","2550","36680","32680"
"In post","2021","Declared non-disabled","Undeclared","Male","Unknown","1020","955","32140","27570"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Undeclared","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Female","Heterosexual / straight","1115","990","32790","27570"
"In post","2021","Declared non-disabled","Unknown","Female","LGBO","40","40","36280","31320"
"In post","2021","Declared non-disabled","Unknown","Female","Undeclared","235","210","30900","27570"
"In post","2021","Declared non-disabled","Unknown","Female","Unknown","3800","3300","30150","27570"
"In post","2021","Declared non-disabled","Unknown","Male","Heterosexual / straight","955","930","34150","30400"
"In post","2021","Declared non-disabled","Unknown","Male","LGBO","60","55","42190","30110"
"In post","2021","Declared non-disabled","Unknown","Male","Undeclared","190","185","38140","32520"
"In post","2021","Declared non-disabled","Unknown","Male","Unknown","3200","3085","34220","29030"
"In post","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Female","Heterosexual / straight","114300","103540","33100","27570"
"In post","2021","Declared non-disabled","White","Female","LGBO","5275","5105","33040","28580"
"In post","2021","Declared non-disabled","White","Female","Undeclared","9360","8245","31850","27570"
"In post","2021","Declared non-disabled","White","Female","Unknown","13790","11455","29960","27570"
"In post","2021","Declared non-disabled","White","Male","Heterosexual / straight","93730","91145","36240","31710"
"In post","2021","Declared non-disabled","White","Male","LGBO","5940","5830","36680","31650"
"In post","2021","Declared non-disabled","White","Male","Undeclared","6530","6240","35720","31650"
"In post","2021","Declared non-disabled","White","Male","Unknown","9495","8970","34840","31650"
"In post","2021","Declared non-disabled","White","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Female","Heterosexual / straight","460","420","32270","28900"
"In post","2021","Undeclared","Asian","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","Asian","Female","Undeclared","120","105","33620","29250"
"In post","2021","Undeclared","Asian","Female","Unknown","80","65","30320","27570"
"In post","2021","Undeclared","Asian","Male","Heterosexual / straight","390","380","31680","28670"
"In post","2021","Undeclared","Asian","Male","LGBO","15","15","[c]","[c]"
"In post","2021","Undeclared","Asian","Male","Undeclared","75","70","34920","31060"
"In post","2021","Undeclared","Asian","Male","Unknown","65","65","33140","31060"
"In post","2021","Undeclared","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Female","Heterosexual / straight","315","300","31320","29990"
"In post","2021","Undeclared","Black","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Female","Undeclared","65","60","31480","29870"
"In post","2021","Undeclared","Black","Female","Unknown","75","65","30800","31060"
"In post","2021","Undeclared","Black","Male","Heterosexual / straight","185","185","33140","31060"
"In post","2021","Undeclared","Black","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Black","Male","Undeclared","35","30","32620","30630"
"In post","2021","Undeclared","Black","Male","Unknown","80","75","31410","32740"
"In post","2021","Undeclared","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Female","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Undeclared","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Undeclared","Chinese","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","Undeclared","Chinese","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Female","Heterosexual / straight","135","125","35410","31060"
"In post","2021","Undeclared","Mixed","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","Mixed","Female","Undeclared","40","35","30300","27500"
"In post","2021","Undeclared","Mixed","Female","Unknown","20","15","[c]","[c]"
"In post","2021","Undeclared","Mixed","Male","Heterosexual / straight","110","105","36040","31810"
"In post","2021","Undeclared","Mixed","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Undeclared","Mixed","Male","Undeclared","45","40","32780","28940"
"In post","2021","Undeclared","Mixed","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Female","Heterosexual / straight","35","35","33600","31060"
"In post","2021","Undeclared","Other ethnicity","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Male","Heterosexual / straight","30","30","32210","31050"
"In post","2021","Undeclared","Other ethnicity","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Male","Undeclared","45","45","46990","42040"
"In post","2021","Undeclared","Other ethnicity","Male","Unknown","15","15","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Female","Heterosexual / straight","145","135","31990","29050"
"In post","2021","Undeclared","Undeclared","Female","LGBO","25","25","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Female","Undeclared","2215","2020","34410","31060"
"In post","2021","Undeclared","Undeclared","Female","Unknown","195","170","35880","31810"
"In post","2021","Undeclared","Undeclared","Male","Heterosexual / straight","210","205","33750","30010"
"In post","2021","Undeclared","Undeclared","Male","LGBO","60","60","35670","31050"
"In post","2021","Undeclared","Undeclared","Male","Undeclared","4245","4115","36870","33260"
"In post","2021","Undeclared","Undeclared","Male","Unknown","285","275","37100","33520"
"In post","2021","Undeclared","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","Heterosexual / straight","85","70","30380","26750"
"In post","2021","Undeclared","Unknown","Female","LGBO","10","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","Female","Undeclared","275","250","31610","28400"
"In post","2021","Undeclared","Unknown","Female","Unknown","525","495","36210","32740"
"In post","2021","Undeclared","Unknown","Male","Heterosexual / straight","70","70","36350","31830"
"In post","2021","Undeclared","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","Male","Undeclared","335","320","33130","29720"
"In post","2021","Undeclared","Unknown","Male","Unknown","715","680","38650","34710"
"In post","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Female","Heterosexual / straight","4950","4495","31180","27570"
"In post","2021","Undeclared","White","Female","LGBO","425","415","31950","29290"
"In post","2021","Undeclared","White","Female","Undeclared","1665","1500","31770","27570"
"In post","2021","Undeclared","White","Female","Unknown","1130","980","29180","27570"
"In post","2021","Undeclared","White","Male","Heterosexual / straight","4755","4575","33540","31650"
"In post","2021","Undeclared","White","Male","LGBO","365","355","33300","29540"
"In post","2021","Undeclared","White","Male","Undeclared","1720","1650","34970","31650"
"In post","2021","Undeclared","White","Male","Unknown","1675","1525","32220","31650"
"In post","2021","Undeclared","White","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Female","Heterosexual / straight","725","690","35560","32130"
"In post","2021","Unknown","Asian","Female","LGBO","20","15","[c]","[c]"
"In post","2021","Unknown","Asian","Female","Undeclared","40","35","41220","29570"
"In post","2021","Unknown","Asian","Female","Unknown","395","360","36160","30780"
"In post","2021","Unknown","Asian","Male","Heterosexual / straight","605","590","37280","32790"
"In post","2021","Unknown","Asian","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Asian","Male","Undeclared","35","30","35370","34110"
"In post","2021","Unknown","Asian","Male","Unknown","325","310","37430","32100"
"In post","2021","Unknown","Asian","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Female","Heterosexual / straight","380","370","35720","32260"
"In post","2021","Unknown","Black","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Female","Undeclared","20","20","[c]","[c]"
"In post","2021","Unknown","Black","Female","Unknown","185","170","35170","30000"
"In post","2021","Unknown","Black","Male","Heterosexual / straight","215","215","37200","35080"
"In post","2021","Unknown","Black","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Unknown","Black","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Black","Male","Unknown","105","105","37430","31500"
"In post","2021","Unknown","Black","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","Heterosexual / straight","40","35","39690","33640"
"In post","2021","Unknown","Chinese","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Female","Unknown","35","30","45860","40850"
"In post","2021","Unknown","Chinese","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","Heterosexual / straight","220","210","35500","32260"
"In post","2021","Unknown","Mixed","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Unknown","Mixed","Female","Unknown","90","80","37280","32440"
"In post","2021","Unknown","Mixed","Male","Heterosexual / straight","170","170","40010","37410"
"In post","2021","Unknown","Mixed","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Unknown","Mixed","Male","Undeclared","10","10","[c]","[c]"
