"Status","Year","Disability","Organisation","Parent_department","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Defence Electronics and Components Agency","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Female","430","405","33890","32040"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Male","655","640","36500","34450"
"In post","2021","Declared disabled","Defence Equipment and Support","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Female","195","180","37050","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Male","270","265","38620","37320"
"In post","2021","Declared disabled","Defence Science and Technology Laboratory","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Female","255","245","46900","41660"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Male","215","215","46810","40220"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Female","70","70","46980","39190"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Male","45","45","47120","42020"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Female","325","305","41790","37100"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Male","195","195","41870","36960"
"In post","2021","Declared disabled","Department for Education (excl. agencies)","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Female","335","320","40050","36970"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Male","255","250","40900","36970"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Female","100","100","45360","41640"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Male","100","100","44850","38540"
"In post","2021","Declared disabled","Department for International Trade","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Female","100","100","42680","37610"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Male","95","90","49250","46710"
"In post","2021","Declared disabled","Department for Transport (excl. agencies)","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Female","10240","8690","26980","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Male","4985","4670","27180","27570"
"In post","2021","Declared disabled","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Female","80","75","43170","39610"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Male","55","55","50710","42480"
"In post","2021","Declared disabled","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Scottish Government","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Scottish Government","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Disclosure Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Female","460","355","23020","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Male","200","185","26470","21590"
"In post","2021","Declared disabled","Driver and Vehicle Licensing Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Female","165","150","28740","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Male","290","270","29560","26780"
"In post","2021","Declared disabled","Driver and Vehicle Standards Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Female","95","85","39050","36780"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Male","70","70","40350","37100"
"In post","2021","Declared disabled","Education and Skills Funding Agency","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Scottish Government","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Education Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","ESTYN","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","ESTYN","Male","10","5","[c]","[c]"
"In post","2021","Declared disabled","ESTYN","ESTYN","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Female","30","30","35990","32090"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Male","50","50","37260","32810"
"In post","2021","Declared disabled","FCDO Services","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Female","30","25","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Male","45","40","32810","29090"
"In post","2021","Declared disabled","Food Standards Agency","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Scottish Government","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Food Standards Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Female","390","375","43380","38600"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Male","330","325","45530","39110"
"In post","2021","Declared disabled","Foreign, Commonwealth and Development Office (excl. agencies)","Foreign, Commonwealth and Development Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Scottish Government","Female","20","15","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Scottish Government","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Forestry and Land Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Government Actuary's Department","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","Female","35","35","41650","39980"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","Government Internal Audit Agency","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Legal Department","Attorney General's Departments","Female","105","95","54980","59310"
"In post","2021","Declared disabled","Government Legal Department","Attorney General's Departments","Male","85","80","50470","51250"
"In post","2021","Declared disabled","Government Legal Department","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Government Property Agency","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Female","195","175","36680","31710"
"In post","2021","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Male","125","120","43530","43830"
"In post","2021","Declared disabled","Health and Safety Executive","Department for Work and Pensions","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Female","1485","1310","23730","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Male","590","560","23730","20650"
"In post","2021","Declared disabled","HM Courts and Tribunals Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Land Registry","HM Land Registry","Female","290","245","29870","27130"
"In post","2021","Declared disabled","HM Land Registry","HM Land Registry","Male","195","175","31490","27130"
"In post","2021","Declared disabled","HM Land Registry","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Female","3440","3195","29740","28200"
"In post","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Male","2520","2395","31820","31650"
"In post","2021","Declared disabled","HM Prison and Probation Service","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Female","3130","2705","30230","25630"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Male","2360","2205","31880","28130"
"In post","2021","Declared disabled","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Female","100","95","43850","38890"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Male","85","85","48820","52500"
"In post","2021","Declared disabled","HM Treasury (excl. agencies)","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","Female","1670","1495","30990","27370"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","Male","1395","1320","31720","27370"
"In post","2021","Declared disabled","Home Office (incl. agencies)","Home Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","Female","125","115","31440","28980"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","Male","60","60","35770","34870"
"In post","2021","Declared disabled","Insolvency Service","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Institute for Apprenticeships and Technical Education","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","Female","85","75","25210","21810"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","Male","50","50","26470","20440"
"In post","2021","Declared disabled","Legal Aid Agency","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Male","40","40","34310","30040"
"In post","2021","Declared disabled","Maritime and Coastguard Agency","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Female","30","30","43380","36990"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Male","15","15","[c]","[c]"
"In post","2021","Declared disabled","Medicines and Healthcare Products Regulatory Agency","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Female","50","45","34840","32810"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Male","50","50","37580","36730"
"In post","2021","Declared disabled","Met Office","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Female","1670","1580","30840","26670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Male","1785","1740","32550","29670"
"In post","2021","Declared disabled","Ministry of Defence (excl. agencies)","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Female","150","145","42180","39600"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Male","130","125","43930","38160"
"In post","2021","Declared disabled","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Female","345","335","39770","35290"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Male","210","205","41440","37050"
"In post","2021","Declared disabled","Ministry of Justice (excl. agencies)","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","Female","100","95","37000","36310"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","Male","100","100","39050","36630"
"In post","2021","Declared disabled","National Crime Agency","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Infrastructure Commission","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","Male","20","20","[c]","[c]"
"In post","2021","Declared disabled","National Records of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","National Savings and Investments","Chancellor's other departments","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Northern Ireland Office","Northern Ireland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Budget Responsibility","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Female","95","90","44830","51360"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Male","40","40","46530","39850"
"In post","2021","Declared disabled","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Male","25","25","[c]","[c]"
"In post","2021","Declared disabled","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Female","15","15","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","Male","10","10","[c]","[c]"
"In post","2021","Declared disabled","Office of Rail and Road","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","Female","120","110","22330","21170"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","Male","80","75","23500","19930"
"In post","2021","Declared disabled","Office of the Public Guardian","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Female","5","5","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Office of the Scottish Charity Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Female","25","25","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Male","30","30","33570","22560"
"In post","2021","Declared disabled","Planning Inspectorate","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","Female","235","210","36950","32330"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","Male","105","105","42410","34900"
"In post","2021","Declared disabled","Public Health England","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Queen Elizabeth II Centre","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","Female","80","75","32380","30080"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","Male","60","60","32380","30080"
"In post","2021","Declared disabled","Registers of Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Revenue Scotland","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Royal Fleet Auxiliary","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Female","110","95","26450","24920"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Male","65","65","25870","21050"
"In post","2021","Declared disabled","Rural Payments Agency","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scotland Office (incl. Office of the Advocate General for Scotland)","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Female","15","10","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scottish Courts and Tribunals Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Fiscal Commission","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","Scottish Government","Female","10","5","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","Scottish Government","Male","5","5","[c]","[c]"
"In post","2021","Declared disabled","Scottish Forestry","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Female","400","380","40260","35110"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Male","290","285","40410","35110"
"In post","2021","Declared disabled","Scottish Government (excl. agencies)","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","Scottish Government","Female","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","Scottish Government","Male","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Housing Regulator","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Prison Service","Scottish Government","Female","120","115","32840","33650"
"In post","2021","Declared disabled","Scottish Prison Service","Scottish Government","Male","260","240","34240","33650"
"In post","2021","Declared disabled","Scottish Prison Service","Scottish Government","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","Scottish Government","Female","10","10","[c]","[c]"
"In post","2021","Declared disabled","Scottish Public Pensions Agency","Scottish Government","Male","10","10","[c]","[c]"
