"Status","Year","Age","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Digital, Data & Technology","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Male","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Finance","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Finance","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Male","Unknown","10","5","[c]","[c]"
"In post","2021","16-19","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Female","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Human Resources","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Legal","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Male","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Legal","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Female","Heterosexual / straight","135","125","21410","20760"
"In post","2021","16-19","No function","Female","LGBO","10","10","[c]","[c]"
"In post","2021","16-19","No function","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","16-19","No function","Female","Unknown","125","120","20700","20140"
"In post","2021","16-19","No function","Male","Heterosexual / straight","105","105","21460","20600"
"In post","2021","16-19","No function","Male","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","No function","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Male","Unknown","90","85","20570","20140"
"In post","2021","16-19","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Female","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","Project Delivery","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Female","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","Male","Heterosexual / straight","55","55","18630","17780"
"In post","2021","16-19","Project Delivery","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Male","Unknown","50","50","17180","16780"
"In post","2021","16-19","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Female","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Property","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Female","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Property","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Property","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Male","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Security","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Male","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Female","Heterosexual / straight","155","150","22550","21010"
"In post","2021","16-19","Unknown","Female","LGBO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Female","Unknown","45","45","21350","21430"
"In post","2021","16-19","Unknown","Male","Heterosexual / straight","100","95","22340","21010"
"In post","2021","16-19","Unknown","Male","LGBO","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Male","Unknown","65","65","20210","20960"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Female","Heterosexual / straight","755","750","36630","34470"
"In post","2021","20-29","Analysis","Female","LGBO","110","110","34910","32240"
"In post","2021","20-29","Analysis","Female","Undeclared","60","60","34560","32540"
"In post","2021","20-29","Analysis","Female","Unknown","230","225","34060","31810"
"In post","2021","20-29","Analysis","Male","Heterosexual / straight","800","795","36760","34090"
"In post","2021","20-29","Analysis","Male","LGBO","115","115","36260","34710"
"In post","2021","20-29","Analysis","Male","Undeclared","75","75","36660","34500"
"In post","2021","20-29","Analysis","Male","Unknown","320","315","34660","32540"
"In post","2021","20-29","Analysis","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Analysis","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","20-29","Commercial","Female","Heterosexual / straight","290","285","31550","29570"
"In post","2021","20-29","Commercial","Female","LGBO","30","30","30320","28220"
"In post","2021","20-29","Commercial","Female","Undeclared","30","30","31970","33000"
"In post","2021","20-29","Commercial","Female","Unknown","135","135","38850","34900"
"In post","2021","20-29","Commercial","Male","Heterosexual / straight","280","280","31230","29900"
"In post","2021","20-29","Commercial","Male","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Commercial","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Commercial","Male","Unknown","115","110","36060","32930"
"In post","2021","20-29","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Female","Heterosexual / straight","585","575","31140","28650"
"In post","2021","20-29","Communications","Female","LGBO","55","55","31070","26300"
"In post","2021","20-29","Communications","Female","Undeclared","40","40","33060","31810"
"In post","2021","20-29","Communications","Female","Unknown","430","430","29110","25560"
"In post","2021","20-29","Communications","Male","Heterosexual / straight","425","425","29960","25560"
"In post","2021","20-29","Communications","Male","LGBO","70","70","31460","30610"
"In post","2021","20-29","Communications","Male","Undeclared","40","40","30420","28330"
"In post","2021","20-29","Communications","Male","Unknown","425","420","29060","25560"
"In post","2021","20-29","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Female","Heterosexual / straight","270","265","30290","27530"
"In post","2021","20-29","Counter Fraud","Female","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Female","Unknown","205","205","28380","25560"
"In post","2021","20-29","Counter Fraud","Male","Heterosexual / straight","305","305","30110","28330"
"In post","2021","20-29","Counter Fraud","Male","LGBO","30","30","31140","29570"
"In post","2021","20-29","Counter Fraud","Male","Undeclared","30","30","32860","29570"
"In post","2021","20-29","Counter Fraud","Male","Unknown","225","225","28460","25560"
"In post","2021","20-29","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Female","Heterosexual / straight","165","155","21450","20140"
"In post","2021","20-29","Debt","Female","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Debt","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Debt","Female","Unknown","295","285","20820","20140"
"In post","2021","20-29","Debt","Male","Heterosexual / straight","190","185","21700","20140"
"In post","2021","20-29","Debt","Male","LGBO","35","35","21320","20140"
"In post","2021","20-29","Debt","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Debt","Male","Unknown","335","330","21170","20140"
"In post","2021","20-29","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Female","Heterosexual / straight","405","400","34460","31990"
"In post","2021","20-29","Digital, Data & Technology","Female","LGBO","80","80","34840","32270"
"In post","2021","20-29","Digital, Data & Technology","Female","Undeclared","40","40","33020","31420"
"In post","2021","20-29","Digital, Data & Technology","Female","Unknown","255","255","32440","31810"
"In post","2021","20-29","Digital, Data & Technology","Male","Heterosexual / straight","620","615","33610","31810"
"In post","2021","20-29","Digital, Data & Technology","Male","LGBO","70","70","37410","32710"
"In post","2021","20-29","Digital, Data & Technology","Male","Undeclared","75","75","33750","30810"
"In post","2021","20-29","Digital, Data & Technology","Male","Unknown","515","515","32110","31580"
"In post","2021","20-29","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Female","Heterosexual / straight","420","410","32940","30420"
"In post","2021","20-29","Finance","Female","LGBO","25","25","[c]","[c]"
"In post","2021","20-29","Finance","Female","Undeclared","30","30","30710","29310"
"In post","2021","20-29","Finance","Female","Unknown","180","175","30380","28970"
"In post","2021","20-29","Finance","Male","Heterosexual / straight","385","380","32880","30420"
"In post","2021","20-29","Finance","Male","LGBO","35","35","34580","35130"
"In post","2021","20-29","Finance","Male","Undeclared","35","35","32790","30750"
"In post","2021","20-29","Finance","Male","Unknown","200","195","30680","29360"
"In post","2021","20-29","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Female","Heterosexual / straight","35","35","22690","21050"
"In post","2021","20-29","Grants Management","Female","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Grants Management","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Female","Unknown","95","90","22190","21050"
"In post","2021","20-29","Grants Management","Male","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Grants Management","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Male","Unknown","85","85","22120","21050"
"In post","2021","20-29","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Female","Heterosexual / straight","715","705","31060","28840"
"In post","2021","20-29","Human Resources","Female","LGBO","65","65","30770","29250"
"In post","2021","20-29","Human Resources","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Human Resources","Female","Unknown","185","180","29220","27270"
"In post","2021","20-29","Human Resources","Male","Heterosexual / straight","255","255","29720","27500"
"In post","2021","20-29","Human Resources","Male","LGBO","60","60","35480","31810"
"In post","2021","20-29","Human Resources","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Human Resources","Male","Unknown","95","95","28340","27270"
"In post","2021","20-29","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Female","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","20-29","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Female","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Internal Audit","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Internal Audit","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Female","Heterosexual / straight","815","805","30870","26970"
"In post","2021","20-29","Legal","Female","LGBO","60","60","29090","26680"
"In post","2021","20-29","Legal","Female","Undeclared","190","185","25940","22820"
"In post","2021","20-29","Legal","Female","Unknown","180","180","29450","26970"
"In post","2021","20-29","Legal","Male","Heterosexual / straight","365","365","32310","27440"
"In post","2021","20-29","Legal","Male","LGBO","65","65","33200","29570"
"In post","2021","20-29","Legal","Male","Undeclared","80","80","27150","22820"
"In post","2021","20-29","Legal","Male","Unknown","90","90","30200","26970"
"In post","2021","20-29","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Female","Heterosexual / straight","11880","11615","28780","26780"
"In post","2021","20-29","No function","Female","LGBO","1485","1470","29270","27270"
"In post","2021","20-29","No function","Female","Undeclared","985","960","30440","28500"
"In post","2021","20-29","No function","Female","Unknown","5925","5805","27440","25870"
"In post","2021","20-29","No function","Male","Heterosexual / straight","8785","8720","29510","27150"
"In post","2021","20-29","No function","Male","LGBO","1020","1010","31620","29360"
"In post","2021","20-29","No function","Male","Undeclared","785","775","31320","29570"
"In post","2021","20-29","No function","Male","Unknown","5165","5120","27940","26300"
"In post","2021","20-29","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Female","Heterosexual / straight","1315","1300","31290","30080"
"In post","2021","20-29","Project Delivery","Female","LGBO","125","125","31310","28500"
"In post","2021","20-29","Project Delivery","Female","Undeclared","75","75","33350","31810"
"In post","2021","20-29","Project Delivery","Female","Unknown","385","380","33550","32060"
"In post","2021","20-29","Project Delivery","Male","Heterosexual / straight","1600","1595","29890","28630"
"In post","2021","20-29","Project Delivery","Male","LGBO","115","115","32650","31700"
"In post","2021","20-29","Project Delivery","Male","Undeclared","155","155","30970","29630"
"In post","2021","20-29","Project Delivery","Male","Unknown","430","430","30990","30180"
"In post","2021","20-29","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Female","Heterosexual / straight","250","240","27830","26350"
"In post","2021","20-29","Property","Female","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Property","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","20-29","Property","Female","Unknown","170","165","25070","24500"
"In post","2021","20-29","Property","Male","Heterosexual / straight","245","245","28020","26650"
"In post","2021","20-29","Property","Male","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Property","Male","Undeclared","20","20","[c]","[c]"
"In post","2021","20-29","Property","Male","Unknown","200","195","27250","25860"
"In post","2021","20-29","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Female","Heterosexual / straight","240","240","28030","26610"
"In post","2021","20-29","Security","Female","LGBO","30","30","28720","26230"
"In post","2021","20-29","Security","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","20-29","Security","Female","Unknown","105","100","27190","25540"
"In post","2021","20-29","Security","Male","Heterosexual / straight","485","485","26470","25680"
"In post","2021","20-29","Security","Male","LGBO","30","30","29290","26610"
"In post","2021","20-29","Security","Male","Undeclared","40","40","32220","30130"
"In post","2021","20-29","Security","Male","Unknown","280","280","26250","25680"
"In post","2021","20-29","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Female","Heterosexual / straight","8190","7975","27690","27570"
"In post","2021","20-29","Unknown","Female","LGBO","815","805","27040","27570"
"In post","2021","20-29","Unknown","Female","Undeclared","555","540","28150","27570"
"In post","2021","20-29","Unknown","Female","Unknown","1795","1745","28180","27570"
"In post","2021","20-29","Unknown","Male","Heterosexual / straight","5975","5920","27380","27570"
"In post","2021","20-29","Unknown","Male","LGBO","750","740","28390","27570"
"In post","2021","20-29","Unknown","Male","Undeclared","450","445","28820","27570"
"In post","2021","20-29","Unknown","Male","Unknown","1895","1880","28220","27570"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Female","Heterosexual / straight","605","560","46220","43580"
"In post","2021","30-39","Analysis","Female","LGBO","55","55","44980","39480"
"In post","2021","30-39","Analysis","Female","Undeclared","50","45","44840","37950"
"In post","2021","30-39","Analysis","Female","Unknown","195","180","40780","37280"
"In post","2021","30-39","Analysis","Male","Heterosexual / straight","715","710","46810","44610"
"In post","2021","30-39","Analysis","Male","LGBO","60","60","48210","49100"
"In post","2021","30-39","Analysis","Male","Undeclared","100","95","45620","44380"
"In post","2021","30-39","Analysis","Male","Unknown","260","260","43030","40480"
"In post","2021","30-39","Analysis","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Analysis","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","30-39","Commercial","Female","Heterosexual / straight","530","500","38230","35410"
"In post","2021","30-39","Commercial","Female","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Commercial","Female","Undeclared","45","40","33750","33300"
"In post","2021","30-39","Commercial","Female","Unknown","210","200","51380","48990"
"In post","2021","30-39","Commercial","Male","Heterosexual / straight","410","405","40750","38440"
"In post","2021","30-39","Commercial","Male","LGBO","25","25","[c]","[c]"
"In post","2021","30-39","Commercial","Male","Undeclared","55","50","39120","40580"
"In post","2021","30-39","Commercial","Male","Unknown","235","235","53980","51560"
"In post","2021","30-39","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Female","Heterosexual / straight","780","735","37470","33300"
"In post","2021","30-39","Communications","Female","LGBO","40","40","35950","31810"
"In post","2021","30-39","Communications","Female","Undeclared","70","65","36370","31810"
"In post","2021","30-39","Communications","Female","Unknown","395","370","35880","31810"
"In post","2021","30-39","Communications","Male","Heterosexual / straight","630","625","34380","31810"
"In post","2021","30-39","Communications","Male","LGBO","80","80","38580","36500"
"In post","2021","30-39","Communications","Male","Undeclared","65","65","34290","31810"
"In post","2021","30-39","Communications","Male","Unknown","400","395","32530","25560"
"In post","2021","30-39","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
