"Status","Year","Age","Region_london","Responsibility_level_grouped","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","50-59","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SCS level","SCS level","15","[c]","126010","122500"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","50-59","Unknown","Unknown","Unknown","100","[c]","39190","34160"
"Leaver CS","2021","60-64","London","AA/AO","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","60-64","London","AA/AO","AO","90","[c]","24260","24000"
"Leaver CS","2021","60-64","London","EO","EO","125","[c]","29820","30280"
"Leaver CS","2021","60-64","London","G6/G7","G6","50","[c]","74910","72780"
"Leaver CS","2021","60-64","London","G6/G7","G7","100","[c]","61030","59340"
"Leaver CS","2021","60-64","London","SCS level","SCS level","55","[c]","98060","88160"
"Leaver CS","2021","60-64","London","SEO/HEO","HEO","85","[c]","36170","35890"
"Leaver CS","2021","60-64","London","SEO/HEO","SEO","85","[c]","45230","45200"
"Leaver CS","2021","60-64","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Outside London","AA/AO","AA","260","[c]","18690","18800"
"Leaver CS","2021","60-64","Outside London","AA/AO","AO","1235","[c]","21920","21010"
"Leaver CS","2021","60-64","Outside London","EO","EO","990","[c]","27670","27570"
"Leaver CS","2021","60-64","Outside London","G6/G7","G6","120","[c]","72280","70750"
"Leaver CS","2021","60-64","Outside London","G6/G7","G7","255","[c]","56430","55770"
"Leaver CS","2021","60-64","Outside London","SCS level","SCS level","55","[c]","98880","99210"
"Leaver CS","2021","60-64","Outside London","SEO/HEO","HEO","570","[c]","34280","33630"
"Leaver CS","2021","60-64","Outside London","SEO/HEO","SEO","390","[c]","42940","42170"
"Leaver CS","2021","60-64","Outside London","Unknown","Unknown","100","[c]","44790","38850"
"Leaver CS","2021","60-64","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Overseas","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","60-64","Unknown","Unknown","Unknown","60","[c]","42160","36580"
"Leaver CS","2021","65+","London","AA/AO","AA","55","[c]","20580","20280"
"Leaver CS","2021","65+","London","AA/AO","AO","125","[c]","24150","24500"
"Leaver CS","2021","65+","London","EO","EO","110","[c]","29590","30110"
"Leaver CS","2021","65+","London","G6/G7","G6","15","[c]","72160","72160"
"Leaver CS","2021","65+","London","G6/G7","G7","40","[c]","57760","58370"
"Leaver CS","2021","65+","London","SCS level","SCS level","15","[c]","108810","101370"
"Leaver CS","2021","65+","London","SEO/HEO","HEO","50","[c]","36280","36230"
"Leaver CS","2021","65+","London","SEO/HEO","SEO","40","[c]","43660","43440"
"Leaver CS","2021","65+","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","65+","Outside London","AA/AO","AA","395","[c]","18470","18060"
"Leaver CS","2021","65+","Outside London","AA/AO","AO","1185","[c]","21300","21010"
"Leaver CS","2021","65+","Outside London","EO","EO","755","[c]","27220","27570"
"Leaver CS","2021","65+","Outside London","G6/G7","G6","50","[c]","71110","69420"
"Leaver CS","2021","65+","Outside London","G6/G7","G7","90","[c]","57650","56800"
"Leaver CS","2021","65+","Outside London","SCS level","SCS level","15","[c]","96660","90540"
"Leaver CS","2021","65+","Outside London","SEO/HEO","HEO","330","[c]","33950","33630"
"Leaver CS","2021","65+","Outside London","SEO/HEO","SEO","180","[c]","44900","43800"
"Leaver CS","2021","65+","Outside London","Unknown","Unknown","105","[c]","34700","35660"
"Leaver CS","2021","65+","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","65+","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","EO","EO","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","EO","EO","20","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Outside London","AA/AO","AO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","AA/AO","AO","115","[c]","23610","23520"
"Leaver Dept.","2021","20-29","London","EO","EO","500","[c]","28190","27690"
"Leaver Dept.","2021","20-29","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","London","G6/G7","G7","280","[c]","54030","53380"
"Leaver Dept.","2021","20-29","London","SEO/HEO","HEO","960","[c]","33530","33280"
"Leaver Dept.","2021","20-29","London","SEO/HEO","SEO","285","[c]","40590","40270"
"Leaver Dept.","2021","20-29","London","Unknown","Unknown","55","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Outside London","AA/AO","AA","30","[c]","18300","17230"
"Leaver Dept.","2021","20-29","Outside London","AA/AO","AO","725","[c]","20840","21010"
"Leaver Dept.","2021","20-29","Outside London","EO","EO","450","[c]","25380","25970"
"Leaver Dept.","2021","20-29","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Outside London","G6/G7","G7","20","[c]","51730","52150"
"Leaver Dept.","2021","20-29","Outside London","SEO/HEO","HEO","300","[c]","30060","30210"
"Leaver Dept.","2021","20-29","Outside London","SEO/HEO","SEO","60","[c]","37590","37320"
"Leaver Dept.","2021","20-29","Outside London","Unknown","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","EO","EO","15","[c]","27370","27240"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","G6/G7","G7","20","[c]","53680","53600"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","HEO","425","[c]","31410","32000"
"Leaver Dept.","2021","20-29","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","London","AA/AO","AO","50","[c]","24090","24690"
"Leaver Dept.","2021","30-39","London","EO","EO","165","[c]","28720","28500"
"Leaver Dept.","2021","30-39","London","G6/G7","G6","180","[c]","65840","65020"
"Leaver Dept.","2021","30-39","London","G6/G7","G7","590","[c]","54540","53870"
"Leaver Dept.","2021","30-39","London","SCS level","SCS level","60","[c]","78240","75000"
"Leaver Dept.","2021","30-39","London","SEO/HEO","HEO","350","[c]","34260","34000"
"Leaver Dept.","2021","30-39","London","SEO/HEO","SEO","295","[c]","41860","41650"
"Leaver Dept.","2021","30-39","London","Unknown","Unknown","20","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Outside London","AA/AO","AA","15","[c]","17770","17540"
"Leaver Dept.","2021","30-39","Outside London","AA/AO","AO","525","[c]","20770","21010"
"Leaver Dept.","2021","30-39","Outside London","EO","EO","495","[c]","25890","26130"
"Leaver Dept.","2021","30-39","Outside London","G6/G7","G6","20","[c]","62830","61510"
"Leaver Dept.","2021","30-39","Outside London","G6/G7","G7","135","[c]","51640","52010"
"Leaver Dept.","2021","30-39","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Outside London","SEO/HEO","HEO","340","[c]","31080","30980"
"Leaver Dept.","2021","30-39","Outside London","SEO/HEO","SEO","210","[c]","39090","37910"
"Leaver Dept.","2021","30-39","Outside London","Unknown","Unknown","35","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","G6/G7","G7","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","SEO/HEO","HEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","G6","15","[c]","63990","63200"
"Leaver Dept.","2021","30-39","Unknown","G6/G7","G7","25","[c]","54850","54650"
"Leaver Dept.","2021","30-39","Unknown","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","HEO","100","[c]","31770","32000"
"Leaver Dept.","2021","30-39","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","London","AA/AO","AO","30","[c]","23990","23500"
"Leaver Dept.","2021","40-49","London","EO","EO","75","[c]","29260","29080"
"Leaver Dept.","2021","40-49","London","G6/G7","G6","145","[c]","66740","66560"
"Leaver Dept.","2021","40-49","London","G6/G7","G7","230","[c]","56540","55870"
"Leaver Dept.","2021","40-49","London","SCS level","SCS level","145","[c]","87780","79350"
"Leaver Dept.","2021","40-49","London","SEO/HEO","HEO","95","[c]","35410","35160"
"Leaver Dept.","2021","40-49","London","SEO/HEO","SEO","120","[c]","41950","41410"
"Leaver Dept.","2021","40-49","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Outside London","AA/AO","AA","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Outside London","AA/AO","AO","305","[c]","20880","21010"
"Leaver Dept.","2021","40-49","Outside London","EO","EO","345","[c]","26450","27570"
"Leaver Dept.","2021","40-49","Outside London","G6/G7","G6","55","[c]","65110","63680"
"Leaver Dept.","2021","40-49","Outside London","G6/G7","G7","135","[c]","51830","51350"
"Leaver Dept.","2021","40-49","Outside London","SCS level","SCS level","15","[c]","86430","80170"
"Leaver Dept.","2021","40-49","Outside London","SEO/HEO","HEO","200","[c]","31870","31990"
"Leaver Dept.","2021","40-49","Outside London","SEO/HEO","SEO","200","[c]","39290","38540"
"Leaver Dept.","2021","40-49","Outside London","Unknown","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","SCS level","SCS level","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","40-49","Unknown","SEO/HEO","HEO","15","[c]","32650","32320"
"Leaver Dept.","2021","40-49","Unknown","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","London","AA/AO","AO","25","[c]","25190","23530"
"Leaver Dept.","2021","50-59","London","EO","EO","50","[c]","29630","29880"
"Leaver Dept.","2021","50-59","London","G6/G7","G6","50","[c]","68730","67460"
"Leaver Dept.","2021","50-59","London","G6/G7","G7","100","[c]","57390","57330"
"Leaver Dept.","2021","50-59","London","SCS level","SCS level","55","[c]","100630","88510"
"Leaver Dept.","2021","50-59","London","SEO/HEO","HEO","90","[c]","34920","34300"
"Leaver Dept.","2021","50-59","London","SEO/HEO","SEO","65","[c]","42420","41970"
"Leaver Dept.","2021","50-59","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Outside London","AA/AO","AA","15","[c]","19260","19130"
"Leaver Dept.","2021","50-59","Outside London","AA/AO","AO","230","[c]","20820","20900"
"Leaver Dept.","2021","50-59","Outside London","EO","EO","235","[c]","26450","27370"
"Leaver Dept.","2021","50-59","Outside London","G6/G7","G6","50","[c]","65240","64540"
"Leaver Dept.","2021","50-59","Outside London","G6/G7","G7","115","[c]","54120","53110"
"Leaver Dept.","2021","50-59","Outside London","SCS level","SCS level","20","[c]","85070","81950"
"Leaver Dept.","2021","50-59","Outside London","SEO/HEO","HEO","150","[c]","32020","32370"
"Leaver Dept.","2021","50-59","Outside London","SEO/HEO","SEO","135","[c]","39490","38330"
"Leaver Dept.","2021","50-59","Outside London","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Unknown","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","EO","EO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","SEO/HEO","SEO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","AA/AO","AO","30","[c]","20410","20500"
"Leaver Dept.","2021","60-64","Outside London","EO","EO","25","[c]","25390","25900"
"Leaver Dept.","2021","60-64","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","AA/AO","AA","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","AA/AO","AO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","G6/G7","G7","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Outside London","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Overseas","SEO/HEO","SEO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","EO","EO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","G6/G7","G6","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","G6/G7","G7","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","SCS level","SCS level","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","HEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","SEO/HEO","SEO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","EO","EO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","G6/G7","G7","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","HEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","SEO/HEO","SEO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SCS level","SCS level","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","London","AA/AO","AA","15","[c]","19920","19060"
"New entrant CS","2021","16-19","London","AA/AO","AO","35","[c]","23640","23260"
"New entrant CS","2021","16-19","London","EO","EO","70","[c]","26310","26250"
"New entrant CS","2021","16-19","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Outside London","AA/AO","AA","115","[c]","18990","19130"
"New entrant CS","2021","16-19","Outside London","AA/AO","AO","515","[c]","21080","21010"
"New entrant CS","2021","16-19","Outside London","EO","EO","125","[c]","22440","23050"
"New entrant CS","2021","16-19","Outside London","Unknown","Unknown","20","[c]","17190","16780"
"New entrant CS","2021","16-19","Unknown","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Unknown","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","London","AA/AO","AA","180","[c]","21360","22160"
"New entrant CS","2021","20-29","London","AA/AO","AO","1315","[c]","24260","24120"
"New entrant CS","2021","20-29","London","EO","EO","2775","[c]","29090","29570"
"New entrant CS","2021","20-29","London","G6/G7","G6","20","[c]","65570","64850"
"New entrant CS","2021","20-29","London","G6/G7","G7","290","[c]","54460","53380"
"New entrant CS","2021","20-29","London","SCS level","SCS level","10","[c]","72290","70710"
"New entrant CS","2021","20-29","London","SEO/HEO","HEO","2695","[c]","32790","32790"
"New entrant CS","2021","20-29","London","SEO/HEO","SEO","480","[c]","40510","40230"
"New entrant CS","2021","20-29","London","Unknown","Unknown","145","[c]","25590","26810"
"New entrant CS","2021","20-29","Outside London","AA/AO","AA","1015","[c]","19560","20060"
"New entrant CS","2021","20-29","Outside London","AA/AO","AO","7160","[c]","21340","21010"
"New entrant CS","2021","20-29","Outside London","EO","EO","4860","[c]","26400","27570"
"New entrant CS","2021","20-29","Outside London","G6/G7","G6","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Outside London","G6/G7","G7","115","[c]","51190","49860"
"New entrant CS","2021","20-29","Outside London","SEO/HEO","HEO","1525","[c]","30270","30360"
"New entrant CS","2021","20-29","Outside London","SEO/HEO","SEO","330","[c]","37630","37020"
"New entrant CS","2021","20-29","Outside London","Unknown","Unknown","645","[c]","22740","22920"
"New entrant CS","2021","20-29","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Overseas","SEO/HEO","HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","AA/AO","AO","50","[c]","21570","21010"
"New entrant CS","2021","20-29","Unknown","EO","EO","80","[c]","27390","27570"
"New entrant CS","2021","20-29","Unknown","G6/G7","G7","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Unknown","SEO/HEO","HEO","100","[c]","29080","28000"
"New entrant CS","2021","20-29","Unknown","SEO/HEO","SEO","10","[c]","37370","37300"
"New entrant CS","2021","20-29","Unknown","Unknown","Unknown","105","[c]","[c]","[c]"
"New entrant CS","2021","30-39","London","AA/AO","AA","60","[c]","22040","22770"
"New entrant CS","2021","30-39","London","AA/AO","AO","360","[c]","25740","25110"
"New entrant CS","2021","30-39","London","EO","EO","1045","[c]","30170","31060"
"New entrant CS","2021","30-39","London","G6/G7","G6","130","[c]","68890","66230"
"New entrant CS","2021","30-39","London","G6/G7","G7","610","[c]","55520","54700"
"New entrant CS","2021","30-39","London","SCS level","SCS level","85","[c]","78430","73370"
"New entrant CS","2021","30-39","London","SEO/HEO","HEO","620","[c]","34300","33950"
"New entrant CS","2021","30-39","London","SEO/HEO","SEO","510","[c]","41150","40480"
"New entrant CS","2021","30-39","London","Unknown","Unknown","55","[c]","27150","26810"
"New entrant CS","2021","30-39","Outside London","AA/AO","AA","455","[c]","19890","20060"
"New entrant CS","2021","30-39","Outside London","AA/AO","AO","3290","[c]","21670","21010"
"New entrant CS","2021","30-39","Outside London","EO","EO","3335","[c]","27070","27570"
"New entrant CS","2021","30-39","Outside London","G6/G7","G6","75","[c]","67280","65500"
"New entrant CS","2021","30-39","Outside London","G6/G7","G7","495","[c]","53600","51730"
"New entrant CS","2021","30-39","Outside London","SCS level","SCS level","25","[c]","77280","75000"
"New entrant CS","2021","30-39","Outside London","SEO/HEO","HEO","1105","[c]","31620","31000"
"New entrant CS","2021","30-39","Outside London","SEO/HEO","SEO","835","[c]","38990","38540"
"New entrant CS","2021","30-39","Outside London","Unknown","Unknown","325","[c]","24710","22920"
"New entrant CS","2021","30-39","Overseas","AA/AO","AO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Overseas","EO","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Overseas","G6/G7","G7","[c]","[c]","[c]","[c]"
