"Status","Year","Age","Region_london","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Female","Heterosexual / straight","8005","7940","35600","33210"
"In post","2021","20-29","London","Female","LGBO","895","890","36310","33470"
"In post","2021","20-29","London","Female","Undeclared","745","740","36070","33570"
"In post","2021","20-29","London","Female","Unknown","3375","3355","34240","32000"
"In post","2021","20-29","London","Male","Heterosexual / straight","5725","5705","36400","33570"
"In post","2021","20-29","London","Male","LGBO","875","870","39020","35640"
"In post","2021","20-29","London","Male","Undeclared","650","640","37330","34550"
"In post","2021","20-29","London","Male","Unknown","2730","2720","35670","32790"
"In post","2021","20-29","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Outside London","Female","Heterosexual / straight","18160","17665","26200","25400"
"In post","2021","20-29","Outside London","Female","LGBO","2050","2020","25920","25300"
"In post","2021","20-29","Outside London","Female","Undeclared","1335","1300","26090","24920"
"In post","2021","20-29","Outside London","Female","Unknown","6915","6715","25010","23800"
"In post","2021","20-29","Outside London","Male","Heterosexual / straight","14860","14740","26560","25560"
"In post","2021","20-29","Outside London","Male","LGBO","1545","1530","26440","25560"
"In post","2021","20-29","Outside London","Male","Undeclared","1175","1160","27130","26160"
"In post","2021","20-29","Outside London","Male","Unknown","7155","7075","25540","24920"
"In post","2021","20-29","Outside London","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Outside London","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Overseas","Female","Heterosexual / straight","90","90","36270","33860"
"In post","2021","20-29","Overseas","Female","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","Female","Unknown","45","45","39310","38600"
"In post","2021","20-29","Overseas","Male","Heterosexual / straight","85","85","36310","33860"
"In post","2021","20-29","Overseas","Male","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Overseas","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Overseas","Male","Unknown","35","35","38540","38640"
"In post","2021","20-29","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Female","Heterosexual / straight","90","85","31030","27570"
"In post","2021","20-29","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Female","Unknown","245","240","30000","29250"
"In post","2021","20-29","Unknown","Male","Heterosexual / straight","70","70","29180","27570"
"In post","2021","20-29","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Unknown","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","20-29","Unknown","Male","Unknown","460","460","29700","29250"
"In post","2021","20-29","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Female","Heterosexual / straight","9200","8705","44890","41740"
"In post","2021","30-39","London","Female","LGBO","570","560","45750","41760"
"In post","2021","30-39","London","Female","Undeclared","855","820","45610","42100"
"In post","2021","30-39","London","Female","Unknown","2500","2380","45680","41820"
"In post","2021","30-39","London","Male","Heterosexual / straight","7170","7115","46030","42170"
"In post","2021","30-39","London","Male","LGBO","835","830","49110","51730"
"In post","2021","30-39","London","Male","Undeclared","930","920","46540","44420"
"In post","2021","30-39","London","Male","Unknown","2250","2235","46500","42100"
"In post","2021","30-39","London","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","30-39","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outside London","Female","Heterosexual / straight","28625","25745","30360","27570"
"In post","2021","30-39","Outside London","Female","LGBO","2035","1970","30050","27570"
"In post","2021","30-39","Outside London","Female","Undeclared","2675","2405","29610","27570"
"In post","2021","30-39","Outside London","Female","Unknown","8360","7365","28910","26480"
"In post","2021","30-39","Outside London","Male","Heterosexual / straight","23120","22915","31420","28170"
"In post","2021","30-39","Outside London","Male","LGBO","1785","1770","31450","27570"
"In post","2021","30-39","Outside London","Male","Undeclared","2595","2560","31910","29350"
"In post","2021","30-39","Outside London","Male","Unknown","8035","7930","30450","27570"
"In post","2021","30-39","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Female","Heterosexual / straight","275","275","46530","50460"
"In post","2021","30-39","Overseas","Female","LGBO","30","30","[c]","[c]"
"In post","2021","30-39","Overseas","Female","Undeclared","35","35","[c]","[c]"
"In post","2021","30-39","Overseas","Female","Unknown","110","110","49570","51500"
"In post","2021","30-39","Overseas","Male","Heterosexual / straight","415","415","46060","45200"
"In post","2021","30-39","Overseas","Male","LGBO","45","45","49760","53350"
"In post","2021","30-39","Overseas","Male","Undeclared","45","45","44360","41060"
"In post","2021","30-39","Overseas","Male","Unknown","110","110","49630","52430"
"In post","2021","30-39","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Heterosexual / straight","100","95","33550","27570"
"In post","2021","30-39","Unknown","Female","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Female","Unknown","105","100","37810","32220"
"In post","2021","30-39","Unknown","Male","Heterosexual / straight","90","90","35200","31060"
"In post","2021","30-39","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2021","30-39","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","30-39","Unknown","Male","Unknown","435","435","37560","33570"
"In post","2021","30-39","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","30-39","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","London","Female","Heterosexual / straight","8495","7810","47300","41970"
"In post","2021","40-49","London","Female","LGBO","345","330","50750","47860"
"In post","2021","40-49","London","Female","Undeclared","1050","965","44430","39600"
"In post","2021","40-49","London","Female","Unknown","2390","2140","47240","41350"
"In post","2021","40-49","London","Male","Heterosexual / straight","6550","6495","49480","44110"
"In post","2021","40-49","London","Male","LGBO","615","605","52590","53580"
"In post","2021","40-49","London","Male","Undeclared","960","950","48040","42590"
"In post","2021","40-49","London","Male","Unknown","1895","1875","51180","44890"
"In post","2021","40-49","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Outside London","Female","Heterosexual / straight","33950","30390","32420","27570"
"In post","2021","40-49","Outside London","Female","LGBO","1345","1285","32630","29060"
"In post","2021","40-49","Outside London","Female","Undeclared","4355","3875","31170","27570"
"In post","2021","40-49","Outside London","Female","Unknown","10040","8640","30360","27570"
"In post","2021","40-49","Outside London","Male","Heterosexual / straight","25040","24725","34900","31650"
"In post","2021","40-49","Outside London","Male","LGBO","1480","1455","33820","27680"
"In post","2021","40-49","Outside London","Male","Undeclared","3800","3745","33720","30980"
"In post","2021","40-49","Outside London","Male","Unknown","8075","7910","33420","29540"
"In post","2021","40-49","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Overseas","Female","Heterosexual / straight","340","335","52650","56060"
"In post","2021","40-49","Overseas","Female","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Overseas","Female","Undeclared","35","35","43930","40290"
"In post","2021","40-49","Overseas","Female","Unknown","120","120","51850","46620"
"In post","2021","40-49","Overseas","Male","Heterosexual / straight","455","455","51680","53640"
"In post","2021","40-49","Overseas","Male","LGBO","35","35","61780","63250"
"In post","2021","40-49","Overseas","Male","Undeclared","70","70","45790","39560"
"In post","2021","40-49","Overseas","Male","Unknown","115","115","54900","53790"
"In post","2021","40-49","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Female","Heterosexual / straight","130","125","32910","27570"
"In post","2021","40-49","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Female","Unknown","85","80","37250","32700"
"In post","2021","40-49","Unknown","Male","Heterosexual / straight","95","90","34740","28120"
"In post","2021","40-49","Unknown","Male","LGBO","5","5","[c]","[c]"
"In post","2021","40-49","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","40-49","Unknown","Male","Unknown","390","390","40460","35380"
"In post","2021","40-49","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","40-49","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","London","Female","Heterosexual / straight","8550","8115","42440","36120"
"In post","2021","50-59","London","Female","LGBO","255","240","45930","40050"
"In post","2021","50-59","London","Female","Undeclared","1480","1395","39750","33560"
"In post","2021","50-59","London","Female","Unknown","2460","2300","42320","33630"
"In post","2021","50-59","London","Male","Heterosexual / straight","7400","7280","47630","41390"
"In post","2021","50-59","London","Male","LGBO","520","510","49800","43400"
"In post","2021","50-59","London","Male","Undeclared","1350","1325","46310","41080"
"In post","2021","50-59","London","Male","Unknown","2200","2170","47480","39800"
"In post","2021","50-59","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Outside London","Female","Heterosexual / straight","42750","38775","30940","27570"
"In post","2021","50-59","Outside London","Female","LGBO","1105","1045","32310","27570"
"In post","2021","50-59","Outside London","Female","Undeclared","6835","6100","29940","27380"
"In post","2021","50-59","Outside London","Female","Unknown","12415","10775","29260","26890"
"In post","2021","50-59","Outside London","Male","Heterosexual / straight","33450","32530","35300","31710"
"In post","2021","50-59","Outside London","Male","LGBO","1425","1380","32730","28130"
"In post","2021","50-59","Outside London","Male","Undeclared","6155","5965","34310","31650"
"In post","2021","50-59","Outside London","Male","Unknown","10700","10285","33740","31650"
"In post","2021","50-59","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","Female","Heterosexual / straight","210","210","52900","49900"
"In post","2021","50-59","Overseas","Female","LGBO","5","5","[c]","[c]"
"In post","2021","50-59","Overseas","Female","Undeclared","55","55","48070","44850"
"In post","2021","50-59","Overseas","Female","Unknown","75","70","52460","46620"
"In post","2021","50-59","Overseas","Male","Heterosexual / straight","460","460","53650","51790"
"In post","2021","50-59","Overseas","Male","LGBO","15","15","[c]","[c]"
"In post","2021","50-59","Overseas","Male","Undeclared","95","95","52800","54470"
"In post","2021","50-59","Overseas","Male","Unknown","80","80","56270","54530"
"In post","2021","50-59","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Female","Heterosexual / straight","185","170","33090","29530"
"In post","2021","50-59","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","50-59","Unknown","Female","Unknown","85","75","37380","30780"
"In post","2021","50-59","Unknown","Male","Heterosexual / straight","135","130","36090","31880"
"In post","2021","50-59","Unknown","Male","LGBO","10","10","[c]","[c]"
"In post","2021","50-59","Unknown","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","50-59","Unknown","Male","Unknown","530","530","42930","37300"
"In post","2021","50-59","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","50-59","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","London","Female","Heterosexual / straight","1920","1700","37960","31580"
"In post","2021","60-64","London","Female","LGBO","50","40","35580","31510"
"In post","2021","60-64","London","Female","Undeclared","360","310","36470","31060"
"In post","2021","60-64","London","Female","Unknown","565","485","37460","31880"
"In post","2021","60-64","London","Male","Heterosexual / straight","1830","1655","44710","37560"
"In post","2021","60-64","London","Male","LGBO","95","85","42930","37340"
"In post","2021","60-64","London","Male","Undeclared","345","305","44850","38160"
"In post","2021","60-64","London","Male","Unknown","530","480","44470","38800"
"In post","2021","60-64","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Outside London","Female","Heterosexual / straight","11040","8670","27770","26120"
"In post","2021","60-64","Outside London","Female","LGBO","195","155","29460","26670"
"In post","2021","60-64","Outside London","Female","Undeclared","2120","1610","26960","25310"
"In post","2021","60-64","Outside London","Female","Unknown","3495","2615","26500","22490"
"In post","2021","60-64","Outside London","Male","Heterosexual / straight","9585","8260","32690","28130"
"In post","2021","60-64","Outside London","Male","LGBO","305","265","30770","27570"
"In post","2021","60-64","Outside London","Male","Undeclared","1875","1580","32780","28160"
"In post","2021","60-64","Outside London","Male","Unknown","2945","2390","31540","27570"
"In post","2021","60-64","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","Female","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","60-64","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","Female","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","Male","Heterosexual / straight","115","115","55270","54480"
"In post","2021","60-64","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","60-64","Overseas","Male","Unknown","20","20","[c]","[c]"
"In post","2021","60-64","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Heterosexual / straight","45","40","32780","30330"
"In post","2021","60-64","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","60-64","Unknown","Female","Unknown","20","15","[c]","[c]"
"In post","2021","60-64","Unknown","Male","Heterosexual / straight","40","35","37570","35160"
"In post","2021","60-64","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Male","Undeclared","10","10","[c]","[c]"
"In post","2021","60-64","Unknown","Male","Unknown","130","130","40710","37300"
"In post","2021","60-64","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","60-64","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","London","Female","Heterosexual / straight","655","540","32840","29030"
"In post","2021","65+","London","Female","LGBO","15","15","[c]","[c]"
"In post","2021","65+","London","Female","Undeclared","150","115","33490","29200"
"In post","2021","65+","London","Female","Unknown","270","215","35500","29610"
"In post","2021","65+","London","Male","Heterosexual / straight","685","575","41210","33820"
"In post","2021","65+","London","Male","LGBO","25","25","[c]","[c]"
"In post","2021","65+","London","Male","Undeclared","145","120","41860","35050"
"In post","2021","65+","London","Male","Unknown","265","220","40730","32740"
"In post","2021","65+","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outside London","Female","Heterosexual / straight","2740","2000","26220","23130"
"In post","2021","65+","Outside London","Female","LGBO","55","40","26330","24370"
"In post","2021","65+","Outside London","Female","Undeclared","550","380","26610","22440"
"In post","2021","65+","Outside London","Female","Unknown","960","670","25950","22420"
"In post","2021","65+","Outside London","Male","Heterosexual / straight","3215","2550","31220","27550"
"In post","2021","65+","Outside London","Male","LGBO","90","70","26250","24580"
"In post","2021","65+","Outside London","Male","Undeclared","630","490","31540","27570"
"In post","2021","65+","Outside London","Male","Unknown","1105","805","31230","27570"
"In post","2021","65+","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Male","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","65+","Overseas","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Overseas","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","65+","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Male","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","65+","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Male","Unknown","20","20","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","65+","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Female","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Unknown","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Female","Heterosexual / straight","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Female","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Male","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Male","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Male","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Female","Heterosexual / straight","355","[c]","29020","27150"
"Leaver CS","2021","20-29","London","Female","LGBO","50","[c]","29930","27760"
"Leaver CS","2021","20-29","London","Female","Undeclared","40","[c]","33210","30850"
"Leaver CS","2021","20-29","London","Female","Unknown","365","[c]","27430","26410"
"Leaver CS","2021","20-29","London","Male","Heterosexual / straight","280","[c]","30600","27760"
"Leaver CS","2021","20-29","London","Male","LGBO","35","[c]","33870","33050"
"Leaver CS","2021","20-29","London","Male","Undeclared","30","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Male","Unknown","330","[c]","28300","27020"
"Leaver CS","2021","20-29","London","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","London","Unknown","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Female","Heterosexual / straight","905","[c]","23340","21010"
"Leaver CS","2021","20-29","Outside London","Female","LGBO","140","[c]","22630","21010"
"Leaver CS","2021","20-29","Outside London","Female","Undeclared","75","[c]","22420","21010"
"Leaver CS","2021","20-29","Outside London","Female","Unknown","765","[c]","22430","21010"
"Leaver CS","2021","20-29","Outside London","Male","Heterosexual / straight","835","[c]","24170","21590"
"Leaver CS","2021","20-29","Outside London","Male","LGBO","80","[c]","23100","21010"
"Leaver CS","2021","20-29","Outside London","Male","Undeclared","60","[c]","24310","21010"
"Leaver CS","2021","20-29","Outside London","Male","Unknown","805","[c]","23730","21490"
"Leaver CS","2021","20-29","Outside London","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Outside London","Unknown","Unknown","[c]","[c]","[c]","[c]"
