"Status","Year","Disability","Region_ITL2","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AO","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Heterosexual / straight","60","50","27470","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HEO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AO","Heterosexual / straight","45","35","21200","21050"
"In post","2021","Declared disabled","Cumbria","AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Heterosexual / straight","50","40","26450","27570"
"In post","2021","Declared disabled","Cumbria","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA","Heterosexual / straight","35","30","19420","20600"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AO","Heterosexual / straight","300","265","21970","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AO","LGBO","30","30","23630","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AO","Undeclared","50","40","21800","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AO","Unknown","35","30","22190","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","390","355","26770","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","LGBO","35","35","26110","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Undeclared","75","65","27110","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Unknown","35","30","27530","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G7","Heterosexual / straight","60","55","54180","52580"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G7","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HEO","Heterosexual / straight","155","145","32340","31870"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","HEO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO","Heterosexual / straight","90","85","41030","39190"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","95","90","29560","28200"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","AA","Heterosexual / straight","55","50","19520","19560"
"In post","2021","Declared disabled","Devon","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","AO","Heterosexual / straight","210","175","21960","21010"
"In post","2021","Declared disabled","Devon","AO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","AO","Undeclared","40","30","22740","21010"
"In post","2021","Declared disabled","Devon","AO","Unknown","40","35","22840","21010"
"In post","2021","Declared disabled","Devon","EO","Heterosexual / straight","205","185","27430","27570"
"In post","2021","Declared disabled","Devon","EO","LGBO","30","30","27310","27570"
"In post","2021","Declared disabled","Devon","EO","Undeclared","35","30","28300","27570"
"In post","2021","Declared disabled","Devon","EO","Unknown","35","35","26400","26750"
"In post","2021","Declared disabled","Devon","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Devon","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Devon","HEO","Heterosexual / straight","60","55","34270","33630"
"In post","2021","Declared disabled","Devon","HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Devon","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Devon","HEO","Unknown","40","35","33190","32730"
"In post","2021","Declared disabled","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SEO","Heterosexual / straight","35","30","44010","43360"
"In post","2021","Declared disabled","Devon","SEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Devon","SEO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","Unknown","Heterosexual / straight","50","45","33160","32690"
"In post","2021","Declared disabled","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA","Heterosexual / straight","30","30","19540","19430"
"In post","2021","Declared disabled","Dorset and Somerset","AA","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AO","Heterosexual / straight","115","105","22610","21010"
"In post","2021","Declared disabled","Dorset and Somerset","AO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Heterosexual / straight","155","140","27390","27570"
"In post","2021","Declared disabled","Dorset and Somerset","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","HEO","Heterosexual / straight","70","65","33260","33290"
"In post","2021","Declared disabled","Dorset and Somerset","HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","HEO","Unknown","[c]","[c]","[c]","[c]"
