"Status","Year","Function_of_post","Region_ITL1","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Communications","London","Outer London - South","Male","15","15","[c]","[c]"
"In post","2021","Communications","London","Outer London - West and North West","Female","55","50","28950","27220"
"In post","2021","Communications","London","Outer London - West and North West","Male","150","150","24730","21450"
"In post","2021","Communications","North East (England)","Northumberland and Tyne and Wear","Female","780","715","27920","25560"
"In post","2021","Communications","North East (England)","Northumberland and Tyne and Wear","Male","735","720","27940","25560"
"In post","2021","Communications","North East (England)","Tees Valley and Durham","Female","25","20","[c]","[c]"
"In post","2021","Communications","North East (England)","Tees Valley and Durham","Male","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Cheshire","Female","10","10","[c]","[c]"
"In post","2021","Communications","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","North West (England)","Cumbria","Female","50","45","27920","26030"
"In post","2021","Communications","North West (England)","Cumbria","Male","20","20","[c]","[c]"
"In post","2021","Communications","North West (England)","Greater Manchester","Female","210","205","30080","27510"
"In post","2021","Communications","North West (England)","Greater Manchester","Male","290","290","29130","25560"
"In post","2021","Communications","North West (England)","Lancashire","Female","20","15","[c]","[c]"
"In post","2021","Communications","North West (England)","Lancashire","Male","15","15","[c]","[c]"
"In post","2021","Communications","North West (England)","Merseyside","Female","55","55","39630","35410"
"In post","2021","Communications","North West (England)","Merseyside","Male","40","40","36000","34180"
"In post","2021","Communications","Northern Ireland","Northern Ireland","Female","25","25","[c]","[c]"
"In post","2021","Communications","Northern Ireland","Northern Ireland","Male","10","10","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Overseas","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Eastern Scotland","Female","85","75","34130","31810"
"In post","2021","Communications","Scotland","Eastern Scotland","Male","65","65","32020","30160"
"In post","2021","Communications","Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Scotland","Southern Scotland","Female","5","5","[c]","[c]"
"In post","2021","Communications","Scotland","Southern Scotland","Male","15","15","[c]","[c]"
"In post","2021","Communications","Scotland","West Central Scotland","Female","20","20","[c]","[c]"
"In post","2021","Communications","Scotland","West Central Scotland","Male","20","20","[c]","[c]"
"In post","2021","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","40","35","32240","29680"
"In post","2021","Communications","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","60","60","33400","31200"
"In post","2021","Communications","South East (England)","Hampshire and Isle of Wight","Female","120","110","33500","33000"
"In post","2021","Communications","South East (England)","Hampshire and Isle of Wight","Male","85","85","31170","29200"
"In post","2021","Communications","South East (England)","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South East (England)","Surrey, East and West Sussex","Female","10","10","[c]","[c]"
"In post","2021","Communications","South East (England)","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2021","Communications","South West (England)","Cornwall and Isles of Scilly","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","South West (England)","Cornwall and Isles of Scilly","Male","5","5","[c]","[c]"
"In post","2021","Communications","South West (England)","Devon","Female","35","30","34120","33630"
"In post","2021","Communications","South West (England)","Devon","Male","30","30","32390","31900"
"In post","2021","Communications","South West (England)","Dorset and Somerset","Female","25","25","[c]","[c]"
"In post","2021","Communications","South West (England)","Dorset and Somerset","Male","25","25","[c]","[c]"
"In post","2021","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","125","115","36550","33950"
"In post","2021","Communications","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","110","105","38400","35650"
"In post","2021","Communications","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Wales","East Wales","Female","440","410","29680","25560"
"In post","2021","Communications","Wales","East Wales","Male","430","425","29080","25560"
"In post","2021","Communications","Wales","West Wales and The Valleys","Female","50","45","29740","26470"
"In post","2021","Communications","Wales","West Wales and The Valleys","Male","35","30","30270","26780"
"In post","2021","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Female","10","10","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Herefordshire, Worcestershire and Warwickshire","Male","10","10","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Shropshire and Staffordshire","Female","25","25","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","Shropshire and Staffordshire","Male","20","20","[c]","[c]"
"In post","2021","Communications","West Midlands (England)","West Midlands","Female","145","140","33830","31810"
"In post","2021","Communications","West Midlands (England)","West Midlands","Male","140","140","31700","31810"
"In post","2021","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","East Yorkshire and Northern Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","North Yorkshire","Female","20","20","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","North Yorkshire","Male","15","15","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","South Yorkshire","Female","20","20","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","South Yorkshire","Male","25","25","[c]","[c]"
"In post","2021","Communications","Yorkshire and The Humber","West Yorkshire","Female","255","245","31270","25560"
"In post","2021","Communications","Yorkshire and The Humber","West Yorkshire","Male","300","300","29050","25560"
"In post","2021","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Female","230","210","31980","31810"
"In post","2021","Counter Fraud","East Midlands (England)","Derbyshire and Nottinghamshire","Male","285","275","34660","31810"
"In post","2021","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Female","10","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Leicestershire, Rutland and Northamptonshire","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Lincolnshire","Female","5","5","[c]","[c]"
"In post","2021","Counter Fraud","East Midlands (England)","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","East of England","Bedfordshire and Hertfordshire","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","East of England","East Anglia","Female","195","175","26780","25560"
"In post","2021","Counter Fraud","East of England","East Anglia","Male","185","180","29460","28130"
"In post","2021","Counter Fraud","East of England","Essex","Female","35","30","27770","26060"
"In post","2021","Counter Fraud","East of England","Essex","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","London","Inner London - East","Female","95","90","38350","36160"
"In post","2021","Counter Fraud","London","Inner London - East","Male","85","85","43580","40780"
"In post","2021","Counter Fraud","London","Inner London - West","Female","615","585","38150","36160"
"In post","2021","Counter Fraud","London","Inner London - West","Male","865","850","40890","36160"
"In post","2021","Counter Fraud","London","Outer London - East and North East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - East and North East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - South","Female","270","255","36090","32520"
"In post","2021","Counter Fraud","London","Outer London - South","Male","360","355","39040","36160"
"In post","2021","Counter Fraud","London","Outer London - West and North West","Female","10","10","[c]","[c]"
"In post","2021","Counter Fraud","London","Outer London - West and North West","Male","5","5","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","Female","260","245","31380","31810"
"In post","2021","Counter Fraud","North East (England)","Northumberland and Tyne and Wear","Male","270","265","32800","31810"
"In post","2021","Counter Fraud","North East (England)","Tees Valley and Durham","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North East (England)","Tees Valley and Durham","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Cheshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Cheshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester","Female","490","455","32650","31810"
"In post","2021","Counter Fraud","North West (England)","Greater Manchester","Male","615","590","33500","31810"
"In post","2021","Counter Fraud","North West (England)","Lancashire","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Lancashire","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","North West (England)","Merseyside","Female","300","265","30990","28130"
"In post","2021","Counter Fraud","North West (England)","Merseyside","Male","260","255","34730","31810"
"In post","2021","Counter Fraud","Northern Ireland","Northern Ireland","Female","185","170","30810","28130"
"In post","2021","Counter Fraud","Northern Ireland","Northern Ireland","Male","210","205","31510","31810"
"In post","2021","Counter Fraud","Scotland","Eastern Scotland","Female","110","100","30060","28130"
"In post","2021","Counter Fraud","Scotland","Eastern Scotland","Male","125","120","32690","31810"
"In post","2021","Counter Fraud","Scotland","Southern Scotland","Female","60","50","29060","28130"
"In post","2021","Counter Fraud","Scotland","Southern Scotland","Male","25","25","[c]","[c]"
"In post","2021","Counter Fraud","Scotland","West Central Scotland","Female","270","235","29310","28130"
"In post","2021","Counter Fraud","Scotland","West Central Scotland","Male","260","245","31760","31810"
"In post","2021","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Female","40","40","30460","29570"
"In post","2021","Counter Fraud","South East (England)","Berkshire, Buckinghamshire and Oxfordshire","Male","45","45","33240","31990"
"In post","2021","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Female","65","60","31840","31810"
"In post","2021","Counter Fraud","South East (England)","Hampshire and Isle of Wight","Male","65","65","34970","31810"
"In post","2021","Counter Fraud","South East (England)","Kent","Female","80","75","29150","28130"
"In post","2021","Counter Fraud","South East (England)","Kent","Male","115","110","30710","28130"
"In post","2021","Counter Fraud","South East (England)","Surrey, East and West Sussex","Female","15","15","[c]","[c]"
"In post","2021","Counter Fraud","South East (England)","Surrey, East and West Sussex","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Dorset and Somerset","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Dorset and Somerset","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","165","150","34140","31810"
"In post","2021","Counter Fraud","South West (England)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","230","220","36220","31810"
"In post","2021","Counter Fraud","Unknown","Unknown","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Unknown","Unknown","Male","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","Wales","East Wales","Female","190","170","29800","27130"
"In post","2021","Counter Fraud","Wales","East Wales","Male","190","185","32900","31810"
"In post","2021","Counter Fraud","Wales","West Wales and The Valleys","Female","10","5","[c]","[c]"
"In post","2021","Counter Fraud","Wales","West Wales and The Valleys","Male","10","10","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Counter Fraud","West Midlands (England)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
