"Status","Year","Disability","Organisation","Region_ITL1","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Undeclared","Education and Skills Funding Agency","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","London","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","North East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","North West (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Yorkshire and The Humber","HEO","10","5","[c]","[c]"
"In post","2021","Undeclared","Education and Skills Funding Agency","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Education Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","ESTYN","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","South East (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","South East (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","South East (England)","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","South East (England)","HEO","10","5","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","South East (England)","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","FCDO Services","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","East Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","East of England","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","G6","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","G7","30","30","56550","56130"
"In post","2021","Undeclared","Food Standards Agency","London","HEO","60","55","32740","32650"
"In post","2021","Undeclared","Food Standards Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","London","SEO","55","55","41050","40960"
"In post","2021","Undeclared","Food Standards Agency","North West (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Northern Ireland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Northern Ireland","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Northern Ireland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Northern Ireland","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Northern Ireland","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","South East (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","South West (England)","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Wales","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Wales","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Wales","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Wales","HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Wales","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Wales","SEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","West Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","West Midlands (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","West Midlands (England)","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","West Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","West Midlands (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","West Midlands (England)","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Yorkshire and The Humber","EO","15","15","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Yorkshire and The Humber","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Yorkshire and The Humber","HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Food Standards Agency","Yorkshire and The Humber","SEO","35","35","38350","37910"
"In post","2021","Undeclared","Food Standards Scotland","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Food Standards Scotland","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","AO","15","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","G6","25","25","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","G7","40","35","59090","59470"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","HEO","45","45","36840","37560"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","SCS level","20","20","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","London","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G6","15","15","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","G7","25","25","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","HEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SCS level","10","10","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","Scotland","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Foreign, Commonwealth and Development Office (excl. agencies)","South East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","London","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","North West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","North West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Internal Audit Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","London","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","London","G6","45","40","68530","66290"
"In post","2021","Undeclared","Government Legal Department","London","G7","30","30","52830","51810"
"In post","2021","Undeclared","Government Legal Department","London","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","London","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","South West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","Yorkshire and The Humber","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Legal Department","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","London","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","North West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","West Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","West Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Government Property Agency","Yorkshire and The Humber","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East Midlands (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East Midlands (England)","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East of England","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","East of England","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North West (England)","EO","15","10","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North West (England)","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North West (England)","G7","10","10","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North West (England)","HEO","10","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","North West (England)","SEO","25","20","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Scotland","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Scotland","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Scotland","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Scotland","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","South East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","South East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","South East (England)","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","South West (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","South West (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","South West (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Wales","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","West Midlands (England)","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Yorkshire and The Humber","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Yorkshire and The Humber","EO","10","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Yorkshire and The Humber","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Yorkshire and The Humber","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","Health and Safety Executive","Yorkshire and The Humber","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","AA","15","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","AO","55","50","19560","19570"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East Midlands (England)","SEO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East of England","AA","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East of England","AO","30","30","20310","20100"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East of England","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East of England","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East of England","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","East of England","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","AA","35","30","19600","19750"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","AO","135","125","22860","22680"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","EO","65","65","26870","26410"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","G7","25","25","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","HEO","25","25","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","SCS level","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","SEO","25","20","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North East (England)","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North East (England)","AO","35","30","19770","19830"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North East (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North East (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North East (England)","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North West (England)","AA","20","15","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North West (England)","AO","105","90","20380","20650"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North West (England)","EO","30","25","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North West (England)","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","North West (England)","SEO","15","15","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Scotland","AA","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Scotland","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Scotland","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Scotland","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South East (England)","AA","20","15","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South East (England)","AO","65","55","20740","20650"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South East (England)","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South East (England)","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South East (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South East (England)","SEO","20","15","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South West (England)","AA","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South West (England)","AO","40","35","20000","20100"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South West (England)","EO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South West (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South West (England)","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South West (England)","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","South West (England)","SEO","15","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Wales","AA","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Wales","AO","35","30","19740","20100"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Wales","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Wales","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Wales","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","AA","15","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","AO","80","70","19880","19930"
"In post","2021","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","West Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","AA","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","AO","50","45","19550","19570"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Courts and Tribunals Service","Yorkshire and The Humber","SEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East Midlands (England)","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East Midlands (England)","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East Midlands (England)","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East Midlands (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East of England","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East of England","EO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East of England","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","East of England","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","EO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","London","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","North East (England)","AO","10","10","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","North East (England)","EO","15","10","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","North East (England)","HEO","5","5","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","North East (England)","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","HM Land Registry","North West (England)","AO","[c]","[c]","[c]","[c]"
