"Status","Year","Profession_of_post","Sex","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Human Resources","Female","195","[c]","37890","32500"
"Leaver CS","2021","Human Resources","Male","110","[c]","39890","33930"
"Leaver CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Inspector of Education and Training","Female","45","[c]","63270","51360"
"Leaver CS","2021","Inspector of Education and Training","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","Intelligence Analysis","Male","55","[c]","36220","33300"
"Leaver CS","2021","Internal Audit","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Internal Audit","Male","25","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Female","25","[c]","[c]","[c]"
"Leaver CS","2021","International Trade","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Knowledge and Information Management","Female","80","[c]","33410","30460"
"Leaver CS","2021","Knowledge and Information Management","Male","35","[c]","37910","35690"
"Leaver CS","2021","Legal","Female","240","[c]","52220","51830"
"Leaver CS","2021","Legal","Male","175","[c]","54540","55000"
"Leaver CS","2021","Medicine","Female","180","[c]","46610","37890"
"Leaver CS","2021","Medicine","Male","75","[c]","69390","74070"
"Leaver CS","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Operational Delivery","Female","4155","[c]","26180","22160"
"Leaver CS","2021","Operational Delivery","Male","4090","[c]","29850","25260"
"Leaver CS","2021","Operational Delivery","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Operational Research","Male","30","[c]","[c]","[c]"
"Leaver CS","2021","Other","Female","575","[c]","27980","22080"
"Leaver CS","2021","Other","Male","890","[c]","31620","29770"
"Leaver CS","2021","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning","Male","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Female","5","[c]","[c]","[c]"
"Leaver CS","2021","Planning Inspectors","Male","20","[c]","[c]","[c]"
"Leaver CS","2021","Policy","Female","415","[c]","43280","38450"
"Leaver CS","2021","Policy","Male","410","[c]","47960","40750"
"Leaver CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Project Delivery","Female","200","[c]","36830","32720"
"Leaver CS","2021","Project Delivery","Male","250","[c]","44540","40020"
"Leaver CS","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Property","Female","145","[c]","30630","26010"
"Leaver CS","2021","Property","Male","290","[c]","33740","30780"
"Leaver CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Female","95","[c]","[c]","[c]"
"Leaver CS","2021","Psychology","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Science and Engineering","Female","315","[c]","31420","28590"
"Leaver CS","2021","Science and Engineering","Male","485","[c]","33340","30800"
"Leaver CS","2021","Science and Engineering","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Security","Female","60","[c]","30980","27760"
"Leaver CS","2021","Security","Male","345","[c]","30330","26750"
"Leaver CS","2021","Social Research","Female","30","[c]","36330","32830"
"Leaver CS","2021","Social Research","Male","10","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Female","20","[c]","[c]","[c]"
"Leaver CS","2021","Statistics","Male","30","[c]","35610","30620"
"Leaver CS","2021","Unknown","Female","7220","[c]","28260","26890"
"Leaver CS","2021","Unknown","Male","4970","[c]","31880","27570"
"Leaver CS","2021","Unknown","Unknown","65","[c]","46360","40020"
"Leaver CS","2021","Veterinarian","Female","10","[c]","[c]","[c]"
"Leaver CS","2021","Veterinarian","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Commercial","Female","85","[c]","37450","37280"
"Leaver Dept.","2021","Commercial","Male","80","[c]","36990","33820"
"Leaver Dept.","2021","Communications","Female","120","[c]","42240","39880"
"Leaver Dept.","2021","Communications","Male","80","[c]","45650","39740"
"Leaver Dept.","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Counter Fraud","Male","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Digital, Data and Technology","Female","85","[c]","46770","41580"
"Leaver Dept.","2021","Digital, Data and Technology","Male","120","[c]","43600","39800"
"Leaver Dept.","2021","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Economics","Female","55","[c]","43150","40480"
"Leaver Dept.","2021","Economics","Male","65","[c]","46220","52030"
"Leaver Dept.","2021","Finance","Female","120","[c]","47010","47450"
"Leaver Dept.","2021","Finance","Male","110","[c]","46550","43280"
"Leaver Dept.","2021","Human Resources","Female","205","[c]","39620","35990"
"Leaver Dept.","2021","Human Resources","Male","115","[c]","39160","34400"
"Leaver Dept.","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Inspector of Education and Training","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Intelligence Analysis","Male","35","[c]","38450","37640"
"Leaver Dept.","2021","Internal Audit","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Internal Audit","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","International Trade","Female","55","[c]","44590","39540"
"Leaver Dept.","2021","International Trade","Male","80","[c]","46630","43170"
"Leaver Dept.","2021","Knowledge and Information Management","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Male","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Legal","Female","75","[c]","54710","52990"
"Leaver Dept.","2021","Legal","Male","45","[c]","55890","55000"
"Leaver Dept.","2021","Medicine","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Delivery","Female","1150","[c]","28830","24250"
"Leaver Dept.","2021","Operational Delivery","Male","835","[c]","29260","24890"
"Leaver Dept.","2021","Operational Research","Female","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Operational Research","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Other","Female","185","[c]","35230","28360"
"Leaver Dept.","2021","Other","Male","125","[c]","40070","33210"
"Leaver Dept.","2021","Planning","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning","Male","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Policy","Female","950","[c]","44390","39420"
"Leaver Dept.","2021","Policy","Male","735","[c]","43850","39200"
"Leaver Dept.","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Project Delivery","Female","215","[c]","42060","37080"
"Leaver Dept.","2021","Project Delivery","Male","195","[c]","41680","37900"
"Leaver Dept.","2021","Property","Female","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Property","Male","35","[c]","37970","32370"
"Leaver Dept.","2021","Psychology","Female","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Psychology","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Science and Engineering","Female","45","[c]","38930","36070"
"Leaver Dept.","2021","Science and Engineering","Male","85","[c]","35300","32650"
"Leaver Dept.","2021","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Security","Male","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Female","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Social Research","Male","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Statistics","Female","50","[c]","41250","35560"
"Leaver Dept.","2021","Statistics","Male","55","[c]","39150","36030"
"Leaver Dept.","2021","Tax","Female","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Tax","Male","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Female","3040","[c]","34900","31990"
"Leaver Dept.","2021","Unknown","Male","2435","[c]","36620","32000"
"Leaver Dept.","2021","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Commercial","Female","245","[c]","36010","34450"
"New entrant CS","2021","Commercial","Male","225","[c]","36990","34710"
"New entrant CS","2021","Commercial","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Communications","Female","295","[c]","35000","31560"
"New entrant CS","2021","Communications","Male","180","[c]","37970","33110"
"New entrant CS","2021","Communications","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Corporate Finance","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Counter Fraud","Male","35","[c]","33030","31000"
"New entrant CS","2021","Digital, Data and Technology","Female","640","[c]","39120","35900"
"New entrant CS","2021","Digital, Data and Technology","Male","1205","[c]","41430","38180"
"New entrant CS","2021","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Economics","Female","185","[c]","31190","31800"
"New entrant CS","2021","Economics","Male","295","[c]","32450","32390"
"New entrant CS","2021","Economics","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","Female","395","[c]","34630","32330"
"New entrant CS","2021","Finance","Male","325","[c]","37150","32790"
"New entrant CS","2021","Human Resources","Female","510","[c]","33120","29180"
"New entrant CS","2021","Human Resources","Male","200","[c]","34910","29540"
"New entrant CS","2021","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","60","[c]","61110","67500"
"New entrant CS","2021","Inspector of Education and Training","Male","35","[c]","67790","75500"
"New entrant CS","2021","Intelligence Analysis","Female","65","[c]","38870","31920"
"New entrant CS","2021","Intelligence Analysis","Male","95","[c]","37160","30860"
"New entrant CS","2021","Internal Audit","Female","30","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","Male","20","[c]","[c]","[c]"
"New entrant CS","2021","International Trade","Female","85","[c]","32700","31800"
"New entrant CS","2021","International Trade","Male","60","[c]","33960","31800"
"New entrant CS","2021","Knowledge and Information Management","Female","85","[c]","29760","28590"
"New entrant CS","2021","Knowledge and Information Management","Male","90","[c]","34870","32000"
"New entrant CS","2021","Legal","Female","580","[c]","41810","43920"
"New entrant CS","2021","Legal","Male","345","[c]","42440","43920"
"New entrant CS","2021","Medicine","Female","285","[c]","47690","37890"
"New entrant CS","2021","Medicine","Male","110","[c]","62230","65220"
"New entrant CS","2021","Operational Delivery","Female","9200","[c]","25040","22850"
"New entrant CS","2021","Operational Delivery","Male","6810","[c]","26280","22920"
"New entrant CS","2021","Operational Delivery","Unknown","15","[c]","[c]","[c]"
"New entrant CS","2021","Operational Research","Female","50","[c]","33070","33650"
"New entrant CS","2021","Operational Research","Male","70","[c]","32820","33480"
"New entrant CS","2021","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Other","Female","945","[c]","27120","23450"
"New entrant CS","2021","Other","Male","880","[c]","29660","26260"
"New entrant CS","2021","Planning","Female","15","[c]","[c]","[c]"
"New entrant CS","2021","Planning","Male","10","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Female","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Planning Inspectors","Male","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Policy","Female","1865","[c]","36420","33160"
"New entrant CS","2021","Policy","Male","1465","[c]","38640","33570"
"New entrant CS","2021","Policy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Project Delivery","Female","585","[c]","35890","33300"
"New entrant CS","2021","Project Delivery","Male","595","[c]","39430","36720"
"New entrant CS","2021","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Property","Female","180","[c]","30840","29070"
"New entrant CS","2021","Property","Male","310","[c]","35430","30730"
"New entrant CS","2021","Property","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Psychology","Female","110","[c]","26590","24620"
"New entrant CS","2021","Psychology","Male","5","[c]","[c]","[c]"
"New entrant CS","2021","Science and Engineering","Female","635","[c]","32300","29960"
"New entrant CS","2021","Science and Engineering","Male","675","[c]","30860","28000"
"New entrant CS","2021","Security","Female","170","[c]","26650","24540"
"New entrant CS","2021","Security","Male","580","[c]","27560","24580"
"New entrant CS","2021","Security","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Social Research","Female","150","[c]","33600","32540"
"New entrant CS","2021","Social Research","Male","55","[c]","33300","32540"
"New entrant CS","2021","Social Research","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Statistics","Female","180","[c]","33570","31810"
"New entrant CS","2021","Statistics","Male","170","[c]","33490","31810"
"New entrant CS","2021","Statistics","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Tax","Female","1620","[c]","22340","20140"
"New entrant CS","2021","Tax","Male","1625","[c]","22830","20140"
"New entrant CS","2021","Unknown","Female","12475","[c]","28220","27570"
"New entrant CS","2021","Unknown","Male","8970","[c]","28880","27570"
"New entrant CS","2021","Unknown","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Female","20","[c]","[c]","[c]"
"New entrant CS","2021","Veterinarian","Male","15","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
"Version","Generated on 2023-02-14, with GIT 71a76ea.","","","","","",""
"Data column","Description","","","","","",""
"Status","Employment status of the civil servants.","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","",""
"Year","Year of data collection (as at 31 March).","","","","","",""
"Profession_of_post","Professions relate to the post occupied by the person and are not dependent on qualifications the individual may have.","","","","","",""
"","The Department for Work and Pensions provided aggregated professions data for 2021, which are available in the Civil Service Statistics publication. However, figures in this browser are derived from individual level data and so are not available for this department in 2021.","","","","","",""
"","Of the 20 bodies under the Scottish Government, 16 did not report any professions information for their employees.","","","","","",""
"Sex","Self reported sex.","","","","","",""
"","""Unknown"" accounts for employees who were recorded with an unknown sex.","","","","","",""
"Headcount","Total number of civil servants (rounded to nearest 5).","","","","","",""
"FTE","Total full-time equivalent (FTE) employment numbers (rounded to nearest 5).","","","","","",""
"","FTE figures are not shown for entrants or leavers due to data quality concerns for these groups.","","","","","",""
"Mean_salary","Average salary (mean, rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
"Median_salary","Median salary (rounded to nearest £10). For part-time employees, salaries represent the full-time equivalent earnings, while for full-time employees they are the actual annual gross salaries.","","","","","",""
"","These figures should be interpreted with caution when the total number of employees in a group is small, as they will tend to show more variability than larger groups (i.e. may be much higher or lower than can be explained by the data shown).","","","","","",""
