"Status","Year","Ethnicity","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2021","Asian","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Legal","Heterosexual / straight","715","675","46910","48360"
"In post","2021","Asian","Legal","LGBO","20","15","[c]","[c]"
"In post","2021","Asian","Legal","Undeclared","30","30","45910","45270"
"In post","2021","Asian","Legal","Unknown","120","110","50400","51470"
"In post","2021","Asian","Medicine","Heterosexual / straight","150","135","67330","73920"
"In post","2021","Asian","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Medicine","Undeclared","10","10","[c]","[c]"
"In post","2021","Asian","Medicine","Unknown","30","30","96890","92780"
"In post","2021","Asian","Operational Delivery","Heterosexual / straight","8440","7780","28070","25630"
"In post","2021","Asian","Operational Delivery","LGBO","180","160","26660","24640"
"In post","2021","Asian","Operational Delivery","Undeclared","670","590","27250","25630"
"In post","2021","Asian","Operational Delivery","Unknown","785","690","27220","24920"
"In post","2021","Asian","Operational Research","Heterosexual / straight","40","40","40350","37320"
"In post","2021","Asian","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Other","Heterosexual / straight","700","670","32350","28670"
"In post","2021","Asian","Other","LGBO","20","20","[c]","[c]"
"In post","2021","Asian","Other","Undeclared","50","50","32330","28180"
"In post","2021","Asian","Other","Unknown","70","65","39580","33300"
"In post","2021","Asian","Planning","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Policy","Heterosexual / straight","1670","1630","42950","38880"
"In post","2021","Asian","Policy","LGBO","70","70","44830","40050"
"In post","2021","Asian","Policy","Undeclared","90","85","39510","35060"
"In post","2021","Asian","Policy","Unknown","90","90","44900","38580"
"In post","2021","Asian","Project Delivery","Heterosexual / straight","710","700","40710","37640"
"In post","2021","Asian","Project Delivery","LGBO","15","15","[c]","[c]"
"In post","2021","Asian","Project Delivery","Undeclared","40","40","41920","41970"
"In post","2021","Asian","Project Delivery","Unknown","50","50","41630","38630"
"In post","2021","Asian","Property","Heterosexual / straight","195","190","37860","33740"
"In post","2021","Asian","Property","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Property","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Property","Unknown","25","25","[c]","[c]"
"In post","2021","Asian","Psychology","Heterosexual / straight","35","30","35350","31180"
"In post","2021","Asian","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Heterosexual / straight","450","435","36250","33130"
"In post","2021","Asian","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Science and Engineering","Undeclared","40","35","35700","33260"
"In post","2021","Asian","Science and Engineering","Unknown","80","75","38300","37420"
"In post","2021","Asian","Security","Heterosexual / straight","250","245","30990","28670"
"In post","2021","Asian","Security","LGBO","5","5","[c]","[c]"
"In post","2021","Asian","Security","Undeclared","15","15","[c]","[c]"
"In post","2021","Asian","Security","Unknown","15","15","[c]","[c]"
"In post","2021","Asian","Social Research","Heterosexual / straight","30","30","43900","40660"
"In post","2021","Asian","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Heterosexual / straight","120","115","41500","38840"
"In post","2021","Asian","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Statistics","Unknown","10","10","[c]","[c]"
"In post","2021","Asian","Tax","Heterosexual / straight","1050","995","32610","31810"
"In post","2021","Asian","Tax","LGBO","45","40","30520","29570"
"In post","2021","Asian","Tax","Undeclared","70","65","30740","30690"
"In post","2021","Asian","Tax","Unknown","230","215","33750","32520"
"In post","2021","Asian","Unknown","Heterosexual / straight","6425","5970","29790","27570"
"In post","2021","Asian","Unknown","LGBO","150","140","30410","27570"
"In post","2021","Asian","Unknown","Undeclared","455","395","27730","27570"
"In post","2021","Asian","Unknown","Unknown","1440","1205","27120","27570"
"In post","2021","Asian","Veterinarian","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Asian","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Heterosexual / straight","150","150","38970","36950"
"In post","2021","Black","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Communications","Heterosexual / straight","85","85","39650","37280"
"In post","2021","Black","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Communications","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Corporate Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Heterosexual / straight","25","20","[c]","[c]"
"In post","2021","Black","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","Heterosexual / straight","350","345","40110","37110"
"In post","2021","Black","Digital, Data and Technology","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Digital, Data and Technology","Unknown","35","35","40710","39390"
"In post","2021","Black","Economics","Heterosexual / straight","60","60","37790","33390"
"In post","2021","Black","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Heterosexual / straight","340","335","40030","37150"
"In post","2021","Black","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Finance","Unknown","20","15","[c]","[c]"
"In post","2021","Black","Human Resources","Heterosexual / straight","255","250","38290","35050"
"In post","2021","Black","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","Heterosexual / straight","55","50","33700","30560"
"In post","2021","Black","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Black","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","Heterosexual / straight","45","45","42300","38540"
"In post","2021","Black","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","International Trade","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","Heterosexual / straight","65","65","34320","31000"
"In post","2021","Black","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Legal","Heterosexual / straight","320","315","47870","50500"
"In post","2021","Black","Legal","LGBO","15","15","[c]","[c]"
"In post","2021","Black","Legal","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","Legal","Unknown","70","65","51150","54390"
"In post","2021","Black","Medicine","Heterosexual / straight","45","45","67720","63000"
"In post","2021","Black","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Medicine","Unknown","10","10","[c]","[c]"
"In post","2021","Black","Operational Delivery","Heterosexual / straight","4960","4720","29320","27510"
"In post","2021","Black","Operational Delivery","LGBO","95","90","27400","25630"
"In post","2021","Black","Operational Delivery","Undeclared","315","290","30130","28650"
"In post","2021","Black","Operational Delivery","Unknown","485","450","29130","26830"
"In post","2021","Black","Operational Research","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Other","Heterosexual / straight","450","435","30540","27750"
"In post","2021","Black","Other","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Other","Undeclared","25","25","[c]","[c]"
"In post","2021","Black","Other","Unknown","40","40","33460","32170"
"In post","2021","Black","Planning","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Black","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Policy","Heterosexual / straight","965","955","39190","35070"
"In post","2021","Black","Policy","LGBO","35","35","41220","38400"
"In post","2021","Black","Policy","Undeclared","45","45","36590","35780"
"In post","2021","Black","Policy","Unknown","45","45","38400","33900"
"In post","2021","Black","Project Delivery","Heterosexual / straight","450","445","39740","37460"
"In post","2021","Black","Project Delivery","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2021","Black","Property","Heterosexual / straight","95","95","37030","33740"
"In post","2021","Black","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Property","Undeclared","15","15","[c]","[c]"
"In post","2021","Black","Property","Unknown","15","15","[c]","[c]"
"In post","2021","Black","Psychology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Black","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Science and Engineering","Heterosexual / straight","230","220","35420","33550"
"In post","2021","Black","Science and Engineering","LGBO","5","5","[c]","[c]"
"In post","2021","Black","Science and Engineering","Undeclared","10","10","[c]","[c]"
"In post","2021","Black","Science and Engineering","Unknown","35","30","42240","40010"
"In post","2021","Black","Security","Heterosexual / straight","105","105","30910","25630"
"In post","2021","Black","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Security","Undeclared","5","5","[c]","[c]"
"In post","2021","Black","Security","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Social Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Black","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Heterosexual / straight","45","45","40200","38560"
"In post","2021","Black","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Statistics","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Tax","Heterosexual / straight","350","340","31960","31810"
"In post","2021","Black","Tax","LGBO","10","10","[c]","[c]"
"In post","2021","Black","Tax","Undeclared","20","20","[c]","[c]"
"In post","2021","Black","Tax","Unknown","50","50","34200","36160"
"In post","2021","Black","Unknown","Heterosexual / straight","3385","3250","30430","31060"
"In post","2021","Black","Unknown","LGBO","110","105","31090","29930"
"In post","2021","Black","Unknown","Undeclared","230","210","29250","28000"
"In post","2021","Black","Unknown","Unknown","635","570","29080","30330"
"In post","2021","Black","Veterinarian","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinarian","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Heterosexual / straight","45","45","42230","38180"
"In post","2021","Chinese","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Undeclared","5","5","[c]","[c]"
"In post","2021","Chinese","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Economics","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Heterosexual / straight","40","40","40420","34300"
"In post","2021","Chinese","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Heterosexual / straight","40","35","48640","51940"
"In post","2021","Chinese","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Medicine","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Heterosexual / straight","265","250","28020","25410"
"In post","2021","Chinese","Operational Delivery","LGBO","20","20","[c]","[c]"
"In post","2021","Chinese","Operational Delivery","Undeclared","30","25","26360","25260"
"In post","2021","Chinese","Operational Delivery","Unknown","40","35","32820","29000"
"In post","2021","Chinese","Operational Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Heterosexual / straight","40","40","34420","27350"
"In post","2021","Chinese","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Other","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Planning","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Policy","Heterosexual / straight","100","100","44420","40220"
"In post","2021","Chinese","Policy","LGBO","10","5","[c]","[c]"
"In post","2021","Chinese","Policy","Undeclared","15","15","[c]","[c]"
"In post","2021","Chinese","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chinese","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chinese","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Heterosexual / straight","35","35","40750","38250"
"In post","2021","Chinese","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Science and Engineering","Unknown","15","10","[c]","[c]"
"In post","2021","Chinese","Security","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chinese","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chinese","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Social Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Chinese","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","Heterosexual / straight","35","35","37780","31840"
"In post","2021","Chinese","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Tax","Unknown","15","15","[c]","[c]"
"In post","2021","Chinese","Unknown","Heterosexual / straight","150","140","31760","27570"
