"Status","Year","Function_of_post","Profession_of_post","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Human Resources","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Human Resources","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Human Resources","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Human Resources","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G6/G7","Heterosexual / straight","80","75","56850","54320"
"In post","2021","Analysis","Intelligence Analysis","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","G6/G7","Unknown","110","105","58100","53360"
"In post","2021","Analysis","Intelligence Analysis","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SEO/HEO","Heterosexual / straight","50","50","37130","36450"
"In post","2021","Analysis","Intelligence Analysis","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Intelligence Analysis","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO/HEO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Knowledge and Information Management","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AA/AO","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","AA/AO","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","EO","Heterosexual / straight","105","95","24840","24240"
"In post","2021","Analysis","Operational Delivery","EO","LGBO","10","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","EO","Unknown","60","50","25090","24380"
"In post","2021","Analysis","Operational Delivery","G6/G7","Heterosexual / straight","30","30","51270","49120"
"In post","2021","Analysis","Operational Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SEO/HEO","Heterosexual / straight","200","190","33640","33020"
"In post","2021","Analysis","Operational Delivery","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","SEO/HEO","Unknown","95","90","33320","31270"
"In post","2021","Analysis","Operational Research","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","G6/G7","Heterosexual / straight","205","190","54320","52690"
"In post","2021","Analysis","Operational Research","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Research","G6/G7","Undeclared","30","30","58560","58130"
"In post","2021","Analysis","Operational Research","G6/G7","Unknown","35","30","56670","57850"
"In post","2021","Analysis","Operational Research","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","SEO/HEO","Heterosexual / straight","225","220","36640","37320"
"In post","2021","Analysis","Operational Research","SEO/HEO","LGBO","30","30","37550","37000"
"In post","2021","Analysis","Operational Research","SEO/HEO","Undeclared","30","30","36400","37320"
"In post","2021","Analysis","Operational Research","SEO/HEO","Unknown","40","40","37300","36570"
"In post","2021","Analysis","Other","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","EO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Other","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Other","G6/G7","Heterosexual / straight","95","85","85300","79180"
"In post","2021","Analysis","Other","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Other","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Other","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SEO/HEO","Heterosexual / straight","45","45","40780","37910"
"In post","2021","Analysis","Other","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Other","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","G6/G7","Heterosexual / straight","85","80","56360","54400"
"In post","2021","Analysis","Policy","G6/G7","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","G6/G7","Unknown","30","30","60800","54400"
"In post","2021","Analysis","Policy","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","SEO/HEO","Heterosexual / straight","135","130","39940","40630"
"In post","2021","Analysis","Policy","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","SEO/HEO","Unknown","30","30","[c]","[c]"
"In post","2021","Analysis","Policy","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Project Delivery","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AA/AO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","EO","Heterosexual / straight","35","35","25120","24920"
"In post","2021","Analysis","Science and Engineering","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","EO","Unknown","50","50","25280","24920"
"In post","2021","Analysis","Science and Engineering","G6/G7","Heterosexual / straight","60","55","53000","48080"
"In post","2021","Analysis","Science and Engineering","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","G6/G7","Unknown","75","75","52910","48080"
"In post","2021","Analysis","Science and Engineering","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SEO/HEO","Heterosexual / straight","180","170","33140","31070"
"In post","2021","Analysis","Science and Engineering","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SEO/HEO","Undeclared","30","25","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","SEO/HEO","Unknown","165","160","33320","30220"
"In post","2021","Analysis","Social Research","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","G6/G7","Heterosexual / straight","200","190","55330","54190"
"In post","2021","Analysis","Social Research","G6/G7","LGBO","20","15","[c]","[c]"
"In post","2021","Analysis","Social Research","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Analysis","Social Research","G6/G7","Unknown","30","30","54760","54800"
"In post","2021","Analysis","Social Research","SCS level","Heterosexual / straight","10","5","[c]","[c]"
"In post","2021","Analysis","Social Research","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","SEO/HEO","Heterosexual / straight","395","380","35360","36160"
"In post","2021","Analysis","Social Research","SEO/HEO","LGBO","45","45","33860","32540"
"In post","2021","Analysis","Social Research","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Analysis","Social Research","SEO/HEO","Unknown","120","115","34560","36030"
"In post","2021","Analysis","Statistics","AA/AO","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Statistics","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","Analysis","Statistics","EO","Heterosexual / straight","125","125","27640","27850"
"In post","2021","Analysis","Statistics","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Analysis","Statistics","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Analysis","Statistics","EO","Unknown","40","35","26890","26920"
"In post","2021","Analysis","Statistics","G6/G7","Heterosexual / straight","430","415","57140","57620"
"In post","2021","Analysis","Statistics","G6/G7","LGBO","35","35","57390","57670"
"In post","2021","Analysis","Statistics","G6/G7","Undeclared","30","30","55840","57240"
"In post","2021","Analysis","Statistics","G6/G7","Unknown","75","70","55190","54110"
"In post","2021","Analysis","Statistics","SCS level","Heterosexual / straight","35","35","81700","78000"
"In post","2021","Analysis","Statistics","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","SCS level","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","SEO/HEO","Heterosexual / straight","605","590","36880","37020"
"In post","2021","Analysis","Statistics","SEO/HEO","LGBO","70","70","36030","36160"
"In post","2021","Analysis","Statistics","SEO/HEO","Undeclared","70","65","36670","36030"
"In post","2021","Analysis","Statistics","SEO/HEO","Unknown","180","175","35540","36160"
"In post","2021","Analysis","Tax","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Tax","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","SEO/HEO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Analysis","Unknown","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Analysis","Unknown","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","SEO/HEO","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Analysis","Unknown","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Commercial","Commercial","AA/AO","Heterosexual / straight","150","145","22610","21590"
"In post","2021","Commercial","Commercial","AA/AO","LGBO","10","5","[c]","[c]"
"In post","2021","Commercial","Commercial","AA/AO","Undeclared","35","30","21770","21590"
"In post","2021","Commercial","Commercial","AA/AO","Unknown","75","65","22640","21980"
"In post","2021","Commercial","Commercial","EO","Heterosexual / straight","380","360","26850","26670"
"In post","2021","Commercial","Commercial","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Commercial","Commercial","EO","Undeclared","60","55","26870","26780"
"In post","2021","Commercial","Commercial","EO","Unknown","85","85","25720","25890"
"In post","2021","Commercial","Commercial","G6/G7","Heterosexual / straight","475","460","60980","59000"
"In post","2021","Commercial","Commercial","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Commercial","Commercial","G6/G7","Undeclared","35","35","64680","61380"
"In post","2021","Commercial","Commercial","G6/G7","Unknown","190","190","54270","52070"
"In post","2021","Commercial","Commercial","SCS level","Heterosexual / straight","50","50","89260","80000"
"In post","2021","Commercial","Commercial","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","SCS level","Unknown","25","25","[c]","[c]"
"In post","2021","Commercial","Commercial","SEO/HEO","Heterosexual / straight","1585","1535","38520","37840"
"In post","2021","Commercial","Commercial","SEO/HEO","LGBO","70","70","36760","36360"
"In post","2021","Commercial","Commercial","SEO/HEO","Undeclared","205","200","39170","39650"
"In post","2021","Commercial","Commercial","SEO/HEO","Unknown","405","390","37230","37420"
"In post","2021","Commercial","Commercial","Unknown","Heterosexual / straight","165","165","38820","37400"
"In post","2021","Commercial","Commercial","Unknown","LGBO","10","10","[c]","[c]"
"In post","2021","Commercial","Commercial","Unknown","Undeclared","25","25","[c]","[c]"
"In post","2021","Commercial","Commercial","Unknown","Unknown","20","20","[c]","[c]"
"In post","2021","Commercial","Communications","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Communications","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","EO","Heterosexual / straight","20","15","[c]","[c]"
