"Status","Year","Ethnicity","Region_london","Responsibility_level_ungrouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","AO","5","5","[c]","[c]"
"In post","2021","Black","Overseas","EO","10","10","[c]","[c]"
"In post","2021","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","G7","15","15","[c]","[c]"
"In post","2021","Black","Overseas","HEO","20","20","[c]","[c]"
"In post","2021","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","AO","15","15","[c]","[c]"
"In post","2021","Black","Unknown","EO","25","25","[c]","[c]"
"In post","2021","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","London","AA","5","5","[c]","[c]"
"In post","2021","Chinese","London","AO","45","45","25630","25110"
"In post","2021","Chinese","London","EO","120","115","29560","29500"
"In post","2021","Chinese","London","G6","45","45","68390","67640"
"In post","2021","Chinese","London","G7","145","140","56250","54700"
"In post","2021","Chinese","London","HEO","135","130","35710","35100"
"In post","2021","Chinese","London","SCS level","15","15","[c]","[c]"
"In post","2021","Chinese","London","SEO","85","85","42660","41970"
"In post","2021","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","AA","25","25","[c]","[c]"
"In post","2021","Chinese","Outside London","AO","190","170","21690","21010"
"In post","2021","Chinese","Outside London","EO","175","165","26620","26160"
"In post","2021","Chinese","Outside London","G6","10","10","[c]","[c]"
"In post","2021","Chinese","Outside London","G7","50","50","53010","52580"
"In post","2021","Chinese","Outside London","HEO","90","90","32370","31810"
"In post","2021","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Outside London","SEO","80","75","41330","39610"
"In post","2021","Chinese","Outside London","Unknown","10","10","[c]","[c]"
"In post","2021","Chinese","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","HEO","5","5","[c]","[c]"
"In post","2021","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","London","AA","40","35","22920","22430"
"In post","2021","Mixed","London","AO","390","375","26030","25110"
"In post","2021","Mixed","London","EO","780","750","29690","29970"
"In post","2021","Mixed","London","G6","190","185","68340","67310"
"In post","2021","Mixed","London","G7","650","630","55940","54750"
"In post","2021","Mixed","London","HEO","715","705","35060","35050"
"In post","2021","Mixed","London","SCS level","105","100","83580","78630"
"In post","2021","Mixed","London","SEO","440","430","42270","41960"
"In post","2021","Mixed","London","Unknown","95","95","33020","33490"
"In post","2021","Mixed","Outside London","AA","125","115","19640","19560"
"In post","2021","Mixed","Outside London","AO","1360","1245","22570","21010"
"In post","2021","Mixed","Outside London","EO","1410","1320","27240","27570"
"In post","2021","Mixed","Outside London","G6","85","85","68650","65290"
"In post","2021","Mixed","Outside London","G7","325","310","54040","52580"
"In post","2021","Mixed","Outside London","HEO","680","660","32530","31990"
"In post","2021","Mixed","Outside London","SCS level","30","30","86320","82280"
"In post","2021","Mixed","Outside London","SEO","420","405","40980","39410"
"In post","2021","Mixed","Outside London","Unknown","280","265","30300","30210"
"In post","2021","Mixed","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Overseas","EO","5","5","[c]","[c]"
"In post","2021","Mixed","Overseas","G6","10","10","[c]","[c]"
"In post","2021","Mixed","Overseas","G7","35","35","56980","54470"
"In post","2021","Mixed","Overseas","HEO","30","30","33930","33310"
"In post","2021","Mixed","Overseas","SCS level","5","5","[c]","[c]"
"In post","2021","Mixed","Overseas","SEO","10","10","[c]","[c]"
"In post","2021","Mixed","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Mixed","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","EO","10","10","[c]","[c]"
"In post","2021","Mixed","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","London","AA","25","20","[c]","[c]"
"In post","2021","Other ethnicity","London","AO","150","140","25970","25110"
"In post","2021","Other ethnicity","London","EO","335","320","29850","30270"
"In post","2021","Other ethnicity","London","G6","95","95","70000","67930"
"In post","2021","Other ethnicity","London","G7","210","195","56740","54760"
"In post","2021","Other ethnicity","London","HEO","225","220","35480","35190"
"In post","2021","Other ethnicity","London","SCS level","50","50","88470","83880"
"In post","2021","Other ethnicity","London","SEO","150","145","42650","41960"
"In post","2021","Other ethnicity","London","Unknown","30","30","34150","34430"
"In post","2021","Other ethnicity","Outside London","AA","50","45","19880","19560"
"In post","2021","Other ethnicity","Outside London","AO","345","315","22980","21010"
"In post","2021","Other ethnicity","Outside London","EO","390","370","27310","27570"
"In post","2021","Other ethnicity","Outside London","G6","25","25","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","G7","105","100","54840","52680"
"In post","2021","Other ethnicity","Outside London","HEO","170","165","32830","32000"
"In post","2021","Other ethnicity","Outside London","SCS level","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Outside London","SEO","145","140","43510","40590"
"In post","2021","Other ethnicity","Outside London","Unknown","40","40","28700","26110"
"In post","2021","Other ethnicity","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","EO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","G7","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","HEO","10","10","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Overseas","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","AO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","EO","5","5","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","G7","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","HEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Other ethnicity","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","London","AA","55","50","21450","22100"
"In post","2021","Undeclared","London","AO","520","480","25200","25110"
"In post","2021","Undeclared","London","EO","1190","1110","30240","30500"
"In post","2021","Undeclared","London","G6","350","335","69790","68720"
"In post","2021","Undeclared","London","G7","860","840","57520","57460"
"In post","2021","Undeclared","London","HEO","860","825","36340","36160"
"In post","2021","Undeclared","London","SCS level","120","115","90050","81980"
"In post","2021","Undeclared","London","SEO","635","615","43200","42550"
"In post","2021","Undeclared","London","Unknown","80","75","35030","34100"
"In post","2021","Undeclared","Outside London","AA","395","360","19380","19560"
"In post","2021","Undeclared","Outside London","AO","4040","3605","22560","21010"
"In post","2021","Undeclared","Outside London","EO","4635","4230","27780","27570"
"In post","2021","Undeclared","Outside London","G6","335","315","68170","65970"
"In post","2021","Undeclared","Outside London","G7","1235","1190","53640","52580"
"In post","2021","Undeclared","Outside London","HEO","2580","2465","33320","33020"
"In post","2021","Undeclared","Outside London","SCS level","55","50","91540","86000"
"In post","2021","Undeclared","Outside London","SEO","1935","1855","41310","40580"
"In post","2021","Undeclared","Outside London","Unknown","430","410","35420","33670"
"In post","2021","Undeclared","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Overseas","EO","25","25","[c]","[c]"
"In post","2021","Undeclared","Overseas","G6","20","20","[c]","[c]"
"In post","2021","Undeclared","Overseas","G7","35","35","57920","54540"
"In post","2021","Undeclared","Overseas","HEO","55","55","35530","34270"
"In post","2021","Undeclared","Overseas","SCS level","15","15","[c]","[c]"
"In post","2021","Undeclared","Overseas","SEO","20","20","[c]","[c]"
"In post","2021","Undeclared","Overseas","Unknown","25","25","[c]","[c]"
"In post","2021","Undeclared","Unknown","AO","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Unknown","G6","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","G7","5","5","[c]","[c]"
"In post","2021","Undeclared","Unknown","HEO","10","10","[c]","[c]"
"In post","2021","Undeclared","Unknown","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","SEO","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Unknown","London","AA","285","275","21350","20330"
"In post","2021","Unknown","London","AO","1735","1660","26340","24880"
"In post","2021","Unknown","London","EO","2515","2450","29560","29570"
"In post","2021","Unknown","London","G6","1220","1175","69250","67120"
"In post","2021","Unknown","London","G7","2910","2850","56050","54700"
"In post","2021","Unknown","London","HEO","4020","3965","33570","33210"
"In post","2021","Unknown","London","SCS level","770","750","92970","80840"
"In post","2021","Unknown","London","SEO","1955","1925","41990","41740"
"In post","2021","Unknown","London","Unknown","160","150","30770","26810"
"In post","2021","Unknown","Outside London","AA","3085","2790","19970","20070"
"In post","2021","Unknown","Outside London","AO","18535","17120","22170","21010"
"In post","2021","Unknown","Outside London","EO","12140","11540","27190","26700"
"In post","2021","Unknown","Outside London","G6","805","780","69060","66290"
"In post","2021","Unknown","Outside London","G7","2705","2595","53740","52580"
"In post","2021","Unknown","Outside London","HEO","6315","6075","32320","31810"
"In post","2021","Unknown","Outside London","SCS level","340","335","85680","76970"
"In post","2021","Unknown","Outside London","SEO","3475","3325","40630","39250"
"In post","2021","Unknown","Outside London","Unknown","1100","990","28570","25440"
"In post","2021","Unknown","Overseas","AO","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Overseas","EO","15","15","[c]","[c]"
"In post","2021","Unknown","Overseas","G6","65","65","66540","64850"
"In post","2021","Unknown","Overseas","G7","180","180","55690","55060"
"In post","2021","Unknown","Overseas","HEO","225","220","41190","41600"
"In post","2021","Unknown","Overseas","SCS level","30","30","89810","78690"
"In post","2021","Unknown","Overseas","SEO","45","45","50920","44500"
"In post","2021","Unknown","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Unknown","Unknown","AA","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Unknown","AO","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","EO","70","70","28200","27570"
"In post","2021","Unknown","Unknown","G6","20","20","[c]","[c]"
"In post","2021","Unknown","Unknown","G7","30","30","[c]","[c]"
"In post","2021","Unknown","Unknown","HEO","395","395","31150","31240"
"In post","2021","Unknown","Unknown","SCS level","15","15","[c]","[c]"
"In post","2021","Unknown","Unknown","SEO","30","30","41820","40600"
"In post","2021","Unknown","Unknown","Unknown","1840","1840","37600","34460"
"In post","2021","White","London","AA","785","720","22180","22210"
"In post","2021","White","London","AO","3950","3700","26640","25140"
"In post","2021","White","London","EO","8265","7815","30130","30000"
"In post","2021","White","London","G6","5670","5430","69610","68700"
"In post","2021","White","London","G7","12240","11810","56900","56130"
"In post","2021","White","London","HEO","9930","9705","35630","35200"
"In post","2021","White","London","SCS level","3355","3225","90710","82030"
"In post","2021","White","London","SEO","8000","7760","43170","42170"
"In post","2021","White","London","Unknown","705","675","35550","34100"
"In post","2021","White","Outside London","AA","13045","11745","19700","19560"
"In post","2021","White","Outside London","AO","79170","70515","22710","21130"
"In post","2021","White","Outside London","EO","80965","74215","27320","27570"
"In post","2021","White","Outside London","G6","6410","6185","67740","65630"
"In post","2021","White","Outside London","G7","20015","19180","54140","52580"
"In post","2021","White","Outside London","HEO","42740","40555","32930","32110"
"In post","2021","White","Outside London","SCS level","1740","1685","90580","83230"
"In post","2021","White","Outside London","SEO","29755","28430","41250","40000"
"In post","2021","White","Outside London","Unknown","10070","9370","31830","30210"
"In post","2021","White","Overseas","AA","[c]","[c]","[c]","[c]"
"In post","2021","White","Overseas","AO","35","35","22520","22500"
"In post","2021","White","Overseas","EO","195","190","27920","27340"
"In post","2021","White","Overseas","G6","340","340","66600","65400"
"In post","2021","White","Overseas","G7","580","580","56680","55540"
"In post","2021","White","Overseas","HEO","695","695","35510","34220"
"In post","2021","White","Overseas","SCS level","225","225","85840","77620"
"In post","2021","White","Overseas","SEO","375","375","47390","42260"
"In post","2021","White","Overseas","Unknown","175","175","38970","33580"
"In post","2021","White","Unknown","AA","10","10","[c]","[c]"
"In post","2021","White","Unknown","AO","115","105","21690","21010"
"In post","2021","White","Unknown","EO","380","360","27740","27570"
"In post","2021","White","Unknown","G6","30","30","65060","63970"
"In post","2021","White","Unknown","G7","95","90","53170","52000"
"In post","2021","White","Unknown","HEO","180","170","35170","33300"
"In post","2021","White","Unknown","SCS level","5","5","[c]","[c]"
"In post","2021","White","Unknown","SEO","95","90","40860","39670"
"In post","2021","White","Unknown","Unknown","60","60","28510","27370"
"Leaver CS","2021","Asian","London","AA","30","[c]","[c]","[c]"
"Leaver CS","2021","Asian","London","AO","170","[c]","23600","23690"
"Leaver CS","2021","Asian","London","EO","190","[c]","28720","28630"
"Leaver CS","2021","Asian","London","G6","15","[c]","[c]","[c]"
"Leaver CS","2021","Asian","London","G7","40","[c]","57920","55490"
"Leaver CS","2021","Asian","London","HEO","85","[c]","33760","33570"
"Leaver CS","2021","Asian","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","London","SEO","45","[c]","42210","40960"
"Leaver CS","2021","Asian","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outside London","AA","20","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outside London","AO","315","[c]","20910","21010"
"Leaver CS","2021","Asian","Outside London","EO","130","[c]","26340","27570"
"Leaver CS","2021","Asian","Outside London","G6","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outside London","G7","25","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outside London","HEO","40","[c]","31810","30510"
"Leaver CS","2021","Asian","Outside London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Outside London","SEO","40","[c]","40860","38890"
"Leaver CS","2021","Asian","Outside London","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","AO","5","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","AA","35","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","AO","115","[c]","24000","24790"
"Leaver CS","2021","Black","London","EO","80","[c]","28950","28880"
"Leaver CS","2021","Black","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","HEO","50","[c]","33010","33200"
"Leaver CS","2021","Black","London","SCS level","5","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","London","Unknown","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outside London","AO","105","[c]","21540","21010"
"Leaver CS","2021","Black","Outside London","EO","50","[c]","26310","26900"
"Leaver CS","2021","Black","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outside London","G7","10","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outside London","HEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outside London","SEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Black","Outside London","Unknown","15","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","EO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","G7","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","SEO","5","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","AO","10","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Outside London","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Overseas","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AA","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","AO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","G7","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","SEO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Chinese","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","AA","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","AO","30","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","EO","40","[c]","28830","28470"
"Leaver CS","2021","Mixed","London","G6","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","G7","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","HEO","25","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","SCS level","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","SEO","20","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","London","Unknown","5","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","AA","10","[c]","[c]","[c]"
"Leaver CS","2021","Mixed","Outside London","AO","125","[c]","21350","21010"
"Leaver CS","2021","Mixed","Outside London","EO","45","[c]","26830","27400"
