"Status","Year","Function_of_post","Organisation","Region_ITL2","Sex","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Charity Commission","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Merseyside","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Charity Commission","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Competition and Markets Authority","Inner London - East","Female","50","50","58250","56360"
"In post","2021","Analysis","Competition and Markets Authority","Inner London - East","Male","80","75","62430","57880"
"In post","2021","Analysis","Crown Prosecution Service","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Crown Prosecution Service","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Debt Management Office","Inner London - West","Female","10","5","[c]","[c]"
"In post","2021","Analysis","Debt Management Office","Inner London - West","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Defence Electronics and Components Agency","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Electronics and Components Agency","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Female","50","50","37220","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Gloucestershire, Wiltshire and Bath/Bristol area","Male","60","60","38160","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Female","85","80","38180","37320"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Hampshire and Isle of Wight","Male","255","245","42010","46080"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Lincolnshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Defence Science and Technology Laboratory","Lincolnshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Female","105","100","42610","35640"
"In post","2021","Analysis","Department for Business, Energy and Industrial Strategy (excl. agencies)","Inner London - West","Male","185","185","43730","37820"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Female","55","50","53780","59730"
"In post","2021","Analysis","Department for Digital, Culture, Media and Sport","Inner London - West","Male","90","85","51690","43280"
"In post","2021","Analysis","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Derbyshire and Nottinghamshire","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Greater Manchester","Female","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Greater Manchester","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Inner London - West","Female","100","95","45880","45540"
"In post","2021","Analysis","Department for Education (excl. agencies)","Inner London - West","Male","75","75","48120","45540"
"In post","2021","Analysis","Department for Education (excl. agencies)","South Yorkshire","Female","60","55","42280","42220"
"In post","2021","Analysis","Department for Education (excl. agencies)","South Yorkshire","Male","60","60","45790","44860"
"In post","2021","Analysis","Department for Education (excl. agencies)","Tees Valley and Durham","Female","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","Tees Valley and Durham","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Midlands","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Education (excl. agencies)","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Inner London - West","Male","15","15","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","Female","25","25","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","North Yorkshire","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Environment, Food and Rural Affairs (excl. agencies)","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Berkshire, Buckinghamshire and Oxfordshire","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for International Trade","Inner London - West","Female","95","95","41530","36860"
"In post","2021","Analysis","Department for International Trade","Inner London - West","Male","135","135","43600","38540"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Gloucestershire, Wiltshire and Bath/Bristol area","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Inner London - West","Female","165","155","47890","44030"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Inner London - West","Male","215","210","46230","43360"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Female","10","5","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department for Transport (excl. agencies)","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Berkshire, Buckinghamshire and Oxfordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Inner London - West","Female","100","95","54730","53360"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Inner London - West","Male","100","100","53150","53360"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","West Yorkshire","Female","45","40","46250","49530"
"In post","2021","Analysis","Department of Health and Social Care (excl. agencies)","West Yorkshire","Male","45","45","48860","49530"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Licensing Agency","West Wales and The Valleys","Male","20","20","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Derbyshire and Nottinghamshire","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Female","10","10","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Gloucestershire, Wiltshire and Bath/Bristol area","Male","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Hampshire and Isle of Wight","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Herefordshire, Worcestershire and Warwickshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Kent","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Kent","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Wales and The Valleys","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Wales and The Valleys","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Yorkshire","Female","5","5","[c]","[c]"
"In post","2021","Analysis","Driver and Vehicle Standards Agency","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Education and Skills Funding Agency","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","ESTYN","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","East Wales","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","East Wales","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","Female","20","15","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","Inner London - West","Male","10","10","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Food Standards Agency","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Female","25","20","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Inner London - West","Male","45","40","57040","55020"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Foreign, Commonwealth and Development Office (excl. agencies)","Overseas","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Forestry and Land Scotland","Highlands and Islands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Forestry and Land Scotland","Highlands and Islands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","Female","55","50","67880","65470"
"In post","2021","Analysis","Government Actuary's Department","Inner London - West","Male","110","105","70120","59410"
"In post","2021","Analysis","Government Internal Audit Agency","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Internal Audit Agency","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Government Legal Department","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","Female","15","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Merseyside","Male","15","10","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","North Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","North Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","South Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Health and Safety Executive","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - West","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","Inner London - West","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Courts and Tribunals Service","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Leicestershire, Rutland and Northamptonshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Outer London - South","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Land Registry","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Prison and Probation Service","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Essex","Male","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","Female","65","60","37670","31810"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Greater Manchester","Male","100","100","38880","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","Female","55","55","48480","41780"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - East","Male","70","70","47010","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","Female","90","85","48540","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Inner London - West","Male","115","115","46850","41760"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Lancashire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Lancashire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","Female","40","35","40530","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Merseyside","Male","35","35","39420","38630"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Northumberland and Tyne and Wear","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","Female","10","10","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Outer London - South","Male","20","20","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Shropshire and Staffordshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","Surrey, East and West Sussex","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Central Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Central Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Midlands","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Midlands","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Yorkshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Revenue and Customs (excl. agencies)","West Yorkshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","East Anglia","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","East Anglia","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","Female","40","40","53810","52840"
"In post","2021","Analysis","HM Treasury (excl. agencies)","Inner London - West","Male","80","80","49220","52530"
"In post","2021","Analysis","Insolvency Service","Derbyshire and Nottinghamshire","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Derbyshire and Nottinghamshire","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Devon","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Devon","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Eastern Scotland","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Eastern Scotland","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Greater Manchester","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Greater Manchester","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Inner London - East","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Inner London - East","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Merseyside","Female","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","Merseyside","Male","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Insolvency Service","West Midlands","Female","[c]","[c]","[c]","[c]"
