"Status","Year","Disability","Responsibility_level_grouped","Responsibility_level_ungrouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Declared disabled","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","G7","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","G6/G7","G7","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","HEO","Heterosexual / straight","165","[c]","32630","32560"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","HEO","LGBO","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","HEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","HEO","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","SEO","Heterosexual / straight","90","[c]","39830","40080"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","SEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","SEO","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AA","Heterosexual / straight","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AO","Heterosexual / straight","705","[c]","21230","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AO","LGBO","55","[c]","21120","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AO","Undeclared","45","[c]","21370","21010"
"Leaver Dept.","2021","Declared non-disabled","AA/AO","AO","Unknown","405","[c]","21240","21010"
"Leaver Dept.","2021","Declared non-disabled","EO","EO","Heterosexual / straight","1070","[c]","26710","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","EO","LGBO","90","[c]","26550","27470"
"Leaver Dept.","2021","Declared non-disabled","EO","EO","Undeclared","80","[c]","27410","27570"
"Leaver Dept.","2021","Declared non-disabled","EO","EO","Unknown","310","[c]","27690","27570"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G6","Heterosexual / straight","260","[c]","65860","65490"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G6","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G6","Undeclared","20","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G6","Unknown","50","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G7","Heterosexual / straight","720","[c]","54710","54350"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G7","LGBO","70","[c]","53750","53680"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G7","Undeclared","70","[c]","55120","54100"
"Leaver Dept.","2021","Declared non-disabled","G6/G7","G7","Unknown","135","[c]","54510","54320"
"Leaver Dept.","2021","Declared non-disabled","SCS level","SCS level","Heterosexual / straight","155","[c]","87910","79790"
"Leaver Dept.","2021","Declared non-disabled","SCS level","SCS level","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SCS level","SCS level","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","HEO","Heterosexual / straight","1190","[c]","32640","32620"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","HEO","LGBO","120","[c]","33130","32830"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","HEO","Undeclared","80","[c]","33600","33250"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","HEO","Unknown","250","[c]","33030","32940"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","SEO","Heterosexual / straight","610","[c]","40400","40510"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","SEO","LGBO","50","[c]","40210","39890"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","SEO","Undeclared","50","[c]","40650","40640"
"Leaver Dept.","2021","Declared non-disabled","SEO/HEO","SEO","Unknown","125","[c]","40520","40510"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","70","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Declared non-disabled","Unknown","Unknown","Unknown","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","AA","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","AA","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","AO","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","AO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","AO","Undeclared","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","AA/AO","AO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","EO","Heterosexual / straight","60","[c]","26860","27570"
"Leaver Dept.","2021","Undeclared","EO","EO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","EO","EO","Undeclared","35","[c]","27470","27570"
"Leaver Dept.","2021","Undeclared","EO","EO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","G6","Heterosexual / straight","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","G6","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","G7","Heterosexual / straight","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","G6/G7","G7","Undeclared","35","[c]","57370","55820"
"Leaver Dept.","2021","Undeclared","G6/G7","G7","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","HEO","Heterosexual / straight","65","[c]","32840","32830"
"Leaver Dept.","2021","Undeclared","SEO/HEO","HEO","LGBO","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","HEO","Undeclared","35","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","HEO","Unknown","45","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","SEO","Heterosexual / straight","35","[c]","40210","40350"
"Leaver Dept.","2021","Undeclared","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","SEO","Undeclared","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","SEO/HEO","SEO","Unknown","30","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Undeclared","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AA","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AA","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AA","Unknown","25","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AO","Heterosexual / straight","35","[c]","21340","20880"
"Leaver Dept.","2021","Unknown","AA/AO","AO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","AA/AO","AO","Unknown","545","[c]","21020","20900"
"Leaver Dept.","2021","Unknown","EO","EO","Heterosexual / straight","45","[c]","27470","27070"
"Leaver Dept.","2021","Unknown","EO","EO","LGBO","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","EO","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","EO","EO","Unknown","410","[c]","27010","27020"
"Leaver Dept.","2021","Unknown","G6/G7","G6","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","G6","Unknown","140","[c]","65690","64700"
"Leaver Dept.","2021","Unknown","G6/G7","G7","Heterosexual / straight","65","[c]","53760","53400"
"Leaver Dept.","2021","Unknown","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","G7","Undeclared","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","G6/G7","G7","Unknown","445","[c]","53650","53270"
"Leaver Dept.","2021","Unknown","SCS level","SCS level","Heterosexual / straight","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SCS level","SCS level","Unknown","75","[c]","83720","77530"
"Leaver Dept.","2021","Unknown","SEO/HEO","HEO","Heterosexual / straight","60","[c]","33030","32930"
"Leaver Dept.","2021","Unknown","SEO/HEO","HEO","LGBO","15","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","HEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","HEO","Unknown","995","[c]","31980","32000"
"Leaver Dept.","2021","Unknown","SEO/HEO","SEO","Heterosexual / straight","50","[c]","40920","39510"
"Leaver Dept.","2021","Unknown","SEO/HEO","SEO","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","SEO","Undeclared","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","SEO","Unknown","325","[c]","40110","39420"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","Unknown","90","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","AA","Heterosexual / straight","140","[c]","19680","20060"
"New entrant CS","2021","Declared disabled","AA/AO","AA","LGBO","30","[c]","18790","20060"
"New entrant CS","2021","Declared disabled","AA/AO","AA","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","AA","Unknown","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","AA/AO","AO","Heterosexual / straight","805","[c]","21520","21010"
"New entrant CS","2021","Declared disabled","AA/AO","AO","LGBO","180","[c]","21530","21010"
"New entrant CS","2021","Declared disabled","AA/AO","AO","Undeclared","80","[c]","21460","21010"
"New entrant CS","2021","Declared disabled","AA/AO","AO","Unknown","35","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","EO","EO","Heterosexual / straight","1315","[c]","27890","27570"
"New entrant CS","2021","Declared disabled","EO","EO","LGBO","315","[c]","27690","27570"
"New entrant CS","2021","Declared disabled","EO","EO","Undeclared","110","[c]","28020","27570"
"New entrant CS","2021","Declared disabled","EO","EO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","G6","Heterosexual / straight","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","G6","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","G6","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","G7","Heterosexual / straight","105","[c]","53380","52610"
"New entrant CS","2021","Declared disabled","G6/G7","G7","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","G7","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","G6/G7","G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","SCS level","Heterosexual / straight","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SCS level","SCS level","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","HEO","Heterosexual / straight","305","[c]","31890","31990"
"New entrant CS","2021","Declared disabled","SEO/HEO","HEO","LGBO","90","[c]","31370","31800"
"New entrant CS","2021","Declared disabled","SEO/HEO","HEO","Undeclared","30","[c]","32400","32550"
"New entrant CS","2021","Declared disabled","SEO/HEO","HEO","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","SEO","Heterosexual / straight","155","[c]","39580","38890"
"New entrant CS","2021","Declared disabled","SEO/HEO","SEO","LGBO","30","[c]","37870","38350"
"New entrant CS","2021","Declared disabled","SEO/HEO","SEO","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","SEO/HEO","SEO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","100","[c]","23820","22920"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","LGBO","20","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","AA/AO","AA","Heterosexual / straight","1180","[c]","19810","20060"
"New entrant CS","2021","Declared non-disabled","AA/AO","AA","LGBO","100","[c]","19920","20060"
"New entrant CS","2021","Declared non-disabled","AA/AO","AA","Undeclared","50","[c]","19520","19560"
"New entrant CS","2021","Declared non-disabled","AA/AO","AA","Unknown","40","[c]","19050","19160"
"New entrant CS","2021","Declared non-disabled","AA/AO","AO","Heterosexual / straight","7995","[c]","21980","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","AO","LGBO","680","[c]","21760","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","AO","Undeclared","380","[c]","21630","21010"
"New entrant CS","2021","Declared non-disabled","AA/AO","AO","Unknown","180","[c]","22660","21050"
"New entrant CS","2021","Declared non-disabled","EO","EO","Heterosexual / straight","9585","[c]","27870","27570"
"New entrant CS","2021","Declared non-disabled","EO","EO","LGBO","895","[c]","27710","27570"
"New entrant CS","2021","Declared non-disabled","EO","EO","Undeclared","485","[c]","27690","27570"
"New entrant CS","2021","Declared non-disabled","EO","EO","Unknown","150","[c]","26310","26000"
"New entrant CS","2021","Declared non-disabled","G6/G7","G6","Heterosexual / straight","270","[c]","68610","66290"
"New entrant CS","2021","Declared non-disabled","G6/G7","G6","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","G6","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","G6/G7","G7","Heterosexual / straight","1200","[c]","55210","53500"
"New entrant CS","2021","Declared non-disabled","G6/G7","G7","LGBO","85","[c]","55110","53270"
"New entrant CS","2021","Declared non-disabled","G6/G7","G7","Undeclared","80","[c]","55680","53650"
"New entrant CS","2021","Declared non-disabled","G6/G7","G7","Unknown","45","[c]","52260","51160"
"New entrant CS","2021","Declared non-disabled","SCS level","SCS level","Heterosexual / straight","145","[c]","96920","91000"
"New entrant CS","2021","Declared non-disabled","SCS level","SCS level","LGBO","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","SCS level","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","HEO","Heterosexual / straight","3055","[c]","32390","32330"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","HEO","LGBO","295","[c]","32270","32330"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","HEO","Undeclared","240","[c]","32400","32470"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","HEO","Unknown","110","[c]","32480","32060"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","SEO","Heterosexual / straight","1740","[c]","39980","39880"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","SEO","LGBO","120","[c]","39750","39420"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","SEO","Undeclared","115","[c]","39630","39310"
"New entrant CS","2021","Declared non-disabled","SEO/HEO","SEO","Unknown","80","[c]","39910","39610"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Heterosexual / straight","935","[c]","25600","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","LGBO","65","[c]","23110","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Undeclared","35","[c]","25890","22920"
"New entrant CS","2021","Declared non-disabled","Unknown","Unknown","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","AA","Heterosexual / straight","45","[c]","19560","19560"
"New entrant CS","2021","Undeclared","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","AA","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","AA","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","AA/AO","AO","Heterosexual / straight","275","[c]","21910","21010"
"New entrant CS","2021","Undeclared","AA/AO","AO","LGBO","35","[c]","21070","21010"
"New entrant CS","2021","Undeclared","AA/AO","AO","Undeclared","115","[c]","21540","21010"
"New entrant CS","2021","Undeclared","AA/AO","AO","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","EO","EO","Heterosexual / straight","370","[c]","27890","27570"
"New entrant CS","2021","Undeclared","EO","EO","LGBO","70","[c]","27420","27570"
"New entrant CS","2021","Undeclared","EO","EO","Undeclared","155","[c]","27430","27570"
"New entrant CS","2021","Undeclared","EO","EO","Unknown","55","[c]","26590","29970"
"New entrant CS","2021","Undeclared","G6/G7","G6","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","G6","Undeclared","15","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","G6","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","G7","Heterosexual / straight","55","[c]","54750","54670"
"New entrant CS","2021","Undeclared","G6/G7","G7","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","G6/G7","G7","Undeclared","50","[c]","55800","54700"
"New entrant CS","2021","Undeclared","G6/G7","G7","Unknown","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","SCS level","Heterosexual / straight","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","SCS level","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SCS level","SCS level","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","HEO","Heterosexual / straight","150","[c]","32050","31870"
"New entrant CS","2021","Undeclared","SEO/HEO","HEO","LGBO","35","[c]","31700","31990"
"New entrant CS","2021","Undeclared","SEO/HEO","HEO","Undeclared","95","[c]","32060","32320"
"New entrant CS","2021","Undeclared","SEO/HEO","HEO","Unknown","90","[c]","31550","34710"
"New entrant CS","2021","Undeclared","SEO/HEO","SEO","Heterosexual / straight","75","[c]","39940","39670"
"New entrant CS","2021","Undeclared","SEO/HEO","SEO","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","SEO/HEO","SEO","Undeclared","50","[c]","39630","40000"
"New entrant CS","2021","Undeclared","SEO/HEO","SEO","Unknown","20","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","Heterosexual / straight","25","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Undeclared","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","AA","Heterosexual / straight","80","[c]","20060","19560"
"New entrant CS","2021","Unknown","AA/AO","AA","LGBO","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","AA","Undeclared","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","AA/AO","AA","Unknown","1110","[c]","19770","20060"
"New entrant CS","2021","Unknown","AA/AO","AO","Heterosexual / straight","820","[c]","21710","21430"
"New entrant CS","2021","Unknown","AA/AO","AO","LGBO","90","[c]","22370","22350"
"New entrant CS","2021","Unknown","AA/AO","AO","Undeclared","95","[c]","21650","20850"
"New entrant CS","2021","Unknown","AA/AO","AO","Unknown","5960","[c]","21730","20880"
"New entrant CS","2021","Unknown","EO","EO","Heterosexual / straight","1130","[c]","28390","27570"
"New entrant CS","2021","Unknown","EO","EO","LGBO","110","[c]","27790","27270"
"New entrant CS","2021","Unknown","EO","EO","Undeclared","85","[c]","27880","27550"
"New entrant CS","2021","Unknown","EO","EO","Unknown","3830","[c]","26620","27130"
"New entrant CS","2021","Unknown","G6/G7","G6","Heterosexual / straight","55","[c]","67560","66070"
"New entrant CS","2021","Unknown","G6/G7","G6","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","G6","Undeclared","10","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","G6","Unknown","290","[c]","71360","66290"
"New entrant CS","2021","Unknown","G6/G7","G7","Heterosexual / straight","430","[c]","53010","52060"
"New entrant CS","2021","Unknown","G6/G7","G7","LGBO","25","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","G6/G7","G7","Undeclared","30","[c]","54240","53520"
"New entrant CS","2021","Unknown","G6/G7","G7","Unknown","865","[c]","54820","53360"
"New entrant CS","2021","Unknown","SCS level","SCS level","Heterosexual / straight","35","[c]","91870","86500"
"New entrant CS","2021","Unknown","SCS level","SCS level","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","SCS level","SCS level","Unknown","265","[c]","88830","74000"
"New entrant CS","2021","Unknown","SEO/HEO","HEO","Heterosexual / straight","735","[c]","34220","32870"
"New entrant CS","2021","Unknown","SEO/HEO","HEO","LGBO","75","[c]","32250","32540"
"New entrant CS","2021","Unknown","SEO/HEO","HEO","Undeclared","60","[c]","34050","32950"
"New entrant CS","2021","Unknown","SEO/HEO","HEO","Unknown","2400","[c]","31400","31530"
"New entrant CS","2021","Unknown","SEO/HEO","SEO","Heterosexual / straight","385","[c]","39920","39410"
"New entrant CS","2021","Unknown","SEO/HEO","SEO","LGBO","30","[c]","40590","39550"
"New entrant CS","2021","Unknown","SEO/HEO","SEO","Undeclared","40","[c]","39830","40000"
"New entrant CS","2021","Unknown","SEO/HEO","SEO","Unknown","975","[c]","40120","40000"
"New entrant CS","2021","Unknown","Unknown","Unknown","Heterosexual / straight","35","[c]","28270","24020"
"New entrant CS","2021","Unknown","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","Undeclared","5","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Unknown","Unknown","Unknown","755","[c]","23160","22920"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","","","",""
"Version","Generated on 2023-02-16, with GIT 71a76ea.","","","","","","","",""
"Data column","Description","","","","","","","",""
"Status","Employment status of the civil servants.","","","","","","","",""
"","In post - includes staff that were in post on the reference date (31 March).","","","","","","","",""
"","New entrant CS - includes new entrants to the Civil Service over the year (1 April to 31 March).","","","","","","","",""
"","Leaver CS - includes leavers from the Civil Service over the year (1 April to 31 March). This includes employees who have an Unknown leaving cause.","","","","","","","",""
"","Leaver Dept. - includes leavers from the department over the year (1 April to 31 March), who did not leave the Civil Service.","","","","","","","",""
"","Five organisations do not report when their employees first entered the Civil Service and so entrants data for these organisations is not available . These are as follows: Foreign Commonwealth and Development Office (excl. agencies), Foreign Commonwealth and Development Office Services, Defence Electronics and Components Agency, Scottish Forestry and Forest and Land Scotland. A further three organisations also could not provide entrants data in 2021. These are as follows: Department for International Development, Foreign and Commonwealth Office (excl. agencies) and Royal Fleet Auxiliary.","","","","","","","",""
