"Status","Year","Disability","Function_of_post","Sex","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Human Resources","Female","LGBO","60","55","37720","32180"
"In post","2021","Declared disabled","Human Resources","Female","Undeclared","60","55","38200","33320"
"In post","2021","Declared disabled","Human Resources","Female","Unknown","40","35","35330","30800"
"In post","2021","Declared disabled","Human Resources","Male","Heterosexual / straight","250","240","38860","34330"
"In post","2021","Declared disabled","Human Resources","Male","LGBO","55","55","42220","39290"
"In post","2021","Declared disabled","Human Resources","Male","Undeclared","30","30","36940","31960"
"In post","2021","Declared disabled","Human Resources","Male","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Female","Heterosexual / straight","35","35","43370","39200"
"In post","2021","Declared disabled","Internal Audit","Female","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Female","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Female","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Male","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Male","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Male","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Male","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Female","Heterosexual / straight","605","550","43430","40050"
"In post","2021","Declared disabled","Legal","Female","LGBO","45","45","39450","30970"
"In post","2021","Declared disabled","Legal","Female","Undeclared","75","70","44560","40430"
"In post","2021","Declared disabled","Legal","Female","Unknown","85","70","39920","33310"
"In post","2021","Declared disabled","Legal","Male","Heterosexual / straight","305","290","44470","43460"
"In post","2021","Declared disabled","Legal","Male","LGBO","55","55","52810","52040"
"In post","2021","Declared disabled","Legal","Male","Undeclared","35","35","48440","50520"
"In post","2021","Declared disabled","Legal","Male","Unknown","40","35","42820","39800"
"In post","2021","Declared disabled","Legal","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Legal","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Female","Heterosexual / straight","7685","6935","30110","26780"
"In post","2021","Declared disabled","No function","Female","LGBO","865","835","31140","28200"
"In post","2021","Declared disabled","No function","Female","Undeclared","995","865","28860","25780"
"In post","2021","Declared disabled","No function","Female","Unknown","645","550","29310","25630"
"In post","2021","Declared disabled","No function","Male","Heterosexual / straight","5205","4950","32760","30210"
"In post","2021","Declared disabled","No function","Male","LGBO","695","680","33520","30710"
"In post","2021","Declared disabled","No function","Male","Undeclared","795","750","32460","30200"
"In post","2021","Declared disabled","No function","Male","Unknown","620","570","31900","31650"
"In post","2021","Declared disabled","No function","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","No function","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Female","Heterosexual / straight","1035","985","38870","35560"
"In post","2021","Declared disabled","Project Delivery","Female","LGBO","80","80","35250","32720"
"In post","2021","Declared disabled","Project Delivery","Female","Undeclared","140","130","37260","33740"
"In post","2021","Declared disabled","Project Delivery","Female","Unknown","85","80","39310","35000"
"In post","2021","Declared disabled","Project Delivery","Male","Heterosexual / straight","975","950","39850","38540"
"In post","2021","Declared disabled","Project Delivery","Male","LGBO","95","95","42220","37640"
"In post","2021","Declared disabled","Project Delivery","Male","Undeclared","160","155","40600","40030"
"In post","2021","Declared disabled","Project Delivery","Male","Unknown","60","60","37740","33590"
"In post","2021","Declared disabled","Project Delivery","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Female","Heterosexual / straight","270","245","33890","31380"
"In post","2021","Declared disabled","Property","Female","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Property","Female","Undeclared","40","35","35750","33300"
"In post","2021","Declared disabled","Property","Female","Unknown","30","30","31620","26530"
"In post","2021","Declared disabled","Property","Male","Heterosexual / straight","270","260","35930","33300"
"In post","2021","Declared disabled","Property","Male","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Property","Male","Undeclared","45","45","37640","36380"
"In post","2021","Declared disabled","Property","Male","Unknown","40","40","31080","28490"
"In post","2021","Declared disabled","Property","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Female","Heterosexual / straight","135","130","31550","28840"
"In post","2021","Declared disabled","Security","Female","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Security","Female","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Security","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Security","Male","Heterosexual / straight","360","350","31490","28130"
"In post","2021","Declared disabled","Security","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Security","Male","Undeclared","60","60","35730","39070"
"In post","2021","Declared disabled","Security","Male","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Female","Heterosexual / straight","10280","8920","28360","27570"
"In post","2021","Declared disabled","Unknown","Female","LGBO","755","700","29570","27570"
"In post","2021","Declared disabled","Unknown","Female","Undeclared","1465","1250","27990","27570"
"In post","2021","Declared disabled","Unknown","Female","Unknown","1135","925","27050","27570"
"In post","2021","Declared disabled","Unknown","Male","Heterosexual / straight","5575","5275","29420","27570"
"In post","2021","Declared disabled","Unknown","Male","LGBO","815","785","30160","27570"
"In post","2021","Declared disabled","Unknown","Male","Undeclared","905","850","29220","27570"
"In post","2021","Declared disabled","Unknown","Male","Unknown","580","535","27790","27570"
"In post","2021","Declared disabled","Unknown","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Unknown","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Female","Heterosexual / straight","1620","1510","44220","40480"
"In post","2021","Declared non-disabled","Analysis","Female","LGBO","120","115","42200","37020"
"In post","2021","Declared non-disabled","Analysis","Female","Undeclared","105","100","42580","37540"
"In post","2021","Declared non-disabled","Analysis","Female","Unknown","205","190","36840","32240"
"In post","2021","Declared non-disabled","Analysis","Male","Heterosexual / straight","1935","1905","45800","41760"
"In post","2021","Declared non-disabled","Analysis","Male","LGBO","160","155","42760","37020"
"In post","2021","Declared non-disabled","Analysis","Male","Undeclared","160","155","46860","42220"
"In post","2021","Declared non-disabled","Analysis","Male","Unknown","235","230","44180","39590"
"In post","2021","Declared non-disabled","Analysis","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Female","Heterosexual / straight","1655","1575","40470","36010"
"In post","2021","Declared non-disabled","Commercial","Female","LGBO","50","45","36410","32850"
"In post","2021","Declared non-disabled","Commercial","Female","Undeclared","155","145","36100","33300"
"In post","2021","Declared non-disabled","Commercial","Female","Unknown","185","175","42620","38200"
"In post","2021","Declared non-disabled","Commercial","Male","Heterosexual / straight","1540","1525","46220","40740"
"In post","2021","Declared non-disabled","Commercial","Male","LGBO","70","70","39770","33880"
"In post","2021","Declared non-disabled","Commercial","Male","Undeclared","135","130","45210","38630"
"In post","2021","Declared non-disabled","Commercial","Male","Unknown","195","190","52860","45510"
"In post","2021","Declared non-disabled","Commercial","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Female","Heterosexual / straight","2110","1990","36660","31810"
"In post","2021","Declared non-disabled","Communications","Female","LGBO","95","90","34980","31810"
"In post","2021","Declared non-disabled","Communications","Female","Undeclared","145","135","34240","31810"
"In post","2021","Declared non-disabled","Communications","Female","Unknown","195","175","35110","31810"
"In post","2021","Declared non-disabled","Communications","Male","Heterosexual / straight","1745","1720","34710","31810"
"In post","2021","Declared non-disabled","Communications","Male","LGBO","175","170","37070","32230"
"In post","2021","Declared non-disabled","Communications","Male","Undeclared","120","115","33670","31810"
"In post","2021","Declared non-disabled","Communications","Male","Unknown","145","140","36200","31730"
"In post","2021","Declared non-disabled","Communications","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Communications","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Female","Heterosexual / straight","2275","2090","33280","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Female","LGBO","95","95","32870","29570"
"In post","2021","Declared non-disabled","Counter Fraud","Female","Undeclared","190","170","32900","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Female","Unknown","280","245","30660","29570"
"In post","2021","Declared non-disabled","Counter Fraud","Male","Heterosexual / straight","2545","2475","35860","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Male","LGBO","115","110","35280","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Male","Undeclared","180","175","37010","31870"
"In post","2021","Declared non-disabled","Counter Fraud","Male","Unknown","245","230","36120","31810"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Female","Heterosexual / straight","1005","865","24210","21440"
"In post","2021","Declared non-disabled","Debt","Female","LGBO","50","45","22980","20140"
"In post","2021","Declared non-disabled","Debt","Female","Undeclared","110","90","23810","21440"
"In post","2021","Declared non-disabled","Debt","Female","Unknown","200","160","24310","21440"
"In post","2021","Declared non-disabled","Debt","Male","Heterosexual / straight","720","695","24170","20780"
"In post","2021","Declared non-disabled","Debt","Male","LGBO","65","65","22990","20140"
"In post","2021","Declared non-disabled","Debt","Male","Undeclared","50","45","24170","23500"
"In post","2021","Declared non-disabled","Debt","Male","Unknown","110","100","24850","22780"
"In post","2021","Declared non-disabled","Debt","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Debt","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Female","Heterosexual / straight","2355","2235","41040","38180"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Female","LGBO","140","140","40560","38230"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Female","Undeclared","255","245","41290","38590"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Female","Unknown","460","425","38830","38500"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Male","Heterosexual / straight","3830","3780","43530","39060"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Male","LGBO","190","190","45230","40540"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Male","Undeclared","340","335","43130","40080"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Male","Unknown","940","910","41750","39750"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Digital, Data & Technology","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Female","Heterosexual / straight","2905","2695","37900","33300"
"In post","2021","Declared non-disabled","Finance","Female","LGBO","80","80","37660","33300"
"In post","2021","Declared non-disabled","Finance","Female","Undeclared","295","270","36610","33300"
"In post","2021","Declared non-disabled","Finance","Female","Unknown","315","275","32680","26920"
"In post","2021","Declared non-disabled","Finance","Male","Heterosexual / straight","2255","2225","44150","40000"
"In post","2021","Declared non-disabled","Finance","Male","LGBO","105","105","43230","38630"
"In post","2021","Declared non-disabled","Finance","Male","Undeclared","175","170","43280","41090"
"In post","2021","Declared non-disabled","Finance","Male","Unknown","200","195","38400","34260"
"In post","2021","Declared non-disabled","Finance","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Female","Heterosexual / straight","415","350","25980","25100"
"In post","2021","Declared non-disabled","Grants Management","Female","LGBO","30","25","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Female","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Female","Unknown","515","460","24080","21050"
"In post","2021","Declared non-disabled","Grants Management","Male","Heterosexual / straight","285","275","27520","25390"
"In post","2021","Declared non-disabled","Grants Management","Male","LGBO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Male","Unknown","395","385","24950","21050"
"In post","2021","Declared non-disabled","Grants Management","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Grants Management","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Female","Heterosexual / straight","3860","3605","38000","33300"
"In post","2021","Declared non-disabled","Human Resources","Female","LGBO","115","110","38480","33570"
"In post","2021","Declared non-disabled","Human Resources","Female","Undeclared","220","210","34560","30960"
"In post","2021","Declared non-disabled","Human Resources","Female","Unknown","235","215","34470","31810"
"In post","2021","Declared non-disabled","Human Resources","Male","Heterosexual / straight","1495","1470","39460","34550"
"In post","2021","Declared non-disabled","Human Resources","Male","LGBO","175","170","42330","39050"
"In post","2021","Declared non-disabled","Human Resources","Male","Undeclared","105","100","38330","33350"
"In post","2021","Declared non-disabled","Human Resources","Male","Unknown","120","120","36450","33400"
"In post","2021","Declared non-disabled","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Female","Heterosexual / straight","240","225","43500","41730"
"In post","2021","Declared non-disabled","Internal Audit","Female","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Female","Undeclared","30","30","45130","39980"
"In post","2021","Declared non-disabled","Internal Audit","Female","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Male","Heterosexual / straight","240","235","49400","48780"
"In post","2021","Declared non-disabled","Internal Audit","Male","LGBO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Male","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Male","Unknown","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Legal","Female","Heterosexual / straight","4525","4105","45450","46590"
"In post","2021","Declared non-disabled","Legal","Female","LGBO","145","135","45320","48080"
"In post","2021","Declared non-disabled","Legal","Female","Undeclared","330","300","47070","45200"
