"Status","Year","Ethnicity","Function_of_post","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Asian","Communications","London","200","195","37820","33560"
"In post","2021","Asian","Communications","North East (England)","30","25","[c]","[c]"
"In post","2021","Asian","Communications","North West (England)","75","70","29040","26000"
"In post","2021","Asian","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Communications","Wales","25","20","[c]","[c]"
"In post","2021","Asian","Communications","West Midlands (England)","45","45","31660","31810"
"In post","2021","Asian","Communications","Yorkshire and The Humber","80","75","28420","25560"
"In post","2021","Asian","Counter Fraud","East Midlands (England)","40","40","31630","31810"
"In post","2021","Asian","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","London","270","260","35580","32520"
"In post","2021","Asian","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","North West (England)","60","60","30000","27700"
"In post","2021","Asian","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South East (England)","20","15","[c]","[c]"
"In post","2021","Asian","Counter Fraud","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Counter Fraud","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Counter Fraud","West Midlands (England)","110","105","29360","25560"
"In post","2021","Asian","Counter Fraud","Yorkshire and The Humber","85","80","28840","25560"
"In post","2021","Asian","Debt","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Asian","Debt","East of England","10","5","[c]","[c]"
"In post","2021","Asian","Debt","London","135","115","27330","25630"
"In post","2021","Asian","Debt","North East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Scotland","20","20","[c]","[c]"
"In post","2021","Asian","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Debt","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Debt","West Midlands (England)","80","70","21550","20140"
"In post","2021","Asian","Debt","Yorkshire and The Humber","60","50","21440","20140"
"In post","2021","Asian","Digital, Data & Technology","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","East of England","20","20","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","London","430","425","45590","41760"
"In post","2021","Asian","Digital, Data & Technology","North East (England)","15","15","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","North West (England)","35","35","36230","31810"
"In post","2021","Asian","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","South East (England)","30","30","37070","35410"
"In post","2021","Asian","Digital, Data & Technology","South West (England)","45","40","33840","32060"
"In post","2021","Asian","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","Wales","30","30","[c]","[c]"
"In post","2021","Asian","Digital, Data & Technology","West Midlands (England)","105","105","37790","36240"
"In post","2021","Asian","Digital, Data & Technology","Yorkshire and The Humber","70","65","33640","31810"
"In post","2021","Asian","Finance","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Asian","Finance","East of England","30","30","35830","37000"
"In post","2021","Asian","Finance","London","400","390","43070","39450"
"In post","2021","Asian","Finance","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Finance","North West (England)","25","20","[c]","[c]"
"In post","2021","Asian","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Finance","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Finance","South East (England)","35","35","35070","31120"
"In post","2021","Asian","Finance","South West (England)","35","30","37800","33300"
"In post","2021","Asian","Finance","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Finance","West Midlands (England)","80","80","35090","31810"
"In post","2021","Asian","Finance","Yorkshire and The Humber","100","90","26040","21440"
"In post","2021","Asian","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","South East (England)","15","15","[c]","[c]"
"In post","2021","Asian","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","East Midlands (England)","35","35","35030","31810"
"In post","2021","Asian","Human Resources","East of England","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","London","275","265","40640","36160"
"In post","2021","Asian","Human Resources","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Human Resources","North West (England)","50","50","30170","26670"
"In post","2021","Asian","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Scotland","10","10","[c]","[c]"
"In post","2021","Asian","Human Resources","South East (England)","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","South West (England)","15","15","[c]","[c]"
"In post","2021","Asian","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Human Resources","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Asian","Human Resources","Yorkshire and The Humber","20","20","[c]","[c]"
"In post","2021","Asian","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","London","50","45","49760","49900"
"In post","2021","Asian","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Internal Audit","West Midlands (England)","5","5","[c]","[c]"
"In post","2021","Asian","Internal Audit","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Asian","Legal","East Midlands (England)","70","60","38200","35140"
"In post","2021","Asian","Legal","East of England","40","35","37140","36020"
"In post","2021","Asian","Legal","London","640","600","45700","50500"
"In post","2021","Asian","Legal","North East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Legal","North West (England)","95","90","36670","32870"
"In post","2021","Asian","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Scotland","25","25","[c]","[c]"
"In post","2021","Asian","Legal","South East (England)","40","35","43010","40690"
"In post","2021","Asian","Legal","South West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Legal","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Legal","West Midlands (England)","145","135","36030","31810"
"In post","2021","Asian","Legal","Yorkshire and The Humber","75","70","40740","41830"
"In post","2021","Asian","No function","East Midlands (England)","750","675","26120","22350"
"In post","2021","Asian","No function","East of England","255","240","32930","27410"
"In post","2021","Asian","No function","London","3990","3815","37970","33740"
"In post","2021","Asian","No function","North East (England)","120","110","27260","22030"
"In post","2021","Asian","No function","North West (England)","890","810","26760","21440"
"In post","2021","Asian","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","No function","Overseas","70","70","47850","40330"
"In post","2021","Asian","No function","Scotland","125","115","32720","24920"
"In post","2021","Asian","No function","South East (England)","450","410","31160","27850"
"In post","2021","Asian","No function","South West (England)","205","185","33820","28870"
"In post","2021","Asian","No function","Unknown","20","15","[c]","[c]"
"In post","2021","Asian","No function","Wales","185","165","27700","21590"
"In post","2021","Asian","No function","West Midlands (England)","1675","1575","27110","22570"
"In post","2021","Asian","No function","Yorkshire and The Humber","585","540","29150","25560"
"In post","2021","Asian","Project Delivery","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","East of England","35","30","38380","37640"
"In post","2021","Asian","Project Delivery","London","510","500","45550","40510"
"In post","2021","Asian","Project Delivery","North East (England)","10","10","[c]","[c]"
"In post","2021","Asian","Project Delivery","North West (England)","75","70","35710","32200"
"In post","2021","Asian","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Project Delivery","Overseas","25","25","[c]","[c]"
"In post","2021","Asian","Project Delivery","Scotland","20","20","[c]","[c]"
"In post","2021","Asian","Project Delivery","South East (England)","40","40","36140","33300"
"In post","2021","Asian","Project Delivery","South West (England)","285","280","36870","33760"
"In post","2021","Asian","Project Delivery","Unknown","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","Wales","5","5","[c]","[c]"
"In post","2021","Asian","Project Delivery","West Midlands (England)","80","75","39190","38630"
"In post","2021","Asian","Project Delivery","Yorkshire and The Humber","25","25","[c]","[c]"
"In post","2021","Asian","Property","East Midlands (England)","15","15","[c]","[c]"
"In post","2021","Asian","Property","East of England","5","5","[c]","[c]"
"In post","2021","Asian","Property","London","170","160","36620","31820"
"In post","2021","Asian","Property","North East (England)","5","5","[c]","[c]"
"In post","2021","Asian","Property","North West (England)","15","15","[c]","[c]"
"In post","2021","Asian","Property","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Overseas","5","5","[c]","[c]"
"In post","2021","Asian","Property","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","South East (England)","15","15","[c]","[c]"
"In post","2021","Asian","Property","South West (England)","15","15","[c]","[c]"
"In post","2021","Asian","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Property","West Midlands (England)","35","30","37550","36500"
"In post","2021","Asian","Property","Yorkshire and The Humber","35","30","28290","21100"
"In post","2021","Asian","Security","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","East of England","15","15","[c]","[c]"
"In post","2021","Asian","Security","London","110","105","36280","34410"
"In post","2021","Asian","Security","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","North West (England)","5","5","[c]","[c]"
"In post","2021","Asian","Security","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Scotland","5","5","[c]","[c]"
"In post","2021","Asian","Security","South East (England)","45","45","25470","19560"
"In post","2021","Asian","Security","South West (England)","10","10","[c]","[c]"
"In post","2021","Asian","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Security","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Asian","Security","Yorkshire and The Humber","15","15","[c]","[c]"
"In post","2021","Asian","Unknown","East Midlands (England)","640","560","24910","26930"
"In post","2021","Asian","Unknown","East of England","695","615","27970","27570"
"In post","2021","Asian","Unknown","London","5915","5470","33070","31060"
"In post","2021","Asian","Unknown","North East (England)","180","155","27130","21430"
"In post","2021","Asian","Unknown","North West (England)","1195","1085","26010","27370"
"In post","2021","Asian","Unknown","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Asian","Unknown","Overseas","45","40","[c]","[c]"
"In post","2021","Asian","Unknown","Scotland","260","245","29850","27570"
"In post","2021","Asian","Unknown","South East (England)","630","570","27850","27570"
"In post","2021","Asian","Unknown","South West (England)","130","120","29190","27570"
"In post","2021","Asian","Unknown","Unknown","135","120","27810","27570"
"In post","2021","Asian","Unknown","Wales","135","130","30630","27570"
"In post","2021","Asian","Unknown","West Midlands (England)","1635","1485","25790","27570"
"In post","2021","Asian","Unknown","Yorkshire and The Humber","1135","1040","26350","27570"
"In post","2021","Black","Analysis","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","London","130","130","40500","38360"
"In post","2021","Black","Analysis","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","North West (England)","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","South East (England)","10","10","[c]","[c]"
"In post","2021","Black","Analysis","South West (England)","5","5","[c]","[c]"
"In post","2021","Black","Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Wales","10","10","[c]","[c]"
"In post","2021","Black","Analysis","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Analysis","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Black","Commercial","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","East of England","5","5","[c]","[c]"
"In post","2021","Black","Commercial","London","120","120","42740","38180"
"In post","2021","Black","Commercial","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","North West (England)","10","10","[c]","[c]"
"In post","2021","Black","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","South East (England)","10","10","[c]","[c]"
"In post","2021","Black","Commercial","South West (England)","15","15","[c]","[c]"
"In post","2021","Black","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Commercial","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Black","Commercial","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Black","Communications","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Black","Communications","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","London","115","115","37130","34630"
"In post","2021","Black","Communications","North East (England)","15","15","[c]","[c]"
"In post","2021","Black","Communications","North West (England)","25","25","[c]","[c]"
"In post","2021","Black","Communications","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Communications","Wales","15","15","[c]","[c]"
"In post","2021","Black","Communications","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Black","Communications","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Black","Counter Fraud","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Black","Counter Fraud","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","London","175","175","32970","30060"
"In post","2021","Black","Counter Fraud","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","North West (England)","20","20","[c]","[c]"
"In post","2021","Black","Counter Fraud","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","South West (England)","5","5","[c]","[c]"
"In post","2021","Black","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Counter Fraud","West Midlands (England)","25","25","[c]","[c]"
"In post","2021","Black","Counter Fraud","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Black","Debt","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","London","95","90","27610","25630"
"In post","2021","Black","Debt","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Scotland","10","10","[c]","[c]"
"In post","2021","Black","Debt","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Debt","Wales","5","5","[c]","[c]"
"In post","2021","Black","Debt","West Midlands (England)","20","15","[c]","[c]"
"In post","2021","Black","Debt","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","East of England","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","London","235","235","40990","36800"
"In post","2021","Black","Digital, Data & Technology","North East (England)","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","North West (England)","15","15","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Scotland","15","15","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","South East (England)","20","20","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","South West (England)","15","15","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Wales","15","15","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","West Midlands (England)","20","20","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Yorkshire and The Humber","10","10","[c]","[c]"
"In post","2021","Black","Finance","East Midlands (England)","5","5","[c]","[c]"
"In post","2021","Black","Finance","East of England","10","10","[c]","[c]"
"In post","2021","Black","Finance","London","255","250","41270","37990"
"In post","2021","Black","Finance","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","North West (England)","10","10","[c]","[c]"
"In post","2021","Black","Finance","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Scotland","5","5","[c]","[c]"
"In post","2021","Black","Finance","South East (England)","20","20","[c]","[c]"
"In post","2021","Black","Finance","South West (England)","15","15","[c]","[c]"
"In post","2021","Black","Finance","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","West Midlands (England)","15","15","[c]","[c]"
"In post","2021","Black","Finance","Yorkshire and The Humber","15","10","[c]","[c]"
"In post","2021","Black","Grants Management","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","London","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","East of England","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","London","225","220","38420","34550"
"In post","2021","Black","Human Resources","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","North West (England)","20","20","[c]","[c]"
"In post","2021","Black","Human Resources","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","South East (England)","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","South West (England)","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Wales","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","West Midlands (England)","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Yorkshire and The Humber","5","5","[c]","[c]"
"In post","2021","Black","Internal Audit","East Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","London","30","30","[c]","[c]"
"In post","2021","Black","Internal Audit","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Internal Audit","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","East Midlands (England)","25","25","[c]","[c]"
"In post","2021","Black","Legal","East of England","25","25","[c]","[c]"
"In post","2021","Black","Legal","London","475","460","42110","36160"
"In post","2021","Black","Legal","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","North West (England)","15","10","[c]","[c]"
"In post","2021","Black","Legal","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","South East (England)","25","25","[c]","[c]"
"In post","2021","Black","Legal","South West (England)","15","15","[c]","[c]"
"In post","2021","Black","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Black","Legal","West Midlands (England)","40","40","40330","33310"
"In post","2021","Black","Legal","Yorkshire and The Humber","25","20","[c]","[c]"
"In post","2021","Black","No function","East Midlands (England)","255","235","26130","22850"
"In post","2021","Black","No function","East of England","170","165","32220","29090"
"In post","2021","Black","No function","London","3675","3580","33810","32090"
"In post","2021","Black","No function","North East (England)","40","40","28820","22420"
"In post","2021","Black","No function","North West (England)","255","240","27800","23140"
"In post","2021","Black","No function","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","No function","Overseas","35","35","39800","34220"
"In post","2021","Black","No function","Scotland","65","65","31260","25560"
"In post","2021","Black","No function","South East (England)","375","355","30310","28960"
"In post","2021","Black","No function","South West (England)","120","115","32980","30580"
"In post","2021","Black","No function","Unknown","5","5","[c]","[c]"
"In post","2021","Black","No function","Wales","75","70","26300","22350"
"In post","2021","Black","No function","West Midlands (England)","580","550","28160","24700"
"In post","2021","Black","No function","Yorkshire and The Humber","170","160","31200","28390"
"In post","2021","Black","Project Delivery","East Midlands (England)","10","10","[c]","[c]"
"In post","2021","Black","Project Delivery","East of England","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","London","335","335","42960","39530"
"In post","2021","Black","Project Delivery","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","North West (England)","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Project Delivery","Overseas","15","15","[c]","[c]"
"In post","2021","Black","Project Delivery","Scotland","10","10","[c]","[c]"
