"Status","Year","Disability","Profession_of_post","Responsibility_level_grouped","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Economics","SEO/HEO","45","45","35900","34440"
"In post","2021","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Finance","AA/AO","125","105","21290","21440"
"In post","2021","Declared disabled","Finance","EO","145","135","26490","26670"
"In post","2021","Declared disabled","Finance","G6/G7","145","145","57750","57400"
"In post","2021","Declared disabled","Finance","SCS level","20","20","[c]","[c]"
"In post","2021","Declared disabled","Finance","SEO/HEO","315","300","37360","36970"
"In post","2021","Declared disabled","Finance","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Human Resources","AA/AO","130","120","21860","21440"
"In post","2021","Declared disabled","Human Resources","EO","160","150","27380","26780"
"In post","2021","Declared disabled","Human Resources","G6/G7","215","205","58390","57680"
"In post","2021","Declared disabled","Human Resources","SCS level","35","35","87180","80520"
"In post","2021","Declared disabled","Human Resources","SEO/HEO","435","415","37270","36570"
"In post","2021","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","G6/G7","30","30","72460","74730"
"In post","2021","Declared disabled","Inspector of Education and Training","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Inspector of Education and Training","SEO/HEO","30","30","51200","51360"
"In post","2021","Declared disabled","Intelligence Analysis","AA/AO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","EO","160","150","28340","27380"
"In post","2021","Declared disabled","Intelligence Analysis","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Intelligence Analysis","SEO/HEO","115","110","36850","36140"
"In post","2021","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","G6/G7","15","15","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Internal Audit","SEO/HEO","65","65","39570","39200"
"In post","2021","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","International Trade","EO","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","G6/G7","40","40","56300","53880"
"In post","2021","Declared disabled","International Trade","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","International Trade","SEO/HEO","40","40","35490","35550"
"In post","2021","Declared disabled","Knowledge and Information Management","AA/AO","55","50","22140","21580"
"In post","2021","Declared disabled","Knowledge and Information Management","EO","60","60","26980","26670"
"In post","2021","Declared disabled","Knowledge and Information Management","G6/G7","20","20","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Knowledge and Information Management","SEO/HEO","115","110","36810","36240"
"In post","2021","Declared disabled","Knowledge and Information Management","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Legal","AA/AO","35","30","21670","20140"
"In post","2021","Declared disabled","Legal","EO","125","120","27560","27130"
"In post","2021","Declared disabled","Legal","G6/G7","485","445","59550","58040"
"In post","2021","Declared disabled","Legal","SCS level","30","30","[c]","[c]"
"In post","2021","Declared disabled","Legal","SEO/HEO","295","275","39070","38430"
"In post","2021","Declared disabled","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Medicine","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Medicine","EO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Medicine","G6/G7","35","35","77840","83530"
"In post","2021","Declared disabled","Medicine","SCS level","15","10","[c]","[c]"
"In post","2021","Declared disabled","Medicine","SEO/HEO","40","40","38930","37890"
"In post","2021","Declared disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Delivery","AA/AO","7900","6950","22410","21430"
"In post","2021","Declared disabled","Operational Delivery","EO","4015","3675","27630","27130"
"In post","2021","Declared disabled","Operational Delivery","G6/G7","450","435","58480","56350"
"In post","2021","Declared disabled","Operational Delivery","SCS level","45","45","94270","89660"
"In post","2021","Declared disabled","Operational Delivery","SEO/HEO","2695","2550","36820","35280"
"In post","2021","Declared disabled","Operational Delivery","Unknown","2240","2080","30500","30210"
"In post","2021","Declared disabled","Operational Research","AA/AO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","G6/G7","50","45","53520","50880"
"In post","2021","Declared disabled","Operational Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Operational Research","SEO/HEO","70","65","36160","37320"
"In post","2021","Declared disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Other","AA/AO","815","765","21210","20950"
"In post","2021","Declared disabled","Other","EO","505","475","26210","26670"
"In post","2021","Declared disabled","Other","G6/G7","95","90","60240","59420"
"In post","2021","Declared disabled","Other","SCS level","10","10","[c]","[c]"
"In post","2021","Declared disabled","Other","SEO/HEO","455","435","35270","35000"
"In post","2021","Declared disabled","Other","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Planning","SEO/HEO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","G6/G7","15","10","[c]","[c]"
"In post","2021","Declared disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Policy","AA/AO","95","90","23870","23830"
"In post","2021","Declared disabled","Policy","EO","295","285","28460","28400"
"In post","2021","Declared disabled","Policy","G6/G7","875","850","58200","57400"
"In post","2021","Declared disabled","Policy","SCS level","105","100","86430","77580"
"In post","2021","Declared disabled","Policy","SEO/HEO","1085","1055","36660","36190"
"In post","2021","Declared disabled","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","AA/AO","35","30","22080","21580"
"In post","2021","Declared disabled","Project Delivery","EO","210","200","26390","26670"
"In post","2021","Declared disabled","Project Delivery","G6/G7","335","330","57160","55870"
"In post","2021","Declared disabled","Project Delivery","SCS level","25","25","[c]","[c]"
"In post","2021","Declared disabled","Project Delivery","SEO/HEO","820","785","36620","36460"
"In post","2021","Declared disabled","Project Delivery","Unknown","50","50","40340","39860"
"In post","2021","Declared disabled","Property","AA/AO","70","65","20530","20060"
"In post","2021","Declared disabled","Property","EO","130","120","27010","26670"
"In post","2021","Declared disabled","Property","G6/G7","80","80","57350","55510"
"In post","2021","Declared disabled","Property","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Property","SEO/HEO","280","270","36140","33790"
"In post","2021","Declared disabled","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Psychology","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Psychology","EO","40","40","26780","27230"
"In post","2021","Declared disabled","Psychology","G6/G7","5","5","[c]","[c]"
"In post","2021","Declared disabled","Psychology","SEO/HEO","65","60","35590","31180"
"In post","2021","Declared disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","AA/AO","145","145","21760","21720"
"In post","2021","Declared disabled","Science and Engineering","EO","165","160","26340","26930"
"In post","2021","Declared disabled","Science and Engineering","G6/G7","190","180","54580","52860"
"In post","2021","Declared disabled","Science and Engineering","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Science and Engineering","SEO/HEO","560","535","36610","37310"
"In post","2021","Declared disabled","Science and Engineering","Unknown","60","55","41510","40440"
"In post","2021","Declared disabled","Security","AA/AO","340","330","26850","21580"
"In post","2021","Declared disabled","Security","EO","100","100","32400","28480"
"In post","2021","Declared disabled","Security","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Security","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Security","SEO/HEO","120","115","40420","38160"
"In post","2021","Declared disabled","Security","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Social Research","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Research","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Research","G6/G7","25","25","[c]","[c]"
"In post","2021","Declared disabled","Social Research","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Social Research","SEO/HEO","75","70","36970","37020"
"In post","2021","Declared disabled","Statistics","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","EO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Statistics","G6/G7","50","50","59570","59160"
"In post","2021","Declared disabled","Statistics","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Statistics","SEO/HEO","90","90","37150","37040"
"In post","2021","Declared disabled","Tax","AA/AO","160","145","20600","20140"
"In post","2021","Declared disabled","Tax","EO","310","280","27030","25560"
"In post","2021","Declared disabled","Tax","G6/G7","230","215","56270","52580"
"In post","2021","Declared disabled","Tax","SCS level","5","5","[c]","[c]"
"In post","2021","Declared disabled","Tax","SEO/HEO","655","615","34890","32100"
"In post","2021","Declared disabled","Unknown","AA/AO","5490","4665","21220","21010"
"In post","2021","Declared disabled","Unknown","EO","8795","7835","28040","27570"
"In post","2021","Declared disabled","Unknown","G6/G7","790","755","58310","56120"
"In post","2021","Declared disabled","Unknown","SCS level","90","90","89910","80290"
"In post","2021","Declared disabled","Unknown","SEO/HEO","2320","2180","35630","34290"
"In post","2021","Declared disabled","Unknown","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","G6/G7","10","10","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Veterinarian","SEO/HEO","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Commercial","AA/AO","155","145","22120","21590"
"In post","2021","Declared non-disabled","Commercial","EO","480","460","25990","26510"
"In post","2021","Declared non-disabled","Commercial","G6/G7","700","680","59630","57200"
"In post","2021","Declared non-disabled","Commercial","SCS level","65","65","90190","83090"
"In post","2021","Declared non-disabled","Commercial","SEO/HEO","1970","1910","37800","37320"
"In post","2021","Declared non-disabled","Commercial","Unknown","155","150","38350","35230"
"In post","2021","Declared non-disabled","Communications","AA/AO","155","145","22170","21590"
"In post","2021","Declared non-disabled","Communications","EO","370","350","27540","26930"
"In post","2021","Declared non-disabled","Communications","G6/G7","615","590","58160","57290"
"In post","2021","Declared non-disabled","Communications","SCS level","75","75","85920","80790"
"In post","2021","Declared non-disabled","Communications","SEO/HEO","1335","1295","38020","37420"
"In post","2021","Declared non-disabled","Communications","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","EO","15","10","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","G6/G7","55","55","57430","56350"
"In post","2021","Declared non-disabled","Corporate Finance","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Corporate Finance","SEO/HEO","50","50","36890","37510"
"In post","2021","Declared non-disabled","Counter Fraud","AA/AO","45","40","20770","21430"
"In post","2021","Declared non-disabled","Counter Fraud","EO","130","125","26470","25580"
"In post","2021","Declared non-disabled","Counter Fraud","G6/G7","80","80","61800","58990"
"In post","2021","Declared non-disabled","Counter Fraud","SCS level","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Counter Fraud","SEO/HEO","350","335","38240","39170"
"In post","2021","Declared non-disabled","Digital, Data and Technology","AA/AO","255","245","21850","21580"
"In post","2021","Declared non-disabled","Digital, Data and Technology","EO","1265","1215","27500","26670"
"In post","2021","Declared non-disabled","Digital, Data and Technology","G6/G7","2290","2250","58440","57110"
"In post","2021","Declared non-disabled","Digital, Data and Technology","SCS level","155","150","92430","86950"
"In post","2021","Declared non-disabled","Digital, Data and Technology","SEO/HEO","4380","4245","37970","37940"
"In post","2021","Declared non-disabled","Digital, Data and Technology","Unknown","40","35","35940","33130"
"In post","2021","Declared non-disabled","Economics","AA/AO","50","50","23780","23760"
"In post","2021","Declared non-disabled","Economics","EO","60","60","27390","27680"
"In post","2021","Declared non-disabled","Economics","G6/G7","660","635","60070","58960"
"In post","2021","Declared non-disabled","Economics","SCS level","75","75","88190","81770"
"In post","2021","Declared non-disabled","Economics","SEO/HEO","550","545","35160","34090"
"In post","2021","Declared non-disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Finance","AA/AO","725","620","21510","21440"
"In post","2021","Declared non-disabled","Finance","EO","1145","1080","26570","26670"
"In post","2021","Declared non-disabled","Finance","G6/G7","1580","1540","59390","58130"
"In post","2021","Declared non-disabled","Finance","SCS level","220","215","90150","82940"
"In post","2021","Declared non-disabled","Finance","SEO/HEO","2675","2585","37970","37410"
"In post","2021","Declared non-disabled","Finance","Unknown","110","105","40890","39860"
"In post","2021","Declared non-disabled","Human Resources","AA/AO","790","725","21630","21130"
"In post","2021","Declared non-disabled","Human Resources","EO","855","800","26960","26670"
"In post","2021","Declared non-disabled","Human Resources","G6/G7","1190","1150","58430","57460"
"In post","2021","Declared non-disabled","Human Resources","SCS level","140","135","89860","83680"
"In post","2021","Declared non-disabled","Human Resources","SEO/HEO","2295","2185","36830","36330"
"In post","2021","Declared non-disabled","Human Resources","Unknown","35","30","41430","41040"
"In post","2021","Declared non-disabled","Inspector of Education and Training","G6/G7","460","450","75630","75500"
"In post","2021","Declared non-disabled","Inspector of Education and Training","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Inspector of Education and Training","SEO/HEO","250","245","50940","51360"
"In post","2021","Declared non-disabled","Intelligence Analysis","AA/AO","105","95","23240","21710"
"In post","2021","Declared non-disabled","Intelligence Analysis","EO","1170","1105","27700","27370"
"In post","2021","Declared non-disabled","Intelligence Analysis","G6/G7","210","200","58480","58230"
"In post","2021","Declared non-disabled","Intelligence Analysis","SCS level","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Intelligence Analysis","SEO/HEO","900","875","36960","36150"
"In post","2021","Declared non-disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","EO","35","35","28480","27030"
"In post","2021","Declared non-disabled","Internal Audit","G6/G7","150","150","58570","56610"
"In post","2021","Declared non-disabled","Internal Audit","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Internal Audit","SEO/HEO","355","340","40800","40700"
"In post","2021","Declared non-disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","International Trade","EO","55","55","26990","26510"
"In post","2021","Declared non-disabled","International Trade","G6/G7","325","320","56150","53600"
"In post","2021","Declared non-disabled","International Trade","SCS level","70","70","83590","75570"
"In post","2021","Declared non-disabled","International Trade","SEO/HEO","330","325","35490","35040"
"In post","2021","Declared non-disabled","Knowledge and Information Management","AA/AO","230","215","22130","21130"
"In post","2021","Declared non-disabled","Knowledge and Information Management","EO","335","320","26960","26670"
"In post","2021","Declared non-disabled","Knowledge and Information Management","G6/G7","275","260","57580","55060"
"In post","2021","Declared non-disabled","Knowledge and Information Management","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Knowledge and Information Management","SEO/HEO","720","695","36620","36500"
"In post","2021","Declared non-disabled","Knowledge and Information Management","Unknown","35","35","42450","39860"
"In post","2021","Declared non-disabled","Legal","AA/AO","165","155","21580","21440"
"In post","2021","Declared non-disabled","Legal","EO","1125","1085","27470","26030"
"In post","2021","Declared non-disabled","Legal","G6/G7","4250","3930","59550","58470"
"In post","2021","Declared non-disabled","Legal","SCS level","285","270","88550","83230"
"In post","2021","Declared non-disabled","Legal","SEO/HEO","2320","2155","39040","38000"
"In post","2021","Declared non-disabled","Legal","Unknown","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Medicine","AA/AO","215","205","22600","22640"
"In post","2021","Declared non-disabled","Medicine","EO","220","205","30570","30620"
"In post","2021","Declared non-disabled","Medicine","G6/G7","430","375","73840","74470"
"In post","2021","Declared non-disabled","Medicine","SCS level","225","190","102310","97870"
"In post","2021","Declared non-disabled","Medicine","SEO/HEO","460","420","38810","37890"
"In post","2021","Declared non-disabled","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Delivery","AA/AO","48780","43765","23010","21440"
"In post","2021","Declared non-disabled","Operational Delivery","EO","29285","27030","27300","26750"
"In post","2021","Declared non-disabled","Operational Delivery","G6/G7","4735","4610","58690","56540"
"In post","2021","Declared non-disabled","Operational Delivery","SCS level","495","485","90960","83790"
"In post","2021","Declared non-disabled","Operational Delivery","SEO/HEO","21105","20090","36650","35200"
"In post","2021","Declared non-disabled","Operational Delivery","Unknown","8685","8030","30220","30210"
"In post","2021","Declared non-disabled","Operational Research","AA/AO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","EO","35","35","27950","26670"
"In post","2021","Declared non-disabled","Operational Research","G6/G7","350","330","54250","53810"
"In post","2021","Declared non-disabled","Operational Research","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Operational Research","SEO/HEO","365","355","36740","37320"
"In post","2021","Declared non-disabled","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Other","AA/AO","5185","4945","21040","20920"
"In post","2021","Declared non-disabled","Other","EO","3420","3250","26200","26670"
"In post","2021","Declared non-disabled","Other","G6/G7","1410","1370","62010","59420"
"In post","2021","Declared non-disabled","Other","SCS level","195","185","95190","86190"
"In post","2021","Declared non-disabled","Other","SEO/HEO","3715","3600","35620","35070"
"In post","2021","Declared non-disabled","Other","Unknown","150","150","43770","40620"
"In post","2021","Declared non-disabled","Planning","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","EO","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","G6/G7","50","50","57950","57110"
"In post","2021","Declared non-disabled","Planning","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Planning","SEO/HEO","80","75","39230","39600"
"In post","2021","Declared non-disabled","Planning Inspectors","G6/G7","245","220","58050","58810"
"In post","2021","Declared non-disabled","Planning Inspectors","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Policy","AA/AO","535","505","23500","23830"
"In post","2021","Declared non-disabled","Policy","EO","1705","1645","28460","28680"
"In post","2021","Declared non-disabled","Policy","G6/G7","7875","7645","58700","57460"
"In post","2021","Declared non-disabled","Policy","SCS level","1380","1330","85080","77570"
"In post","2021","Declared non-disabled","Policy","SEO/HEO","8200","7985","37550","36980"
"In post","2021","Declared non-disabled","Policy","Unknown","15","15","[c]","[c]"
"In post","2021","Declared non-disabled","Project Delivery","AA/AO","215","205","21710","21130"
"In post","2021","Declared non-disabled","Project Delivery","EO","1325","1270","26510","26670"
"In post","2021","Declared non-disabled","Project Delivery","G6/G7","3150","3075","56960","54880"
"In post","2021","Declared non-disabled","Project Delivery","SCS level","340","330","91960","85140"
"In post","2021","Declared non-disabled","Project Delivery","SEO/HEO","6030","5845","36830","37320"
"In post","2021","Declared non-disabled","Project Delivery","Unknown","400","395","42990","40460"
"In post","2021","Declared non-disabled","Property","AA/AO","615","585","19930","19560"
"In post","2021","Declared non-disabled","Property","EO","1000","940","27090","26670"
"In post","2021","Declared non-disabled","Property","G6/G7","870","850","58400","56540"
"In post","2021","Declared non-disabled","Property","SCS level","50","50","89350","79420"
"In post","2021","Declared non-disabled","Property","SEO/HEO","2245","2155","37300","36400"
"In post","2021","Declared non-disabled","Property","Unknown","40","40","27370","21600"
"In post","2021","Declared non-disabled","Psychology","AA/AO","40","35","21110","20890"
"In post","2021","Declared non-disabled","Psychology","EO","290","280","26380","26330"
"In post","2021","Declared non-disabled","Psychology","G6/G7","85","80","65200","65520"
"In post","2021","Declared non-disabled","Psychology","SEO/HEO","595","565","37310","32730"
"In post","2021","Declared non-disabled","Psychology","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Science and Engineering","AA/AO","930","900","21790","21580"
"In post","2021","Declared non-disabled","Science and Engineering","EO","1345","1310","25900","26370"
"In post","2021","Declared non-disabled","Science and Engineering","G6/G7","2020","1915","55880","54740"
"In post","2021","Declared non-disabled","Science and Engineering","SCS level","95","85","94260","91000"
"In post","2021","Declared non-disabled","Science and Engineering","SEO/HEO","4615","4420","37140","37320"
"In post","2021","Declared non-disabled","Science and Engineering","Unknown","565","560","39240","37210"
"In post","2021","Declared non-disabled","Security","AA/AO","3315","3245","25820","21150"
"In post","2021","Declared non-disabled","Security","EO","720","700","32780","28960"
"In post","2021","Declared non-disabled","Security","G6/G7","230","225","60360","57720"
"In post","2021","Declared non-disabled","Security","SCS level","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Security","SEO/HEO","890","870","40520","38160"
"In post","2021","Declared non-disabled","Security","Unknown","60","60","38360","37170"
"In post","2021","Declared non-disabled","Social Research","AA/AO","5","5","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","EO","30","30","30950","31320"
"In post","2021","Declared non-disabled","Social Research","G6/G7","245","235","56850","57460"
"In post","2021","Declared non-disabled","Social Research","SCS level","10","10","[c]","[c]"
"In post","2021","Declared non-disabled","Social Research","SEO/HEO","445","425","39110","38630"
"In post","2021","Declared non-disabled","Statistics","AA/AO","20","20","[c]","[c]"
"In post","2021","Declared non-disabled","Statistics","EO","170","160","27950","27850"
"In post","2021","Declared non-disabled","Statistics","G6/G7","480","460","57230","57720"
"In post","2021","Declared non-disabled","Statistics","SCS level","40","40","81770","78130"
"In post","2021","Declared non-disabled","Statistics","SEO/HEO","640","625","37280","37020"
"In post","2021","Declared non-disabled","Tax","AA/AO","1310","1220","20320","20140"
"In post","2021","Declared non-disabled","Tax","EO","2065","1900","26620","25560"
"In post","2021","Declared non-disabled","Tax","G6/G7","1890","1805","56970","52580"
"In post","2021","Declared non-disabled","Tax","SCS level","70","70","82110","78210"
"In post","2021","Declared non-disabled","Tax","SEO/HEO","4420","4180","34610","31870"
"In post","2021","Declared non-disabled","Unknown","AA/AO","24640","21285","21290","21010"
"In post","2021","Declared non-disabled","Unknown","EO","38760","35210","28090","27570"
"In post","2021","Declared non-disabled","Unknown","G6/G7","6165","5960","59130","57530"
"In post","2021","Declared non-disabled","Unknown","SCS level","935","915","93780","83230"
"In post","2021","Declared non-disabled","Unknown","SEO/HEO","13700","13085","35900","35000"
"In post","2021","Declared non-disabled","Unknown","Unknown","210","205","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","AA/AO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","EO","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","G6/G7","115","110","55400","54320"
"In post","2021","Declared non-disabled","Veterinarian","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Declared non-disabled","Veterinarian","SEO/HEO","220","205","41140","37910"
"In post","2021","Undeclared","Commercial","AA/AO","15","15","[c]","[c]"
"In post","2021","Undeclared","Commercial","EO","45","45","26360","26350"
"In post","2021","Undeclared","Commercial","G6/G7","70","70","62400","58440"
"In post","2021","Undeclared","Commercial","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Commercial","SEO/HEO","205","200","39970","39990"
"In post","2021","Undeclared","Commercial","Unknown","10","10","[c]","[c]"
"In post","2021","Undeclared","Communications","AA/AO","15","15","[c]","[c]"
"In post","2021","Undeclared","Communications","EO","20","20","[c]","[c]"
"In post","2021","Undeclared","Communications","G6/G7","45","45","59160","58060"
"In post","2021","Undeclared","Communications","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Communications","SEO/HEO","110","105","37970","37880"
"In post","2021","Undeclared","Corporate Finance","G6/G7","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Corporate Finance","SCS level","[c]","[c]","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","EO","15","10","[c]","[c]"
"In post","2021","Undeclared","Counter Fraud","G6/G7","5","5","[c]","[c]"
