"Status","Year","Parent_department","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Cabinet Office","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Cabinet Office","Unknown","Heterosexual / straight","4345","4230","48050","40600"
"In post","2021","Cabinet Office","Unknown","LGBO","430","425","44970","40600"
"In post","2021","Cabinet Office","Unknown","Undeclared","500","490","47580","40600"
"In post","2021","Cabinet Office","Unknown","Unknown","4070","4025","45300","33250"
"In post","2021","Chancellor's other departments","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Finance","Undeclared","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","Heterosexual / straight","205","195","65190","57250"
"In post","2021","Chancellor's other departments","Other","LGBO","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Other","Undeclared","60","55","61740","48780"
"In post","2021","Chancellor's other departments","Other","Unknown","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Social Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Communications","Unknown","10","10","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Digital, Data and Technology","Unknown","25","25","[c]","[c]"
"In post","2021","Charity Commission","Finance","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Legal","Unknown","10","10","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Heterosexual / straight","50","45","32560","29160"
"In post","2021","Charity Commission","Operational Delivery","LGBO","5","5","[c]","[c]"
"In post","2021","Charity Commission","Operational Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Charity Commission","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Charity Commission","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Heterosexual / straight","90","85","33710","29160"
"In post","2021","Charity Commission","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","Charity Commission","Unknown","Unknown","120","115","32580","29160"
"In post","2021","Competition and Markets Authority","Commercial","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Heterosexual / straight","60","60","56130","51270"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Heterosexual / straight","70","65","62960","59140"
"In post","2021","Competition and Markets Authority","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Heterosexual / straight","30","30","50040","45890"
"In post","2021","Competition and Markets Authority","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Heterosexual / straight","100","100","69190","72430"
"In post","2021","Competition and Markets Authority","Legal","LGBO","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Undeclared","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Legal","Unknown","10","10","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Policy","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Heterosexual / straight","305","295","59750","56360"
"In post","2021","Competition and Markets Authority","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Undeclared","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Project Delivery","Unknown","20","20","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Competition and Markets Authority","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Heterosexual / straight","40","40","43600","42700"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Commercial","Unknown","200","195","43080","40140"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Heterosexual / straight","145","140","44350","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Communications","Unknown","85","80","41220","39620"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Heterosexual / straight","135","130","39590","39170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Counter Fraud","Unknown","110","105","39160","39170"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Heterosexual / straight","420","410","44060","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Undeclared","70","65","44530","41660"
"In post","2021","Department for Business, Energy and Industrial Strategy","Digital, Data and Technology","Unknown","515","505","37940","35020"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Heterosexual / straight","210","210","47990","44300"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","LGBO","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Undeclared","30","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Economics","Unknown","45","45","40220","35640"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Heterosexual / straight","235","220","45840","41870"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Undeclared","35","30","47290","46880"
"In post","2021","Department for Business, Energy and Industrial Strategy","Finance","Unknown","70","65","39180","39820"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Heterosexual / straight","270","255","41640","39570"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Human Resources","Unknown","115","110","39080","34020"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Internal Audit","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Heterosexual / straight","30","30","39910","36900"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Knowledge and Information Management","Unknown","10","10","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Heterosexual / straight","45","45","52710","54450"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Legal","Unknown","35","35","50680","51240"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Heterosexual / straight","2185","2040","32470","28280"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","LGBO","160","160","34120","30660"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Undeclared","245","225","34040","30950"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Delivery","Unknown","1535","1450","28530","24250"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Other","Unknown","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Heterosexual / straight","2825","2755","49990","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","LGBO","350","345","47970","45160"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Undeclared","425","415","50340","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","Policy","Unknown","450","440","45500","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Heterosexual / straight","135","135","47270","43340"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","LGBO","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Undeclared","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Project Delivery","Unknown","230","220","41020","39650"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Property","Unknown","25","25","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Heterosexual / straight","205","195","48370","43110"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","LGBO","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Undeclared","30","30","48090","40830"
"In post","2021","Department for Business, Energy and Industrial Strategy","Science and Engineering","Unknown","1075","1015","41360","39750"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Security","Unknown","5","5","[c]","[c]"
