"Status","Year","Disability","Region_ITL2","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Heterosexual / straight","250","240","24810","22720"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","LGBO","30","30","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Undeclared","35","30","25590","22450"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Heterosexual / straight","220","205","29110","27770"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Undeclared","30","30","28580","28550"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Heterosexual / straight","45","45","56930","54540"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","G6/G7","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Heterosexual / straight","190","180","37510","35300"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Heterosexual / straight","65","60","29590","29200"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Berkshire, Buckinghamshire and Oxfordshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","AA/AO","Heterosexual / straight","100","90","21720","21010"
"In post","2021","Declared disabled","Cheshire","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","AA/AO","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","EO","Heterosexual / straight","125","115","28040","27570"
"In post","2021","Declared disabled","Cheshire","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SEO/HEO","Heterosexual / straight","45","45","36680","36740"
"In post","2021","Declared disabled","Cheshire","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Unknown","Heterosexual / straight","30","25","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cheshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Heterosexual / straight","60","50","20930","21010"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Undeclared","10","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Heterosexual / straight","60","50","27470","27570"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","LGBO","10","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cornwall and Isles of Scilly","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA/AO","Heterosexual / straight","55","45","20880","21050"
"In post","2021","Declared disabled","Cumbria","AA/AO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA/AO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","AA/AO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Heterosexual / straight","50","40","26450","27570"
"In post","2021","Declared disabled","Cumbria","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO/HEO","Heterosexual / straight","35","35","36160","36480"
"In post","2021","Declared disabled","Cumbria","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cumbria","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Heterosexual / straight","330","295","21710","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","LGBO","35","30","23130","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Undeclared","50","45","21590","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","AA/AO","Unknown","40","35","21930","21010"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Heterosexual / straight","390","355","26770","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","LGBO","35","35","26110","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Undeclared","75","65","27110","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","EO","Unknown","35","30","27530","27570"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Heterosexual / straight","75","70","57360","52810"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Heterosexual / straight","245","230","35530","33840"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Undeclared","45","45","36310","34020"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Heterosexual / straight","95","90","29560","28200"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Derbyshire and Nottinghamshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","AA/AO","Heterosexual / straight","265","225","21450","21010"
"In post","2021","Declared disabled","Devon","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","AA/AO","Undeclared","40","35","22580","21010"
"In post","2021","Declared disabled","Devon","AA/AO","Unknown","45","35","22700","21010"
"In post","2021","Declared disabled","Devon","EO","Heterosexual / straight","205","185","27430","27570"
"In post","2021","Declared disabled","Devon","EO","LGBO","30","30","27310","27570"
"In post","2021","Declared disabled","Devon","EO","Undeclared","35","30","28300","27570"
"In post","2021","Declared disabled","Devon","EO","Unknown","35","35","26400","26750"
"In post","2021","Declared disabled","Devon","G6/G7","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","SEO/HEO","Heterosexual / straight","95","85","37760","36180"
"In post","2021","Declared disabled","Devon","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Devon","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Devon","SEO/HEO","Unknown","65","60","35950","33860"
"In post","2021","Declared disabled","Devon","Unknown","Heterosexual / straight","50","45","33160","32690"
"In post","2021","Declared disabled","Devon","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Devon","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Devon","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA/AO","Heterosexual / straight","145","130","21940","21010"
"In post","2021","Declared disabled","Dorset and Somerset","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA/AO","Undeclared","30","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","AA/AO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Heterosexual / straight","155","140","27390","27570"
"In post","2021","Declared disabled","Dorset and Somerset","EO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SEO/HEO","Heterosexual / straight","105","105","37150","34700"
"In post","2021","Declared disabled","Dorset and Somerset","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SEO/HEO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Dorset and Somerset","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","AA/AO","Heterosexual / straight","375","335","22730","21100"
"In post","2021","Declared disabled","East Anglia","AA/AO","LGBO","35","35","23140","21430"
"In post","2021","Declared disabled","East Anglia","AA/AO","Undeclared","45","40","22670","21430"
"In post","2021","Declared disabled","East Anglia","AA/AO","Unknown","35","30","23070","21010"
"In post","2021","Declared disabled","East Anglia","EO","Heterosexual / straight","340","305","27580","27570"
"In post","2021","Declared disabled","East Anglia","EO","LGBO","25","20","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","EO","Undeclared","35","35","27860","27570"
"In post","2021","Declared disabled","East Anglia","EO","Unknown","35","30","28270","27570"
"In post","2021","Declared disabled","East Anglia","G6/G7","Heterosexual / straight","40","40","57280","53520"
"In post","2021","Declared disabled","East Anglia","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SEO/HEO","Heterosexual / straight","245","230","36300","34190"
"In post","2021","Declared disabled","East Anglia","SEO/HEO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","SEO/HEO","Undeclared","40","40","36810","33870"
"In post","2021","Declared disabled","East Anglia","SEO/HEO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Unknown","Heterosexual / straight","65","60","30700","30210"
"In post","2021","Declared disabled","East Anglia","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Anglia","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","AA/AO","Heterosexual / straight","370","325","21110","21010"
"In post","2021","Declared disabled","East Wales","AA/AO","LGBO","45","40","20460","20420"
"In post","2021","Declared disabled","East Wales","AA/AO","Undeclared","60","55","21290","21010"
"In post","2021","Declared disabled","East Wales","AA/AO","Unknown","55","45","21370","21010"
"In post","2021","Declared disabled","East Wales","EO","Heterosexual / straight","370","340","26890","27570"
"In post","2021","Declared disabled","East Wales","EO","LGBO","45","40","26710","27570"
"In post","2021","Declared disabled","East Wales","EO","Undeclared","60","55","27290","27460"
"In post","2021","Declared disabled","East Wales","EO","Unknown","40","35","26710","27570"
"In post","2021","Declared disabled","East Wales","G6/G7","Heterosexual / straight","130","125","57590","57130"
"In post","2021","Declared disabled","East Wales","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Wales","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Wales","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Wales","SEO/HEO","Heterosexual / straight","355","335","35540","34720"
"In post","2021","Declared disabled","East Wales","SEO/HEO","LGBO","55","55","34680","32210"
"In post","2021","Declared disabled","East Wales","SEO/HEO","Undeclared","40","40","37170","35450"
"In post","2021","Declared disabled","East Wales","SEO/HEO","Unknown","30","25","34510","33870"
"In post","2021","Declared disabled","East Wales","Unknown","Heterosexual / straight","60","60","31080","30210"
"In post","2021","Declared disabled","East Wales","Unknown","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Wales","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Heterosexual / straight","135","115","22930","21010"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Undeclared","25","20","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","AA/AO","Unknown","15","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Heterosexual / straight","175","155","27530","27570"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","EO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Heterosexual / straight","35","30","35240","33840"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Heterosexual / straight","30","30","28720","28200"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","East Yorkshire and Northern Lincolnshire","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","AA/AO","Heterosexual / straight","370","335","21770","21010"
"In post","2021","Declared disabled","Eastern Scotland","AA/AO","LGBO","60","60","21700","21010"
"In post","2021","Declared disabled","Eastern Scotland","AA/AO","Undeclared","60","55","21910","21010"
"In post","2021","Declared disabled","Eastern Scotland","AA/AO","Unknown","100","85","23180","22230"
"In post","2021","Declared disabled","Eastern Scotland","EO","Heterosexual / straight","435","395","28330","27570"
"In post","2021","Declared disabled","Eastern Scotland","EO","LGBO","45","45","27880","27570"
"In post","2021","Declared disabled","Eastern Scotland","EO","Undeclared","45","40","28290","27570"
"In post","2021","Declared disabled","Eastern Scotland","EO","Unknown","110","100","31180","33650"
"In post","2021","Declared disabled","Eastern Scotland","G6/G7","Heterosexual / straight","135","130","60730","61010"
"In post","2021","Declared disabled","Eastern Scotland","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Eastern Scotland","G6/G7","Undeclared","20","15","[c]","[c]"
