"Status","Year","Function_of_post","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Analysis","Operational Delivery","East Wales","330","305","30790","29540"
"In post","2021","Analysis","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","10","10","38130","37320"
"In post","2021","Analysis","Operational Delivery","Greater Manchester","10","10","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Hampshire and Isle of Wight","95","90","30800","29540"
"In post","2021","Analysis","Operational Delivery","Inner London - East","25","25","36910","30850"
"In post","2021","Analysis","Operational Delivery","Inner London - West","55","55","40630","32540"
"In post","2021","Analysis","Operational Delivery","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Merseyside","20","15","32780","32280"
"In post","2021","Analysis","Operational Delivery","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","East Wales","20","20","34630","36030"
"In post","2021","Analysis","Operational Research","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","25","25","38410","39240"
"In post","2021","Analysis","Operational Research","Greater Manchester","40","35","41610","38630"
"In post","2021","Analysis","Operational Research","Hampshire and Isle of Wight","245","235","41640","46080"
"In post","2021","Analysis","Operational Research","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Inner London - East","110","105","48280","42190"
"In post","2021","Analysis","Operational Research","Inner London - West","160","155","50000","48870"
"In post","2021","Analysis","Operational Research","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Lancashire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Merseyside","20","20","41040","38630"
"In post","2021","Analysis","Operational Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Outer London - South","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Operational Research","West Yorkshire","15","15","29410","22540"
"In post","2021","Analysis","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Analysis","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Other","Inner London - East","15","15","58550","52000"
"In post","2021","Analysis","Other","Inner London - West","195","180","64510","57250"
"In post","2021","Analysis","Other","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","15","10","41630","41990"
"In post","2021","Analysis","Policy","Greater Manchester","25","25","38280","41990"
"In post","2021","Analysis","Policy","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Policy","Inner London - West","210","200","50730","47920"
"In post","2021","Analysis","Policy","South Yorkshire","70","65","43450","42500"
"In post","2021","Analysis","Policy","Tees Valley and Durham","10","10","[c]","[c]"
"In post","2021","Analysis","Policy","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Inner London - East","5","5","[c]","[c]"
"In post","2021","Analysis","Project Delivery","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Project Delivery","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Psychology","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Cornwall and Isles of Scilly","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Dorset and Somerset","115","110","33040","29270"
"In post","2021","Analysis","Science and Engineering","East Anglia","350","330","34330","30220"
"In post","2021","Analysis","Science and Engineering","Gloucestershire, Wiltshire and Bath/Bristol area","70","65","35320","37320"
"In post","2021","Analysis","Science and Engineering","Hampshire and Isle of Wight","85","80","38500","37320"
"In post","2021","Analysis","Science and Engineering","Inner London - East","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Inner London - West","15","15","59220","54650"
"In post","2021","Analysis","Science and Engineering","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","West Central Scotland","5","5","[c]","[c]"
"In post","2021","Analysis","Science and Engineering","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","East Wales","260","250","38200","37020"
"In post","2021","Analysis","Social Research","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Gloucestershire, Wiltshire and Bath/Bristol area","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","Greater Manchester","20","20","39670","31910"
"In post","2021","Analysis","Social Research","Hampshire and Isle of Wight","215","200","37370","37020"
"In post","2021","Analysis","Social Research","Inner London - East","85","80","49800","51180"
"In post","2021","Analysis","Social Research","Inner London - West","240","235","45180","42280"
"In post","2021","Analysis","Social Research","Merseyside","15","15","41530","38630"
"In post","2021","Analysis","Social Research","North Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Outer London - South","10","10","[c]","[c]"
"In post","2021","Analysis","Social Research","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Social Research","West Midlands","5","5","[c]","[c]"
"In post","2021","Analysis","Social Research","West Yorkshire","5","5","[c]","[c]"
"In post","2021","Analysis","Statistics","Berkshire, Buckinghamshire and Oxfordshire","15","15","39980","36500"
"In post","2021","Analysis","Statistics","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Derbyshire and Nottinghamshire","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","Devon","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Dorset and Somerset","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","East Wales","310","300","41090","37020"
"In post","2021","Analysis","Statistics","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Eastern Scotland","30","30","39430","36780"
"In post","2021","Analysis","Statistics","Essex","25","25","43620","38630"
"In post","2021","Analysis","Statistics","Gloucestershire, Wiltshire and Bath/Bristol area","170","160","39720","36680"
"In post","2021","Analysis","Statistics","Greater Manchester","80","80","36260","31810"
"In post","2021","Analysis","Statistics","Hampshire and Isle of Wight","160","155","40660","37020"
"In post","2021","Analysis","Statistics","Inner London - East","165","160","49050","43330"
"In post","2021","Analysis","Statistics","Inner London - West","605","590","46510","42470"
"In post","2021","Analysis","Statistics","Kent","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Lincolnshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Merseyside","45","40","43100","38630"
"In post","2021","Analysis","Statistics","North Yorkshire","50","45","35600","31350"
"In post","2021","Analysis","Statistics","Northumberland and Tyne and Wear","15","15","44960","51000"
"In post","2021","Analysis","Statistics","Outer London - South","15","15","41300","41760"
"In post","2021","Analysis","Statistics","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","South Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","Surrey, East and West Sussex","10","10","[c]","[c]"
"In post","2021","Analysis","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Statistics","West Midlands","10","10","41430","39100"
"In post","2021","Analysis","Statistics","West Yorkshire","45","45","40760","38630"
"In post","2021","Analysis","Tax","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Inner London - West","5","5","[c]","[c]"
"In post","2021","Analysis","Tax","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Central Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Tax","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Greater Manchester","5","5","[c]","[c]"
"In post","2021","Analysis","Unknown","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Inner London - East","25","25","48590","46850"
"In post","2021","Analysis","Unknown","Inner London - West","45","45","44740","41760"
"In post","2021","Analysis","Unknown","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Outer London - South","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Analysis","Unknown","West Yorkshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Bedfordshire and Hertfordshire","15","15","45720","38280"
"In post","2021","Commercial","Commercial","Berkshire, Buckinghamshire and Oxfordshire","170","165","39170","36800"
"In post","2021","Commercial","Commercial","Cheshire","25","20","40580","36970"
"In post","2021","Commercial","Commercial","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Cumbria","15","15","39150","34770"
"In post","2021","Commercial","Commercial","Derbyshire and Nottinghamshire","70","65","42930","41650"
"In post","2021","Commercial","Commercial","Devon","220","215","42790","39790"
"In post","2021","Commercial","Commercial","Dorset and Somerset","35","35","49050","42970"
"In post","2021","Commercial","Commercial","East Anglia","210","205","38330","35730"
"In post","2021","Commercial","Commercial","East Wales","155","150","36550","32850"
"In post","2021","Commercial","Commercial","East Yorkshire and Northern Lincolnshire","20","20","40870","37730"
"In post","2021","Commercial","Commercial","Eastern Scotland","90","85","33600","28410"
"In post","2021","Commercial","Commercial","Essex","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","Gloucestershire, Wiltshire and Bath/Bristol area","645","615","38710","36110"
"In post","2021","Commercial","Commercial","Greater Manchester","170","160","40160","38280"
"In post","2021","Commercial","Commercial","Hampshire and Isle of Wight","200","195","35780","34650"
"In post","2021","Commercial","Commercial","Herefordshire, Worcestershire and Warwickshire","20","20","42060","46780"
"In post","2021","Commercial","Commercial","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Inner London - East","70","70","45720","42000"
"In post","2021","Commercial","Commercial","Inner London - West","450","440","50030","43840"
"In post","2021","Commercial","Commercial","Kent","15","15","46150","46550"
"In post","2021","Commercial","Commercial","Lancashire","30","30","46460","44760"
"In post","2021","Commercial","Commercial","Leicestershire, Rutland and Northamptonshire","40","35","41900","38150"
"In post","2021","Commercial","Commercial","Lincolnshire","10","10","[c]","[c]"
"In post","2021","Commercial","Commercial","Merseyside","230","220","36000","34800"
"In post","2021","Commercial","Commercial","North Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Commercial","Commercial","North Yorkshire","55","55","41100","38180"
"In post","2021","Commercial","Commercial","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Commercial","Northumberland and Tyne and Wear","25","25","41960","40930"
"In post","2021","Commercial","Commercial","Outer London - East and North East","10","10","50480","52150"
"In post","2021","Commercial","Commercial","Outer London - South","105","100","44730","44250"
"In post","2021","Commercial","Commercial","Outer London - West and North West","65","65","36230","29460"
"In post","2021","Commercial","Commercial","Overseas","35","35","49590","43300"
"In post","2021","Commercial","Commercial","Shropshire and Staffordshire","100","95","39530","34800"
"In post","2021","Commercial","Commercial","South Yorkshire","65","65","38680","38000"
"In post","2021","Commercial","Commercial","Southern Scotland","65","65","40210","39630"
"In post","2021","Commercial","Commercial","Surrey, East and West Sussex","40","35","45240","41970"
"In post","2021","Commercial","Commercial","Tees Valley and Durham","45","45","48100","44850"
"In post","2021","Commercial","Commercial","Unknown","10","10","35360","37130"
"In post","2021","Commercial","Commercial","West Central Scotland","110","105","34650","33300"
"In post","2021","Commercial","Commercial","West Midlands","95","90","39240","38000"
"In post","2021","Commercial","Commercial","West Wales and The Valleys","170","160","33380","31040"
"In post","2021","Commercial","Commercial","West Yorkshire","175","170","40790","36820"
"In post","2021","Commercial","Communications","Inner London - West","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Corporate Finance","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Derbyshire and Nottinghamshire","10","10","28180","25890"
"In post","2021","Commercial","Finance","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Gloucestershire, Wiltshire and Bath/Bristol area","10","5","[c]","[c]"
"In post","2021","Commercial","Finance","Greater Manchester","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","Inner London - East","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","Inner London - West","15","15","38740","34090"
"In post","2021","Commercial","Finance","Merseyside","5","5","[c]","[c]"
"In post","2021","Commercial","Finance","Northumberland and Tyne and Wear","10","10","[c]","[c]"
"In post","2021","Commercial","Finance","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Finance","West Yorkshire","10","10","30380","26700"
"In post","2021","Commercial","Human Resources","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Bedfordshire and Hertfordshire","20","20","33920","30750"
"In post","2021","Commercial","Knowledge and Information Management","Berkshire, Buckinghamshire and Oxfordshire","25","25","32800","33300"
"In post","2021","Commercial","Knowledge and Information Management","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Cumbria","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Dorset and Somerset","30","30","30470","26670"
"In post","2021","Commercial","Knowledge and Information Management","East Anglia","70","65","34030","33000"
"In post","2021","Commercial","Knowledge and Information Management","East Wales","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Eastern Scotland","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","160","155","37240","33300"
"In post","2021","Commercial","Knowledge and Information Management","Greater Manchester","30","30","29340","26670"
"In post","2021","Commercial","Knowledge and Information Management","Hampshire and Isle of Wight","115","115","29450","26670"
"In post","2021","Commercial","Knowledge and Information Management","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Inner London - West","105","105","38150","35770"
"In post","2021","Commercial","Knowledge and Information Management","Lancashire","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Lincolnshire","10","10","27180","26670"
"In post","2021","Commercial","Knowledge and Information Management","Merseyside","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","North Yorkshire","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Northern Ireland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Northumberland and Tyne and Wear","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Outer London - West and North West","20","20","33580","31000"
"In post","2021","Commercial","Knowledge and Information Management","Overseas","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Shropshire and Staffordshire","25","25","33710","33300"
"In post","2021","Commercial","Knowledge and Information Management","Southern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","Unknown","5","5","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","West Central Scotland","15","15","27780","26670"
"In post","2021","Commercial","Knowledge and Information Management","West Midlands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Knowledge and Information Management","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Derbyshire and Nottinghamshire","5","5","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","East Anglia","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","East Wales","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Greater Manchester","30","30","30810","31810"
"In post","2021","Commercial","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","10","10","35070","34450"
"In post","2021","Commercial","Operational Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Inner London - East","10","10","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Inner London - West","235","230","52690","47000"
"In post","2021","Commercial","Operational Delivery","Merseyside","10","10","25200","24350"
"In post","2021","Commercial","Operational Delivery","Northumberland and Tyne and Wear","5","5","[c]","[c]"
"In post","2021","Commercial","Operational Delivery","Shropshire and Staffordshire","35","35","22030","18880"
"In post","2021","Commercial","Operational Delivery","Southern Scotland","5","5","[c]","[c]"
