"Status","Year","Age","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","60-64","West Midlands (England)","2500","2065","29400","27380"
"In post","2021","60-64","Yorkshire and The Humber","2780","2200","29660","27570"
"In post","2021","65+","East Midlands (England)","460","345","28100","25560"
"In post","2021","65+","East of England","695","525","28730","26780"
"In post","2021","65+","London","2220","1820","37450","31060"
"In post","2021","65+","North East (England)","690","485","24630","21440"
"In post","2021","65+","North West (England)","1350","970","27090","24300"
"In post","2021","65+","Northern Ireland","90","70","26780","21430"
"In post","2021","65+","Overseas","25","25","47980","35530"
"In post","2021","65+","Scotland","1070","810","29370","26120"
"In post","2021","65+","South East (England)","1560","1215","29230","26340"
"In post","2021","65+","South West (England)","1185","925","33210","27570"
"In post","2021","65+","Unknown","50","45","32230","30630"
"In post","2021","65+","Wales","845","610","29640","24230"
"In post","2021","65+","West Midlands (England)","685","525","28290","26510"
"In post","2021","65+","Yorkshire and The Humber","715","520","28290","26670"
"In post","2021","Unknown","East of England","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","London","10","10","44540","34020"
"In post","2021","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Northern Ireland","15","15","33450","28480"
"In post","2021","Unknown","Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Wales","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"In post","2021","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","East of England","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","London","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North East (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","North West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Scotland","20","[c]","20990","21010"
"Leaver CS","2021","16-19","South East (England)","15","[c]","20510","21010"
"Leaver CS","2021","16-19","South West (England)","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Wales","5","[c]","[c]","[c]"
"Leaver CS","2021","16-19","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","16-19","Yorkshire and The Humber","10","[c]","[c]","[c]"
"Leaver CS","2021","20-29","East Midlands (England)","270","[c]","22490","21010"
"Leaver CS","2021","20-29","East of England","265","[c]","23970","22400"
"Leaver CS","2021","20-29","London","1505","[c]","29370","27520"
"Leaver CS","2021","20-29","North East (England)","245","[c]","22390","21010"
"Leaver CS","2021","20-29","North West (England)","485","[c]","23320","21010"
"Leaver CS","2021","20-29","Northern Ireland","15","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Overseas","5","[c]","[c]","[c]"
"Leaver CS","2021","20-29","Scotland","285","[c]","24310","22230"
"Leaver CS","2021","20-29","South East (England)","500","[c]","23000","21430"
"Leaver CS","2021","20-29","South West (England)","515","[c]","24110","21550"
"Leaver CS","2021","20-29","Unknown","200","[c]","28450","28000"
"Leaver CS","2021","20-29","Wales","365","[c]","22470","21170"
"Leaver CS","2021","20-29","West Midlands (England)","340","[c]","23090","21010"
"Leaver CS","2021","20-29","Yorkshire and The Humber","390","[c]","24370","21050"
"Leaver CS","2021","30-39","East Midlands (England)","205","[c]","25990","23740"
"Leaver CS","2021","30-39","East of England","255","[c]","28370","27570"
"Leaver CS","2021","30-39","London","1040","[c]","43290","40220"
"Leaver CS","2021","30-39","North East (England)","190","[c]","25360","21010"
"Leaver CS","2021","30-39","North West (England)","335","[c]","26590","24110"
"Leaver CS","2021","30-39","Northern Ireland","25","[c]","27440","27540"
"Leaver CS","2021","30-39","Overseas","25","[c]","34780","35000"
"Leaver CS","2021","30-39","Scotland","350","[c]","30330","27570"
"Leaver CS","2021","30-39","South East (England)","390","[c]","30470","27570"
"Leaver CS","2021","30-39","South West (England)","345","[c]","31130","28660"
"Leaver CS","2021","30-39","Unknown","130","[c]","39400","32000"
"Leaver CS","2021","30-39","Wales","280","[c]","28780","23470"
"Leaver CS","2021","30-39","West Midlands (England)","255","[c]","30020","26710"
"Leaver CS","2021","30-39","Yorkshire and The Humber","255","[c]","30590","27570"
"Leaver CS","2021","40-49","East Midlands (England)","230","[c]","30120","27570"
"Leaver CS","2021","40-49","East of England","235","[c]","30820","27570"
"Leaver CS","2021","40-49","London","670","[c]","49480","42850"
"Leaver CS","2021","40-49","North East (England)","185","[c]","29010","24130"
"Leaver CS","2021","40-49","North West (England)","290","[c]","27970","23470"
"Leaver CS","2021","40-49","Northern Ireland","30","[c]","27080","21430"
"Leaver CS","2021","40-49","Overseas","35","[c]","42370","37830"
"Leaver CS","2021","40-49","Scotland","280","[c]","32300","27150"
"Leaver CS","2021","40-49","South East (England)","355","[c]","32250","28650"
"Leaver CS","2021","40-49","South West (England)","285","[c]","34550","29200"
"Leaver CS","2021","40-49","Unknown","90","[c]","47090","36970"
"Leaver CS","2021","40-49","Wales","210","[c]","31220","26470"
"Leaver CS","2021","40-49","West Midlands (England)","240","[c]","34380","26570"
"Leaver CS","2021","40-49","Yorkshire and The Humber","275","[c]","32400","27570"
"Leaver CS","2021","50-59","East Midlands (England)","430","[c]","29100","27030"
"Leaver CS","2021","50-59","East of England","490","[c]","33020","27570"
"Leaver CS","2021","50-59","London","950","[c]","50470","41420"
"Leaver CS","2021","50-59","North East (England)","380","[c]","28980","26350"
"Leaver CS","2021","50-59","North West (England)","655","[c]","31330","26890"
"Leaver CS","2021","50-59","Northern Ireland","65","[c]","29920","22330"
"Leaver CS","2021","50-59","Overseas","35","[c]","47580","41800"
"Leaver CS","2021","50-59","Scotland","555","[c]","35680","33650"
"Leaver CS","2021","50-59","South East (England)","580","[c]","32400","27760"
"Leaver CS","2021","50-59","South West (England)","530","[c]","35780","30540"
"Leaver CS","2021","50-59","Unknown","145","[c]","54550","39180"
"Leaver CS","2021","50-59","Wales","490","[c]","30810","26710"
"Leaver CS","2021","50-59","West Midlands (England)","445","[c]","33260","27570"
"Leaver CS","2021","50-59","Yorkshire and The Humber","665","[c]","32730","27570"
"Leaver CS","2021","60-64","East Midlands (England)","255","[c]","29170","26750"
"Leaver CS","2021","60-64","East of England","300","[c]","33760","28570"
"Leaver CS","2021","60-64","London","620","[c]","49000","41600"
"Leaver CS","2021","60-64","North East (England)","380","[c]","29950","26780"
"Leaver CS","2021","60-64","North West (England)","525","[c]","30910","27400"
"Leaver CS","2021","60-64","Northern Ireland","45","[c]","25180","22100"
"Leaver CS","2021","60-64","Overseas","20","[c]","48170","41160"
"Leaver CS","2021","60-64","Scotland","480","[c]","36860","31930"
"Leaver CS","2021","60-64","South East (England)","445","[c]","32400","28340"
"Leaver CS","2021","60-64","South West (England)","420","[c]","37460","33300"
"Leaver CS","2021","60-64","Unknown","85","[c]","42080","36580"
"Leaver CS","2021","60-64","Wales","350","[c]","34520","27570"
"Leaver CS","2021","60-64","West Midlands (England)","345","[c]","31830","27130"
"Leaver CS","2021","60-64","Yorkshire and The Humber","430","[c]","32220","27570"
"Leaver CS","2021","65+","East Midlands (England)","200","[c]","24430","21370"
"Leaver CS","2021","65+","East of England","245","[c]","29110","26220"
"Leaver CS","2021","65+","London","470","[c]","37780","30280"
"Leaver CS","2021","65+","North East (England)","285","[c]","23850","21010"
"Leaver CS","2021","65+","North West (England)","455","[c]","25640","21270"
"Leaver CS","2021","65+","Northern Ireland","20","[c]","27650","21120"
"Leaver CS","2021","65+","Overseas","15","[c]","40740","40750"
"Leaver CS","2021","65+","Scotland","360","[c]","30210","26700"
"Leaver CS","2021","65+","South East (England)","405","[c]","28630","24750"
"Leaver CS","2021","65+","South West (England)","350","[c]","31230","27570"
"Leaver CS","2021","65+","Unknown","25","[c]","36980","32060"
"Leaver CS","2021","65+","Wales","260","[c]","28510","22350"
"Leaver CS","2021","65+","West Midlands (England)","245","[c]","27550","22080"
"Leaver CS","2021","65+","Yorkshire and The Humber","270","[c]","27700","26120"
"Leaver CS","2021","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","East of England","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","London","65","[c]","35800","27030"
"Leaver CS","2021","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","South West (England)","5","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Unknown","10","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2021","Unknown","Yorkshire and The Humber","30","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","16-19","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","East Midlands (England)","75","[c]","22010","21010"
"Leaver Dept.","2021","20-29","East of England","45","[c]","32170","29290"
"Leaver Dept.","2021","20-29","London","2205","[c]","35640","33300"
"Leaver Dept.","2021","20-29","North East (England)","185","[c]","23560","21010"
"Leaver Dept.","2021","20-29","North West (England)","290","[c]","24810","24110"
"Leaver Dept.","2021","20-29","Northern Ireland","5","[c]","[c]","[c]"
"Leaver Dept.","2021","20-29","Overseas","25","[c]","39670","37910"
"Leaver Dept.","2021","20-29","Scotland","155","[c]","26000","24050"
"Leaver Dept.","2021","20-29","South East (England)","125","[c]","26980","26520"
"Leaver Dept.","2021","20-29","South West (England)","255","[c]","26660","26940"
"Leaver Dept.","2021","20-29","Unknown","470","[c]","32260","32000"
"Leaver Dept.","2021","20-29","Wales","175","[c]","25780","23280"
"Leaver Dept.","2021","20-29","West Midlands (England)","150","[c]","23140","21050"
"Leaver Dept.","2021","20-29","Yorkshire and The Humber","185","[c]","27390","27570"
"Leaver Dept.","2021","30-39","East Midlands (England)","85","[c]","27030","23020"
"Leaver Dept.","2021","30-39","East of England","60","[c]","33040","29750"
"Leaver Dept.","2021","30-39","London","1710","[c]","46850","47860"
"Leaver Dept.","2021","30-39","North East (England)","195","[c]","26320","24960"
"Leaver Dept.","2021","30-39","North West (England)","315","[c]","27860","25750"
"Leaver Dept.","2021","30-39","Northern Ireland","15","[c]","[c]","[c]"
"Leaver Dept.","2021","30-39","Overseas","40","[c]","47410","52430"
"Leaver Dept.","2021","30-39","Scotland","190","[c]","30140","27570"
"Leaver Dept.","2021","30-39","South East (England)","100","[c]","32350","30830"
"Leaver Dept.","2021","30-39","South West (England)","240","[c]","34590","32710"
"Leaver Dept.","2021","30-39","Unknown","165","[c]","39720","32040"
"Leaver Dept.","2021","30-39","Wales","215","[c]","31980","29540"
"Leaver Dept.","2021","30-39","West Midlands (England)","185","[c]","27490","24570"
"Leaver Dept.","2021","30-39","Yorkshire and The Humber","170","[c]","34190","31990"
"Leaver Dept.","2021","40-49","East Midlands (England)","45","[c]","31300","27570"
"Leaver Dept.","2021","40-49","East of England","50","[c]","33910","31660"
"Leaver Dept.","2021","40-49","London","850","[c]","55900","55100"
"Leaver Dept.","2021","40-49","North East (England)","125","[c]","29220","27570"
"Leaver Dept.","2021","40-49","North West (England)","265","[c]","30870","27570"
"Leaver Dept.","2021","40-49","Northern Ireland","15","[c]","33990","25630"
"Leaver Dept.","2021","40-49","Overseas","30","[c]","57660","58450"
"Leaver Dept.","2021","40-49","Scotland","120","[c]","31880","27570"
"Leaver Dept.","2021","40-49","South East (England)","95","[c]","36810","31990"
"Leaver Dept.","2021","40-49","South West (England)","170","[c]","42480","39570"
"Leaver Dept.","2021","40-49","Unknown","45","[c]","46750","42920"
"Leaver Dept.","2021","40-49","Wales","105","[c]","34780","28370"
"Leaver Dept.","2021","40-49","West Midlands (England)","130","[c]","32150","27570"
"Leaver Dept.","2021","40-49","Yorkshire and The Humber","160","[c]","36280","33300"
"Leaver Dept.","2021","50-59","East Midlands (England)","55","[c]","28400","24450"
"Leaver Dept.","2021","50-59","East of England","40","[c]","30630","27940"
"Leaver Dept.","2021","50-59","London","440","[c]","52970","46070"
"Leaver Dept.","2021","50-59","North East (England)","90","[c]","34030","27570"
"Leaver Dept.","2021","50-59","North West (England)","185","[c]","35170","29160"
"Leaver Dept.","2021","50-59","Northern Ireland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","50-59","Overseas","25","[c]","52880","56280"
"Leaver Dept.","2021","50-59","Scotland","135","[c]","33150","27570"
"Leaver Dept.","2021","50-59","South East (England)","90","[c]","35670","29290"
"Leaver Dept.","2021","50-59","South West (England)","120","[c]","40210","36970"
"Leaver Dept.","2021","50-59","Unknown","25","[c]","50660","46910"
"Leaver Dept.","2021","50-59","Wales","75","[c]","38160","36030"
"Leaver Dept.","2021","50-59","West Midlands (England)","70","[c]","34280","27570"
"Leaver Dept.","2021","50-59","Yorkshire and The Humber","95","[c]","38520","32620"
"Leaver Dept.","2021","60-64","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","East of England","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","London","35","[c]","50380","52140"
"Leaver Dept.","2021","60-64","North East (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","North West (England)","15","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Scotland","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South East (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","South West (England)","10","[c]","28640","24670"
"Leaver Dept.","2021","60-64","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Wales","10","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","60-64","Yorkshire and The Humber","10","[c]","32790","27570"
"Leaver Dept.","2021","65+","London","10","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","65+","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","London","90","[c]","46990","43340"
"Leaver Dept.","2021","Unknown","North West (England)","5","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","South West (England)","10","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Yorkshire and The Humber","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","East Midlands (England)","45","[c]","21380","21010"
"New entrant CS","2021","16-19","East of England","35","[c]","23260","21500"
"New entrant CS","2021","16-19","London","120","[c]","24800","24300"
"New entrant CS","2021","16-19","North East (England)","75","[c]","21150","21010"
"New entrant CS","2021","16-19","North West (England)","100","[c]","21090","21010"
"New entrant CS","2021","16-19","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Scotland","95","[c]","20130","20140"
"New entrant CS","2021","16-19","South East (England)","85","[c]","22580","21430"
"New entrant CS","2021","16-19","South West (England)","100","[c]","18590","18850"
"New entrant CS","2021","16-19","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","16-19","Wales","95","[c]","20390","20140"
"New entrant CS","2021","16-19","West Midlands (England)","50","[c]","21640","21010"
"New entrant CS","2021","16-19","Yorkshire and The Humber","85","[c]","21100","21010"
"New entrant CS","2021","20-29","East Midlands (England)","915","[c]","23990","22920"
"New entrant CS","2021","20-29","East of England","1060","[c]","25390","25560"
"New entrant CS","2021","20-29","London","7910","[c]","31110","31060"
"New entrant CS","2021","20-29","North East (England)","1345","[c]","23210","21010"
"New entrant CS","2021","20-29","North West (England)","2435","[c]","24200","22570"
"New entrant CS","2021","20-29","Northern Ireland","125","[c]","22090","20140"
"New entrant CS","2021","20-29","Overseas","5","[c]","[c]","[c]"
"New entrant CS","2021","20-29","Scotland","1565","[c]","24290","21010"
"New entrant CS","2021","20-29","South East (England)","1905","[c]","25310","25500"
"New entrant CS","2021","20-29","South West (England)","1775","[c]","24720","23140"
"New entrant CS","2021","20-29","Unknown","345","[c]","28020","27570"
"New entrant CS","2021","20-29","Wales","1270","[c]","23510","21590"
"New entrant CS","2021","20-29","West Midlands (England)","1330","[c]","24000","22850"
"New entrant CS","2021","20-29","Yorkshire and The Humber","1930","[c]","24600","22920"
"New entrant CS","2021","30-39","East Midlands (England)","590","[c]","27010","25560"
"New entrant CS","2021","30-39","East of England","685","[c]","27490","27570"
"New entrant CS","2021","30-39","London","3475","[c]","39040","32960"
"New entrant CS","2021","30-39","North East (England)","780","[c]","25530","22850"
"New entrant CS","2021","30-39","North West (England)","1450","[c]","27770","26180"
"New entrant CS","2021","30-39","Northern Ireland","115","[c]","25680","20140"
"New entrant CS","2021","30-39","Overseas","10","[c]","[c]","[c]"
"New entrant CS","2021","30-39","Scotland","1170","[c]","28720","26160"
"New entrant CS","2021","30-39","South East (England)","1280","[c]","28940","27570"
"New entrant CS","2021","30-39","South West (England)","1200","[c]","30240","27570"
"New entrant CS","2021","30-39","Unknown","190","[c]","33450","27570"
"New entrant CS","2021","30-39","Wales","785","[c]","27530","24000"
"New entrant CS","2021","30-39","West Midlands (England)","860","[c]","28370","27570"
"New entrant CS","2021","30-39","Yorkshire and The Humber","1020","[c]","28850","27570"
"New entrant CS","2021","40-49","East Midlands (England)","435","[c]","29230","27570"
"New entrant CS","2021","40-49","East of England","575","[c]","28240","27570"
"New entrant CS","2021","40-49","London","2000","[c]","42730","33780"
"New entrant CS","2021","40-49","North East (England)","540","[c]","26600","22850"
"New entrant CS","2021","40-49","North West (England)","1035","[c]","29990","27570"
"New entrant CS","2021","40-49","Northern Ireland","60","[c]","23960","20610"
"New entrant CS","2021","40-49","Overseas","10","[c]","38040","33150"
"New entrant CS","2021","40-49","Scotland","855","[c]","30500","27570"
"New entrant CS","2021","40-49","South East (England)","1005","[c]","30430","27570"
"New entrant CS","2021","40-49","South West (England)","930","[c]","33180","27570"
"New entrant CS","2021","40-49","Unknown","150","[c]","37330","27780"
"New entrant CS","2021","40-49","Wales","425","[c]","29430","26130"
"New entrant CS","2021","40-49","West Midlands (England)","640","[c]","31260","27570"
"New entrant CS","2021","40-49","Yorkshire and The Humber","765","[c]","31930","27570"
"New entrant CS","2021","50-59","East Midlands (England)","420","[c]","27460","27570"
"New entrant CS","2021","50-59","East of England","545","[c]","28210","27570"
"New entrant CS","2021","50-59","London","1350","[c]","42200","32660"
"New entrant CS","2021","50-59","North East (England)","420","[c]","25100","21010"
"New entrant CS","2021","50-59","North West (England)","820","[c]","28200","24880"
"New entrant CS","2021","50-59","Northern Ireland","45","[c]","25570","21250"
"New entrant CS","2021","50-59","Overseas","15","[c]","42380","33000"
"New entrant CS","2021","50-59","Scotland","690","[c]","29800","26160"
"New entrant CS","2021","50-59","South East (England)","1075","[c]","29490","27570"
"New entrant CS","2021","50-59","South West (England)","770","[c]","31810","27570"
"New entrant CS","2021","50-59","Unknown","155","[c]","39340","27570"
"New entrant CS","2021","50-59","Wales","310","[c]","28080","22920"
"New entrant CS","2021","50-59","West Midlands (England)","480","[c]","30740","27570"
"New entrant CS","2021","50-59","Yorkshire and The Humber","615","[c]","30550","27570"
"New entrant CS","2021","60-64","East Midlands (England)","65","[c]","26560","27570"
"New entrant CS","2021","60-64","East of England","95","[c]","27690","27570"
"New entrant CS","2021","60-64","London","200","[c]","43880","33390"
"New entrant CS","2021","60-64","North East (England)","90","[c]","25360","21010"
"New entrant CS","2021","60-64","North West (England)","170","[c]","26360","21010"
"New entrant CS","2021","60-64","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","60-64","Scotland","90","[c]","28780","23800"
"New entrant CS","2021","60-64","South East (England)","215","[c]","26780","27570"
"New entrant CS","2021","60-64","South West (England)","160","[c]","31130","27570"
"New entrant CS","2021","60-64","Unknown","45","[c]","35880","27570"
"New entrant CS","2021","60-64","Wales","60","[c]","26850","21590"
"New entrant CS","2021","60-64","West Midlands (England)","80","[c]","28280","26280"
"New entrant CS","2021","60-64","Yorkshire and The Humber","90","[c]","29610","27570"
"New entrant CS","2021","65+","East Midlands (England)","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","East of England","15","[c]","39690","27570"
"New entrant CS","2021","65+","London","60","[c]","40970","30460"
"New entrant CS","2021","65+","North East (England)","15","[c]","26070","21010"
"New entrant CS","2021","65+","North West (England)","25","[c]","32520","25620"
"New entrant CS","2021","65+","Northern Ireland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","65+","Scotland","15","[c]","34670","29190"
"New entrant CS","2021","65+","South East (England)","55","[c]","27350","25390"
"New entrant CS","2021","65+","South West (England)","40","[c]","30140","27570"
"New entrant CS","2021","65+","Unknown","10","[c]","[c]","[c]"
"New entrant CS","2021","65+","Wales","5","[c]","[c]","[c]"
"New entrant CS","2021","65+","West Midlands (England)","10","[c]","44620","36330"
"New entrant CS","2021","65+","Yorkshire and The Humber","15","[c]","40260","28770"
"New entrant CS","2021","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales","[c]","[c]","[c]","[c]"
"Notes","Summary figures are suppressed when information relates to less than 5 civil servants for FTE or Headcount, and less than 10 civil servants for median and mean salary (shown as [c]). Zero responses and salaries for less than 30 civil servants have been suppressed for GPDR special category data. FTE figures are not shown for entrants or leavers due to data quality concerns for these groups. Figures are rounded to the nearest 5, or £10 as appropriate.","","","","","",""
"Data source","All figures are aggregated from the Cabinet Office Annual Civil Service Employment Survey collection. https://www.gov.uk/government/collections/civil-service-statistics","","","","","",""
