"Status","Year","Age","Disability","Profession_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Declared non-disabled","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Statistics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Heterosexual / straight","50","45","20460","20140"
"In post","2021","16-19","Declared non-disabled","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Tax","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Heterosexual / straight","190","190","22530","21010"
"In post","2021","16-19","Declared non-disabled","Unknown","LGBO","20","20","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Undeclared","10","10","[c]","[c]"
"In post","2021","16-19","Declared non-disabled","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Other","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Undeclared","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Undeclared","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Economics","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Finance","Unknown","10","5","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","International Trade","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Knowledge and Information Management","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Knowledge and Information Management","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Heterosexual / straight","30","30","21530","21950"
"In post","2021","16-19","Unknown","Operational Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Delivery","Unknown","175","165","20820","20810"
"In post","2021","16-19","Unknown","Operational Research","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Research","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Other","Unknown","50","50","18680","16780"
"In post","2021","16-19","Unknown","Policy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Policy","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Property","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Science and Engineering","Unknown","45","45","16970","16780"
"In post","2021","16-19","Unknown","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Security","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Statistics","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Statistics","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tax","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tax","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Tax","Unknown","95","90","20310","20140"
"In post","2021","16-19","Unknown","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Unknown","Unknown","60","60","21560","20800"
"In post","2021","20-29","Declared disabled","Commercial","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Heterosexual / straight","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Communications","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Corporate Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Corporate Finance","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Corporate Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data and Technology","Heterosexual / straight","65","65","31540","30830"
"In post","2021","20-29","Declared disabled","Digital, Data and Technology","LGBO","30","30","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Digital, Data and Technology","Unknown","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Economics","Heterosexual / straight","35","35","37650","34120"
"In post","2021","20-29","Declared disabled","Economics","LGBO","10","10","[c]","[c]"
"In post","2021","20-29","Declared disabled","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Heterosexual / straight","45","45","32940","30230"
"In post","2021","20-29","Declared disabled","Finance","LGBO","5","5","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Heterosexual / straight","70","70","32020","29510"
"In post","2021","20-29","Declared disabled","Human Resources","LGBO","20","20","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Intelligence Analysis","Heterosexual / straight","30","30","30770","29250"
"In post","2021","20-29","Declared disabled","Intelligence Analysis","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","20-29","Declared disabled","International Trade","Heterosexual / straight","15","15","[c]","[c]"
