"Status","Year","Age","Function_of_post","Region_ITL1","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","16-19","Commercial","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Communications","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Counter Fraud","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","North East (England)","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Debt","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Scotland","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Debt","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Debt","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","West Midlands (England)","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Debt","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Debt","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Digital, Data & Technology","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Finance","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Scotland","Unknown","10","5","[c]","[c]"
"In post","2021","16-19","Finance","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","South West (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Finance","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Finance","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Grants Management","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Human Resources","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Human Resources","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Legal","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Scotland","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","Legal","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Legal","Yorkshire and The Humber","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Midlands (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","No function","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","No function","East of England","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","No function","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","East of England","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","No function","London","Heterosexual / straight","40","35","24410","24300"
"In post","2021","16-19","No function","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","London","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","No function","London","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","No function","North East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","No function","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North East (England)","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","No function","North West (England)","Heterosexual / straight","30","30","21020","20140"
"In post","2021","16-19","No function","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","North West (England)","Unknown","35","35","20210","20140"
"In post","2021","16-19","No function","Northern Ireland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Northern Ireland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Northern Ireland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scotland","Heterosexual / straight","15","10","[c]","[c]"
"In post","2021","16-19","No function","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Scotland","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","No function","South East (England)","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","No function","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South East (England)","Undeclared","5","5","[c]","[c]"
"In post","2021","16-19","No function","South East (England)","Unknown","20","20","[c]","[c]"
"In post","2021","16-19","No function","South West (England)","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","16-19","No function","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","South West (England)","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","No function","Wales","Heterosexual / straight","40","35","20260","20140"
"In post","2021","16-19","No function","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Wales","Unknown","35","30","19530","19850"
"In post","2021","16-19","No function","West Midlands (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","No function","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","West Midlands (England)","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","No function","Yorkshire and The Humber","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","16-19","No function","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","No function","Yorkshire and The Humber","Unknown","30","30","20140","20140"
"In post","2021","16-19","Project Delivery","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","London","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Project Delivery","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Scotland","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","South East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South West (England)","Heterosexual / straight","50","50","18470","17780"
"In post","2021","16-19","Project Delivery","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South West (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","South West (England)","Unknown","40","40","17060","16780"
"In post","2021","16-19","Project Delivery","Wales","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wales","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Project Delivery","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North East (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Scotland","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Property","South East (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Property","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","South East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Wales","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Wales","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Wales","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Midlands (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","West Midlands (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Property","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East of England","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","East of England","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","North West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Scotland","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Scotland","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South East (England)","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","16-19","Security","South East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South East (England)","Unknown","5","5","[c]","[c]"
"In post","2021","16-19","Security","South West (England)","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","South West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Yorkshire and The Humber","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Yorkshire and The Humber","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Security","Yorkshire and The Humber","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East Midlands (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Heterosexual / straight","20","15","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","East of England","Unknown","10","10","[c]","[c]"
"In post","2021","16-19","Unknown","London","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Heterosexual / straight","35","35","21420","21010"
"In post","2021","16-19","Unknown","North East (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North East (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Heterosexual / straight","40","35","21210","21010"
"In post","2021","16-19","Unknown","North West (England)","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","North West (England)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Heterosexual / straight","55","55","21530","21150"
"In post","2021","16-19","Unknown","Scotland","LGBO","5","5","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","16-19","Unknown","Scotland","Unknown","15","15","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","16-19","Unknown","South East (England)","LGBO","[c]","[c]","[c]","[c]"
