"Status","Year","Ethnicity","Function_of_post","Organisation","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Digital, Data & Technology","Northern Ireland Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Office for Standards in Education, Children's Services and Skills","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Office of Gas and Electricity Markets","Digital, Data and Technology","5","5","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Office of Qualifications and Examinations Regulation","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Office of Rail and Road","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Planning Inspectorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Public Health England","Digital, Data and Technology","10","10","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Queen Elizabeth II Centre","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Registers of Scotland","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Scottish Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Scottish Prison Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Serious Fraud Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Submarine Delivery Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Submarine Delivery Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","The National Archives","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","The National Archives","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","UK Export Finance","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","UK Hydrographic Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","UK Intellectual Property Office","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","UK Intellectual Property Office","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","United Kingdom Statistics Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Valuation Office Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Vehicle Certification Agency","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Veterinary Medicines Directorate","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Water Services Regulation Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Welsh Revenue Authority","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Digital, Data & Technology","Wilton Park","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Cabinet Office (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Finance","Centre for Environment, Fisheries and Aquaculture Science","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Charity Commission","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Companies House","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Competition and Markets Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Criminal Injuries Compensation Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Debt Management Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Debt Management Office","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Electronics and Components Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Science and Technology Laboratory","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Science and Technology Laboratory","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Science and Technology Laboratory","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Defence Science and Technology Laboratory","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","10","10","[c]","[c]"
"In post","2021","Black","Finance","Department for Digital, Culture, Media and Sport","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Digital, Culture, Media and Sport","Finance","5","5","[c]","[c]"
"In post","2021","Black","Finance","Department for Education (excl. agencies)","Finance","25","25","[c]","[c]"
"In post","2021","Black","Finance","Department for Environment, Food and Rural Affairs (excl. agencies)","Finance","20","20","[c]","[c]"
"In post","2021","Black","Finance","Department for International Trade","Finance","10","10","[c]","[c]"
"In post","2021","Black","Finance","Department for International Trade","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for International Trade","International Trade","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Finance","10","10","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department of Health and Social Care (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Department of Health and Social Care (excl. agencies)","Finance","15","15","[c]","[c]"
"In post","2021","Black","Finance","Driver and Vehicle Licensing Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Driver and Vehicle Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Education and Skills Funding Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","ESTYN","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","FCDO Services","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Food Standards Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Foreign, Commonwealth and Development Office (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Government Actuary's Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Government Internal Audit Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Government Legal Department","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Government Legal Department","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Government Property Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Government Property Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Health and Safety Executive","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Finance","5","5","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Courts and Tribunals Service","Property","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Land Registry","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Revenue and Customs (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Revenue and Customs (excl. agencies)","Finance","30","30","39290","36160"
"In post","2021","Black","Finance","HM Revenue and Customs (excl. agencies)","Operational Delivery","10","5","[c]","[c]"
"In post","2021","Black","Finance","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Revenue and Customs (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Revenue and Customs (excl. agencies)","Tax","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Revenue and Customs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Finance","HM Treasury (excl. agencies)","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Treasury (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","HM Treasury (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Insolvency Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Institute for Apprenticeships and Technical Education","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Institute for Apprenticeships and Technical Education","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Institute for Apprenticeships and Technical Education","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Legal Aid Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Maritime and Coastguard Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Medicines and Healthcare Products Regulatory Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Met Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Met Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Defence (excl. agencies)","Finance","40","40","39830","35000"
"In post","2021","Black","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Economics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","10","10","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Housing, Communities and Local Government (excl. agencies)","Statistics","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Justice (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Justice (excl. agencies)","Finance","40","40","38090","34380"
"In post","2021","Black","Finance","Ministry of Justice (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Justice (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Justice (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Ministry of Justice (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","National Crime Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","National Savings and Investments","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Northern Ireland Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Office of Gas and Electricity Markets","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Office of Gas and Electricity Markets","Counter Fraud","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Planning Inspectorate","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Public Health England","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Public Health England","Finance","10","10","[c]","[c]"
"In post","2021","Black","Finance","Queen Elizabeth II Centre","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Registers of Scotland","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Scottish Courts and Tribunals Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Scottish Forestry","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Scottish Prison Service","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Serious Fraud Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Serious Fraud Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Submarine Delivery Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Submarine Delivery Agency","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","The National Archives","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Export Finance","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Hydrographic Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Intellectual Property Office","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Intellectual Property Office","Internal Audit","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Space Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Space Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","UK Supreme Court","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","United Kingdom Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Valuation Office Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Vehicle Certification Agency","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Vehicle Certification Agency","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Vehicle Certification Agency","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Vehicle Certification Agency","Science and Engineering","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Veterinary Medicines Directorate","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Wales Office","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Water Services Regulation Authority","Corporate Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Finance","Wilton Park","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Charity Commission","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Grants Management","Rural Payments Agency","Operational Delivery","10","10","[c]","[c]"
"In post","2021","Black","Grants Management","Rural Payments Agency","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Cabinet Office (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Cabinet Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Cabinet Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Cabinet Office (excl. agencies)","Unknown","45","45","41160","36460"
"In post","2021","Black","Human Resources","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Crown Prosecution Service","Human Resources","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","Debt Management Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Defence Electronics and Components Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Defence Equipment and Support","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Defence Equipment and Support","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Defence Equipment and Support","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Defence Equipment and Support","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Human Resources","15","15","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Business, Energy and Industrial Strategy (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Digital, Culture, Media and Sport","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Digital, Culture, Media and Sport","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Education (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Environment, Food and Rural Affairs (excl. agencies)","Human Resources","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Department for International Trade","Human Resources","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Department for International Trade","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Security","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department for Transport (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Department of Health and Social Care (excl. agencies)","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Driver and Vehicle Licensing Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Driver and Vehicle Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Education and Skills Funding Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","ESTYN","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","FCDO Services","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Food Standards Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Food Standards Agency","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Other","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Foreign, Commonwealth and Development Office (excl. agencies)","Policy","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Forestry and Land Scotland","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Government Actuary's Department","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Government Internal Audit Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Government Legal Department","Human Resources","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","Government Property Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Health and Safety Executive","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Health and Safety Executive","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HM Courts and Tribunals Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HM Courts and Tribunals Service","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HM Courts and Tribunals Service","Project Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HM Land Registry","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HM Prison and Probation Service","Human Resources","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Human Resources","20","20","[c]","[c]"
"In post","2021","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Operational Research","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Tax","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","HM Revenue and Customs (excl. agencies)","Unknown","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","HM Treasury (excl. agencies)","Human Resources","10","10","[c]","[c]"
"In post","2021","Black","Human Resources","HM Treasury (excl. agencies)","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Insolvency Service","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Institute for Apprenticeships and Technical Education","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Institute for Apprenticeships and Technical Education","Operational Delivery","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Legal Aid Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Maritime and Coastguard Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Medicines and Healthcare Products Regulatory Agency","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Met Office","Human Resources","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Defence (excl. agencies)","Human Resources","30","25","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","5","5","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Justice (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Justice (excl. agencies)","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Justice (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Justice (excl. agencies)","Human Resources","25","25","[c]","[c]"
"In post","2021","Black","Human Resources","Ministry of Justice (excl. agencies)","Operational Delivery","5","5","[c]","[c]"
