"Status","Year","Disability","Parent_department","Responsibility_level_grouped","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Declared disabled","Attorney General's Departments","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Attorney General's Departments","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","AA/AO","Heterosexual / straight","65","60","21970","20800"
"In post","2021","Declared disabled","Cabinet Office","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","EO","Heterosexual / straight","90","85","27040","27500"
"In post","2021","Declared disabled","Cabinet Office","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","EO","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","G6/G7","Heterosexual / straight","170","165","58550","56350"
"In post","2021","Declared disabled","Cabinet Office","G6/G7","LGBO","35","35","56300","54700"
"In post","2021","Declared disabled","Cabinet Office","G6/G7","Undeclared","30","30","57800","56440"
"In post","2021","Declared disabled","Cabinet Office","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","SCS level","Heterosexual / straight","35","35","92360","79090"
"In post","2021","Declared disabled","Cabinet Office","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","SCS level","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","SEO/HEO","Heterosexual / straight","170","165","35980","35500"
"In post","2021","Declared disabled","Cabinet Office","SEO/HEO","LGBO","35","35","36720","35590"
"In post","2021","Declared disabled","Cabinet Office","SEO/HEO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Cabinet Office","SEO/HEO","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6/G7","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO/HEO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Chancellor's other departments","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6/G7","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Charity Commission","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6/G7","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6/G7","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Competition and Markets Authority","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Heterosexual / straight","70","60","21800","21140"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","AA/AO","Unknown","35","30","21380","20880"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Heterosexual / straight","100","95","26870","26380"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","EO","Unknown","30","30","26900","26410"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Heterosexual / straight","180","170","58810","56380"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","G6/G7","Unknown","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","LGBO","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Heterosexual / straight","285","275","37400","36070"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","LGBO","60","60","36460","33670"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Undeclared","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Business, Energy and Industrial Strategy","SEO/HEO","Unknown","95","90","36690","36260"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Heterosexual / straight","35","35","36290","34280"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Digital, Culture, Media and Sport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AA/AO","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","EO","Heterosexual / straight","85","80","26530","26000"
"In post","2021","Declared disabled","Department for Education","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","EO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","EO","Unknown","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G6/G7","Heterosexual / straight","150","145","56200","53950"
"In post","2021","Declared disabled","Department for Education","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","G6/G7","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","SEO/HEO","Heterosexual / straight","265","255","35410","36500"
"In post","2021","Declared disabled","Department for Education","SEO/HEO","LGBO","35","35","34170","32940"
"In post","2021","Declared disabled","Department for Education","SEO/HEO","Undeclared","35","35","35700","36780"
"In post","2021","Declared disabled","Department for Education","SEO/HEO","Unknown","30","30","36720","36870"
"In post","2021","Declared disabled","Department for Education","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Education","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Heterosexual / straight","170","155","21860","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","AA/AO","Unknown","40","35","21210","21050"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Heterosexual / straight","160","150","26530","25890"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","LGBO","25","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","EO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Heterosexual / straight","160","155","53710","53200"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Undeclared","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Heterosexual / straight","335","320","34450","33790"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","LGBO","50","45","34470","33510"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Undeclared","45","40","35490","35900"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","SEO/HEO","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Environment, Food and Rural Affairs","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AA/AO","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AA/AO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","EO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G6/G7","Heterosexual / straight","55","55","57490","55880"
"In post","2021","Declared disabled","Department for International Trade","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G6/G7","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","G6/G7","Unknown","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SEO/HEO","Heterosexual / straight","40","40","35230","35160"
"In post","2021","Declared disabled","Department for International Trade","SEO/HEO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SEO/HEO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for International Trade","SEO/HEO","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","AA/AO","Heterosexual / straight","335","285","21100","21590"
"In post","2021","Declared disabled","Department for Transport","AA/AO","LGBO","30","25","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","AA/AO","Undeclared","215","165","20370","21590"
"In post","2021","Declared disabled","Department for Transport","AA/AO","Unknown","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","EO","Heterosexual / straight","265","240","27910","26780"
"In post","2021","Declared disabled","Department for Transport","EO","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","EO","Undeclared","105","95","27780","26780"
"In post","2021","Declared disabled","Department for Transport","EO","Unknown","20","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G6/G7","Heterosexual / straight","65","65","59240","54760"
"In post","2021","Declared disabled","Department for Transport","G6/G7","LGBO","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G6/G7","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SEO/HEO","Heterosexual / straight","205","195","37120","35430"
"In post","2021","Declared disabled","Department for Transport","SEO/HEO","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Transport","SEO/HEO","Undeclared","45","45","36970","35380"
"In post","2021","Declared disabled","Department for Transport","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","AA/AO","Heterosexual / straight","3540","2990","21160","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","AA/AO","LGBO","335","310","21220","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","AA/AO","Undeclared","620","520","21160","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","AA/AO","Unknown","625","505","21120","21010"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Heterosexual / straight","6230","5525","28040","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","LGBO","620","585","28190","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Undeclared","830","725","28050","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","EO","Unknown","765","655","28140","27570"
"In post","2021","Declared disabled","Department for Work and Pensions","G6/G7","Heterosexual / straight","250","235","56160","54070"
"In post","2021","Declared disabled","Department for Work and Pensions","G6/G7","LGBO","35","30","57540","54770"
"In post","2021","Declared disabled","Department for Work and Pensions","G6/G7","Undeclared","30","30","58130","54690"
"In post","2021","Declared disabled","Department for Work and Pensions","G6/G7","Unknown","25","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Heterosexual / straight","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","Heterosexual / straight","1225","1125","35650","34290"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","LGBO","125","120","34670","33320"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","Undeclared","165","155","35960","34290"
"In post","2021","Declared disabled","Department for Work and Pensions","SEO/HEO","Unknown","110","100","35840","34290"
"In post","2021","Declared disabled","Department of Health and Social Care","AA/AO","Heterosexual / straight","60","55","21200","20350"
"In post","2021","Declared disabled","Department of Health and Social Care","AA/AO","LGBO","15","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AA/AO","Undeclared","5","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Heterosexual / straight","50","45","26190","25870"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","LGBO","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Undeclared","10","10","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","EO","Unknown","10","5","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G6/G7","Heterosexual / straight","85","80","57340","54760"
"In post","2021","Declared disabled","Department of Health and Social Care","G6/G7","LGBO","20","20","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G6/G7","Undeclared","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","G6/G7","Unknown","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SCS level","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Declared disabled","Department of Health and Social Care","SEO/HEO","Heterosexual / straight","150","140","35880","36330"
