"Status","Year","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Black","Defence Equipment and Support","215","210","32550","32250"
"In post","2021","Black","Defence Science and Technology Laboratory","25","25","[c]","[c]"
"In post","2021","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","270","270","40950","37420"
"In post","2021","Black","Department for Digital, Culture, Media and Sport","85","85","40910","34020"
"In post","2021","Black","Department for Education (excl. agencies)","225","220","40140","36780"
"In post","2021","Black","Department for Environment, Food and Rural Affairs (excl. agencies)","180","180","36240","33010"
"In post","2021","Black","Department for International Trade","125","125","38750","35560"
"In post","2021","Black","Department for Transport (excl. agencies)","175","170","39460","36160"
"In post","2021","Black","Department for Work and Pensions (excl. agencies)","3865","3650","29100","30010"
"In post","2021","Black","Department of Health and Social Care (excl. agencies)","100","95","36890","32790"
"In post","2021","Black","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Licensing Agency","10","10","[c]","[c]"
"In post","2021","Black","Driver and Vehicle Standards Agency","50","50","31590","30780"
"In post","2021","Black","Education and Skills Funding Agency","45","45","40270","36640"
"In post","2021","Black","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Black","FCDO Services","30","30","[c]","[c]"
"In post","2021","Black","Food Standards Agency","50","50","34660","32830"
"In post","2021","Black","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Foreign, Commonwealth and Development Office (excl. agencies)","235","230","38520","34770"
"In post","2021","Black","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Government Actuary's Department","10","10","[c]","[c]"
"In post","2021","Black","Government Internal Audit Agency","20","20","[c]","[c]"
"In post","2021","Black","Government Legal Department","165","160","41640","33460"
"In post","2021","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Health and Safety Executive","25","25","[c]","[c]"
"In post","2021","Black","HM Courts and Tribunals Service","945","895","25380","23500"
"In post","2021","Black","HM Land Registry","65","60","32480","30600"
"In post","2021","Black","HM Prison and Probation Service","2175","2115","31490","30670"
"In post","2021","Black","HM Revenue and Customs (excl. agencies)","1405","1350","31980","29570"
"In post","2021","Black","HM Treasury (excl. agencies)","70","70","36810","32320"
"In post","2021","Black","Home Office (incl. agencies)","1890","1780","32540","29080"
"In post","2021","Black","Insolvency Service","60","60","29990","25120"
"In post","2021","Black","Institute for Apprenticeships and Technical Education","10","10","[c]","[c]"
"In post","2021","Black","Legal Aid Agency","45","40","27460","21930"
"In post","2021","Black","Maritime and Coastguard Agency","5","5","[c]","[c]"
"In post","2021","Black","Medicines and Healthcare Products Regulatory Agency","100","95","37830","32970"
"In post","2021","Black","Met Office","5","5","[c]","[c]"
"In post","2021","Black","Ministry of Defence (excl. agencies)","500","490","32570","30200"
"In post","2021","Black","Ministry of Housing, Communities and Local Government (excl. agencies)","145","145","41270","38160"
"In post","2021","Black","Ministry of Justice (excl. agencies)","340","335","36030","32360"
"In post","2021","Black","National Crime Agency","100","100","36660","36200"
"In post","2021","Black","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","National Savings and Investments","10","10","[c]","[c]"
"In post","2021","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Black","Office for Standards in Education, Children's Services and Skills","60","55","44520","44610"
"In post","2021","Black","Office of Gas and Electricity Markets","55","55","43040","39550"
"In post","2021","Black","Office of Qualifications and Examinations Regulation","5","5","[c]","[c]"
"In post","2021","Black","Office of Rail and Road","20","20","[c]","[c]"
"In post","2021","Black","Office of the Public Guardian","95","85","21120","19930"
"In post","2021","Black","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Planning Inspectorate","5","5","[c]","[c]"
"In post","2021","Black","Public Health England","485","450","40500","33180"
"In post","2021","Black","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Black","Registers of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Black","Rural Payments Agency","10","10","[c]","[c]"
"In post","2021","Black","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Government (excl. agencies)","35","35","41150","38080"
"In post","2021","Black","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Black","Scottish Prison Service","5","5","[c]","[c]"
"In post","2021","Black","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Serious Fraud Office","20","20","[c]","[c]"
"In post","2021","Black","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Standards and Testing Agency","10","10","[c]","[c]"
"In post","2021","Black","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","Submarine Delivery Agency","15","15","[c]","[c]"
"In post","2021","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","The National Archives","5","5","[c]","[c]"
"In post","2021","Black","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Export Finance","30","30","45430","38410"
"In post","2021","Black","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","UK Intellectual Property Office","10","10","[c]","[c]"
"In post","2021","Black","UK Space Agency","5","5","[c]","[c]"
"In post","2021","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Black","United Kingdom Statistics Authority","70","60","30210","29540"
"In post","2021","Black","Valuation Office Agency","60","55","35170","31060"
"In post","2021","Black","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Black","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Black","Water Services Regulation Authority","10","10","[c]","[c]"
"In post","2021","Black","Welsh Government (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Black","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Black","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Animal and Plant Health Agency","5","5","[c]","[c]"
"In post","2021","Chinese","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"In post","2021","Chinese","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Charity Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Companies House","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Competition and Markets Authority","5","5","[c]","[c]"
"In post","2021","Chinese","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service","25","20","[c]","[c]"
"In post","2021","Chinese","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Defence Science and Technology Laboratory","5","5","[c]","[c]"
"In post","2021","Chinese","Department for Business, Energy and Industrial Strategy (excl. agencies)","45","45","45300","40220"
"In post","2021","Chinese","Department for Digital, Culture, Media and Sport","5","5","[c]","[c]"
"In post","2021","Chinese","Department for Education (excl. agencies)","25","25","[c]","[c]"
"In post","2021","Chinese","Department for Environment, Food and Rural Affairs (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Chinese","Department for International Trade","30","30","[c]","[c]"
"In post","2021","Chinese","Department for Transport (excl. agencies)","20","20","[c]","[c]"
"In post","2021","Chinese","Department for Work and Pensions (excl. agencies)","145","135","27220","27570"
"In post","2021","Chinese","Department of Health and Social Care (excl. agencies)","20","20","[c]","[c]"
"In post","2021","Chinese","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Driver and Vehicle Standards Agency","10","10","[c]","[c]"
"In post","2021","Chinese","Education and Skills Funding Agency","10","10","[c]","[c]"
"In post","2021","Chinese","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Food Standards Agency","5","5","[c]","[c]"
"In post","2021","Chinese","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Foreign, Commonwealth and Development Office (excl. agencies)","35","35","38960","35700"
"In post","2021","Chinese","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Government Actuary's Department","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Government Legal Department","15","15","[c]","[c]"
"In post","2021","Chinese","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Health and Safety Executive","10","10","[c]","[c]"
"In post","2021","Chinese","HM Courts and Tribunals Service","55","50","28330","23500"
"In post","2021","Chinese","HM Land Registry","5","5","[c]","[c]"
"In post","2021","Chinese","HM Prison and Probation Service","45","40","28700","28200"
"In post","2021","Chinese","HM Revenue and Customs (excl. agencies)","170","165","34470","29570"
"In post","2021","Chinese","HM Treasury (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Chinese","Home Office (incl. agencies)","150","140","31790","28980"
"In post","2021","Chinese","Insolvency Service","5","5","[c]","[c]"
"In post","2021","Chinese","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Medicines and Healthcare Products Regulatory Agency","30","30","[c]","[c]"
"In post","2021","Chinese","Met Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Ministry of Defence (excl. agencies)","70","65","32650","29250"
"In post","2021","Chinese","Ministry of Housing, Communities and Local Government (excl. agencies)","15","15","[c]","[c]"
"In post","2021","Chinese","Ministry of Justice (excl. agencies)","35","35","40720","38790"
"In post","2021","Chinese","National Crime Agency","10","10","[c]","[c]"
"In post","2021","Chinese","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Records of Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office for Standards in Education, Children's Services and Skills","5","5","[c]","[c]"
"In post","2021","Chinese","Office of Gas and Electricity Markets","10","10","[c]","[c]"
"In post","2021","Chinese","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of Rail and Road","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Public Health England","40","40","47670","41330"
"In post","2021","Chinese","Queen Elizabeth II Centre","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Registers of Scotland","5","5","[c]","[c]"
"In post","2021","Chinese","Revenue Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Royal Fleet Auxiliary","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Fiscal Commission","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Forestry","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Government (excl. agencies)","5","5","[c]","[c]"
"In post","2021","Chinese","Scottish Housing Regulator","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Prison Service","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Serious Fraud Office","5","5","[c]","[c]"
"In post","2021","Chinese","Social Security Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","The National Archives","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Transport Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Export Finance","5","5","[c]","[c]"
"In post","2021","Chinese","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Intellectual Property Office","5","5","[c]","[c]"
"In post","2021","Chinese","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","UK Supreme Court","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","United Kingdom Statistics Authority","20","20","[c]","[c]"
"In post","2021","Chinese","Valuation Office Agency","10","10","[c]","[c]"
"In post","2021","Chinese","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wales Office","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Welsh Government (excl. agencies)","10","10","[c]","[c]"
"In post","2021","Chinese","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"In post","2021","Chinese","Wilton Park","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Accountant in Bankruptcy","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Advisory, Conciliation and Arbitration Service","15","15","[c]","[c]"
"In post","2021","Mixed","Animal and Plant Health Agency","35","35","30300","31630"
"In post","2021","Mixed","Attorney General's Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Cabinet Office (excl. agencies)","190","190","47050","40420"
"In post","2021","Mixed","Centre for Environment, Fisheries and Aquaculture Science","10","10","[c]","[c]"
"In post","2021","Mixed","Charity Commission","5","5","[c]","[c]"
"In post","2021","Mixed","Companies House","10","10","[c]","[c]"
"In post","2021","Mixed","Competition and Markets Authority","35","35","48430","53050"
"In post","2021","Mixed","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Crown Commercial Service","5","5","[c]","[c]"
"In post","2021","Mixed","Crown Office and Procurator Fiscal Service","15","15","[c]","[c]"
"In post","2021","Mixed","Crown Prosecution Service","175","165","42960","44440"
"In post","2021","Mixed","Crown Prosecution Service Inspectorate","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Debt Management Office","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Defence Electronics and Components Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Defence Equipment and Support","145","140","34780","31690"
"In post","2021","Mixed","Defence Science and Technology Laboratory","55","55","36860","34490"
"In post","2021","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","190","190","47240","45150"
"In post","2021","Mixed","Department for Digital, Culture, Media and Sport","85","85","45610","42020"
"In post","2021","Mixed","Department for Education (excl. agencies)","155","150","42210","40230"
"In post","2021","Mixed","Department for Environment, Food and Rural Affairs (excl. agencies)","130","125","41200","36970"
"In post","2021","Mixed","Department for International Trade","100","100","46460","43600"
"In post","2021","Mixed","Department for Transport (excl. agencies)","105","105","41410","35700"
"In post","2021","Mixed","Department for Work and Pensions (excl. agencies)","1605","1500","27980","27570"
"In post","2021","Mixed","Department of Health and Social Care (excl. agencies)","60","60","46400","47760"
"In post","2021","Mixed","Disclosure Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Driver and Vehicle Licensing Agency","40","35","24320","21590"
"In post","2021","Mixed","Driver and Vehicle Standards Agency","45","45","28790","26780"
"In post","2021","Mixed","Education and Skills Funding Agency","30","30","[c]","[c]"
"In post","2021","Mixed","Education Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","ESTYN","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","FCDO Services","15","15","[c]","[c]"
"In post","2021","Mixed","Food Standards Agency","25","25","[c]","[c]"
"In post","2021","Mixed","Food Standards Scotland","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Foreign, Commonwealth and Development Office (excl. agencies)","255","250","46070","39110"
"In post","2021","Mixed","Forestry and Land Scotland","5","5","[c]","[c]"
"In post","2021","Mixed","Government Actuary's Department","5","5","[c]","[c]"
"In post","2021","Mixed","Government Internal Audit Agency","10","10","[c]","[c]"
"In post","2021","Mixed","Government Legal Department","90","85","54050","51830"
"In post","2021","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2021","Mixed","Health and Safety Executive","35","35","45520","44610"
"In post","2021","Mixed","HM Courts and Tribunals Service","290","265","24650","22080"
"In post","2021","Mixed","HM Land Registry","70","70","28620","27130"
"In post","2021","Mixed","HM Prison and Probation Service","1065","1020","31630","30210"
"In post","2021","Mixed","HM Revenue and Customs (excl. agencies)","715","680","33900","31810"
"In post","2021","Mixed","HM Treasury (excl. agencies)","90","90","46880","52500"
"In post","2021","Mixed","Home Office (incl. agencies)","725","670","33310","28940"
"In post","2021","Mixed","Insolvency Service","15","15","[c]","[c]"
