"Status","Year","Parent_department","Region_london","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2021","Chancellor's other departments","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Chancellor's other departments","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Chancellor's other departments","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Heterosexual / straight","35","35","42730","37910"
"In post","2021","Charity Commission","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Charity Commission","London","Unknown","30","30","42290","37910"
"In post","2021","Charity Commission","Outside London","Heterosexual / straight","195","185","32850","29160"
"In post","2021","Charity Commission","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Undeclared","15","10","[c]","[c]"
"In post","2021","Charity Commission","Outside London","Unknown","145","140","33940","29540"
"In post","2021","Competition and Markets Authority","London","Heterosexual / straight","635","615","60050","56360"
"In post","2021","Competition and Markets Authority","London","LGBO","50","50","57990","56110"
"In post","2021","Competition and Markets Authority","London","Undeclared","55","55","60970","58010"
"In post","2021","Competition and Markets Authority","London","Unknown","45","45","74880","72430"
"In post","2021","Competition and Markets Authority","Outside London","Heterosexual / straight","50","50","56700","55860"
"In post","2021","Competition and Markets Authority","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Competition and Markets Authority","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Heterosexual / straight","3845","3750","49430","52330"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","LGBO","460","455","48170","45370"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Undeclared","560","545","49620","53380"
"In post","2021","Department for Business, Energy and Industrial Strategy","London","Unknown","760","740","43730","40050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outside London","Heterosexual / straight","3160","2970","35470","31000"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outside London","LGBO","220","215","34020","30360"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outside London","Undeclared","365","340","37310","34500"
"In post","2021","Department for Business, Energy and Industrial Strategy","Outside London","Unknown","3760","3575","35640","34050"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Overseas","Unknown","30","30","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Business, Energy and Industrial Strategy","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Heterosexual / straight","1210","1185","49960","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","LGBO","175","175","47160","46110"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Undeclared","100","100","48970","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","London","Unknown","230","225","48640","51730"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","Heterosexual / straight","40","40","41130","34020"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Department for Digital, Culture, Media and Sport","Outside London","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Education","London","Heterosexual / straight","1690","1630","50400","53420"
"In post","2021","Department for Education","London","LGBO","160","160","50440","53420"
"In post","2021","Department for Education","London","Undeclared","185","180","49920","53420"
"In post","2021","Department for Education","London","Unknown","595","570","50040","53420"
"In post","2021","Department for Education","Outside London","Heterosexual / straight","3805","3665","40720","36960"
"In post","2021","Department for Education","Outside London","LGBO","260","255","38400","36500"
"In post","2021","Department for Education","Outside London","Undeclared","350","340","41180","37100"
"In post","2021","Department for Education","Outside London","Unknown","870","840","40150","36780"
"In post","2021","Department for Education","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Education","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Education","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Heterosexual / straight","1690","1640","44910","39420"
"In post","2021","Department for Environment, Food and Rural Affairs","London","LGBO","180","175","45780","39510"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Undeclared","190","185","42240","38750"
"In post","2021","Department for Environment, Food and Rural Affairs","London","Unknown","535","520","45640","40000"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","Heterosexual / straight","5275","4975","34450","30230"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","LGBO","330","320","31480","29180"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","Undeclared","655","615","34820","31480"
"In post","2021","Department for Environment, Food and Rural Affairs","Outside London","Unknown","2190","2040","30220","25560"
"In post","2021","Department for International Trade","London","Heterosexual / straight","1290","1275","45990","39440"
"In post","2021","Department for International Trade","London","LGBO","165","165","45070","38540"
"In post","2021","Department for International Trade","London","Undeclared","125","125","45430","40030"
"In post","2021","Department for International Trade","London","Unknown","740","730","43930","38540"
"In post","2021","Department for International Trade","Outside London","Heterosexual / straight","160","155","44000","42230"
"In post","2021","Department for International Trade","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Outside London","Undeclared","15","15","[c]","[c]"
"In post","2021","Department for International Trade","Outside London","Unknown","35","35","40670","38320"
"In post","2021","Department for International Trade","Overseas","Heterosexual / straight","95","95","57150","55650"
"In post","2021","Department for International Trade","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Undeclared","5","5","[c]","[c]"
"In post","2021","Department for International Trade","Overseas","Unknown","45","45","54410","51770"
"In post","2021","Department for Transport","London","Heterosexual / straight","2180","2130","48430","43670"
"In post","2021","Department for Transport","London","LGBO","220","215","46230","42890"
"In post","2021","Department for Transport","London","Undeclared","320","310","44940","42470"
"In post","2021","Department for Transport","London","Unknown","715","700","41910","35430"
"In post","2021","Department for Transport","Outside London","Heterosexual / straight","7770","7190","30040","26780"
"In post","2021","Department for Transport","Outside London","LGBO","360","345","28870","26470"
"In post","2021","Department for Transport","Outside London","Undeclared","2600","2235","27690","26580"
"In post","2021","Department for Transport","Outside London","Unknown","1795","1680","27300","26350"
"In post","2021","Department for Transport","Overseas","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Department for Transport","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Department for Transport","Overseas","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Department for Work and Pensions","London","Heterosexual / straight","6420","6090","34040","31060"
"In post","2021","Department for Work and Pensions","London","LGBO","435","425","35250","31060"
"In post","2021","Department for Work and Pensions","London","Undeclared","790","720","32780","31060"
"In post","2021","Department for Work and Pensions","London","Unknown","2540","2300","33410","31060"
"In post","2021","Department for Work and Pensions","Outside London","Heterosexual / straight","53530","48090","27660","27570"
"In post","2021","Department for Work and Pensions","Outside London","LGBO","3265","3115","27200","27570"
"In post","2021","Department for Work and Pensions","Outside London","Undeclared","6755","5995","27460","27570"
"In post","2021","Department for Work and Pensions","Outside London","Unknown","18900","16265","26430","27570"
"In post","2021","Department for Work and Pensions","Unknown","Heterosexual / straight","610","575","30200","27570"
"In post","2021","Department for Work and Pensions","Unknown","LGBO","40","40","28860","27570"
"In post","2021","Department for Work and Pensions","Unknown","Undeclared","75","70","29690","27570"
"In post","2021","Department for Work and Pensions","Unknown","Unknown","170","150","31850","27570"
"In post","2021","Department of Health and Social Care","London","Heterosexual / straight","3435","3240","46840","40850"
"In post","2021","Department of Health and Social Care","London","LGBO","290","280","47140","40650"
"In post","2021","Department of Health and Social Care","London","Undeclared","490","450","48600","41030"
"In post","2021","Department of Health and Social Care","London","Unknown","2205","2135","49790","44460"
"In post","2021","Department of Health and Social Care","Outside London","Heterosexual / straight","3375","3110","40750","36330"
"In post","2021","Department of Health and Social Care","Outside London","LGBO","180","170","36240","28970"
"In post","2021","Department of Health and Social Care","Outside London","Undeclared","505","450","43440","37890"
"In post","2021","Department of Health and Social Care","Outside London","Unknown","1270","1200","44970","39530"
"In post","2021","ESTYN","Outside London","Heterosexual / straight","100","90","58240","74730"
"In post","2021","ESTYN","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","ESTYN","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Food Standards Agency","London","Heterosexual / straight","320","315","42530","40350"
"In post","2021","Food Standards Agency","London","LGBO","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","London","Undeclared","70","70","42730","40960"
"In post","2021","Food Standards Agency","London","Unknown","55","55","41460","37340"
"In post","2021","Food Standards Agency","Outside London","Heterosexual / straight","535","525","35640","30810"
"In post","2021","Food Standards Agency","Outside London","LGBO","20","20","[c]","[c]"
"In post","2021","Food Standards Agency","Outside London","Undeclared","50","50","35580","30350"
"In post","2021","Food Standards Agency","Outside London","Unknown","235","225","30970","26750"
"In post","2021","Foreign, Commonwealth and Development Office","London","Heterosexual / straight","2900","2830","49410","44230"
"In post","2021","Foreign, Commonwealth and Development Office","London","LGBO","205","205","49980","47330"
"In post","2021","Foreign, Commonwealth and Development Office","London","Undeclared","335","330","49520","44110"
"In post","2021","Foreign, Commonwealth and Development Office","London","Unknown","815","795","48930","48840"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Heterosexual / straight","1505","1445","38630","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","LGBO","75","75","34850","33930"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Undeclared","120","115","38440","34290"
"In post","2021","Foreign, Commonwealth and Development Office","Outside London","Unknown","395","385","38510","34490"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","Heterosexual / straight","1575","1570","51810","53000"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","LGBO","130","130","51720","53190"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","Undeclared","220","220","51220","53470"
"In post","2021","Foreign, Commonwealth and Development Office","Overseas","Unknown","350","350","53620","54070"
"In post","2021","HM Land Registry","London","Heterosexual / straight","210","200","42830","37290"
"In post","2021","HM Land Registry","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","HM Land Registry","London","Undeclared","45","45","40340","37290"
"In post","2021","HM Land Registry","London","Unknown","115","110","39190","30600"
"In post","2021","HM Land Registry","Outside London","Heterosexual / straight","3335","3015","31410","27130"
"In post","2021","HM Land Registry","Outside London","LGBO","135","130","28870","27130"
"In post","2021","HM Land Registry","Outside London","Undeclared","655","565","32380","27130"
"In post","2021","HM Land Registry","Outside London","Unknown","1850","1695","28110","27130"
"In post","2021","HM Revenue and Customs","London","Heterosexual / straight","4905","4670","44320","38700"
"In post","2021","HM Revenue and Customs","London","LGBO","330","320","45980","39800"
"In post","2021","HM Revenue and Customs","London","Undeclared","810","765","43840","39490"
"In post","2021","HM Revenue and Customs","London","Unknown","2675","2540","40490","36160"
"In post","2021","HM Revenue and Customs","Outside London","Heterosexual / straight","31790","29165","31100","28130"
"In post","2021","HM Revenue and Customs","Outside London","LGBO","1890","1810","29840","25560"
"In post","2021","HM Revenue and Customs","Outside London","Undeclared","4110","3700","31360","28130"
"In post","2021","HM Revenue and Customs","Outside London","Unknown","19960","18125","26600","24500"
"In post","2021","HM Treasury","London","Heterosexual / straight","1660","1620","48880","52500"
"In post","2021","HM Treasury","London","LGBO","160","155","49000","52500"
"In post","2021","HM Treasury","London","Undeclared","275","275","44910","40100"
"In post","2021","HM Treasury","London","Unknown","230","225","53850","50000"
"In post","2021","HM Treasury","Outside London","Heterosexual / straight","290","275","43230","41990"
"In post","2021","HM Treasury","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","HM Treasury","Outside London","Undeclared","40","40","41670","39980"
"In post","2021","HM Treasury","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","London","Heterosexual / straight","10450","9850","39720","35070"
"In post","2021","Home Office","London","LGBO","400","395","43720","41950"
"In post","2021","Home Office","London","Undeclared","1735","1620","39390","35070"
"In post","2021","Home Office","London","Unknown","745","740","39770","35050"
"In post","2021","Home Office","Outside London","Heterosexual / straight","17495","16035","27140","25040"
"In post","2021","Home Office","Outside London","LGBO","760","725","27120","25040"
"In post","2021","Home Office","Outside London","Undeclared","2425","2190","28030","26360"
"In post","2021","Home Office","Outside London","Unknown","1020","990","25850","24880"
"In post","2021","Home Office","Overseas","Heterosexual / straight","240","235","28200","27370"
"In post","2021","Home Office","Overseas","LGBO","10","10","[c]","[c]"
"In post","2021","Home Office","Overseas","Undeclared","70","70","28420","27370"
"In post","2021","Home Office","Overseas","Unknown","10","10","[c]","[c]"
"In post","2021","Home Office","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Home Office","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Home Office","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","Ministry of Defence","London","Heterosexual / straight","2845","2785","41100","37640"
"In post","2021","Ministry of Defence","London","LGBO","140","140","41410","37640"
"In post","2021","Ministry of Defence","London","Undeclared","485","475","43100","39420"
"In post","2021","Ministry of Defence","London","Unknown","435","420","40550","37910"
"In post","2021","Ministry of Defence","Outside London","Heterosexual / straight","38790","37440","33180","30420"
"In post","2021","Ministry of Defence","Outside London","LGBO","1230","1215","31410","28650"
"In post","2021","Ministry of Defence","Outside London","Undeclared","6015","5780","34460","33300"
"In post","2021","Ministry of Defence","Outside London","Unknown","4890","4700","33020","30190"
"In post","2021","Ministry of Defence","Overseas","Heterosexual / straight","460","460","41010","37060"
"In post","2021","Ministry of Defence","Overseas","LGBO","15","15","[c]","[c]"
"In post","2021","Ministry of Defence","Overseas","Undeclared","65","65","43040","40580"
"In post","2021","Ministry of Defence","Overseas","Unknown","250","250","45110","45140"
"In post","2021","Ministry of Defence","Unknown","Heterosexual / straight","145","140","31410","27370"
"In post","2021","Ministry of Defence","Unknown","LGBO","10","5","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Undeclared","20","20","[c]","[c]"
"In post","2021","Ministry of Defence","Unknown","Unknown","1885","1885","37620","34460"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Heterosexual / straight","1405","1375","48750","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","London","LGBO","160","160","48130","53130"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Undeclared","150","150","46650","46060"
"In post","2021","Ministry of Housing, Communities and Local Government","London","Unknown","150","150","45740","39600"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Heterosexual / straight","1145","1075","42420","39100"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","LGBO","75","75","40840","38830"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Undeclared","100","90","43930","44930"
"In post","2021","Ministry of Housing, Communities and Local Government","Outside London","Unknown","215","190","36510","30190"
"In post","2021","Ministry of Justice","London","Heterosexual / straight","9625","9265","36300","32870"
"In post","2021","Ministry of Justice","London","LGBO","655","645","38090","33930"
"In post","2021","Ministry of Justice","London","Undeclared","1280","1225","37030","33180"
"In post","2021","Ministry of Justice","London","Unknown","3050","2935","33160","30720"
"In post","2021","Ministry of Justice","Outside London","Heterosexual / straight","45515","42445","28430","25850"
"In post","2021","Ministry of Justice","Outside London","LGBO","2900","2820","28270","25850"
"In post","2021","Ministry of Justice","Outside London","Undeclared","5490","5060","28970","26810"
"In post","2021","Ministry of Justice","Outside London","Unknown","10355","9545","27290","25790"
"In post","2021","Ministry of Justice","Unknown","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Ministry of Justice","Unknown","Unknown","5","5","[c]","[c]"
"In post","2021","National Crime Agency","London","Heterosexual / straight","1220","1190","43960","40170"
"In post","2021","National Crime Agency","London","LGBO","65","65","41490","39840"
"In post","2021","National Crime Agency","London","Undeclared","105","100","41190","40170"
"In post","2021","National Crime Agency","London","Unknown","260","255","45080","42520"
"In post","2021","National Crime Agency","Outside London","Heterosexual / straight","2715","2645","37180","36410"
"In post","2021","National Crime Agency","Outside London","LGBO","120","120","34720","34140"
"In post","2021","National Crime Agency","Outside London","Undeclared","220","220","35560","34540"
"In post","2021","National Crime Agency","Outside London","Unknown","540","520","38690","37560"
"In post","2021","National Crime Agency","Overseas","Heterosexual / straight","100","100","66640","63280"
"In post","2021","National Crime Agency","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Undeclared","10","10","[c]","[c]"
"In post","2021","National Crime Agency","Overseas","Unknown","20","20","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Heterosexual / straight","70","65","45760","45480"
"In post","2021","National Crime Agency","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Undeclared","5","5","[c]","[c]"
"In post","2021","National Crime Agency","Unknown","Unknown","25","25","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Heterosexual / straight","35","35","51900","45730"
"In post","2021","Northern Ireland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","London","Unknown","35","35","45180","40270"
"In post","2021","Northern Ireland Office","Outside London","Heterosexual / straight","45","45","39800","35200"
"In post","2021","Northern Ireland Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Northern Ireland Office","Outside London","Unknown","35","35","36010","34570"
"In post","2021","Office for Standards in Education","London","Heterosexual / straight","355","345","56610","51360"
"In post","2021","Office for Standards in Education","London","LGBO","40","40","59450","62810"
"In post","2021","Office for Standards in Education","London","Undeclared","25","25","[c]","[c]"
"In post","2021","Office for Standards in Education","London","Unknown","30","30","49750","51360"
"In post","2021","Office for Standards in Education","Outside London","Heterosexual / straight","1080","1040","48060","51360"
"In post","2021","Office for Standards in Education","Outside London","LGBO","90","90","43200","32010"
"In post","2021","Office for Standards in Education","Outside London","Undeclared","80","75","42490","37240"
"In post","2021","Office for Standards in Education","Outside London","Unknown","80","75","37340","31700"
"In post","2021","Office of Gas and Electricity Markets","London","Heterosexual / straight","260","255","48600","44430"
"In post","2021","Office of Gas and Electricity Markets","London","LGBO","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","London","Undeclared","30","30","50190","47980"
"In post","2021","Office of Gas and Electricity Markets","London","Unknown","355","345","53650","48360"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Heterosexual / straight","210","205","36070","31720"
"In post","2021","Office of Gas and Electricity Markets","Outside London","LGBO","30","30","35000","30950"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Undeclared","25","25","[c]","[c]"
"In post","2021","Office of Gas and Electricity Markets","Outside London","Unknown","245","245","37130","32340"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Heterosexual / straight","165","160","44970","40250"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","LGBO","10","10","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Undeclared","20","20","[c]","[c]"
"In post","2021","Office of Qualifications and Examinations Regulation","Outside London","Unknown","65","60","50260","46660"
"In post","2021","Office of Rail and Road","London","Heterosexual / straight","100","95","52010","54890"
"In post","2021","Office of Rail and Road","London","LGBO","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Undeclared","15","15","[c]","[c]"
"In post","2021","Office of Rail and Road","London","Unknown","90","85","60880","57910"
"In post","2021","Office of Rail and Road","Outside London","Heterosexual / straight","65","65","49520","51310"
"In post","2021","Office of Rail and Road","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Office of Rail and Road","Outside London","Undeclared","10","10","[c]","[c]"
"In post","2021","Office of Rail and Road","Outside London","Unknown","35","35","56620","60020"
"In post","2021","Other Cabinet Office Agencies","London","Heterosexual / straight","105","105","51340","49300"
"In post","2021","Other Cabinet Office Agencies","London","LGBO","10","10","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","London","Undeclared","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","London","Unknown","30","25","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Outside London","Heterosexual / straight","610","590","39610","34800"
"In post","2021","Other Cabinet Office Agencies","Outside London","LGBO","30","30","38190","34800"
"In post","2021","Other Cabinet Office Agencies","Outside London","Undeclared","40","40","39620","37300"
"In post","2021","Other Cabinet Office Agencies","Outside London","Unknown","160","155","33180","30060"
"In post","2021","Other Cabinet Office Agencies","Unknown","Heterosexual / straight","5","5","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Other Cabinet Office Agencies","Unknown","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","London","Heterosexual / straight","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","London","Unknown","30","25","[c]","[c]"
"In post","2021","Scotland Office","Outside London","Heterosexual / straight","40","40","50660","48930"
"In post","2021","Scotland Office","Outside London","LGBO","5","5","[c]","[c]"
"In post","2021","Scotland Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Scotland Office","Outside London","Unknown","35","35","43630","41250"
"In post","2021","Scottish Government","London","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","London","Unknown","5","5","[c]","[c]"
"In post","2021","Scottish Government","Outside London","Heterosexual / straight","11630","11070","39000","33650"
"In post","2021","Scottish Government","Outside London","LGBO","790","775","36740","32140"
"In post","2021","Scottish Government","Outside London","Undeclared","2380","2190","31340","29350"
"In post","2021","Scottish Government","Outside London","Unknown","7400","6975","34320","30930"
"In post","2021","Scottish Government","Overseas","Heterosexual / straight","10","10","[c]","[c]"
"In post","2021","Scottish Government","Overseas","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Scottish Government","Overseas","Unknown","5","5","[c]","[c]"
"In post","2021","The National Archives","London","Heterosexual / straight","220","210","36510","34220"
"In post","2021","The National Archives","London","LGBO","30","30","33630","32760"
"In post","2021","The National Archives","London","Undeclared","50","45","34850","30830"
"In post","2021","The National Archives","London","Unknown","240","230","35140","32560"
"In post","2021","UK Export Finance","London","Heterosexual / straight","325","320","52510","47230"
"In post","2021","UK Export Finance","London","LGBO","15","15","[c]","[c]"
"In post","2021","UK Export Finance","London","Undeclared","30","30","[c]","[c]"
"In post","2021","UK Export Finance","London","Unknown","30","30","[c]","[c]"
"In post","2021","UK Supreme Court","London","Heterosexual / straight","45","45","39350","36240"
"In post","2021","UK Supreme Court","London","LGBO","5","5","[c]","[c]"
"In post","2021","UK Supreme Court","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","London","Heterosexual / straight","225","220","43560","32540"
"In post","2021","United Kingdom Statistics Authority","London","LGBO","30","30","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","London","Undeclared","25","20","[c]","[c]"
"In post","2021","United Kingdom Statistics Authority","London","Unknown","110","105","42180","34050"
"In post","2021","United Kingdom Statistics Authority","Outside London","Heterosexual / straight","3295","2905","32110","29540"
"In post","2021","United Kingdom Statistics Authority","Outside London","LGBO","200","190","32450","29540"
"In post","2021","United Kingdom Statistics Authority","Outside London","Undeclared","175","150","31760","29540"
"In post","2021","United Kingdom Statistics Authority","Outside London","Unknown","1490","1335","30950","29540"
"In post","2021","Wales Office","London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Wales Office","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Outside London","Heterosexual / straight","15","15","[c]","[c]"
"In post","2021","Wales Office","Outside London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Outside London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Wales Office","Outside London","Unknown","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","London","Heterosexual / straight","25","25","[c]","[c]"
"In post","2021","Water Services Regulation Authority","London","LGBO","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","London","Undeclared","[c]","[c]","[c]","[c]"
"In post","2021","Water Services Regulation Authority","London","Unknown","45","45","71270","64240"
"In post","2021","Water Services Regulation Authority","Outside London","Heterosexual / straight","70","65","54370","50620"
